,ZFHX4 (79776)
ACH-000004,-0.1185299078512134
ACH-000005,-0.04177551367299295
ACH-000007,0.0070716986652793095
ACH-000009,-0.09164105355150907
ACH-000011,-0.11629295458387437
ACH-000012,-0.11770290362441285
ACH-000013,-0.13137384217435644
ACH-000014,0.009565758988759077
ACH-000015,0.04086575229974336
ACH-000017,-0.4867475061438485
ACH-000018,-0.05108886456855418
ACH-000019,-0.2693095721180577
ACH-000021,-0.06698677051815308
ACH-000022,-0.2329908130193867
ACH-000025,-0.20327510601467055
ACH-000028,-0.06308724920737696
ACH-000030,-0.12108264404973265
ACH-000035,-0.20203825180197085
ACH-000036,-0.12400413031367405
ACH-000037,-0.11497708819589005
ACH-000039,-0.33408419344925777
ACH-000040,-0.033550342562575976
ACH-000041,-0.20746514392265086
ACH-000042,-0.0410215900354588
ACH-000045,-0.13289698964915592
ACH-000047,-0.1749798987035033
ACH-000052,-0.09413499055609674
ACH-000053,-0.15358134414832772
ACH-000054,-0.04910827716144535
ACH-000055,0.013026704659081536
ACH-000060,-0.14615666010898604
ACH-000067,-0.15208163990718676
ACH-000070,-0.4006776805279435
ACH-000075,-0.025494710361276214
ACH-000078,-0.11253510459680408
ACH-000082,-0.08702135064508952
ACH-000085,-0.08674795985193326
ACH-000086,-0.10983511623794527
ACH-000087,-0.4824459779143164
ACH-000092,-0.1990253917458008
ACH-000095,-0.03237789662414693
ACH-000097,-0.07558215769321376
ACH-000098,-0.07346008867057399
ACH-000099,-0.2646852128105995
ACH-000108,-0.12541651996519104
ACH-000113,-0.040340593686363634
ACH-000116,0.055502653401777305
ACH-000118,0.013558890339113764
ACH-000120,-0.2293252221566977
ACH-000123,-0.0657171264033572
ACH-000127,-0.1767944131916496
ACH-000128,-0.21899587301789486
ACH-000132,0.012502270108131451
ACH-000133,-0.20643040167438048
ACH-000137,-0.17073571598423687
ACH-000138,-0.10849274740799952
ACH-000142,-0.1606274786566259
ACH-000143,-0.2549180378341105
ACH-000146,-0.07250064055543265
ACH-000148,-0.11929529620724155
ACH-000150,-0.2718576271520547
ACH-000152,-0.09009951735286813
ACH-000153,-0.15178392259754533
ACH-000159,-0.09260262751381314
ACH-000160,-0.0808043237194011
ACH-000163,0.014648980047820687
ACH-000167,-0.04821578324612874
ACH-000168,-0.009294572478498846
ACH-000169,-0.1090413919285504
ACH-000178,-0.1576536082633822
ACH-000183,-0.048768053156250615
ACH-000188,-0.03500403642019407
ACH-000189,-0.1082439503747829
ACH-000190,-0.3933628036455644
ACH-000198,-0.0759544159326851
ACH-000203,0.11627552961283165
ACH-000204,-0.0700073245212277
ACH-000206,-0.06920891444950235
ACH-000207,0.056331339489136587
ACH-000208,0.012661535803820574
ACH-000210,-0.27300883496262496
ACH-000211,-0.18359880661678246
ACH-000215,-0.1404090182861565
ACH-000221,-0.16358573283588945
ACH-000222,-0.06644257707595007
ACH-000223,-0.10327987976332507
ACH-000226,-0.2444848344119271
ACH-000227,-0.20930723262627124
ACH-000228,-0.12429136856970226
ACH-000231,-0.14194682049546542
ACH-000232,0.16311274763044956
ACH-000233,-0.1778726706060164
ACH-000234,-0.15729627745033975
ACH-000235,-0.14016709717933445
ACH-000237,-0.13391496047309842
ACH-000238,-0.1632331302889174
ACH-000242,0.015581010726717297
ACH-000243,-0.138657394084536
ACH-000244,-0.0138041975044474
ACH-000246,-0.5446222694162987
ACH-000248,-0.4206625723805163
ACH-000250,-0.10918841032018126
ACH-000251,-0.021710590354917517
ACH-000252,-0.037919947359380764
ACH-000253,-0.036770086032073136
ACH-000255,-0.007328359747095016
ACH-000256,-0.06837941074112945
ACH-000257,-0.005553166748641847
ACH-000258,-0.3247827157336885
ACH-000259,-0.2263804476533103
ACH-000260,-0.2151058144289321
ACH-000261,-0.11719811722572103
ACH-000262,-0.09735372879585437
ACH-000263,-0.13298535328463262
ACH-000264,-0.11252146289172517
ACH-000265,-0.28758755577634937
ACH-000266,-0.11826494079153455
ACH-000272,-0.14644320550373852
ACH-000274,-0.10895529138704856
ACH-000277,-0.1729901797996324
ACH-000278,-0.03459468826207353
ACH-000279,-0.09827679616590962
ACH-000280,-0.2853551905208031
ACH-000281,-0.15435716165784316
ACH-000288,0.05041099309516588
ACH-000291,-0.2948757776103095
ACH-000293,-0.12596077100680614
ACH-000294,-0.22021054332916887
ACH-000295,-0.2006582821581468
ACH-000296,0.04395202314771456
ACH-000302,0.02515515852145981
ACH-000304,-0.03605376978104803
ACH-000307,-0.2506460724055593
ACH-000308,-0.1633778570892205
ACH-000310,-0.3054344277253069
ACH-000311,-0.09867672673061692
ACH-000312,-0.09245037273379256
ACH-000315,-0.125471849474306
ACH-000316,-0.26489900881417383
ACH-000317,-0.1520683144034064
ACH-000318,-0.10278483261949843
ACH-000319,-0.3142248831696933
ACH-000320,0.24610022387322625
ACH-000322,-0.06984492900694357
ACH-000323,-0.3224516034771845
ACH-000324,-0.2188888829277433
ACH-000329,-0.16852615937220802
ACH-000330,-0.11346626084801913
ACH-000331,-0.15388402557309874
ACH-000332,-0.15866388777792886
ACH-000334,-0.3027474314731293
ACH-000335,-0.015043839591978659
ACH-000336,-0.2357012453986479
ACH-000337,-0.23202818689626376
ACH-000338,0.07105172416466933
ACH-000339,-0.16695008282116888
ACH-000341,-0.15610140089377486
ACH-000348,-0.06674265172145956
ACH-000350,-0.118764075195524
ACH-000352,-0.2450802978948164
ACH-000356,0.2946720007877573
ACH-000361,0.07417803442341121
ACH-000362,-0.14328569905723965
ACH-000363,-0.14812147473559592
ACH-000364,-0.08524611072917274
ACH-000365,-0.09487667737814397
ACH-000366,-0.13996298059212298
ACH-000368,0.02437804473235087
ACH-000374,0.03788361214771918
ACH-000375,0.013557714588135502
ACH-000376,-0.05484352822085604
ACH-000381,0.013818128273110731
ACH-000383,-0.1201428050788033
ACH-000387,-0.08624879472541419
ACH-000389,-0.12601667389592047
ACH-000390,-0.1864333923102929
ACH-000393,-0.1269701723508953
ACH-000395,-0.00447414885047457
ACH-000396,-0.1772347228645747
ACH-000397,-0.1091423619601804
ACH-000401,0.006733981550805383
ACH-000402,-0.3110888809721447
ACH-000403,-0.061922980505736386
ACH-000404,0.30182229292706986
ACH-000406,-0.06597043780060703
ACH-000407,-0.02838975933038985
ACH-000408,-0.16949002532705426
ACH-000410,-0.2808847714819039
ACH-000411,-0.014903929930847866
ACH-000414,-0.13410751019560188
ACH-000415,-0.08252842767186634
ACH-000416,-0.1414565283972451
ACH-000420,0.06162662141553828
ACH-000421,-0.1796320605837929
ACH-000424,-0.29006803629993383
ACH-000425,-0.14679159525806434
ACH-000426,-0.2273960020192604
ACH-000427,-0.14144669946725816
ACH-000433,-0.11153041007415686
ACH-000435,-0.1273532403209936
ACH-000436,-0.2377812673650604
ACH-000444,-0.3395676687270309
ACH-000445,0.02415456301442456
ACH-000448,-0.2114337103632748
ACH-000450,0.10047565610150276
ACH-000452,-0.025183556504217868
ACH-000454,0.04349954104232058
ACH-000458,-0.04619951583226578
ACH-000459,-0.12118408861582387
ACH-000460,-0.06877980767834957
ACH-000461,0.07882317682784974
ACH-000463,-0.12077793727417685
ACH-000464,-0.04479043553660285
ACH-000466,-0.09666508168864202
ACH-000467,-0.11329721751135333
ACH-000468,-0.08460028610028915
ACH-000469,-0.14554300625820485
ACH-000470,-0.3401771690671035
ACH-000471,-0.2346910473914333
ACH-000472,-0.17515620530196233
ACH-000473,-0.16258780799805622
ACH-000475,-0.08532241670808519
ACH-000476,-0.25990015541452066
ACH-000477,0.025267690395691232
ACH-000479,-0.20812886696279756
ACH-000480,-0.16676101722421055
ACH-000481,-0.13379078366838845
ACH-000483,-0.055681780664626083
ACH-000484,-0.0676661124625301
ACH-000485,-0.3366124224232361
ACH-000486,-0.04924229093309801
ACH-000487,-0.13798898883670782
ACH-000488,-0.12884065195268074
ACH-000490,-0.19193066733210687
ACH-000491,-0.07339438942887924
ACH-000495,-0.1381377235738625
ACH-000496,-0.11847777270788898
ACH-000499,-0.3643611925738207
ACH-000500,-0.4720266643488359
ACH-000502,-0.045185412208670575
ACH-000503,-0.3208593484207021
ACH-000505,-0.2641740453009307
ACH-000507,-0.1255404470795032
ACH-000510,-0.16681314637272773
ACH-000511,-0.08926835509660362
ACH-000512,-0.21764964291274727
ACH-000516,-0.14823273643988674
ACH-000517,-0.06913892550093473
ACH-000518,-0.04257718037853277
ACH-000520,-0.04456810231261995
