,RETN (56729)
ACH-000004,-0.0475687279494196
ACH-000005,-0.19807868666095851
ACH-000007,0.03384332853012017
ACH-000009,-0.12009208951635306
ACH-000011,0.044205425797932775
ACH-000012,-0.17088537329096218
ACH-000013,-0.10893741850230902
ACH-000014,0.005798467986259675
ACH-000015,-0.14721145271092914
ACH-000017,-0.11287293080974435
ACH-000018,-0.3043998210101889
ACH-000019,-0.2844959405791056
ACH-000021,-0.13274657863016104
ACH-000022,-0.0582066741708447
ACH-000025,-0.04771564496360662
ACH-000028,-0.10035011888508363
ACH-000030,-0.10282141056986943
ACH-000035,-0.10403862502725383
ACH-000036,-0.015213189009744575
ACH-000037,0.09003730204116643
ACH-000039,0.18615434625489732
ACH-000040,-0.02428500194560247
ACH-000041,-0.019284001282479042
ACH-000042,0.0033781545229182985
ACH-000045,0.06082793567283274
ACH-000047,0.004912067119016502
ACH-000052,-0.03405117738575477
ACH-000053,0.0013121510030983665
ACH-000054,-0.14529089767761294
ACH-000055,0.07850024831662039
ACH-000060,-0.018232794895494862
ACH-000067,-0.038484514002774084
ACH-000070,-0.1685074406479218
ACH-000075,-0.11185272125714674
ACH-000078,-0.03173785180357677
ACH-000082,0.01849081707799128
ACH-000085,0.0770749581549255
ACH-000086,-0.07316986882809087
ACH-000087,0.07655676004812645
ACH-000092,-0.020697054046710992
ACH-000095,-0.0552869689225353
ACH-000097,-0.04724565403062043
ACH-000098,-0.1409766495052849
ACH-000099,-0.09503891719964844
ACH-000108,-0.1325665595342287
ACH-000113,-0.05208826601911457
ACH-000116,-0.1255559212611663
ACH-000118,-0.17376068879664056
ACH-000120,-0.1536491972501129
ACH-000123,-0.07363544328586508
ACH-000127,-0.1460466231629032
ACH-000128,-0.1040336140306422
ACH-000132,-0.13600175392922725
ACH-000133,-0.19356638817868155
ACH-000137,-0.39918476858575
ACH-000138,-0.06660047789400972
ACH-000142,-0.00977287238056482
ACH-000143,-0.1385766335559155
ACH-000146,-0.043995181344095656
ACH-000148,-0.07514537073709265
ACH-000150,-0.06800592725125547
ACH-000152,-0.022792864814793867
ACH-000153,-0.06034206836555425
ACH-000159,-0.11872619083312536
ACH-000160,0.030366436156538563
ACH-000163,-0.12314401641371155
ACH-000167,-0.017278551194697418
ACH-000168,-0.16553975488700545
ACH-000169,-0.017298293540593233
ACH-000178,-0.055419932578773014
ACH-000183,-0.3009482973568532
ACH-000188,-0.231820829342996
ACH-000189,-0.13021231941927688
ACH-000190,0.05505313548866597
ACH-000198,-0.2304037819113912
ACH-000203,0.06950849447430486
ACH-000204,-0.11067947382014348
ACH-000206,0.0021000552452565906
ACH-000207,-0.06333946314563134
ACH-000208,0.1491063139668961
ACH-000210,-0.1919805365496534
ACH-000211,-0.027273413346806545
ACH-000215,-0.06846508135156197
ACH-000221,-0.020411541753201447
ACH-000222,0.04031823520380778
ACH-000223,-0.0344290767448113
ACH-000226,0.04832456848876976
ACH-000227,-0.19855250371649524
ACH-000228,-0.0960453611280208
ACH-000231,0.014840213223473103
ACH-000232,0.0591529951078116
ACH-000233,-0.07124050927323225
ACH-000234,0.01879841153763289
ACH-000235,-0.07184572901372352
ACH-000237,-0.13396146163867975
ACH-000238,-0.033441823213988774
ACH-000242,0.0779946943837891
ACH-000243,-0.10351925297227124
ACH-000244,-0.1982389521372584
ACH-000246,-0.05381350183054719
ACH-000248,-0.08898602374052744
ACH-000250,-0.12824612474224656
ACH-000251,-0.016604757785521708
ACH-000252,0.15888789951809487
ACH-000253,-0.06700088773860767
ACH-000255,-0.13906214762379088
ACH-000256,0.011504638048210895
ACH-000257,-0.03153066315599033
ACH-000258,-0.08130972733770178
ACH-000259,0.0850543088679122
ACH-000260,0.04455660297071435
ACH-000261,-0.10095499913916982
ACH-000262,-0.18381058865319305
ACH-000263,-0.1488667140637951
ACH-000264,-0.09080778952980892
ACH-000265,-0.01385850397672862
ACH-000266,-0.06513476546961071
ACH-000272,-0.07528634379793918
ACH-000274,-0.04141945094283137
ACH-000277,-0.08265201209744638
ACH-000278,-0.1696796028641824
ACH-000279,0.02526073146554588
ACH-000280,-0.132484695998455
ACH-000281,-0.011264149654973923
ACH-000288,-0.07196240578218947
ACH-000291,-0.07322876704704961
ACH-000293,0.009698080456133242
ACH-000294,-0.24111379321103302
ACH-000295,0.1320433717383189
ACH-000296,-0.15121921648158068
ACH-000302,-0.15271884781754896
ACH-000304,-0.07621298882906066
ACH-000307,-0.0234110270134516
ACH-000308,-0.06930664626581931
ACH-000310,0.04239217033335557
ACH-000311,-0.051376579175736466
ACH-000312,-0.04459795491834948
ACH-000315,-0.04110622629624007
ACH-000316,-0.029455592678598593
ACH-000317,0.10954586805954238
ACH-000318,-0.03832653681697255
ACH-000319,-0.16839972148178892
ACH-000320,-0.14604439909776984
ACH-000322,-0.2373714683317488
ACH-000323,-0.17092629046593222
ACH-000324,0.02079407337562876
ACH-000329,0.0020576368169324608
ACH-000330,0.03725453128726863
ACH-000331,0.04786464608271375
ACH-000332,-0.04481703486046378
ACH-000334,-0.24694647041311898
ACH-000335,-0.12585912228268614
ACH-000336,-0.19266875090728294
ACH-000337,-0.06833611407480487
ACH-000338,0.033158112738686074
ACH-000339,-0.04730900965445834
ACH-000341,-0.27106736755033023
ACH-000348,-0.234769137629376
ACH-000350,0.1024956192947466
ACH-000352,-0.016102348586194346
ACH-000356,0.2090879528264837
ACH-000361,0.004561371682699712
ACH-000362,-0.021387128276195603
ACH-000363,-0.02794932721836209
ACH-000364,-0.20738508079840048
ACH-000365,-0.07403843595214978
ACH-000366,-0.02046998925645465
ACH-000368,-0.02920439864264032
ACH-000374,-0.13724327652997986
ACH-000375,0.04250032284566923
ACH-000376,-0.012746038228279345
ACH-000381,-0.10119740625147357
ACH-000383,-0.152802252031961
ACH-000387,-0.12629792167628526
ACH-000389,0.01910220723158865
ACH-000390,-0.23843511666580305
ACH-000393,-0.13642515828678015
ACH-000395,-0.2540368006976599
ACH-000396,-0.07404591897814884
ACH-000397,-0.04540309369044503
ACH-000401,-0.2748197210337467
ACH-000402,-0.22389734609777845
ACH-000403,0.058648330363337664
ACH-000404,0.2000721821488934
ACH-000406,0.0011103833073746784
ACH-000407,-0.08712911632598287
ACH-000408,0.2116114084463636
ACH-000410,-0.0424456556240585
ACH-000411,0.08235573879268931
ACH-000414,-0.058142786359336625
ACH-000415,-0.07351663349420873
ACH-000416,-0.07358885137935818
ACH-000420,0.008647520141610259
ACH-000421,-0.10796622395486953
ACH-000424,-0.0037578558604841814
ACH-000425,-0.03229856060821303
ACH-000426,-0.16264148879474058
ACH-000427,-0.060756316693142326
ACH-000433,-0.056595957726695234
ACH-000435,-0.05942055658694411
ACH-000436,-0.04845736828926592
ACH-000444,0.02647579303451349
ACH-000445,-0.19558598951667944
ACH-000448,-0.13070584370220284
ACH-000450,0.08238681814176778
ACH-000452,-0.10800158309220684
ACH-000454,-0.08091119563437675
ACH-000458,-0.03542751816330675
ACH-000459,0.026303252520679932
ACH-000460,0.03641725247527626
ACH-000461,-0.08759421849761387
ACH-000463,0.05184091936875135
ACH-000464,0.03573769686180936
ACH-000466,-0.029279387731038286
ACH-000467,-0.0765596314781878
ACH-000468,0.03030316793151482
ACH-000469,0.003416207268507697
ACH-000470,0.1176368935148234
ACH-000471,0.043183964798881216
ACH-000472,-0.10088539930389806
ACH-000473,0.12744882391491869
ACH-000475,-0.12732550220083866
ACH-000476,0.055010006193824984
ACH-000477,0.008057145790695545
ACH-000479,-0.059169388532049415
ACH-000480,0.09230825816967396
ACH-000481,-0.15871795455255722
ACH-000483,-0.13418224010928134
ACH-000484,-0.030280064377508187
ACH-000485,0.012785786204805544
ACH-000486,-0.12496646193613432
ACH-000487,-0.15079243708637066
ACH-000488,-0.09935657338628393
ACH-000490,-0.018685157211962983
ACH-000491,-0.0484343528875994
