,ATAD3A (55210)
ACH-000004,0.13573553494485358
ACH-000005,-0.1125082526605524
ACH-000007,-0.22728530808205874
ACH-000009,-0.07829294452058032
ACH-000011,-0.06649976307744468
ACH-000012,0.07040246210628884
ACH-000013,-0.040530579957460316
ACH-000014,0.09496091495359553
ACH-000015,0.05249845285371555
ACH-000017,0.09084335244582877
ACH-000018,-0.009233253290931342
ACH-000019,-0.16983500174502908
ACH-000021,0.013339830180163713
ACH-000022,-0.10131393219907044
ACH-000025,-0.15706010090201386
ACH-000028,-0.14417546113024202
ACH-000030,0.04026802186098182
ACH-000035,-0.2342422641812361
ACH-000036,-0.13095362541164152
ACH-000037,-0.05801868466868556
ACH-000039,-0.09433660333647953
ACH-000040,0.08068659959525404
ACH-000041,0.08244905156079188
ACH-000042,0.029295791053213456
ACH-000045,0.17188317237408374
ACH-000047,-0.03074910786571913
ACH-000052,-0.13369852851638328
ACH-000053,0.0307302025690192
ACH-000054,-0.011834480830438384
ACH-000055,0.06149427513928859
ACH-000060,-0.12873802023611372
ACH-000067,-0.11887552722069444
ACH-000070,-0.2648811597549422
ACH-000075,-0.322970000101341
ACH-000078,0.07448037899976685
ACH-000082,-0.030841063585372176
ACH-000085,-0.19330722514104096
ACH-000086,-0.1272368689023285
ACH-000087,-0.15383964222334173
ACH-000092,-0.04841565399739856
ACH-000095,-0.09256065863811204
ACH-000097,-0.08435668114751989
ACH-000098,0.004992891061957365
ACH-000099,-0.4701054379897766
ACH-000108,-0.22247383100794169
ACH-000113,-0.4158687653260818
ACH-000116,0.009182059888830488
ACH-000118,0.08307495960427051
ACH-000120,-0.18982135374853146
ACH-000123,0.06458082302830966
ACH-000127,-0.08763503483400023
ACH-000128,-0.046549899561138544
ACH-000132,-0.08427452295503537
ACH-000133,-0.1162631223017364
ACH-000137,-0.09842722941329342
ACH-000138,-0.0902868332379559
ACH-000142,0.0006067665645549973
ACH-000143,-0.0773703205455708
ACH-000146,0.02177327887986338
ACH-000148,0.02298282496010643
ACH-000150,-0.6675729316109223
ACH-000152,-0.10615067437916294
ACH-000153,0.08769761958320244
ACH-000159,-0.01641592236032377
ACH-000160,-0.23862458464335826
ACH-000163,-0.10650864387929668
ACH-000167,0.02276416576381704
ACH-000168,0.08312235527477138
ACH-000169,0.04284479699186384
ACH-000178,-0.10256153336719444
ACH-000183,0.18659882471311928
ACH-000188,0.04381703080573973
ACH-000189,-0.15659312918644408
ACH-000190,-0.16726765926456014
ACH-000198,0.1005611447584514
ACH-000203,-0.1536317859476039
ACH-000204,0.05372016299616597
ACH-000206,0.18249912025966195
ACH-000207,-0.09257749354517553
ACH-000208,-0.010433368822632964
ACH-000210,0.24307611919516586
ACH-000211,0.0141381887411866
ACH-000215,-0.0520642424798702
ACH-000221,-0.2615404723106381
ACH-000222,0.06023399102037817
ACH-000223,-0.2169414547051365
ACH-000226,-0.04668732453023785
ACH-000227,0.03433725128031891
ACH-000228,-0.01692603402222351
ACH-000231,0.07151677639164254
ACH-000232,-0.3063905652517622
ACH-000233,0.006664519421048643
ACH-000234,-0.060095176275173426
ACH-000235,-0.034526974281101734
ACH-000237,-0.198007115593364
ACH-000238,-0.06275077645247182
ACH-000242,0.1849603065766992
ACH-000243,0.04131270674674306
ACH-000244,-0.13572059168659642
ACH-000246,-0.2492040584930348
ACH-000248,-0.02348499421161045
ACH-000250,-0.01058655735197252
ACH-000251,-0.13736432894890416
ACH-000252,-0.05459423326278785
ACH-000253,0.03545855608808112
ACH-000255,-0.09459409992198348
ACH-000256,0.03541426720680197
ACH-000257,-0.4765438724207796
ACH-000258,-0.20729774230133213
ACH-000259,-0.11357941148916115
ACH-000260,-0.12805431389550986
ACH-000261,-0.013558432488845754
ACH-000262,0.08200041046160561
ACH-000263,-0.3971573917739409
ACH-000264,-0.027005203353886703
ACH-000265,0.0532375411206254
ACH-000266,-0.08365797234584987
ACH-000272,-0.11638194313489544
ACH-000274,0.016103600912041768
ACH-000277,0.10221736986944333
ACH-000278,-0.1846965268916636
ACH-000279,-0.09131633829228043
ACH-000280,0.01394552873357748
ACH-000281,0.1880400740812819
ACH-000288,-0.1089761275273514
ACH-000291,0.00881064231539782
ACH-000293,-0.1846781155893555
ACH-000294,0.015865171974889656
ACH-000295,-0.02058342863823749
ACH-000296,-0.0503590741384239
ACH-000302,-0.0508901283696808
ACH-000304,0.16042727982699012
ACH-000307,-0.15028048194255209
ACH-000308,0.02459610021650168
ACH-000310,0.01480965340321299
ACH-000311,0.07021329187452705
ACH-000312,0.005477961523604563
ACH-000315,-0.08861869454513982
ACH-000316,-0.056648063787367524
ACH-000317,-0.3371561139314878
ACH-000318,-0.11621907753582696
ACH-000319,0.1393545688687318
ACH-000320,-0.10658715609417843
ACH-000322,-0.2918704739375895
ACH-000323,-0.15447761354030184
ACH-000324,-0.2345095323255903
ACH-000329,-0.11476764337262706
ACH-000330,-0.20324432991813168
ACH-000331,-0.17770526049513066
ACH-000332,-0.1476535494412745
ACH-000334,-0.13662286573078022
ACH-000335,0.007056620426333838
ACH-000336,-0.07066708487120797
ACH-000337,-0.020134222946160053
ACH-000338,0.12518923315013505
ACH-000339,-0.005066477316798306
ACH-000341,0.01189817424914859
ACH-000348,-0.045721936455863366
ACH-000350,0.05467809687348032
ACH-000352,0.05409034702372539
ACH-000356,0.14378981695744195
ACH-000361,-0.12813117139839572
ACH-000362,0.07190667443050779
ACH-000363,0.06328347686250521
ACH-000364,-0.0815181544701628
ACH-000365,-0.015463895092904103
ACH-000366,-0.0902744695525926
ACH-000368,-0.15038896709047495
ACH-000374,-0.03671261718139306
ACH-000375,0.0011325278226890195
ACH-000376,-0.19778428445736188
ACH-000381,-0.15723461267424793
ACH-000383,-0.04261634390360501
ACH-000387,0.04198725163812612
ACH-000389,0.01479670680985414
ACH-000390,0.05454862853379068
ACH-000393,0.00011708349348736617
ACH-000395,-0.059193564218889924
ACH-000396,0.09354351323981597
ACH-000397,-0.10787683896330763
ACH-000401,-0.21926341055263088
ACH-000402,0.04071239744240639
ACH-000403,-0.09399014352326096
ACH-000404,-0.07389233421200722
ACH-000406,0.004355858813344736
ACH-000407,-0.20959309323032013
ACH-000408,-0.3043199614842707
ACH-000410,-0.01907693340104379
ACH-000411,-0.2348975757456788
ACH-000414,0.0009421917948243084
ACH-000415,0.1015229482025054
ACH-000416,0.042247333980725096
ACH-000420,-0.052944692286941715
ACH-000421,0.000913535989927666
ACH-000424,-0.1975796279471819
ACH-000425,-0.03408694894115708
ACH-000426,-0.041087814792035424
ACH-000427,-0.027334680507053597
ACH-000433,-0.1790367045587048
ACH-000435,-0.04133143386823383
ACH-000436,-0.06761929171766698
ACH-000444,-0.07342306342729725
ACH-000445,-0.2666182154850006
ACH-000448,-0.23108061348065995
ACH-000450,-0.07636470130684217
ACH-000452,0.07302991994070232
ACH-000454,-0.2925229963898637
ACH-000458,0.04402301230758453
