,KIF18A (81930)
ACH-000004,-0.5029134056078222
ACH-000005,-0.2516088007530506
ACH-000007,-1.218769586479857
ACH-000009,-1.206043446299511
ACH-000011,-1.0632455074581533
ACH-000012,-1.3233286576314232
ACH-000013,-1.2904819073337197
ACH-000014,-0.8168897690315534
ACH-000015,-1.3089304065550065
ACH-000017,-1.2795595366922912
ACH-000018,-0.7018583042916301
ACH-000019,-0.77793019659512
ACH-000021,-0.053303319904281964
ACH-000022,-1.4134303645221449
ACH-000025,-0.947738735974758
ACH-000028,-1.16356581398788
ACH-000030,-1.2255148908692852
ACH-000035,-0.5499953917414852
ACH-000036,-1.3154806931837315
ACH-000037,-0.9912966138002688
ACH-000039,-1.1285610900011327
ACH-000040,-1.0774577476644287
ACH-000041,-0.7280801674164709
ACH-000042,-1.2968397541616443
ACH-000045,-0.4842920134568544
ACH-000047,-1.256949635523
ACH-000052,-1.0659562361786254
ACH-000053,-1.251126782421459
ACH-000054,-1.2382651876121729
ACH-000055,-0.6963367428071856
ACH-000060,-1.3751438630934054
ACH-000067,-0.7022546223733024
ACH-000070,-0.9290301701962028
ACH-000075,-1.111417129503657
ACH-000078,-1.2499964440766325
ACH-000082,-1.0580201374199392
ACH-000085,-1.5015123842774245
ACH-000086,-0.8181703781184916
ACH-000087,-0.7427618236224721
ACH-000092,-0.2506037509424682
ACH-000095,-0.6602406597619143
ACH-000097,-0.5443908408022591
ACH-000098,-0.981396219434296
ACH-000099,-0.7151458121105023
ACH-000108,-0.4648043129351516
ACH-000113,-0.6136689497568488
ACH-000116,-1.4755387456824405
ACH-000118,-1.0626026040105792
ACH-000120,-1.2180355795062925
ACH-000123,-0.4218527185570407
ACH-000127,-1.3249171455774134
ACH-000128,-1.002304890539451
ACH-000132,-0.7589651958664619
ACH-000133,-1.298763582658992
ACH-000137,-0.9473938859876304
ACH-000138,-1.3502317057575284
ACH-000142,-1.138109426429459
ACH-000143,-1.1458755416948307
ACH-000146,-0.6452581857580107
ACH-000148,-1.092513873070181
ACH-000150,-1.3208395602403
ACH-000152,-1.1829284151728474
ACH-000153,-1.556044001397239
ACH-000159,-0.8009023843389018
ACH-000160,-1.4395924507769022
ACH-000163,-0.25727927752120977
ACH-000167,-1.6581157843506151
ACH-000168,-0.4395269466069319
ACH-000169,-0.7032557130938747
ACH-000178,-0.8066905302154923
ACH-000183,-0.4825443547688564
ACH-000188,-1.2003061825037975
ACH-000189,-0.8704525543373669
ACH-000190,-0.9823377271875788
ACH-000198,-0.5457226787777252
ACH-000203,-0.7623189985540436
ACH-000204,-0.7608766408335271
ACH-000206,-1.1410144173620558
ACH-000207,-1.107360140486089
ACH-000208,-0.9556302196336204
ACH-000210,-1.0289378755668095
ACH-000211,-1.2608261743541715
ACH-000215,-1.1469483350069225
ACH-000221,-1.2749458965401828
ACH-000222,-0.7816962925520965
ACH-000223,-1.3986655216105215
ACH-000226,-0.45819881610805197
ACH-000227,-0.6647071890087995
ACH-000228,-0.5620403908242709
ACH-000231,-1.0484155692313577
ACH-000232,-1.3003671065979097
ACH-000233,-1.1397394967858636
ACH-000234,-1.2526929407917664
ACH-000235,-0.9198984883334658
ACH-000237,-1.435239517737953
ACH-000238,-1.418924476631118
ACH-000242,-0.9937489256400948
ACH-000243,-1.2529621739211232
ACH-000244,-1.5319465536950028
ACH-000246,-1.113269860904132
ACH-000248,-1.3826589521899246
ACH-000250,-1.440841813832673
ACH-000251,-1.1747564793422844
ACH-000252,-0.8527800763414057
ACH-000253,-0.19003657994307865
ACH-000255,-0.8366702347421522
ACH-000256,-1.4172212632529353
ACH-000257,-0.7320753273103978
ACH-000258,-0.5345348801666172
ACH-000259,-1.0061549738566244
ACH-000260,-1.101679120663266
ACH-000261,-1.1737277612158574
ACH-000262,-1.1215462897149657
ACH-000263,-1.1093038683303875
ACH-000264,-1.4426984078380192
ACH-000265,-1.1136908833898742
ACH-000266,-0.892618615149138
ACH-000272,-1.2829715818320682
ACH-000274,-0.4711319453566159
ACH-000277,-0.9315398991987308
ACH-000278,-1.291202256789374
ACH-000279,-1.1043323367284208
ACH-000280,-1.4486355878160193
ACH-000281,-1.3821636395379515
ACH-000288,-1.333447791384217
ACH-000291,0.09221822207325124
ACH-000293,-1.0449265636998482
ACH-000294,-1.073164047289711
ACH-000295,-1.1706277632852513
ACH-000296,-0.9031240593904534
ACH-000302,-1.2335863103166724
ACH-000304,-0.3132794794319905
ACH-000307,-0.5351983263251402
ACH-000308,-0.4188305169305391
ACH-000310,-1.002463955025832
ACH-000311,-0.7541113585776729
ACH-000312,-0.5169523870797953
ACH-000315,-0.90307929869195
ACH-000316,-1.4816793145640597
ACH-000317,-1.3038844462567551
ACH-000318,-1.1664181551438355
ACH-000319,-0.7698029623383198
ACH-000320,-1.2316768338739017
ACH-000322,-1.1256879205356585
ACH-000323,-0.7184132556968963
ACH-000324,-1.0112380962430885
ACH-000329,-1.3641477245584974
ACH-000330,-1.022205719309615
ACH-000331,-1.0823257845267475
ACH-000332,-0.3563852129358851
ACH-000334,-0.9297057966998318
ACH-000335,-1.5514146722263396
ACH-000336,-0.5293073139981798
ACH-000337,-0.8553972238995751
ACH-000338,-1.3954426492643413
ACH-000339,-1.365540101688817
ACH-000341,-0.851689011379126
ACH-000348,-1.275747996223639
ACH-000350,-0.4095016515491449
ACH-000352,-1.2378392573376045
ACH-000356,-0.577771102200856
ACH-000361,-0.7950162665762278
ACH-000362,-0.6748133325212724
