,OR9I1 (219954)
ACH-000004,-0.2552875159869825
ACH-000005,0.031017239057334094
ACH-000007,0.09056163425396163
ACH-000009,0.04155005546919319
ACH-000011,0.0654120729901683
ACH-000012,0.017549544850617032
ACH-000013,-0.008117879813688455
ACH-000014,0.06851755915752036
ACH-000015,-0.04552841933051272
ACH-000017,-0.012176508276096069
ACH-000018,-0.07259353844747525
ACH-000019,0.08393905485848259
ACH-000021,-0.07401422272729309
ACH-000022,-0.011356272312284615
ACH-000025,-0.011333664575281104
ACH-000028,-0.02639224997739246
ACH-000030,-0.008459334432975169
ACH-000035,-0.012259359820554596
ACH-000036,0.04999301901441213
ACH-000037,0.02146687305608014
ACH-000039,-0.22347865862062025
ACH-000040,-0.06843560314926303
ACH-000041,0.07469680853141274
ACH-000042,-0.0369219229051713
ACH-000045,-0.033056669052818864
ACH-000047,0.19061270695772184
ACH-000052,-0.11277556825840272
ACH-000053,-0.057777548526532836
ACH-000054,-0.04212463303617687
ACH-000055,-0.028418122126355305
ACH-000060,-0.07318335678744847
ACH-000067,0.0929328463705056
ACH-000070,-0.1409552008358237
ACH-000075,-0.043397462233645163
ACH-000078,0.016346951838532374
ACH-000082,-0.12033396754639193
ACH-000085,-0.08275778726315143
ACH-000086,-0.16569987789956864
ACH-000087,-0.32386637293700665
ACH-000092,-0.06654880954107299
ACH-000095,0.0056469098836993935
ACH-000097,-0.04740504009254232
ACH-000098,-0.003240905912254344
ACH-000099,-0.03791345812908716
ACH-000108,-0.054253692083339036
ACH-000113,0.05533851644882097
ACH-000116,0.06311217520834236
ACH-000118,0.0001372650454740701
ACH-000120,0.07921901432541979
ACH-000123,0.03391798156233285
ACH-000127,0.0019397003091102395
ACH-000128,0.05074344341646839
ACH-000132,-0.07930870136459876
ACH-000133,-0.04837319299484942
ACH-000137,0.08809995027800092
ACH-000138,-0.030366821987997818
ACH-000142,-0.1512273971358716
ACH-000143,-0.11848412497977008
ACH-000146,-0.009141491621004008
ACH-000148,-0.017469732253167714
ACH-000150,-0.1117697291413418
ACH-000152,-0.004159818502193791
ACH-000153,-0.09542080860603748
ACH-000159,-0.010524338732461242
ACH-000160,-0.037458051697533384
ACH-000163,0.09754880149403293
ACH-000167,-0.2725061910575673
ACH-000168,0.0008370719359807204
ACH-000169,-0.09188954315170908
ACH-000178,-0.061116893791759726
ACH-000183,-0.043302004366890905
ACH-000188,0.04364318238683158
ACH-000189,-0.097197567491
ACH-000190,-0.09187915147544086
ACH-000198,0.018094590907015973
ACH-000203,-0.11325443946200235
ACH-000204,0.059864157378133664
ACH-000206,0.003736874509513132
ACH-000207,-0.02625176557363933
ACH-000208,0.029569714281563818
ACH-000210,-0.05013672514466935
ACH-000211,-0.1299742082761035
ACH-000215,0.04930084900506532
ACH-000221,-0.09281842526563723
ACH-000222,0.25149050295383035
ACH-000223,-0.01066190838986442
ACH-000226,-0.09870891174646453
ACH-000227,-0.13305454332966848
ACH-000228,-0.1774910972698919
ACH-000231,0.0110106436464998
ACH-000232,-0.10982505133590784
ACH-000233,-0.03664222495188965
ACH-000234,-0.06802640608358594
ACH-000235,0.04925200362288958
ACH-000237,0.03090084011039875
ACH-000238,0.15108661509655905
ACH-000242,-0.35852387974038225
ACH-000243,-0.040185671009851716
ACH-000244,0.3271787680135015
ACH-000246,-0.008231903836541191
ACH-000248,0.01186431629005748
ACH-000250,0.0456536446403736
ACH-000251,-0.2039184220254137
ACH-000252,-0.03317102029813823
ACH-000253,0.03932848404674928
ACH-000255,-0.030904136929902494
ACH-000256,-0.08990735719647111
ACH-000257,0.02197557316701613
ACH-000258,-0.07862521725484314
ACH-000259,-0.004994881779490772
ACH-000260,-0.02215208737540032
ACH-000261,-0.045127270477548775
ACH-000262,-0.02313495611005703
ACH-000263,0.019138761278994304
ACH-000264,-0.006156323183572651
ACH-000265,-0.006683045984580304
ACH-000266,-0.004839294454502639
ACH-000272,-0.0870657404646525
ACH-000274,0.09896269681389712
ACH-000277,0.137736274292789
ACH-000278,-0.038663879390367376
ACH-000279,0.08532546599110732
ACH-000280,0.0472759764117427
ACH-000281,0.19887300258784132
ACH-000288,-0.014615377251286104
ACH-000291,0.05126117101890594
ACH-000293,0.08060869357528036
ACH-000294,-0.0049782972904797405
ACH-000295,0.2591182606127181
ACH-000296,-0.0038113883407178686
ACH-000302,0.03025473622815729
ACH-000304,0.1841853892240952
ACH-000307,-0.0836976553485752
ACH-000308,-0.017807393506614443
ACH-000310,0.029319147012358857
ACH-000311,-0.1319255803025471
ACH-000312,0.16601872202743914
ACH-000315,0.02272929384571647
ACH-000316,0.02567261149235705
ACH-000317,-0.057288841382387816
ACH-000318,-0.30431234746950675
ACH-000319,-0.025556525245002647
ACH-000320,0.0619061823934771
ACH-000322,0.16525227458401148
ACH-000323,0.12055836361482848
ACH-000324,-0.029995988360256288
ACH-000329,0.07305372440923041
ACH-000330,-0.06667138374681778
ACH-000331,-0.08298710133238645
ACH-000332,-0.01196911846715158
ACH-000334,0.1509220640762489
ACH-000335,-0.019366404554265124
ACH-000336,0.06097186205897071
ACH-000337,-0.18994162168171524
ACH-000338,0.032122900505509075
ACH-000339,-0.06928547003699975
ACH-000341,0.10090752610273886
ACH-000348,0.1322545222831903
ACH-000350,0.019173615140139585
ACH-000352,-0.05286508717896647
ACH-000356,0.010455607727562287
ACH-000361,-0.2459457685424884
ACH-000362,0.05759522392190139
ACH-000363,-0.00222584015217513
ACH-000364,-0.008331211866969225
ACH-000365,-0.037394120484407836
ACH-000366,-0.07526632240167873
ACH-000368,-0.0038200270767637314
ACH-000374,-0.006317873060367667
ACH-000375,0.007225880278400664
ACH-000376,-0.07894395215751784
ACH-000381,0.01413253457025235
ACH-000383,0.014006905236756444
ACH-000387,-0.016547622530845726
ACH-000389,0.07354513628860639
ACH-000390,-0.07410804734010287
ACH-000393,-0.031852545624338306
ACH-000395,0.01444537534086182
ACH-000396,-0.1967566604687978
ACH-000397,0.08600983854699168
ACH-000401,0.14878664945812456
ACH-000402,0.06769807227736863
ACH-000403,0.01516020699621847
ACH-000404,-0.2505503987253972
ACH-000406,-0.0817000900828559
ACH-000407,-0.0012579658073033752
ACH-000408,-0.24332556139225314
ACH-000410,-0.005593707006004431
ACH-000411,0.07716739391572201
ACH-000414,0.042192464272838695
ACH-000415,-0.023549956730725213
ACH-000416,-0.06281068162576676
ACH-000420,-1.2642284957968094e-06
ACH-000421,0.022496626138111882
ACH-000424,-0.11009296893649867
ACH-000425,0.03878940206254218
ACH-000426,-0.06266472901947183
ACH-000427,-0.06993081092943845
ACH-000433,-0.14618640697243124
ACH-000435,0.28236458631829786
ACH-000436,-0.04691887119167282
ACH-000444,-1.0122852801515138e-05
ACH-000445,0.21079516938238216
ACH-000448,-0.0262783678680205
ACH-000450,0.25834741433625125
ACH-000452,-0.03829580985269744
ACH-000454,0.22347621983280028
ACH-000458,0.06809092118079606
ACH-000459,-0.18252084794077256
ACH-000460,0.01501962896839388
ACH-000461,-0.09929242103403502
ACH-000463,-0.1429729434552115
ACH-000464,0.230577792718678
ACH-000466,-0.04862417675099622
ACH-000467,-0.03733365536751505
ACH-000468,-0.01379312488199467
ACH-000469,0.0004112668852315489
ACH-000470,0.0297162219057884
ACH-000471,-0.0002462464146970735
ACH-000472,-0.012730976883547587
ACH-000473,0.07122929001162276
ACH-000475,0.07459064266112364
ACH-000476,0.039755723423967916
ACH-000477,-0.09743435879099573
ACH-000479,0.1500797240523836
ACH-000480,0.01210104271576614
ACH-000481,0.050375540632247036
ACH-000483,-0.127646823572251
ACH-000484,0.0924363626752544
ACH-000485,-0.0957861363056866
ACH-000486,-0.037771205594557294
ACH-000487,-0.18302391959908232
ACH-000488,0.09429291750475027
ACH-000490,-0.15308860798007365
ACH-000491,0.0534153244547211
ACH-000495,0.1000174356065419
ACH-000496,-0.1367452040064975
ACH-000499,-0.07476060594019111
ACH-000500,-0.3711067860284136
ACH-000502,0.008527335589424572
ACH-000503,-0.0402203136483633
ACH-000505,0.02995563286607018
ACH-000507,-0.02554053312436777
ACH-000510,0.004056367721932431
ACH-000511,0.01305073331213144
ACH-000512,-0.20041340492023965
ACH-000516,-0.051988495827203766
ACH-000517,-0.0037885756775678406
ACH-000518,0.1468141959585161
ACH-000520,-0.09617277821582884
ACH-000521,0.11906153622827295
ACH-000522,-0.06414250430739822
ACH-000524,0.01909108259044861
ACH-000527,-0.011446380878985531
ACH-000528,-0.0536275565932248
ACH-000537,0.00012394969247052728
ACH-000541,0.11022873576724224
ACH-000542,-0.04090375477436535
ACH-000544,-0.001843703938219794
ACH-000545,0.01471688898316172
ACH-000547,0.14879625961698828
ACH-000548,-0.026294100354595628
ACH-000549,-0.24557406104571936
ACH-000550,-0.09278451613400526
ACH-000552,0.0310996384780425
ACH-000556,-0.014517992019575697
ACH-000557,-0.00010172527900302624
ACH-000569,0.24505752956145874
ACH-000570,-0.007277810701442319
ACH-000571,0.003856097454322579
ACH-000573,0.004021759687186936
ACH-000576,-0.10554085048220213
ACH-000579,-0.04531573651505202
ACH-000580,0.2283577437729672
ACH-000584,0.028177559447856708
ACH-000585,-0.022968585218935487
ACH-000588,0.0545664670496671
ACH-000589,0.13185496318756362
ACH-000591,0.015722632011053936
ACH-000593,-0.06165450750416774
ACH-000600,-0.03096797775707827
ACH-000601,0.012364460521032877
ACH-000605,-0.11249147716990687
ACH-000606,-0.016103439807552078
ACH-000608,0.02905548404574625
ACH-000614,-0.08051882325558944
ACH-000616,0.028739508229023093
ACH-000618,-0.18474525163478173
ACH-000619,-0.15449155294821748
ACH-000620,-0.013611637832061443
ACH-000621,0.012924706655494807
ACH-000622,0.09535051640095717
ACH-000623,0.00869526755808983
