,OPN4 (94233)
ACH-000004,-0.2823888068351452
ACH-000005,-0.24029551603354166
ACH-000007,-0.1405509033136586
ACH-000009,-0.19738741392098355
ACH-000011,-0.25740102255312564
ACH-000012,-0.3591772826082589
ACH-000013,-0.2326456912369133
ACH-000014,-0.33495835367526405
ACH-000015,-0.2410576145311905
ACH-000017,-0.15098580129329836
ACH-000018,-0.2309505862263587
ACH-000019,-0.033375638197896317
ACH-000021,-0.19172626746401453
ACH-000022,-0.1834508276327437
ACH-000025,-0.4165619179564971
ACH-000028,-0.17706934433275132
ACH-000030,-0.25332197081302066
ACH-000035,-0.30688483579120196
ACH-000036,-0.3086322427832017
ACH-000037,-0.3310070366429457
ACH-000039,-0.2373002250179658
ACH-000040,-0.36427167353550105
ACH-000041,-0.35596946279241426
ACH-000042,-0.2550752807047682
ACH-000045,-0.10331149181238954
ACH-000047,-0.2560070101027437
ACH-000052,-0.3413804825091589
ACH-000053,-0.23228149200359985
ACH-000054,-0.2299734117482285
ACH-000055,-0.09282965453575873
ACH-000060,-0.27858709598349024
ACH-000067,-0.2879423176516874
ACH-000070,-0.12401624139256552
ACH-000075,-0.2000292380317635
ACH-000078,-0.3412881807652582
ACH-000082,-0.1991209977686049
ACH-000085,-0.31663576274422384
ACH-000086,-0.3706793885730635
ACH-000087,-0.2949361326886145
ACH-000092,-0.22294222859156568
ACH-000095,-0.22444211214017806
ACH-000097,-0.17430028449060456
ACH-000098,-0.20269572503625471
ACH-000099,-0.2717048329448449
ACH-000108,-0.2937948803273237
ACH-000113,-0.1620707792069243
ACH-000116,-0.27273730465094
ACH-000118,-0.2426461004653604
ACH-000120,-0.22011430342677135
ACH-000123,-0.1593528133466098
ACH-000127,-0.28683001012480897
ACH-000128,-0.21565649131858236
ACH-000132,-0.2649431391142846
ACH-000133,-0.3454013147452301
ACH-000137,-0.2103819932821339
ACH-000138,-0.11465125809931245
ACH-000142,-0.30478836381697777
ACH-000143,-0.2583674863624212
ACH-000146,-0.250449321835804
ACH-000148,-0.23915168620976565
ACH-000150,-0.2361321692271847
ACH-000152,-0.27530346822335305
ACH-000153,-0.2003642707484629
ACH-000159,-0.2675496132763676
ACH-000160,-0.22071008498440772
ACH-000163,-0.22541365494958146
ACH-000167,0.09462112439082566
ACH-000168,-0.3555282833798765
ACH-000169,-0.25892534522503186
ACH-000178,-0.18096791094152967
ACH-000183,-0.29933800813905176
ACH-000188,-0.2711734221120967
ACH-000189,-0.07261154789065327
ACH-000190,-0.32293223612438776
ACH-000198,-0.22067730856580886
ACH-000203,-0.0973390431799976
ACH-000204,-0.05796016860419679
ACH-000206,-0.2564932642981136
ACH-000207,-0.20869952804088215
ACH-000208,-0.21238513107374907
ACH-000210,-0.21065530435441426
ACH-000211,-0.18978386254035992
ACH-000215,-0.25949748604446576
ACH-000221,-0.14532313058697294
ACH-000222,-0.19928813257952546
ACH-000223,-0.16769205395557166
ACH-000226,-0.29088947343276905
ACH-000227,-0.3727853269592893
ACH-000228,-0.2139845538678354
ACH-000231,-0.2900321154022125
ACH-000232,-0.31456671156652216
ACH-000233,-0.20265094257194424
ACH-000234,-0.2798203232056098
ACH-000235,-0.18947156015637334
ACH-000237,-0.238640081620197
ACH-000238,-0.22895868065913105
ACH-000242,-0.2527150948738257
ACH-000243,-0.26865190391399946
ACH-000244,-0.19552271647586456
ACH-000246,-0.2756975948101799
ACH-000248,-0.21477538796575035
ACH-000250,-0.2989427476576982
ACH-000251,-0.16270007375511347
ACH-000252,0.0905557405466967
ACH-000253,-0.14442528929246304
ACH-000255,-0.261436575396416
ACH-000256,-0.20054266513451435
ACH-000257,-0.2702513461371436
ACH-000258,-0.3440069368018085
ACH-000259,-0.3377802596333724
ACH-000260,-0.2377310687598659
ACH-000261,-0.26461456226307456
ACH-000262,-0.21229694169719446
ACH-000263,-0.4000471774209669
ACH-000264,-0.27573566704296304
ACH-000265,-0.20021090371729056
ACH-000266,-0.1749298185863832
ACH-000272,-0.0908478695050396
ACH-000274,-0.21518151926687296
ACH-000277,-0.18549833482698191
ACH-000278,-0.22961731654068346
ACH-000279,-0.2395691678823409
ACH-000280,-0.2859835986774757
ACH-000281,-0.3011099150112255
ACH-000288,-0.29654396285096635
ACH-000291,-0.1936138123702012
ACH-000293,-0.16006323616267054
ACH-000294,-0.16404677840218487
ACH-000295,-0.24111872331702466
ACH-000296,-0.14792754123135013
ACH-000302,-0.2612153215718224
