,CLSPN (63967)
ACH-000004,-0.36709086847273903
ACH-000005,-0.21296755280108987
ACH-000007,-0.4404178642634237
ACH-000009,-0.7248880282444541
ACH-000011,-0.7964068403172321
ACH-000012,-0.6201853402470573
ACH-000013,-0.5783525719109095
ACH-000014,-0.554799489111505
ACH-000015,-0.5664271631118225
ACH-000017,-0.6263711421615872
ACH-000018,-0.6529523924234104
ACH-000019,-0.6355489267424816
ACH-000021,-0.6476624899494738
ACH-000022,-0.8341470163778365
ACH-000025,-0.6177399557423208
ACH-000028,-0.6236269304099131
ACH-000030,-0.3632252423692403
ACH-000035,-0.7094142110063985
ACH-000036,-0.464955951329849
ACH-000037,-0.6772120941598943
ACH-000039,-0.6237922948071333
ACH-000040,-0.7591975693092095
ACH-000041,-0.7220041415982384
ACH-000042,-0.6570609353724641
ACH-000045,-0.5524573026489314
ACH-000047,-0.5308352997326898
ACH-000052,-0.7373716307813554
ACH-000053,-0.7380941241003681
ACH-000054,-0.669485708760161
ACH-000055,-0.9864981158277888
ACH-000060,-0.4405058616287499
ACH-000067,-0.584507282607614
ACH-000070,-0.5952526868207346
ACH-000075,-0.7454242805915956
ACH-000078,-0.7088755468903584
ACH-000082,-0.6554683937061717
ACH-000085,-0.7221899552055501
ACH-000086,-0.9080251869808807
ACH-000087,-0.5280611596542288
ACH-000092,-0.5342558262301548
ACH-000095,-0.6883803645174585
ACH-000097,-0.4399264854117196
ACH-000098,-0.5606604693086995
ACH-000099,-0.8536952830725356
ACH-000108,-0.4911262039386368
ACH-000113,-0.6592100957174346
ACH-000116,-0.6108370774738157
ACH-000118,-0.3343050570026774
ACH-000120,-0.8911377716263639
ACH-000123,-0.7447739246986321
ACH-000127,-0.7725018994729723
ACH-000128,-0.5228636400760902
ACH-000132,-0.216999966235998
ACH-000133,-0.5718049653894653
ACH-000137,-0.5568640491280944
ACH-000138,-0.4512243957590543
ACH-000142,-0.5103006119027533
ACH-000143,-0.5744762201602482
ACH-000146,-0.4681016993628732
ACH-000148,-0.5243584001456267
ACH-000150,-0.5420876333966341
ACH-000152,-0.5824088019398683
ACH-000153,-0.6946307543279209
ACH-000159,-0.4020670322941153
ACH-000160,-0.39264523056568623
ACH-000163,-0.4927819364077004
ACH-000167,-0.39887336326277095
ACH-000168,-0.5513042647531762
ACH-000169,-0.4368501111657527
ACH-000178,-0.31827841019839875
ACH-000183,-0.6899107395768279
ACH-000188,-0.566454644892099
ACH-000189,-0.7504161579873235
ACH-000190,-0.7801338093657745
ACH-000198,-0.6719415740526578
ACH-000203,-0.5895275905569346
ACH-000204,-0.7724194241613179
ACH-000206,-0.6797659064943146
ACH-000207,-0.3824293834560107
ACH-000208,-0.4773307227372472
ACH-000210,-0.1585417891249514
ACH-000211,-0.5883821584807213
ACH-000215,-0.6091170755352769
ACH-000221,-0.2914462042400832
ACH-000222,-0.4284847034123495
ACH-000223,-0.950887943947999
ACH-000226,-0.28631518505002945
ACH-000227,-0.761392019865938
ACH-000228,-0.6599388084504694
ACH-000231,-0.4557932808100076
ACH-000232,-0.6187016428451837
ACH-000233,-0.41794042780039226
ACH-000234,-0.6106993943876272
ACH-000235,-0.6724168390365073
ACH-000237,-0.5682064534930683
ACH-000238,-0.4310357619081955
ACH-000242,-0.7467140794443141
ACH-000243,-0.5952767546758511
ACH-000244,-0.5769085505939895
ACH-000246,-0.7608404310727773
ACH-000248,-0.5659471878852143
ACH-000250,-0.5028148964759572
ACH-000251,-0.4887002492648265
ACH-000252,-0.8127625767792959
ACH-000253,-0.4719938442682667
ACH-000255,-0.34381767661406626
ACH-000256,-0.5485557432188627
ACH-000257,-0.5350295925862051
ACH-000258,-0.5671363968629599
ACH-000259,-0.6503535551303946
ACH-000260,-0.5133191587691418
ACH-000261,-0.5223878128944418
ACH-000262,-0.3582592771004375
ACH-000263,-0.4058539232952775
ACH-000264,-0.5974228991071178
ACH-000265,-0.2596788032646436
ACH-000266,-0.4604662628818464
ACH-000272,-0.5273663372729087
ACH-000274,-0.3412356415076711
ACH-000277,-0.5778662430039893
ACH-000278,-0.5168117587968438
ACH-000279,-0.492715833022692
ACH-000280,-0.2414981912385038
ACH-000281,-0.235312453034958
ACH-000288,-0.4691235923584065
ACH-000291,-0.4525162992084724
ACH-000293,-0.7599253400581075
ACH-000294,-0.5974608865456241
ACH-000295,-0.2918261147432278
ACH-000296,-0.3268595204705944
ACH-000302,-0.4170384274499472
ACH-000304,-0.6827543599778786
ACH-000307,-0.3098459264410013
ACH-000308,-0.6587817386977501
ACH-000310,-0.9397164886982159
ACH-000311,-0.2882702593651557
ACH-000312,-0.7617231592473404
ACH-000315,-1.0446357926244076
ACH-000316,-0.3956425584432581
ACH-000317,-0.3631303169902221
ACH-000318,-0.3355175028171035
ACH-000319,-0.5889422409169885
ACH-000320,-0.21234300237674733
ACH-000322,-0.7268304459405577
