,BARHL1 (56751)
ACH-000004,0.004752152452227403
ACH-000005,-0.12312438320126293
ACH-000007,-0.08748009221391588
ACH-000009,-0.22906354757957065
ACH-000011,0.016593955923885132
ACH-000012,-0.19808840163044086
ACH-000013,-0.1842824421039534
ACH-000014,-0.02794740516729696
ACH-000015,-0.20286237985067346
ACH-000017,-0.20955120342090444
ACH-000018,-0.3352659236387272
ACH-000019,-0.02218117810438561
ACH-000021,-0.17175398554858787
ACH-000022,-0.04980440498228452
ACH-000025,-0.12561914800862709
ACH-000028,-0.02048052091161877
ACH-000030,-0.12982625703818584
ACH-000035,-0.07768513163828035
ACH-000036,-0.19760150761233802
ACH-000037,-0.2249973589227524
ACH-000039,-0.02376531615040509
ACH-000040,-0.07725896783447908
ACH-000041,-0.12017672635581216
ACH-000042,-0.17765757246693753
ACH-000045,-0.18254997529110514
ACH-000047,-0.019755348922405897
ACH-000052,-0.1146979962921364
ACH-000053,-0.11236477827111553
ACH-000054,-0.1426757632828657
ACH-000055,-0.2394393255604066
ACH-000060,-0.15786100121046467
ACH-000067,0.04625954167674876
ACH-000070,-0.14960627499811407
ACH-000075,-0.01015206783996177
ACH-000078,-0.060619019886290225
ACH-000082,-0.08909441332854577
ACH-000085,-0.20995549951835085
ACH-000086,-0.058895499169535126
ACH-000087,0.03282854710417075
ACH-000092,-0.0558482401731541
ACH-000095,-0.16617773732470642
ACH-000097,-0.054356505468108114
ACH-000098,-0.043370068798391836
ACH-000099,-0.05390519309643205
ACH-000108,-0.07072838638313078
ACH-000113,-0.13759641295229916
ACH-000116,-0.012409029117302505
ACH-000118,-0.12159893024705813
ACH-000120,0.024616391717800886
ACH-000123,-0.27150033289423514
ACH-000127,-0.1367549210827318
ACH-000128,-0.007021282446624105
ACH-000132,-0.10565920768890004
ACH-000133,-0.07408134262659788
ACH-000137,-0.12633110559362445
ACH-000138,-0.0407106333022314
ACH-000142,-0.0333717020363434
ACH-000143,-0.16104855559771772
ACH-000146,-0.16495980480966668
ACH-000148,-0.14288751905437194
ACH-000150,-0.2425498591329573
ACH-000152,-0.10834579349570267
ACH-000153,-0.14826576535362998
ACH-000159,-0.16967312944410348
ACH-000160,-0.06643969801878498
ACH-000163,-0.2399337612143221
ACH-000167,-0.10894492208610164
ACH-000168,-0.29129881898009513
ACH-000169,-0.14971894764205992
ACH-000178,-0.06668536880219028
ACH-000183,-0.14970440203801275
ACH-000188,-0.13424020567348274
ACH-000189,-0.1814538259397039
ACH-000190,-0.3614457636105601
ACH-000198,-0.1033251232970268
ACH-000203,0.014835583327001762
ACH-000204,0.2507668567891156
ACH-000206,-0.2142600972138898
ACH-000207,0.008707603007354535
ACH-000208,-0.3817195141349688
ACH-000210,0.026267265965861614
ACH-000211,-0.11850577385876125
ACH-000215,-0.1080265836189934
ACH-000221,-0.07781419681979238
ACH-000222,-0.002459438700159241
ACH-000223,0.0034832500116748644
ACH-000226,-0.0572855467268448
ACH-000227,-0.2880083634181293
ACH-000228,-0.19807582434866208
ACH-000231,-0.11741483443090067
ACH-000232,-0.06930816716062371
ACH-000233,0.04784823909012842
ACH-000234,-0.21204019987542302
ACH-000235,-0.12694861678204594
ACH-000237,-0.0727656005839112
ACH-000238,-0.2463128497940805
ACH-000242,-0.4389361203084357
ACH-000243,-0.031344574806664874
ACH-000244,0.09700197824111036
ACH-000246,-0.08268416815580089
ACH-000248,-0.0005667314867753356
ACH-000250,-0.3200060618763022
ACH-000251,-0.21924209861214936
