,SEC23IP (11196)
ACH-000004,-0.21411797414412395
ACH-000005,0.17932403858015625
ACH-000007,-0.040591302420124924
ACH-000009,-0.1204733958354672
ACH-000011,0.030546827441942093
ACH-000012,-0.14817102471415478
ACH-000013,-0.3009729482988856
ACH-000014,-0.3146173610967524
ACH-000015,-0.2426435225639067
ACH-000017,0.06835680171009706
ACH-000018,-0.06639820624619025
ACH-000019,-0.09215204982882824
ACH-000021,-0.0338516558646679
ACH-000022,-0.2236505404961691
ACH-000025,-0.05203793496316517
ACH-000028,-0.18423756638653324
ACH-000030,-0.3408245666299464
ACH-000035,0.02765853764131765
ACH-000036,-0.4458000172590044
ACH-000037,-0.29400381521717905
ACH-000039,0.10108948194204187
ACH-000040,-0.12607231766502974
ACH-000041,-0.1269979158240797
ACH-000042,-0.08160188133140521
ACH-000045,-0.1942507769666388
ACH-000047,-0.1632136654307049
ACH-000052,-0.14336452708886888
ACH-000053,-0.07380545424583987
ACH-000054,-0.16554918134101915
ACH-000055,-0.16308894347792613
ACH-000060,-0.047265828654873
ACH-000067,-0.2790233576617126
ACH-000070,-0.08808374847569285
ACH-000075,-0.2018321750925528
ACH-000078,-0.14583773125617108
ACH-000082,-0.2571610965724465
ACH-000085,0.05867510475572341
ACH-000086,-0.12080585784785125
ACH-000087,-0.2285966037023881
ACH-000092,-0.11225438654343337
ACH-000095,-0.14593215681047855
ACH-000097,-0.1473954571836384
ACH-000098,-0.3101586647343927
ACH-000099,-0.22355798741439065
ACH-000108,-0.517275968163354
ACH-000113,-0.1956698278371357
ACH-000116,-0.12703856818535228
ACH-000118,-0.3300689656993411
ACH-000120,-0.6643064736480973
ACH-000123,-0.13155326333345568
ACH-000127,-0.2866754156994642
ACH-000128,-0.11556759400140285
ACH-000132,-0.09208209051558988
ACH-000133,-0.2920524155347257
ACH-000137,-0.11089772176517207
ACH-000138,-0.17757044946738312
ACH-000142,0.1013414103226299
ACH-000143,-0.15538753533913216
ACH-000146,-0.12054488008730077
ACH-000148,-0.2397531345365415
ACH-000150,-0.06194270798458777
ACH-000152,-0.3310731863651207
ACH-000153,0.025007639196870657
ACH-000159,-0.06617207438854271
ACH-000160,-0.22013905244126056
ACH-000163,-0.2250580681329462
ACH-000167,-0.35516027633461705
ACH-000168,-0.07799085816483013
ACH-000169,-0.18427691204897093
ACH-000178,-0.13446852188119734
ACH-000183,-0.1702787417458024
ACH-000188,0.012616534379003659
ACH-000189,-0.5206861327046063
ACH-000190,-0.7249583393838852
ACH-000198,-0.2493781230395231
ACH-000203,-0.10793301505568867
ACH-000204,-0.19673008442473786
ACH-000206,-0.15730893066330012
ACH-000207,-0.1329862202483439
ACH-000208,-0.3320119440452383
ACH-000210,-0.08569833210541426
ACH-000211,-0.1279181708080912
ACH-000215,-0.11445459124170355
ACH-000221,-0.10247990970046636
ACH-000222,-0.15022936368052311
ACH-000223,-0.13689350784643098
ACH-000226,0.039438507825198664
ACH-000227,-0.0215542734067585
ACH-000228,-0.08329105887483333
ACH-000231,-0.15965012040722534
ACH-000232,-0.08680509791475383
ACH-000233,-0.7442947472011288
ACH-000234,-0.1786395752741692
ACH-000235,-0.05970541000076862
ACH-000237,-0.37013271935464337
ACH-000238,-0.4765199492426152
ACH-000242,0.008530916718109368
ACH-000243,-0.335415916004477
ACH-000244,-0.23043138576506064
ACH-000246,-0.7961411991599332
ACH-000248,-0.09039158025164967
ACH-000250,-0.43190015668397796
ACH-000251,-0.10218507248524718
ACH-000252,-0.0525963626119316
