,PPP1R3E (90673)
ACH-000638,-0.26640444660373624
ACH-000646,-0.1849258292933924
ACH-000647,-0.2102529994383268
ACH-000648,-0.11738200411710828
ACH-000649,-0.2633170759370748
ACH-000651,-0.23006188217763315
ACH-000652,-0.1016368737307322
ACH-000653,-0.3861522408157438
ACH-000657,-0.2506216022594993
ACH-000658,-0.05208916606450508
ACH-000661,-0.1484476600785538
ACH-000662,-0.03065095509637838
ACH-000663,-0.3271584720621222
ACH-000665,-0.1897058858746955
ACH-000671,-0.12165757883207592
ACH-000672,-0.22631743166321494
ACH-000673,-0.17083274779406168
ACH-000676,-0.295950714394081
ACH-000677,-0.21996164991431374
ACH-000681,-0.2433462053133629
ACH-000683,-0.2476764392260003
ACH-000684,-0.1471220669724655
ACH-000688,-0.2910828370315182
ACH-000693,-0.17836206164359866
ACH-000694,-0.31352328417149056
ACH-000695,-0.1026249781847049
ACH-000696,-0.3022634783197152
ACH-000697,-0.4493522263650938
ACH-000699,-0.3513363355677461
ACH-000701,-0.3059647692506841
ACH-000706,-0.20235922489088165
ACH-000711,-0.28477716223122834
ACH-000713,-0.25650261067166075
ACH-000714,-0.2198085208575701
ACH-000718,-0.1963535439970958
ACH-000720,-0.21186768829485736
ACH-000721,-0.2508451500532509
ACH-000724,-0.24530275929898884
ACH-000725,-0.1929523575893587
ACH-000732,-0.35125804173865616
ACH-000734,-0.2695805178939896
ACH-000735,-0.21480146431031052
ACH-000736,-0.3401382784734973
ACH-000738,-0.24890957838713046
ACH-000746,-0.20929623772941555
ACH-000747,-0.23372077526353646
ACH-000748,-0.23056267345394602
ACH-000753,-0.2417923719027053
ACH-000756,-0.2176495441505304
ACH-000757,-0.4975784037440725
ACH-000758,-0.3925222036528941
ACH-000760,-0.11058526015946196
ACH-000762,-0.29120488667920696
ACH-000763,-0.3770321147946991
ACH-000764,-0.111608007424811
ACH-000765,-0.27176034624065604
ACH-000766,-0.39474564451738703
ACH-000767,-0.25990309555060154
ACH-000768,-0.14290433278943826
ACH-000769,-0.22919410217282002
ACH-000770,-0.3441396699740005
ACH-000771,-0.2264976588994157
ACH-000773,-0.4285804203838411
ACH-000776,-0.14209299630083835
ACH-000777,-0.2303908152357345
ACH-000778,-0.20919189873688146
ACH-000781,-0.17804055177617042
ACH-000782,-0.2801291223885016
ACH-000783,-0.201925933734228
ACH-000784,-0.1918010273769584
ACH-000785,-0.0823458736267536
ACH-000787,-0.1821646501685013
ACH-000788,-0.2692375125835741
ACH-000791,-0.28870108381143583
ACH-000792,-0.20706392747475907
ACH-000794,-0.23341309816719705
ACH-000796,-0.2713260515946193
ACH-000798,-0.2637644927527946
ACH-000799,-0.2856185319798037
ACH-000800,-0.29488941779375083
ACH-000802,-0.3482987305853483
ACH-000804,-0.4158009273174712
ACH-000805,-0.3788465564201336
ACH-000809,-0.13495912419325715
ACH-000810,-0.3902881715367671
ACH-000811,-0.13579018909626922
ACH-000817,-0.33060320688415834
ACH-000819,-0.2161082717893844
ACH-000820,-0.24431306706723155
ACH-000821,-0.3756200112772313
ACH-000822,-0.2963850446845794
ACH-000823,-0.24251581093583705
ACH-000824,-0.4497414959988402
ACH-000827,-0.22261293708040406
ACH-000829,-0.14254405657699332
ACH-000831,-0.3245750098907496
ACH-000832,-0.3564774569638557
ACH-000833,-0.3312136880680204
ACH-000834,-0.10026008252202223
ACH-000835,-0.19292123072751147
ACH-000836,-0.2639689785314522
ACH-000837,-0.2686713415776704
ACH-000838,-0.19448568565558694
ACH-000839,-0.3066392035005202
ACH-000840,-0.4447148751491045
ACH-000841,-0.2808196569656002
ACH-000843,-0.3883323667202859
ACH-000846,-0.2191181513824648
ACH-000847,0.03426741382614463
ACH-000848,-0.35907956991853224
ACH-000849,-0.30150835330082537
ACH-000851,-0.4117308001545929
ACH-000855,-0.3372005465604695
ACH-000856,-0.034302164155251495
ACH-000858,-0.3645338827197855
ACH-000859,-0.5823683027798529
ACH-000861,-0.35837295268086056
ACH-000862,-0.17828385670229607
ACH-000865,-0.2852341499798524
ACH-000866,-0.27479074425301986
ACH-000867,-0.24371068730452866
ACH-000869,-0.21146785328298706
ACH-000872,-0.2646019281258157
ACH-000873,-0.13278056047586714
ACH-000876,-0.23312969106928236
ACH-000878,-0.3206198871154813
ACH-000880,-0.16834699610342746
ACH-000881,-0.2191395051572695
ACH-000882,-0.11413493817026535
ACH-000884,-0.21023039702397134
ACH-000885,-0.10481897917179643
ACH-000887,-0.2852754796352898
ACH-000889,-0.33057270327631944
ACH-000896,-0.19358800066939846
ACH-000898,-0.22073531081124695
ACH-000900,-0.22046199542731826
ACH-000901,-0.29041255646566005
ACH-000905,-0.3345555343123514
ACH-000906,-0.23749374816119986
ACH-000907,-0.2015411569287502
ACH-000910,-0.10619234118538126
ACH-000911,-0.1838617769446273
ACH-000912,-0.2048043792386449
ACH-000913,-0.27497798119709177
ACH-000915,-0.19347630345330996
ACH-000916,-0.3018032024986933
ACH-000917,-0.36772622458365856
ACH-000920,-0.2183361716006201
ACH-000921,-0.3171208192520685
ACH-000924,-0.21236299392676747
ACH-000926,-0.11127569813170816
ACH-000928,-0.3406349629080801
ACH-000929,-0.2445191806417776
ACH-000932,-0.2258012145563092
ACH-000935,-0.44676946354166464
ACH-000936,-0.3693817639412025
ACH-000937,-0.3325631175348633
ACH-000938,-0.08557672282729452
ACH-000939,-0.3764505648162455
ACH-000941,-0.3566868911501879
ACH-000943,-0.299836108991265
ACH-000946,-0.3309753014096106
ACH-000947,-0.1648210780477099
ACH-000948,-0.20343818467672475
ACH-000950,-0.16533855527167293
ACH-000953,-0.27558238397283663
ACH-000954,-0.4437961465308462
ACH-000957,-0.26072715719223355
ACH-000958,-0.1186139499334482
ACH-000960,-0.1730358261156369
ACH-000963,-0.4211058163840695
ACH-000968,-0.2650953859707146
ACH-000969,-0.2494311589233148
ACH-000972,-0.2656876182269232
ACH-000973,-0.24925882666892804
ACH-000974,-0.2507157586906692
ACH-000978,-0.10976082457044692
ACH-000984,-0.11722687291874505
ACH-000986,-0.34241874558286456
ACH-000988,-0.10543390503044817
ACH-000993,-0.2253565985242427
ACH-000994,-0.3818168485734909
ACH-000996,-0.26007448764091184
ACH-001001,-0.2598191426250028
ACH-001020,-0.10507227075691243
ACH-001028,-0.27085496903280354
ACH-001031,-0.19678406622701652
ACH-001038,-0.27778819200584043
ACH-001048,-0.2347978530274283
ACH-001050,-0.23775745148968114
ACH-001053,-0.2755061187558625
ACH-001054,-0.159056328807188
ACH-001061,-0.2619194206342195
ACH-001067,-0.239737555143962
ACH-001075,-0.04174444193832085
ACH-001096,-0.08897732589420915
ACH-001111,0.005108160093311135
ACH-001119,-0.4595291159912416
ACH-001128,-0.10664627084234198
ACH-001134,-0.12276522373672573
ACH-001151,-0.2532202806745569
ACH-001163,-0.26686531378204265
ACH-001164,-0.4551721475010637
ACH-001183,-0.10535360814407872
ACH-001192,-0.3587705460390179
ACH-001193,-0.042360826264921145
ACH-001196,-0.333466081870482
ACH-001197,-0.3272667375787129
ACH-001205,-0.14091468099507307
ACH-001211,-0.045709209889540865
ACH-001212,-0.4179486220502667
ACH-001228,0.06554092055464772
ACH-001232,-0.20709177331977247
ACH-001239,-0.2609420201536644
ACH-001270,-0.5791912211412138
ACH-001274,-0.3323642372569138
ACH-001275,-0.19232868955403504
ACH-001277,-0.2592367362592492
ACH-001278,-0.2447305086057732
ACH-001280,-0.3445987526566625
ACH-001283,-0.2795149693713996
ACH-001289,-0.2944724192216328
ACH-001300,-0.1431938238939051
ACH-001301,-0.2171707202539616
ACH-001302,0.09322594881992037
ACH-001306,-0.2556240171704675
ACH-001318,-0.25576639659186784
ACH-001322,-0.2224886509601902
ACH-001328,-0.17052618980976686
ACH-001332,-0.2386302900287228
ACH-001336,-0.21841734597075804
ACH-001346,-0.3616483536979022
ACH-001353,-0.31790556602844083
ACH-001354,-0.15655387206755386
ACH-001367,-0.21928539547165374
ACH-001368,-0.2709401469365801
ACH-001374,-0.3078412800935927
ACH-001377,-0.2749246345002208
ACH-001380,-0.37648128507233386
ACH-001391,-0.17552050481544362
ACH-001408,-0.22116292482047725
ACH-001430,0.05820095580537876
ACH-001431,-0.2711086679265792
ACH-001450,-0.17603518705380444
ACH-001496,-0.3168246506261845
ACH-001500,-0.201603678010692
ACH-001523,-0.27105345081121685
ACH-001532,-0.23606307860480005
ACH-001550,-0.4520770046453971
ACH-001552,-0.3027829540210793
ACH-001554,-0.2633775893561873
ACH-001654,-0.18233339015242087
ACH-001735,-0.2558305380554237
ACH-001736,-0.3692637824360373
ACH-001737,-0.31281261415991696
ACH-001740,-0.1883211172610313
ACH-001745,-0.2606297989853872
ACH-001765,-0.374475520947335
