,IQCB1 (9657)
ACH-000004,0.100617301435416
ACH-000005,-0.007589299019155697
ACH-000007,0.07961186019827438
ACH-000009,-0.08284972897344017
ACH-000011,-0.11614892184722632
ACH-000012,-0.013455298827301915
ACH-000013,-0.025877349324632825
ACH-000014,-0.08081346691063522
ACH-000015,0.01087943368787278
ACH-000017,-0.07494999088831594
ACH-000018,-0.2205524502907507
ACH-000019,-0.15373773268877505
ACH-000021,-0.05524131943754207
ACH-000022,-0.0020729669221724928
ACH-000025,-0.17094609163658642
ACH-000028,-0.04382472166317891
ACH-000030,-0.08383601651004054
ACH-000035,-0.07155829275890177
ACH-000036,-0.09189863690414073
ACH-000037,-0.12127071339553933
ACH-000039,-0.19336936634362026
ACH-000040,-0.15980817404855496
ACH-000041,0.0197605793367321
ACH-000042,0.006897017010791322
ACH-000045,0.0606450505035875
ACH-000047,-0.09880743843352408
ACH-000052,-0.029403887227277513
ACH-000053,-0.005314806723407573
ACH-000054,-0.04319637334886866
ACH-000055,0.029152967098117606
ACH-000060,-0.08960550815535254
ACH-000067,-0.08598148086210974
ACH-000070,-0.17869113015160482
ACH-000075,-0.24173685218349594
ACH-000078,0.1291259250808921
ACH-000082,-0.059628512320240974
ACH-000085,-0.3344718331319356
ACH-000086,-0.028667488593068013
ACH-000087,-0.15314802314277245
ACH-000092,-0.0730743191103446
ACH-000095,-0.04453709740370094
ACH-000097,-0.05485974521234428
ACH-000098,-0.08632575063351965
ACH-000099,0.06468911866654217
ACH-000108,0.024183856945051697
ACH-000113,-0.031804441053583495
ACH-000116,0.007732274141355622
ACH-000118,-0.017236877026425918
ACH-000120,-0.0006933351657674113
ACH-000123,-0.07419823250615694
ACH-000127,0.014227955232924791
ACH-000128,-0.03321662874363214
ACH-000132,-0.1342061684370314
ACH-000133,0.021378307455387
ACH-000137,-0.15844958112523105
ACH-000138,-0.028846496050421274
ACH-000142,-0.050831533782661455
ACH-000143,-0.14182767786918818
ACH-000146,-0.05834604561282596
ACH-000148,-0.047161527231320464
ACH-000150,0.0971118149882912
ACH-000152,-0.1021046375541094
ACH-000153,0.0296933483975571
ACH-000159,-0.018328825800318468
ACH-000160,-0.06962623610051875
ACH-000163,-0.024698561680969792
ACH-000167,-0.3631467447060534
ACH-000168,0.027005869736899592
ACH-000169,-0.16943992617103493
ACH-000178,-0.07822851167623356
ACH-000183,-0.17761416983692827
ACH-000188,-0.06859867112821857
ACH-000189,-0.14463181754775414
ACH-000190,-0.05335790411090887
ACH-000198,-0.11023090593122213
ACH-000203,0.22485034646688232
ACH-000204,-0.2395237201135046
ACH-000206,-0.2885296690202983
ACH-000207,-0.011580725155131134
ACH-000208,-0.099780245883762
ACH-000210,-0.029096976286894963
ACH-000211,-0.13961248498514445
ACH-000215,-0.04314885784060648
ACH-000221,-0.13476827806984715
ACH-000222,-0.0986330345145953
ACH-000223,-0.17163862652780054
ACH-000226,-0.1559431431014743
ACH-000227,-0.22318980411814296
ACH-000228,-0.08169060918007627
ACH-000231,-0.09148533012187604
ACH-000232,0.032671007540148005
ACH-000233,0.0098515248263048
ACH-000234,-0.10013523819321583
ACH-000235,-0.08226036617794698
ACH-000237,0.09015913899281927
ACH-000238,-0.001620976648050187
ACH-000242,0.04977411547030252
ACH-000243,-0.08375473295964668
ACH-000244,-0.09306851797306227
ACH-000246,-0.08586557873280667
ACH-000248,-0.09095235884119396
ACH-000250,-0.05002355915311602
ACH-000251,0.0216654329861108
ACH-000252,-0.21121012135215766
ACH-000253,-0.11595266157342965
ACH-000255,0.057317494739994736
ACH-000256,0.06894400283856496
ACH-000257,-0.17040605547578572
ACH-000258,0.04550788760692866
ACH-000259,0.08042111428257548
ACH-000260,-0.11401313814235632
ACH-000261,-0.08200506535731622
ACH-000262,-0.1401186065637146
ACH-000263,-0.030327625295370163
ACH-000264,-0.13422827509509902
ACH-000265,0.08864283057625623
ACH-000266,-0.08949965629480124
ACH-000272,-0.0929882620877358
ACH-000274,-0.1065144242405444
ACH-000277,0.020136435544549476
ACH-000278,-0.05480151316702032
ACH-000279,-0.05891259317406467
ACH-000280,-0.09345549164836456
ACH-000281,0.1314924537658947
ACH-000288,-0.02760868892163356
ACH-000291,-0.05663036769054116
ACH-000293,-0.04059457881238356
ACH-000294,-0.13938958271580434
ACH-000295,-0.110033004639312
ACH-000296,-0.19621023505551485
ACH-000302,-0.09759235502386586
ACH-000304,-0.105842770046838
ACH-000307,-0.08962402287625842
ACH-000308,-0.03937262505141723
ACH-000310,-0.0406777248273596
ACH-000311,0.006958559703351968
ACH-000312,0.0043176712073916615
ACH-000315,0.16450282143717687
ACH-000316,0.030494932143565513
ACH-000317,-0.06834745330417827
ACH-000318,-0.0975352759946534
ACH-000319,-0.09123067925199776
ACH-000320,0.0011390205676207815
ACH-000322,-0.0009052962328537014
ACH-000323,-0.04205692826392896
ACH-000324,-0.12173779654663798
ACH-000329,-0.09055675364433692
ACH-000330,0.04732167192209654
ACH-000331,-0.19583837076814115
ACH-000332,0.008076277128471308
ACH-000334,-0.17801187019454304
ACH-000335,-0.049505209566782185
ACH-000336,-0.13251408833812914
ACH-000337,-0.07442307799631878
ACH-000338,0.16703815763711974
ACH-000339,-0.02865121446465832
ACH-000341,-0.1463495900848631
ACH-000348,-0.06848558068110289
ACH-000350,-0.048047258059125485
ACH-000352,-0.1659446006372691
ACH-000356,-0.12889509424242385
ACH-000361,-0.21171583593056648
ACH-000362,-0.10192723545980753
ACH-000363,-0.03076747755012162
ACH-000364,-0.13068351920734225
ACH-000365,-0.10533368406867526
ACH-000366,-0.04097577897563763
ACH-000368,-0.10287429553586733
ACH-000374,0.07878723027131912
ACH-000375,-0.10627277536111143
ACH-000376,-0.11345594281106795
ACH-000381,-0.05187127255592385
ACH-000383,-0.039730535913155035
ACH-000387,-0.08172517412778979
ACH-000389,-0.11881699608850885
ACH-000390,-0.09511972527183253
ACH-000393,-0.06714754163120988
ACH-000395,-0.012053602454193544
ACH-000396,0.11519543060370817
ACH-000397,0.0043703566338807905
ACH-000401,-0.06245560797050366
ACH-000402,0.1187836393204872
ACH-000403,-0.17703875741363442
ACH-000404,-0.2491381842687332
ACH-000406,-0.004286652560017379
ACH-000407,-0.1164644052655362
ACH-000408,-0.16828223638402834
ACH-000410,-0.07022761151558896
ACH-000411,-0.1826736677442343
ACH-000414,0.029160121493580656
