,DEPDC1B (55789)
ACH-000004,0.09647427861380924
ACH-000005,0.1050139007966094
ACH-000007,0.17618717059506586
ACH-000009,0.09874722008641798
ACH-000011,0.09179392553839988
ACH-000012,0.07978457419211879
ACH-000013,0.014756997604455662
ACH-000014,0.06917867028123847
ACH-000015,-0.0027352080467741968
ACH-000017,0.24141729437678186
ACH-000018,-0.17698770260575847
ACH-000019,-0.055736065477036335
ACH-000021,0.12261005044915785
ACH-000022,0.036104967682690836
ACH-000025,0.030833596427760207
ACH-000028,0.09549307254069184
ACH-000030,0.05857280501894317
ACH-000035,0.16083881739777373
ACH-000036,0.1363873146431986
ACH-000037,0.10445950667938188
ACH-000039,0.07489458084694814
ACH-000040,0.006734795902222784
ACH-000041,-0.07174680886165008
ACH-000042,0.13477764423217592
ACH-000045,0.09311353672788568
ACH-000047,-0.02593631312494343
ACH-000052,-0.023712026834622545
ACH-000053,-0.0009968334295594448
ACH-000054,0.11394953387888752
ACH-000055,-0.017279137356085425
ACH-000060,0.09555035561221599
ACH-000067,0.06298896430263785
ACH-000070,0.1220081793236715
ACH-000075,0.06003317532699901
ACH-000078,0.09686230677055116
ACH-000082,0.019749717912603958
ACH-000085,-0.015865273745490974
ACH-000086,0.0955042228483382
ACH-000087,-0.3664460694888175
ACH-000092,0.1245787304596572
ACH-000095,0.1053575210053232
ACH-000097,0.1784112166394192
ACH-000098,0.043684988647315286
ACH-000099,0.2368657141900741
ACH-000108,-0.038236488374803666
ACH-000113,-0.04441200386034413
ACH-000116,-0.008129989175884648
ACH-000118,0.06146307137096595
ACH-000120,0.07811232741821804
ACH-000123,0.002933662677750908
ACH-000127,0.09180880890855947
ACH-000128,0.0823603877784717
ACH-000132,0.04965164848752245
ACH-000133,0.1994368301937483
ACH-000137,0.08803872825251849
ACH-000138,0.13610938847624746
ACH-000142,-0.060126563591619525
ACH-000143,0.22428188679663916
ACH-000146,0.08488556770684201
ACH-000148,0.1388698703483971
ACH-000150,0.17555374246160332
ACH-000152,0.06921665717256781
ACH-000153,0.057025537641376314
ACH-000159,0.1307088347418003
ACH-000160,0.13623509734707434
ACH-000163,0.08608054647163152
ACH-000167,0.2864285540923845
ACH-000168,-0.057124951767619815
ACH-000169,0.08641837942543414
ACH-000178,0.10305209458120633
ACH-000183,0.07458781301692037
ACH-000188,0.08544338359462113
ACH-000189,-0.09624634652521792
ACH-000190,0.3129588431829215
ACH-000198,0.13720962213189092
ACH-000203,0.5822872823542545
ACH-000204,-0.038404097162362205
ACH-000206,0.2021369936513164
ACH-000207,0.21829112399715792
ACH-000208,-0.08241400598472208
ACH-000210,0.060779120063690614
ACH-000211,-0.005490158886959307
ACH-000215,0.05483509206955872
ACH-000221,0.1266813078845426
ACH-000222,0.03562418770497765
ACH-000223,0.07154628157540058
ACH-000226,-0.09033324685268901
ACH-000227,0.07552984102358057
ACH-000228,-0.042697130317503516
ACH-000231,0.12691005896765942
ACH-000232,0.1503585907689745
ACH-000233,0.20405426920159309
ACH-000234,0.1925782315855131
ACH-000235,0.036256935089800574
ACH-000237,0.11224989087470108
ACH-000238,-0.05884800403411124
ACH-000242,0.28712964433356586
ACH-000243,0.06222571325378454
ACH-000244,0.3444562654245609
ACH-000246,0.10984642734835813
ACH-000248,-0.05750151841564175
ACH-000250,0.11017174665606357
ACH-000251,0.14203743293184054
ACH-000252,0.2344680142708165
ACH-000253,0.1127179044589427
ACH-000255,0.028248052946773294
ACH-000256,-0.02718110142189115
ACH-000257,-0.25228280400024106
ACH-000258,0.10822281395828767
ACH-000259,0.01980769387887112
ACH-000260,0.14008162191525506
ACH-000261,0.05813782572355392
ACH-000262,0.16557140552644872
ACH-000263,0.08301250538494173
ACH-000264,0.02454282284302513
ACH-000265,0.07869738744044133
ACH-000266,0.05146885550726528
ACH-000272,0.06087028349037533
ACH-000274,0.052481258702925415
ACH-000277,0.0006913577549091947
ACH-000278,0.01620012140325174
ACH-000279,-0.00021321563791941935
ACH-000280,0.02401035782979694
ACH-000281,0.20294585838913126
ACH-000288,0.10349245058881122
ACH-000291,-0.09155202679717336
ACH-000293,0.052347810579360464
