,SYNC (81493)
ACH-000004,-0.17577331765621038
ACH-000005,-0.1019150329074191
ACH-000007,-0.01120024870829745
ACH-000009,-0.06515544447857377
ACH-000011,0.18419340169404955
ACH-000012,0.007257894332104346
ACH-000013,-0.07051009045649655
ACH-000014,0.006706496572230911
ACH-000015,-0.034687152400577716
ACH-000017,0.06082349138134735
ACH-000018,0.03827629989400736
ACH-000019,-0.1423570371229156
ACH-000021,0.011816432778708906
ACH-000022,0.00102581039333222
ACH-000025,-0.10755158000570916
ACH-000028,0.03404937447803992
ACH-000030,0.058755933945990865
ACH-000035,-0.2388564921634577
ACH-000036,0.0969642124995204
ACH-000037,0.0004835394990083669
ACH-000039,-0.05033302446039202
ACH-000040,-0.0008403356493688255
ACH-000041,0.0007064373202024177
ACH-000042,0.03822716929384355
ACH-000045,-0.1232505769344851
ACH-000047,-0.14053024087078378
ACH-000052,-0.28701094841087105
ACH-000053,0.004597576336735412
ACH-000054,-0.08243204155829395
ACH-000055,-0.14805167133248906
ACH-000060,-0.043700516014046835
ACH-000067,-0.07649078406632714
ACH-000070,0.0015111271388885766
ACH-000075,-0.054167225747259684
ACH-000078,-0.12625929187113966
ACH-000082,-0.0016422993293246295
ACH-000085,-0.12493253923158408
ACH-000086,-0.03821689272034221
ACH-000087,0.1438566718298315
ACH-000092,-0.19001438991808867
ACH-000095,-0.03523929793730292
ACH-000097,0.001486401543420181
ACH-000098,0.0804306185356903
ACH-000099,0.000598852637653695
ACH-000108,0.012061737066927664
ACH-000113,0.08539419651933869
ACH-000116,-0.05565915126189327
ACH-000118,0.00015655380361637126
ACH-000120,-0.13651317738590565
ACH-000123,-0.07534422447601011
ACH-000127,-0.017483663023984672
ACH-000128,-0.18565268486157765
ACH-000132,-0.02758587159201401
ACH-000133,-0.022787047984141218
ACH-000137,-0.14038189006697951
ACH-000138,-0.05422941490695506
ACH-000142,-0.10391382513494392
ACH-000143,0.022417038170107245
ACH-000146,-0.06590551012875807
ACH-000148,0.0342397195660145
ACH-000150,-0.24684283428082565
ACH-000152,-0.095233769571443
ACH-000153,-0.16825143332855566
ACH-000159,0.06371798163671295
ACH-000160,-0.11584704564851712
ACH-000163,-0.0006520554485117874
ACH-000167,-0.16947803758172253
ACH-000168,-0.1571807275875294
ACH-000169,-0.11781329234543915
ACH-000178,0.03653173862680726
ACH-000183,-0.07845831364302126
ACH-000188,-0.07472204832503454
ACH-000189,-0.095798516118764
ACH-000190,0.032196009618854216
ACH-000198,-0.030126829851949494
ACH-000203,-0.7222906416260896
ACH-000204,0.0659808527975259
ACH-000206,-0.027088485808957275
ACH-000207,-0.1813703090401628
ACH-000208,-0.023062240242696687
ACH-000210,0.3218550585050394
ACH-000211,0.015959225220743826
ACH-000215,0.08712814258337892
ACH-000221,-0.007047380934003126
ACH-000222,-0.020813466843070533
ACH-000223,-0.09950519217005373
ACH-000226,-0.01618918351907726
