,NT5M (56953)
ACH-000004,0.1934876016548644
ACH-000005,0.8590623654385717
ACH-000007,-0.1177966185152499
ACH-000009,-0.18927437598223487
ACH-000011,0.04775737897967025
ACH-000012,-0.05486350424316549
ACH-000013,-0.21688848921075532
ACH-000014,-0.020385316519483877
ACH-000015,-0.09504744143911124
ACH-000017,0.0017710299954395011
ACH-000018,-0.08976531118741328
ACH-000019,0.02360889744450504
ACH-000021,-0.045508940436264606
ACH-000022,-0.4013880988928861
ACH-000025,-0.11430103805726305
ACH-000028,0.014133944302229891
ACH-000030,-0.058749019349441725
ACH-000035,-0.009231362187108608
ACH-000036,-0.05506086697997492
ACH-000037,0.0498506701704137
ACH-000039,0.06554299087098474
ACH-000040,0.03461945239529821
ACH-000041,-0.007646807087331484
ACH-000042,-0.08068726941746912
ACH-000045,-0.022926325851817787
ACH-000047,0.012012434923174591
ACH-000052,0.00664516397268209
ACH-000053,-0.007780945983962023
ACH-000054,0.006801153975910254
ACH-000055,0.08332752902570781
ACH-000060,-0.042583496633203065
ACH-000067,0.004879182017876642
ACH-000070,0.08722568131471002
ACH-000075,-0.055425410313220784
ACH-000078,-0.09296384360547992
ACH-000082,-0.19545247971372634
ACH-000085,-0.04395944204851605
ACH-000086,0.06377715873764264
ACH-000087,-0.08486122788572463
ACH-000092,-0.051752533662342184
ACH-000095,0.010329732700298359
ACH-000097,-0.057689095100938365
ACH-000098,-0.13539191670613762
ACH-000099,-0.004740316335260682
ACH-000108,-0.007721450707943155
ACH-000113,-0.04859716740550907
ACH-000116,-0.1027081156570564
ACH-000118,0.028810175294190714
ACH-000120,0.057728118688769675
ACH-000123,-0.025209086916653845
ACH-000127,-0.01452313246074472
ACH-000128,-0.006381093009730336
ACH-000132,-0.06491194700630944
ACH-000133,-0.12282889677138065
ACH-000137,0.006636659143908655
ACH-000138,0.04297413994110006
ACH-000142,-0.05852161922560994
ACH-000143,-0.1515315294304663
ACH-000146,0.0689610076889456
ACH-000148,-0.048245480821457465
ACH-000150,0.010875028667432356
ACH-000152,-0.14801322529405322
ACH-000153,-0.4391236020077229
ACH-000159,0.040425473229022006
ACH-000160,-0.117314329863427
ACH-000163,-0.14105395902629525
ACH-000167,-0.061271100501901314
ACH-000168,-0.12212987965681354
ACH-000169,0.00969954182566986
ACH-000178,0.0986031694224917
ACH-000183,-0.06883397551386661
ACH-000188,-0.09375546069002183
ACH-000189,0.08651247747811189
ACH-000190,0.10664394227698816
ACH-000198,0.029916972096703118
ACH-000203,-0.1777837517904017
ACH-000204,-0.10272717365645766
ACH-000206,0.002827148513013366
ACH-000207,-0.04145377245431875
ACH-000208,-0.12340455935004485
ACH-000210,0.3919927693416945
ACH-000211,-0.040503234552220206
ACH-000215,0.000836050151072914
ACH-000221,-0.10794635910441784
ACH-000222,0.1821058733943604
ACH-000223,-0.03966944146647623
ACH-000226,0.005706479218388972
ACH-000227,-0.09286448203810406
ACH-000228,-0.12619329751511826
ACH-000231,-0.10488333007017707
ACH-000232,-0.1406636163149678
ACH-000233,-0.03362260991830838
ACH-000234,-0.02773848037746225
ACH-000235,-0.04560640754632622
ACH-000237,0.01285866482797423
ACH-000238,-0.5719177099010426
ACH-000242,-0.08943572266540438
ACH-000243,-0.029005250885471963
ACH-000244,-0.18636805306200935
ACH-000246,-0.013411975622318195
ACH-000248,0.0730753159543544
