,SAMD11 (148398)
ACH-000004,0.04468308066821848
ACH-000005,0.03165743037044057
ACH-000007,0.18644117007949784
ACH-000009,-0.1921635144228108
ACH-000011,0.04245642778797736
ACH-000012,-0.08373189933017046
ACH-000013,-0.03843536620184966
ACH-000014,-0.09308635169732628
ACH-000015,-0.051137924241444345
ACH-000017,-0.1403374481165878
ACH-000018,-0.3039337579206889
ACH-000019,-0.09975004857804066
ACH-000021,-0.13208788045321004
ACH-000022,-0.04641587790679702
ACH-000025,-0.20784066335706744
ACH-000028,0.009579116670520318
ACH-000030,-0.0634211882128999
ACH-000035,-0.05705621847874213
ACH-000036,-0.19535603356849665
ACH-000037,-0.07685810938268844
ACH-000039,0.04756996755769119
ACH-000040,-0.16295376788191646
ACH-000041,-0.21556874257205272
ACH-000042,-0.13048905343347506
ACH-000045,-0.06787832595135153
ACH-000047,-0.05004131981958889
ACH-000052,-0.2738966307925779
ACH-000053,-0.03152065117610498
ACH-000054,-0.12545464824077465
ACH-000055,-0.16457723921435566
ACH-000060,-0.10780729322550224
ACH-000067,-0.12218069550151207
ACH-000070,-0.0005195707646657242
ACH-000075,-0.3257912353966472
ACH-000078,0.014713318765396347
ACH-000082,-0.004130214160994779
ACH-000085,-0.12903233882378504
ACH-000086,-0.07527821578422185
ACH-000087,0.1069481926589967
ACH-000092,-0.13315366877112078
ACH-000095,0.09049415804514488
ACH-000097,-0.10497688934561912
ACH-000098,-0.038511846381794286
ACH-000099,0.0038405985351626986
ACH-000108,-0.2565010181132957
ACH-000113,-0.0184775607340204
ACH-000116,-0.06822793924107705
ACH-000118,-0.08054928552142117
ACH-000120,0.024526806031464846
ACH-000123,-0.054601555356841164
ACH-000127,-0.1270982695801749
ACH-000128,-0.11392348145809925
ACH-000132,0.007043264576529691
ACH-000133,-0.003210600386571585
ACH-000137,0.06414554613291383
ACH-000138,-0.07978987210488866
ACH-000142,-0.17624052525077527
ACH-000143,-0.03555272760748841
ACH-000146,-0.10291393679540528
ACH-000148,-0.08261716883232323
ACH-000150,-0.25047401592022384
