,GBA (2629)
ACH-000004,0.24702142365284385
ACH-000005,0.41375347794799466
ACH-000007,0.01983025188765953
ACH-000009,-0.013090299974784121
ACH-000011,0.2905485697343317
ACH-000012,0.08727201356783243
ACH-000013,0.07951257265248575
ACH-000014,0.00921510741775844
ACH-000015,0.02993816221616348
ACH-000017,0.17921910155222906
ACH-000018,0.10763950875968394
ACH-000019,0.1171584793691786
ACH-000021,0.007339234410823811
ACH-000022,0.10612558330441058
ACH-000025,0.08230389843838343
ACH-000028,0.15749917765629748
ACH-000030,0.17906633446767498
ACH-000035,0.28972892024600033
ACH-000036,-0.012395633255515709
ACH-000037,0.11924132104181387
ACH-000039,0.04693680739086302
ACH-000040,0.1033765697058171
ACH-000041,0.22547331655202504
ACH-000042,0.2026778307731672
ACH-000045,-0.008506632764255062
ACH-000047,0.15795303017496767
ACH-000052,0.2804504012662418
ACH-000053,0.15159112868116384
ACH-000054,0.09711148188456796
ACH-000055,-0.11572444111313353
ACH-000060,0.13496860234582975
ACH-000067,0.2071706601706394
ACH-000070,0.10048888756587104
ACH-000075,0.0919614005259749
ACH-000078,-0.043996275304071575
ACH-000082,0.06953678707815615
ACH-000085,0.0363639153064298
ACH-000086,-0.1745936572940097
ACH-000087,0.12862222629050335
ACH-000092,0.0020494084630853864
ACH-000095,0.09143760795627558
ACH-000097,0.13484215496896074
ACH-000098,0.041988833625480636
ACH-000099,0.11874531681510846
ACH-000108,0.17068958459417807
ACH-000113,0.17040179271706316
ACH-000116,0.20226024382260066
ACH-000118,0.12090142990504694
ACH-000120,0.05496916935981337
ACH-000123,0.2594825156348181
ACH-000127,0.12105837960982012
ACH-000128,0.05775546718719125
ACH-000132,0.13219506998125938
ACH-000133,0.050252113490471234
ACH-000137,-0.015127662876910529
ACH-000138,0.17829514173634295
ACH-000142,0.0986995466437102
ACH-000143,0.15531346178725525
ACH-000146,0.08870732058063441
ACH-000148,0.025927745807300947
ACH-000150,0.0412821206083704
ACH-000152,0.04845024567533715
ACH-000153,0.05165350741919007
ACH-000159,0.012789536131009171
ACH-000160,0.16986378065831026
ACH-000163,0.08244739991404244
ACH-000167,0.09753998680855952
ACH-000168,0.12652540260479914
ACH-000169,0.15669533878967873
ACH-000178,0.08587688580531534
ACH-000183,0.12456881482187827
ACH-000188,0.024790574792517967
ACH-000189,0.03766703344141878
ACH-000190,0.2008285286513601
ACH-000198,0.16776602590111472
ACH-000203,-0.11606309450349185
ACH-000204,-0.08152009134690621
ACH-000206,0.10176648589935293
ACH-000207,0.10329262741660923
ACH-000208,0.0617912183539303
ACH-000210,0.18269051163082872
ACH-000211,0.04124490836275202
ACH-000215,0.03235124238589
ACH-000221,0.10472343799140063
ACH-000222,0.00827537165318037
ACH-000223,0.13134354651546945
