,TUBA4A (7277)
ACH-000004,-0.5701234584540706
ACH-000005,-0.5031483896679791
ACH-000007,-0.19148018423951185
ACH-000009,-0.4228641939323556
ACH-000011,-0.4671774717935148
ACH-000012,-0.3755986893005113
ACH-000013,-0.2745781361671477
ACH-000014,-0.5088839952429288
ACH-000015,-0.2374603801735927
ACH-000017,-0.17801926954504976
ACH-000018,-0.2677433837433165
ACH-000019,-0.3255330037755144
ACH-000021,-0.17903162975078304
ACH-000022,-0.16775503495836788
ACH-000025,-0.4358366500932753
ACH-000028,-0.40317648312685256
ACH-000030,-0.4506781330044237
ACH-000035,-0.2479893687926941
ACH-000036,-0.4300980024614704
ACH-000037,-0.5150314570485395
ACH-000039,-0.31716492518466044
ACH-000040,-0.3818389719282113
ACH-000041,-0.3131759921149919
ACH-000042,-0.2646767552785643
ACH-000045,-0.3490690956185116
ACH-000047,-0.2594924058919577
ACH-000052,-0.3245805397685633
ACH-000053,-0.2152087899081972
ACH-000054,-0.5140517447354073
ACH-000055,-0.20148534655163094
ACH-000060,-0.3803214304135316
ACH-000067,-0.4953093052925947
ACH-000070,-0.2858238965954545
ACH-000075,-0.2337981996649121
ACH-000078,-0.19011543322585267
ACH-000082,-0.3704515653220455
ACH-000085,-0.27793415896210666
ACH-000086,-0.3538029837593309
ACH-000087,-0.13361474501892368
ACH-000092,-0.3807287563722485
ACH-000095,-0.3589037634812709
ACH-000097,-0.15665711209229094
ACH-000098,-0.3302121320676861
ACH-000099,-0.19204333551000252
ACH-000108,-0.2714652808892301
ACH-000113,-0.28858840151048243
ACH-000116,-0.22038746673790524
ACH-000118,-0.3054800530380166
ACH-000120,-0.23758456206458406
ACH-000123,-0.3182743857030351
ACH-000127,-0.2511302198915733
ACH-000128,-0.3816180385959445
ACH-000132,-0.1890066629877346
ACH-000133,-0.2597629694298801
ACH-000137,-0.4084376790255704
ACH-000138,-0.2204640738343528
ACH-000142,-0.10577862594316724
ACH-000143,-0.4038909039736535
ACH-000146,-0.31366057909338024
ACH-000148,-0.3036287704327084
ACH-000150,-0.5086753144055338
ACH-000152,-0.4321897212793296
ACH-000153,0.004760162500439617
ACH-000159,-0.3618082965688278
ACH-000160,-0.4522813831592339
ACH-000163,-0.3198350671739887
ACH-000167,-0.4106180110568188
ACH-000168,-0.2294844419688081
ACH-000169,-0.2315900921714765
ACH-000178,-0.19339085404739856
ACH-000183,-0.22174205433322225
ACH-000188,-0.3969513541321655
ACH-000189,-0.1130576421107824
ACH-000190,-0.31132316242699537
ACH-000198,-0.27818050021087626
ACH-000203,-0.1428863196684914
ACH-000204,-0.3469411502829964
ACH-000206,-0.4023181397076928
ACH-000207,-0.2290592299105545
ACH-000208,-0.11146584156515373
ACH-000210,-0.2443142129657246
ACH-000211,-0.28494113614338906
ACH-000215,-0.37876890262124896
ACH-000221,-0.12071883331096295
ACH-000222,-0.3569950475277933
ACH-000223,-0.3384599333340704
ACH-000226,-0.4551988938537658
ACH-000227,-0.2686765102662454
ACH-000228,-0.4063699464111883
ACH-000231,-0.384051431906404
ACH-000232,-0.2568099758681603
ACH-000233,-0.18361694795243436
ACH-000234,-0.359262528777592
ACH-000235,-0.2784405156815237
ACH-000237,-0.32840144361008394
ACH-000238,-0.19993565519837286
ACH-000242,-0.1560022768937381
ACH-000243,-0.26136479479382874
ACH-000244,-0.1541190963164127
ACH-000246,-0.306795165809552
ACH-000248,-0.1713911497103804
ACH-000250,-0.4129218157976887
ACH-000251,-0.13821044971600435
ACH-000252,-0.16860750608536915
ACH-000253,-0.2346151354575733
ACH-000255,-0.4246788569546628
ACH-000256,-0.17112629665983062
ACH-000257,0.141035350097306
ACH-000258,-0.2184203821139558
ACH-000259,-0.25129004698348606
ACH-000260,-0.3595398940789043
ACH-000261,-0.3775825137532916
ACH-000262,-0.4561244459308571
ACH-000263,-0.4059625359107318
ACH-000264,-0.19834653055829604
ACH-000265,-0.2244366655590518
ACH-000266,-0.26839772915057997
ACH-000272,-0.4153060339384504
ACH-000274,-0.3535839294995281
ACH-000277,-0.2695317404505757
ACH-000278,-0.3531603819180093
ACH-000279,-0.24088694808424385
ACH-000280,-0.3696696636123557
ACH-000281,-0.3264661690035389
ACH-000288,-0.4881489842831659
ACH-000291,-0.3688471407313233
ACH-000293,-0.30817948034808196
ACH-000294,-0.2556345005731242
ACH-000295,-0.24833969222527005
ACH-000296,-0.08805944955688061
ACH-000302,-0.2837220305714869
ACH-000304,-0.29725312946476584
ACH-000307,-0.2854469143982234
ACH-000308,-0.12240523235222305
ACH-000310,-0.3507767984454417
ACH-000311,-0.17469337873696855
ACH-000312,-0.159435806656386
ACH-000315,0.07392743822320355
ACH-000316,-0.535601842437971
ACH-000317,-0.4922561313585276
ACH-000318,-0.4627479019495699
ACH-000319,-0.09519848043676804
ACH-000320,-0.3715778571201003
ACH-000322,-0.31075905187365593
ACH-000323,-0.20424461601007596
ACH-000324,-0.3825711192937513
ACH-000329,-0.3209603177230428
ACH-000330,-0.22405589909333395
ACH-000331,-0.4169478364986503
ACH-000332,-0.28517777490908464
ACH-000334,-0.23132573581870464
ACH-000335,-0.17899545597116726
ACH-000336,-0.2989522073103349
ACH-000337,0.015698333179932956
ACH-000338,0.06631934106919722
ACH-000339,-0.15765461317113116
ACH-000341,-0.32274822482890003
ACH-000348,-0.21720939734467865
ACH-000350,-0.20434699466516973
ACH-000352,-0.3711559506082179
ACH-000356,-0.12949020519180252
ACH-000361,-0.3555391991921075
ACH-000362,-0.381678919840484
ACH-000363,-0.2172191944586836
ACH-000364,-0.17436537217642556
ACH-000365,0.01481311142362652
ACH-000366,-0.32842663471497635
ACH-000368,-0.2464014470126233
ACH-000374,-0.2297696162253453
ACH-000375,-0.11107713617505606
ACH-000376,-0.2554019223464953
ACH-000381,-0.23391580615890356
ACH-000383,-0.28748803434425285
ACH-000387,-0.21095918203372696
ACH-000389,-0.3949834168821664
ACH-000390,-0.17826294686364436
ACH-000393,-0.3223777367605377
ACH-000395,-0.22869339391757024
ACH-000396,-0.4282783171658513
ACH-000397,-0.1869880318495785
ACH-000401,0.08474198177420708
ACH-000402,-0.343173925249421
ACH-000403,-0.3443173709626735
ACH-000404,-0.25373335795654817
ACH-000406,-0.28478638465772504
ACH-000407,-0.3951255754238965
ACH-000408,-0.3065512941794134
ACH-000410,-0.25002609487588684
ACH-000411,-0.3980174393822367
ACH-000414,-0.3121092909182097
ACH-000415,-0.34999357739394144
