,GRIN2D (2906)
ACH-000486,-0.25101065916713444
ACH-000487,-0.1638165660307539
ACH-000488,-0.18899904959598773
ACH-000490,-0.1429109133439577
ACH-000491,-0.2450426732013921
ACH-000495,-0.2065212865125984
ACH-000496,-0.06841042203833983
ACH-000499,-0.2956331925694903
ACH-000500,-0.047743971292492485
ACH-000502,-0.20515698858682416
ACH-000503,-0.2614085831347434
ACH-000505,-0.22300115556119304
ACH-000507,-0.17132028645118666
ACH-000510,-0.2176565587968714
ACH-000511,-0.11582858606943297
ACH-000512,-0.009304820214525856
ACH-000516,-0.17385483315757874
ACH-000517,-0.18419157896892047
ACH-000518,-0.09131680382882848
ACH-000520,-0.1870634884513897
ACH-000521,-0.09585632252128667
ACH-000522,-0.043213292950301616
ACH-000524,-0.2201731631241767
ACH-000527,-0.21343748347102984
ACH-000528,-0.19219629683415196
ACH-000537,-0.2977079978006488
ACH-000541,-0.062433695332043786
ACH-000542,-0.14714498139594254
ACH-000544,-0.09743074346830577
ACH-000545,0.05867648559927738
ACH-000547,-0.3066472582628048
ACH-000548,-0.1436252184387694
ACH-000549,-0.2068840238784827
ACH-000550,-0.21993183067444064
ACH-000552,-0.27559400085090785
ACH-000556,-0.3146635230623808
ACH-000557,-0.14358875565584533
ACH-000569,-0.11435472965356462
ACH-000570,-0.18553667872874846
ACH-000571,-0.2355511852929972
ACH-000573,-0.18854873694585808
ACH-000576,-0.1307850519742354
ACH-000579,-0.15540957547340048
ACH-000580,-0.11764926107779228
ACH-000584,-0.21729784142570452
ACH-000585,-0.247030260045734
ACH-000588,-0.1423613094934068
ACH-000589,-0.18986775067081005
ACH-000591,-0.1410093603083351
ACH-000593,-0.15316727208876466
ACH-000600,-0.11543145649067744
ACH-000601,-0.18438129684640306
ACH-000605,-0.2121544604267031
ACH-000606,-0.1249887759143406
ACH-000608,-0.24482931807064404
ACH-000614,-0.11935552347204052
ACH-000616,-0.2278606532091681
ACH-000618,-0.1089523175622039
ACH-000619,0.054171200766648456
ACH-000620,-0.357483629715335
ACH-000621,-0.20958040030564595
ACH-000622,-0.09592574912083073
ACH-000623,-0.12985710437680648
ACH-000624,-0.2979117620303597
ACH-000627,-0.1921176174250037
ACH-000630,-0.11627841710233712
ACH-000631,0.0795551011039371
ACH-000632,-0.1930662376145497
ACH-000633,-0.1918347425416536
ACH-000637,-0.2882636021585413
ACH-000638,-0.16327928953296844
ACH-000646,-0.23767686404900626
ACH-000647,-0.09967846729809353
ACH-000648,-0.11985743401616553
ACH-000649,-0.1541111804315248
ACH-000651,-0.17922177067254474
ACH-000652,-0.0962753945676397
ACH-000653,-0.2189111931158036
ACH-000657,-0.18539255070993568
ACH-000658,-0.1200683635830618
ACH-000661,-0.1637453507973497
ACH-000662,-0.2929053529680133
ACH-000663,-0.2796088028955815
ACH-000665,-0.14239325979020484
ACH-000671,-0.17831301603491995
ACH-000672,-0.29137131494210244
ACH-000673,-0.08864747459694787
ACH-000676,-0.1860502299297907
ACH-000677,-0.22051216695300446
ACH-000681,-0.17897478521507915
ACH-000683,-0.09161983139712493
ACH-000684,-0.07430903496321804
ACH-000688,-0.06282840834309877
ACH-000693,-0.21589601418704474
ACH-000694,-0.1373063242483128
ACH-000695,-0.18587416249051347
ACH-000696,-0.2825040802879174
ACH-000697,-0.1294829371584167
ACH-000699,-0.2895063799381265
ACH-000701,-0.16717954945685334
ACH-000706,-0.0924260782598614
ACH-000711,-0.2517214484871842
ACH-000713,-0.07751053241310105
ACH-000714,-0.16054851968181372
ACH-000718,-0.191082165639864
ACH-000720,-0.16239435877726105
ACH-000721,-0.20242462158995628
ACH-000724,-0.3250311648123008
ACH-000725,-0.3305012515567605
ACH-000732,0.012366232691267305
ACH-000734,-0.2902041214146362
ACH-000735,-0.04069457055210243
ACH-000736,-0.2725648698646984
ACH-000738,-0.20437301498306876
ACH-000746,-0.1575607338869319
ACH-000747,-0.10433264632750827
ACH-000748,-0.1677738055455618
ACH-000753,-0.10957188451028944
ACH-000756,-0.3260750098892515
ACH-000757,-0.17960687820294774
ACH-000758,-0.1546815381279777
ACH-000760,-0.1978976537297493
ACH-000762,-0.05832388096207911
ACH-000763,-0.20042120498681434
ACH-000764,-0.3550551934468057
ACH-000765,-0.2046229860833884
ACH-000766,-0.16522763266768198
ACH-000767,-0.1058500915126304
ACH-000768,-0.10647215456248348
ACH-000769,-0.2758637475575495
ACH-000770,-0.178924752552245
ACH-000771,-0.13192211880073804
ACH-000773,-0.18835515277226172
ACH-000776,-0.3962526844153205
ACH-000777,-0.22258168209541795
ACH-000778,-0.20083101344061005
ACH-000781,-0.22590769150020135
ACH-000782,-0.07798893982061021
ACH-000783,-0.15746298388709526
ACH-000784,-0.16811568834727542
ACH-000785,-0.16688036830252131
ACH-000787,-0.31435937399339503
ACH-000788,-0.19687164778096647
ACH-000791,-0.19992220360713575
ACH-000792,-0.3355532366571207
ACH-000794,-0.060042613827907994
ACH-000796,-0.17369795700538215
ACH-000798,-0.10290256045763573
ACH-000799,-0.3384340972197015
ACH-000800,-0.18898744219980607
ACH-000802,-0.1366269264314382
ACH-000804,-0.10878689183939226
ACH-000805,-0.30690971069040124
ACH-000809,-0.1886149880405212
ACH-000810,-0.16305175091229468
ACH-000811,-0.17515406428079233
ACH-000817,-0.08011279163282946
ACH-000819,-0.265920328288272
ACH-000820,-0.15006100679287188
ACH-000821,-0.03432827460935057
ACH-000822,-0.24897694690376185
ACH-000823,-0.17801131689803293
ACH-000824,-0.3813796929089637
ACH-000827,-0.20189730450752827
ACH-000829,-0.15085276573610434
ACH-000831,-0.23979727092954395
ACH-000832,-0.036866610401559266
ACH-000833,-0.3562716546016313
ACH-000834,-0.10593761242710674
ACH-000835,-0.16445734271973989
ACH-000836,-0.07943779538667603
ACH-000837,-0.2361536630730085
ACH-000838,-0.04700487595826488
ACH-000839,-0.027069714067425612
ACH-000840,-0.14684380848904666
ACH-000841,-0.2081215879464361
ACH-000843,-0.30724454303661136
ACH-000846,-0.2357682586957469
ACH-000847,-0.2412255871050457
ACH-000848,-0.13547216114789312
ACH-000849,-0.10634087667371443
ACH-000851,0.0012098797542321466
ACH-000855,-0.1778229407825382
ACH-000856,-0.17033666454954388
ACH-000858,-0.20498801587352627
ACH-000859,-0.10859780715326696
ACH-000861,-0.1536851236840949
ACH-000862,-0.012197199087148291
ACH-000865,-0.25286654977007456
ACH-000866,-0.1749294188744048
ACH-000867,-0.13484011182956865
ACH-000869,-0.17503430685469015
ACH-000872,-0.17609283460667272
ACH-000873,-0.022380371277395568
ACH-000876,-0.13693557573623072
ACH-000878,-0.2983883455603101
ACH-000880,-0.1966178292081757
ACH-000881,-0.23658250621798824
ACH-000882,-0.2015689152652108
ACH-000884,-0.1789224566990738
ACH-000885,-0.08566421516174083
ACH-000887,-0.30175921046520665
ACH-000889,-0.09193647183568014
ACH-000896,-0.16706529418290728
ACH-000898,-0.23923937106028415
ACH-000900,-0.2210571303695507
ACH-000901,-0.24734932962770603
ACH-000905,-0.13920016958723655
ACH-000906,-0.23383740608682305
ACH-000907,-0.041068656229031546
ACH-000910,-0.17454701907854464
ACH-000911,-0.28943110080223644
ACH-000912,-0.11449342370187444
ACH-000913,-0.08957943971060832
ACH-000915,-0.3154878014739673
ACH-000916,-0.4059995333751126
ACH-000917,-0.3844617040630178
ACH-000920,-0.22094792276839886
ACH-000921,-0.12199724191803668
ACH-000924,-0.0827925927782835
ACH-000926,-0.11298745165822816
ACH-000928,-0.4425366519695738
ACH-000929,-0.06829296058939563
ACH-000932,-0.08381918596292337
ACH-000935,-0.24601073840048496
ACH-000936,-0.2217764655115159
ACH-000937,-0.12765824632245829
ACH-000938,-0.15524073199856786
ACH-000939,-0.11834747337759664
ACH-000941,-0.3338752920816857
ACH-000943,-0.13033614762282214
ACH-000946,-0.3721013455578832
ACH-000947,-0.21344898115610486
ACH-000948,-0.198126820347848
ACH-000950,-0.23811368799847304
ACH-000953,-0.16999755647324372
ACH-000954,-0.07766317664546421
ACH-000957,-0.15349344686344848
ACH-000958,-0.3156199653904289
ACH-000960,-0.15608435448439045
ACH-000963,-0.14815827357942354
ACH-000968,-0.15698597408584916
ACH-000969,-0.20587451769543166
ACH-000972,-0.26175642418076456
ACH-000973,-0.10417115553310184
ACH-000974,-0.2099611079777792
ACH-000978,-0.37841196841161057
ACH-000984,-0.20299106462782285
ACH-000986,0.0012808723246920716
ACH-000988,-0.2001228935769104
ACH-000993,-0.27809804953504325
ACH-000994,-0.14841543376566507
ACH-000996,-0.19666218850905365
ACH-001001,-0.19623817961239212
ACH-001020,-0.056864364717136025
ACH-001028,-0.11513029360189385
ACH-001031,-0.21539843284778795
ACH-001038,-0.184603552639958
ACH-001048,-0.11828683960159372
ACH-001050,-0.07391915396256768
ACH-001053,-0.16921714196233653
ACH-001054,-0.1671197998336361
ACH-001061,-0.17339373243250886
ACH-001067,-0.2507159656413108
ACH-001075,-0.07491055927573337
ACH-001096,-0.2435411430534844
ACH-001111,-0.21300658077347984
ACH-001119,-0.2345469435649716
ACH-001128,-0.251006986579971
ACH-001134,-0.2667073841947365
ACH-001151,-0.13042530154848164
ACH-001163,-0.15029117384070198
ACH-001164,-0.05597176613033821
ACH-001183,-0.18577936167678544
ACH-001192,-0.29609509363195
ACH-001193,-0.13328094184116618
ACH-001196,-0.11235102886950872
ACH-001197,-0.021641099017946572
ACH-001205,-0.16802427104773635
ACH-001211,-0.08512759886747509
ACH-001212,-0.22038526492418048
ACH-001228,-0.2144400996023579
ACH-001232,-0.02297226627831779
ACH-001239,-0.06771497383038598
ACH-001270,-0.1271369079675368
ACH-001274,-0.1462725943360635
ACH-001275,-0.14634584673153433
ACH-001277,-0.26137480312795125
ACH-001278,-0.19523512692489972
ACH-001280,-0.29186582730491273
ACH-001283,-0.0907117710320989
ACH-001289,-0.2537561772982403
ACH-001300,-0.27008465172131463
ACH-001301,-0.4881156685938711
ACH-001302,-0.2559085311602459
ACH-001306,-0.04523510545825021
ACH-001318,-0.08935254961832859
ACH-001322,-0.07337087290212935
ACH-001328,-0.1191166789955132
ACH-001332,-0.17251844420521256
ACH-001336,-0.2973499421651225
ACH-001346,-0.11664279979111597
ACH-001353,-0.20820892756145784
ACH-001354,-0.06495404460038351
ACH-001367,-0.13506401901770185
ACH-001368,-0.15918391309372407
ACH-001374,-0.25138400514081
ACH-001377,-0.1904694125704768
ACH-001380,-0.14454206274926068
ACH-001391,-0.3356363075386862
ACH-001408,-0.10093647576652036
ACH-001430,-0.2429326323235581
ACH-001431,-0.287561641641256
ACH-001450,-0.12705258966421146
ACH-001496,-0.3063389444891661
ACH-001500,-0.20913451750314715
ACH-001523,-0.13647247473428875
ACH-001532,-0.0851733446134992
ACH-001550,-0.2612203547069557
ACH-001552,-0.1602658662783648
ACH-001554,-0.15535098085188187
ACH-001654,-0.2557907335661315
ACH-001735,-0.239797693440703
ACH-001736,-0.07891029845392962
ACH-001737,-0.11979154935330988
ACH-001740,-0.2750960453963049
ACH-001745,-0.2746846252244932
ACH-001765,-0.2510781131354953
