,GRID2 (2895)
ACH-000004,-0.11528771573769858
ACH-000005,-0.4345165326802591
ACH-000007,-0.20828200401045668
ACH-000009,-0.11216685932752753
ACH-000011,-0.0971940411826194
ACH-000012,-0.1267945687668947
ACH-000013,-0.05374660310533834
ACH-000014,-0.2018650020284989
ACH-000015,-0.2387566753269445
ACH-000017,-0.2600884593849708
ACH-000018,-0.11579351644016307
ACH-000019,-0.0863587866726158
ACH-000021,-0.12421796012477015
ACH-000022,-0.10016738883261844
ACH-000025,-0.15395327116236662
ACH-000028,-0.2659313977243437
ACH-000030,-0.22098207724387967
ACH-000035,-0.2206801046496615
ACH-000036,-0.07244593346534067
ACH-000037,-0.16796372754322025
ACH-000039,-0.3008483835288285
ACH-000040,-0.22911867954611004
ACH-000041,-0.23157011871470184
ACH-000042,-0.1897242978392517
ACH-000045,-0.20149071381811345
ACH-000047,-0.20782044963013074
ACH-000052,-0.1308042242923588
ACH-000053,-0.1674384763842691
ACH-000054,-0.11556287063053483
ACH-000055,-0.3824091496703285
ACH-000060,-0.18201866867365754
ACH-000067,-0.15939024316550507
ACH-000070,-0.023110934363542484
ACH-000075,-0.1324204815405509
ACH-000078,-0.25116546625460856
ACH-000082,-0.11945488081060042
ACH-000085,-0.2443490461422037
ACH-000086,-0.17205154928845445
ACH-000087,-0.2397603139353526
ACH-000092,-0.2111458221566597
ACH-000095,-0.12169540924586796
ACH-000097,-0.13427005124971672
ACH-000098,-0.2027637276811175
ACH-000099,-0.3431674625450881
ACH-000108,-0.165260070171956
ACH-000113,-0.19819145329900836
ACH-000116,-0.2217719839836957
ACH-000118,-0.09594945663852184
ACH-000120,-0.06369335405753036
ACH-000123,-0.26303580001414745
ACH-000127,-0.27971429065207903
ACH-000128,-0.2765668025868267
ACH-000132,-0.4213461045117925
ACH-000133,-0.2653459214079812
ACH-000137,-0.1897262806317653
ACH-000138,-0.0369190212856266
ACH-000142,-0.07762616588905617
ACH-000143,-0.3758036299227915
ACH-000146,-0.24090619663267546
ACH-000148,-0.1231223456206103
ACH-000150,-0.17193813428664556
ACH-000152,-0.1990915867971904
ACH-000153,-0.4008516083133831
ACH-000159,-0.15647729076656464
ACH-000160,-0.24811690635108746
ACH-000163,-0.16137638757745132
ACH-000167,-0.28942562688525697
ACH-000168,-0.12800315542798665
ACH-000169,-0.203711395099748
ACH-000178,-0.16940724536907775
ACH-000183,-0.08420892047772398
ACH-000188,-0.1213908417473126
ACH-000189,-0.4626128983634785
ACH-000190,-0.31626983930821195
ACH-000198,-0.12024104068873773
ACH-000203,-0.01703062449353163
ACH-000204,-0.3999674000971589
ACH-000206,-0.3198203053638695
ACH-000207,-0.10730832268296152
ACH-000208,-0.02630224714399399
ACH-000210,0.05211935871067128
ACH-000211,-0.29383274798164694
ACH-000215,-0.18017527594905636
ACH-000221,-0.139687813731944
ACH-000222,-0.15617378036386473
ACH-000223,-0.09201594229883506
ACH-000226,-0.11528121135070014
ACH-000227,-0.3911841543114967
ACH-000228,0.011574714983337236
ACH-000231,-0.21265287170417674
ACH-000232,-0.22285862219189248
ACH-000233,-0.11365257875348064
ACH-000234,-0.204050646255768
ACH-000235,-0.13697138544975518
ACH-000237,-0.1958453567027684
ACH-000238,-0.16347994502058233
ACH-000242,-0.3091599800404106
ACH-000243,-0.21186726858220692
ACH-000244,-0.10340234800677076
ACH-000246,-0.25789356577068395
ACH-000248,-0.04163819240627453
ACH-000250,-0.15003145771759072
ACH-000251,0.01967982125310731
ACH-000252,-0.22430238678346526
ACH-000253,-0.1641050338596721
ACH-000255,-0.1653807064785245
ACH-000256,-0.10649054197742863
ACH-000257,-0.00921549929064657
ACH-000258,-0.425836554454076
ACH-000259,-0.16843492088201906
ACH-000260,-0.1947564831319476
ACH-000261,-0.16512370179500127
ACH-000262,-0.2753924341468733
ACH-000263,-0.1790039302147461
ACH-000264,-0.09865510359015774
ACH-000265,-0.21532461268572572
ACH-000266,-0.19488037225761856
ACH-000272,-0.19743510408016166
ACH-000274,-0.0761314078600418
ACH-000277,-0.1596678587283283
ACH-000278,-0.12793552040897144
ACH-000279,-0.197860510947094
ACH-000280,-0.08095810725399749
ACH-000281,-0.22845908821346625
ACH-000288,-0.15195269868695765
ACH-000291,-0.11936787587888688
ACH-000293,-0.22193446298006148
ACH-000294,-0.016984095783072767
ACH-000295,-0.20372885382592207
ACH-000296,-0.15694327682795442
ACH-000302,-0.22241398687323405
ACH-000304,-0.23138122621153556
ACH-000307,-0.2402233861414629
ACH-000308,-0.1806177149746653
ACH-000310,-0.3364890338260951
ACH-000311,-0.16091003868796488
ACH-000312,-0.13740175877248742
ACH-000315,-0.0993671673689052
ACH-000316,-0.22027365115900105
ACH-000317,-0.25286885206681503
ACH-000318,-0.0732960518963471
ACH-000319,-0.1677634236654012
ACH-000320,-0.31599852839866777
ACH-000322,-0.14126318057796186
ACH-000323,-0.18284331939676896
ACH-000324,-0.13062935044598795
ACH-000329,-0.19023395031214246
ACH-000330,-0.21168837069272248
ACH-000331,-0.20761803808351986
ACH-000332,-0.13742687776770035
ACH-000334,-0.1437715879438811
ACH-000335,-0.2562672389843655
ACH-000336,-0.0319647954477937
ACH-000337,-0.12711167770360007
ACH-000338,-0.15599693686593286
ACH-000339,-0.2095489806664648
ACH-000341,-0.19301833164377605
ACH-000348,-0.17513967721147075
ACH-000350,-0.21282299784973285
ACH-000352,-0.20720137272306632
ACH-000356,-0.08899785826778417
ACH-000361,-0.050609734604235464
ACH-000362,-0.08760909594276077
ACH-000363,-0.11862828837242705
ACH-000364,-0.1602909112007289
ACH-000365,-0.23693585021679556
ACH-000366,-0.22342574557759326
ACH-000368,-0.05593858261021245
ACH-000374,-0.19230894894622733
ACH-000375,-0.2570512344099585
ACH-000376,-0.260887750173222
ACH-000381,-0.23941258951735836
ACH-000383,-0.1332359508826449
ACH-000387,-0.09260769996719792
