,PA2G4 (5036)
ACH-000261,-0.2282177589212876
ACH-000262,-0.0859911716213792
ACH-000263,-0.4566784982525907
ACH-000264,-0.16460692897414209
ACH-000265,-0.31585033869766416
ACH-000266,-0.4547272413112282
ACH-000272,-0.2002447204150907
ACH-000274,-0.1804774313799541
ACH-000277,-0.4002915441551931
ACH-000278,-0.3053470865365877
ACH-000279,-0.29142290617807376
ACH-000280,-0.12801563342692515
ACH-000281,-0.28358376481120484
ACH-000288,-0.21649207856583608
ACH-000291,-0.4464199330312947
ACH-000293,-0.46511769950582504
ACH-000294,-0.3729646665029587
ACH-000295,-0.2800921000707388
ACH-000296,-0.28369562970519074
ACH-000302,-0.24453940410550706
ACH-000304,-0.06405710446740814
ACH-000307,-0.21843078960379164
ACH-000308,-0.2627692885393819
ACH-000310,-0.2595209910276665
ACH-000311,-0.08286396758684762
ACH-000312,-0.1929450211874452
ACH-000315,-0.31903943767441084
ACH-000316,-0.23037555492738146
ACH-000317,-0.4508193281399598
ACH-000318,-0.32318901324116256
ACH-000319,-0.3530753091343521
ACH-000320,-0.2113375466546372
ACH-000322,-0.4495351158514079
ACH-000323,-0.2912988630481436
ACH-000324,-0.14975071594102604
ACH-000329,-0.19379615561021635
ACH-000330,-0.0814303500875056
ACH-000331,-0.22183953674657567
ACH-000332,-0.2996911923374013
ACH-000334,-0.20337841001897294
ACH-000335,-0.17942869352255608
ACH-000336,-0.4287266202261715
ACH-000337,-0.27345634724402434
ACH-000338,-0.12613235003125467
ACH-000339,-0.11876016647287473
ACH-000341,-0.3860881655557071
ACH-000348,-0.2986868867243251
ACH-000350,-0.08683490560722765
ACH-000352,-0.31594498303878443
ACH-000356,-0.11471995173160787
ACH-000361,-0.011730198203415223
ACH-000362,-0.4830604242951758
ACH-000363,-0.31164348336534925
ACH-000364,-0.5038730196865043
ACH-000365,-0.4976606137965928
ACH-000366,-0.3576613651353402
ACH-000368,-0.3237574604720785
ACH-000374,-0.02570066812492276
ACH-000375,-0.4271687611596498
ACH-000376,-0.29969129696026353
ACH-000381,-0.05193287242781675
ACH-000383,-0.2420895091707511
ACH-000387,-0.1120634491396352
ACH-000389,-0.4455682169087412
ACH-000390,-0.2739870445973869
ACH-000393,-0.2751573362264448
ACH-000395,-0.3545176337113185
ACH-000396,0.004167753226843829
ACH-000397,-0.04720412088664962
ACH-000401,-0.3052797115011058
ACH-000402,-0.13635036422778046
ACH-000403,-0.13271925217745764
ACH-000404,-0.4096812739313142
ACH-000406,-0.14624519320519494
ACH-000407,-0.344500241688852
ACH-000408,-0.2289638800999513
ACH-000410,-0.3766309900099118
ACH-000411,-0.2954541814392013
ACH-000414,-0.2370054862106536
ACH-000415,-0.19548671562833347
ACH-000416,-0.3557226224974893
ACH-000420,-0.3246626835030467
ACH-000421,-0.1840018543640037
ACH-000424,-0.5095379546287633
ACH-000425,-0.20478386841798615
ACH-000426,-0.15316882375585816
ACH-000427,-0.11744366070501312
ACH-000433,-0.4735165751303844
ACH-000435,-0.1416983135700054
ACH-000436,-0.3557505544365242
ACH-000444,-0.4033958114841543
ACH-000445,-0.010235522950637416
ACH-000448,-0.41708058118607866
ACH-000450,-0.12537945155290042
ACH-000452,-0.3058823388689891
ACH-000454,-0.4442112012631602
ACH-000458,-0.3029384463446424
ACH-000459,-0.2378493199949482
ACH-000460,-0.2757777251065121
ACH-000461,-0.221841307402655
ACH-000463,-0.3297546761296338
ACH-000464,-0.3022462012016192
ACH-000466,0.023151882069728957
ACH-000467,-0.2853254465126555
ACH-000468,-0.34833575566178704
ACH-000469,-0.0657929154281503
ACH-000470,-0.2626630339467791
ACH-000471,-0.2408119971397598
ACH-000472,-0.21560406389476786
ACH-000473,-0.2254726165469952
ACH-000475,-0.3544674448741533
ACH-000476,-0.3144387008849908
ACH-000477,-0.2608338419692645
ACH-000479,-0.11969990576163204
ACH-000480,-0.154576107950125
ACH-000481,-0.2867865958795304
ACH-000483,-0.3286154760661975
ACH-000484,-0.2735073094627964
ACH-000485,-0.3103852791378155
ACH-000486,-0.18424326956267406
ACH-000487,0.0598845499545456
ACH-000488,-0.26300919785835336
ACH-000490,-0.329879449755878
ACH-000491,-0.4370622453366931
ACH-000495,-0.6002561922269025
ACH-000496,-0.6899801763286122
ACH-000499,-0.01972812546046459
ACH-000500,0.0405175470668518
ACH-000502,-0.2433317588002932
ACH-000503,-0.18887826785282366
ACH-000505,-0.27931323529808083
ACH-000507,-0.18337321469461426
ACH-000510,-0.13696152444031642
ACH-000511,-0.226129270161794
ACH-000512,-0.37345881645903456
ACH-000516,-0.4211745179678469
ACH-000517,-0.3740215654021058
ACH-000518,-0.09411153687144637
ACH-000520,-0.2627612222757164
ACH-000521,-0.3285574061987961
ACH-000522,-0.1816688938501475
ACH-000524,-0.28787567637409794
ACH-000527,-0.2552377150711445
ACH-000528,0.03271691227772276
ACH-000537,-0.3232115715376629
ACH-000541,-0.21648161359175866
ACH-000542,-0.4071478258672438
ACH-000544,-0.6627919472856107
ACH-000545,-0.3267376042403894
ACH-000547,-0.19572316488976646
ACH-000548,-0.30780295963207865
ACH-000549,-0.34210615416652
ACH-000550,-0.3936715215652376
ACH-000552,-0.5479391819485179
ACH-000556,-0.2562736257866074
ACH-000557,-0.15935634656404074
ACH-000569,-0.16939569101008062
ACH-000570,-0.5391433731025207
ACH-000571,-0.2790975860264648
ACH-000573,-0.2815626373613865
ACH-000576,-0.3028668666334441
ACH-000579,-0.2474202084357553
ACH-000580,-0.12042758948381099
ACH-000584,-0.15606002229338814
ACH-000585,-0.1731571085263223
ACH-000588,-0.2015848542714582
ACH-000589,-0.19339246335310412
ACH-000591,-0.4588136255995586
ACH-000593,-0.32716032564255826
ACH-000600,-0.4617124607938819
ACH-000601,-0.18122398127938025
ACH-000605,-0.4002135875938745
ACH-000606,-0.31573319737402505
ACH-000608,-0.30271380366916617
ACH-000614,-0.22889675682028301
ACH-000616,-0.2887561191251687
ACH-000618,-0.3065760017879185
ACH-000619,-0.4198189318486279
ACH-000620,-0.2453009417212105
ACH-000621,-0.3378584082735451
ACH-000622,-0.3417709728836682
ACH-000623,-0.20581884126850986
ACH-000624,-0.21015326033058732
ACH-000627,-0.19623993670240245
ACH-000630,-0.22452261481570174
ACH-000631,-0.4693209939145214
ACH-000632,-0.3581874658840613
ACH-000633,-0.11268771114444645
ACH-000637,-0.17550893088286118
ACH-000638,-0.3693858292995098
ACH-000646,-0.3671955510894122
ACH-000647,-0.3968244749399996
ACH-000648,-0.4611706528057464
ACH-000649,-0.3320059341249361
ACH-000651,-0.213176290723154
ACH-000652,-0.09645944075837744
ACH-000653,-0.1662333422660941
ACH-000657,-0.2815284480763441
ACH-000658,-0.14483016259377934
ACH-000661,-0.10266185798187162
ACH-000662,-0.3001131083765336
ACH-000663,-0.36877832287730855
ACH-000665,-0.3890647098692685
ACH-000671,-0.2438248566684153
ACH-000672,-0.3758583282776922
ACH-000673,-0.14105601456799732
ACH-000676,-0.3830523895044593
ACH-000677,-0.370484983791005
ACH-000681,-0.2995124555310006
ACH-000683,-0.3815867502744044
ACH-000684,-0.33323641113290475
ACH-000688,-0.41501618620743663
ACH-000693,-0.2643248013865178
ACH-000694,-0.3575118936639265
ACH-000695,-0.3628728694757928
ACH-000696,-0.4950025382395888
ACH-000697,-0.4529519651655277
ACH-000699,-0.3118629455058891
ACH-000701,-0.3407530101483117
ACH-000706,-0.3253994410074817
ACH-000711,-0.2391559082778317
ACH-000713,-0.09703514867827186
ACH-000714,-0.28212545832073416
ACH-000718,-0.3991088698031279
ACH-000720,-0.2340167443807225
ACH-000721,-0.017397861026130296
ACH-000724,-0.4180999369733568
ACH-000725,-0.1657601253601985
ACH-000732,-0.4422970039923952
ACH-000734,-0.25839022322396965
ACH-000735,-0.7085306788774687
ACH-000736,-0.3841411018139325
ACH-000738,-0.2476823618476164
ACH-000746,-0.3329280510934506
ACH-000747,-0.2021001794068719
ACH-000748,-0.39076103774538
ACH-000753,-0.3325177592737359
ACH-000756,-0.25152124122745184
ACH-000757,-0.33095111005883504
ACH-000758,-0.2560326420515065
ACH-000760,-0.3025571545825008
ACH-000762,-0.4022483135211294
ACH-000763,-0.4508420348945248
ACH-000764,-0.18896522521145656
ACH-000765,-0.3567132327454859
ACH-000766,-0.3395083611470787
ACH-000767,-0.3862179683466159
ACH-000768,-0.5739999401751806
ACH-000769,-0.27926313805205
ACH-000770,-0.0061120906243334674
ACH-000771,-0.32361990513709554
ACH-000773,-0.1870927963917029
ACH-000776,-0.527120571522105
ACH-000777,-0.048886343168179934
ACH-000778,-0.34435811077917644
ACH-000781,-0.3591368792487158
ACH-000782,-0.4884419659256882
ACH-000783,-0.2634354737926985
ACH-000784,-0.3124230559545057
ACH-000785,-0.3944159155395442
ACH-000787,-0.34916045317969324
ACH-000788,-0.3263450372280665
ACH-000791,-0.2529927399839365
ACH-000792,-0.2886798886313126
ACH-000794,-0.5835706925789014
ACH-000796,-0.1917707537255816
ACH-000798,-0.018381477653275302
ACH-000799,-0.1905137426944737
ACH-000800,-0.25719733961469204
ACH-000802,-0.3912525040850361
ACH-000804,-0.3628680790672545
ACH-000805,-0.3137212638085688
ACH-000809,-0.2342192982301541
ACH-000810,-0.137153610830976
ACH-000811,-0.36424360831901104
ACH-000817,-0.4057757999003795
ACH-000819,-0.24017476968862764
ACH-000820,-0.03867619326101747
ACH-000821,-0.3159651614383667
ACH-000822,-0.11636397863736052
ACH-000823,-0.2962586963177906
ACH-000824,-0.04929082856507557
ACH-000827,-0.3471775869847783
ACH-000829,-0.2554517434000053
ACH-000831,-0.21325189003598785
ACH-000832,-0.4386833968048781
ACH-000833,-0.15556259028940098
ACH-000834,-0.4662972036141202
ACH-000835,-0.4396955925433476
ACH-000836,-0.18330171396028355
ACH-000837,-0.4052764737689011
ACH-000838,-0.03571095750181639
ACH-000839,-0.3898687881993638
ACH-000840,-0.4971981834394815
ACH-000841,-0.18418407035532988
ACH-000843,-0.2332057913539658
ACH-000846,-0.3512022168853809
ACH-000847,-0.3624969590988013
ACH-000848,-0.493171369374722
ACH-000849,-0.24726191652421284
ACH-000851,-0.23798449892671705
ACH-000855,-0.5499991749969318
ACH-000856,-0.4408241093377254
ACH-000858,-0.22002948867640146
ACH-000859,-0.40790330810307823
ACH-000861,-0.23468310468307704
ACH-000862,-0.3727392810903003
ACH-000865,-0.3318831482724634
ACH-000866,-0.33516672432496303
ACH-000867,-0.12666095444024228
ACH-000869,-0.2971765949534061
ACH-000872,-0.3120914661361357
ACH-000873,-0.4930723640261501
ACH-000876,-0.3421668237796446
ACH-000878,-0.16177483000556125
ACH-000880,-0.2410795841025625
ACH-000881,-0.44494269424556604
ACH-000882,-0.35015182389095506
ACH-000884,-0.4837879434092635
ACH-000885,-0.12762070232080105
ACH-000887,-0.24218094156135625
ACH-000889,-0.3778083607198766
ACH-000896,-0.28654956989974817
ACH-000898,-0.5742170561552078
ACH-000900,-0.3681618232156033
ACH-000901,-0.2964749544433445
ACH-000905,-0.4608166537353222
ACH-000906,-0.4186390578188083
ACH-000907,-0.2997888643213405
ACH-000910,-0.2590286674690507
ACH-000911,-0.2528181293269781
ACH-000912,-0.3519694852695
ACH-000913,-0.4996257587488198
ACH-000915,-0.374200091967246
ACH-000916,-0.48065869240522
ACH-000917,-0.02144309716604504
ACH-000920,-0.21856277991174256
ACH-000921,-0.452867525336664
ACH-000924,-0.2085090167399148
ACH-000926,-0.32033032532688777
ACH-000928,-0.09637536907544796
ACH-000929,-0.16280893096936294
ACH-000932,-0.25348429477991874
ACH-000935,-0.3440134892416981
ACH-000936,-0.4591113864046095
ACH-000937,-0.29777039649127496
ACH-000938,-0.4852194451546304
ACH-000939,-0.17192410837958608
ACH-000941,-0.21436505254848665
ACH-000943,-0.4077806277411396
ACH-000946,-0.2315856285065231
ACH-000947,-0.17827424785875445
ACH-000948,-0.2024218246489236
ACH-000950,-0.2237396955118789
ACH-000953,-0.12406274989526014
ACH-000954,-0.3996522930804477
ACH-000957,-0.17723723590280566
ACH-000958,-0.4330779342487728
ACH-000960,-0.2647587910387376
ACH-000963,-0.3426303736887097
ACH-000968,-0.1576060471462697
ACH-000969,-0.2564943407838007
ACH-000972,-0.1820683145222278
ACH-000973,-0.23393429120411616
ACH-000974,-0.32070647018636844
ACH-000978,-0.0768415863606601
ACH-000984,-0.20168780374329529
ACH-000986,-0.1104469559152606
ACH-000988,-0.22845859097128154
ACH-000993,-0.09557027344477492
ACH-000994,-0.4433708301763795
ACH-000996,-0.17924695611976807
ACH-001001,-0.10619931609200016
ACH-001020,-0.36832652987442976
ACH-001028,-0.3221947668053487
ACH-001031,-0.6288109234117293
ACH-001038,-0.2386495678911264
ACH-001048,-0.22067909675540284
ACH-001050,-0.27410981972251564
ACH-001053,-0.28665033303664583
ACH-001054,-0.43167108556837336
ACH-001061,-0.30556869593295705
ACH-001067,-0.13969532249808225
ACH-001075,-0.700255706644036
ACH-001096,-0.06540335632520733
ACH-001111,-0.2552683990798066
ACH-001119,-0.5080606503267234
ACH-001128,-0.4639406196299114
ACH-001134,-0.32536928969257195
ACH-001151,-0.24037434359522716
ACH-001163,-0.3729606706126196
ACH-001164,-0.2144682576095381
ACH-001183,-0.27828638444233755
ACH-001192,-0.3161726189717809
ACH-001193,-0.4019051448881649
ACH-001196,-0.15536810283539454
ACH-001197,-0.33677219422686944
ACH-001205,-0.2115911265694328
ACH-001211,-0.26701305574096185
ACH-001212,-0.4369832228131799
ACH-001228,-0.29543616940921263
ACH-001232,-0.2355442550532199
ACH-001239,-0.2330972108935413
ACH-001270,-0.5190175257459565
ACH-001274,-0.2274797270443279
ACH-001275,-0.3104530085377429
ACH-001277,-0.3925951422952506
ACH-001278,-0.5328514871356129
ACH-001280,-0.11880790124298983
ACH-001283,-0.33854019538303964
ACH-001289,-0.4532969865289203
ACH-001300,-0.16602547511051133
ACH-001301,-0.4341131244160713
ACH-001302,-0.4343442449569304
ACH-001306,-0.3814243656473263
ACH-001318,-0.3609369011785513
ACH-001322,-0.5041186147705801
ACH-001328,-0.13037476889678098
ACH-001332,-0.056805013863486124
ACH-001336,-0.3700942886850165
ACH-001346,-0.2978572217522872
ACH-001353,-0.33504262699946297
ACH-001354,-0.2009695670435893
ACH-001367,-0.3918364631324184
ACH-001368,-0.3507096744308047
ACH-001374,-0.4037210134736585
ACH-001377,-0.17079401580570094
ACH-001380,-0.03079208674541542
ACH-001391,-0.1527624014639001
ACH-001408,-0.36637891321615296
ACH-001430,-0.1563578844144793
ACH-001431,-0.12980753897152802
ACH-001450,-0.19757457994026256
ACH-001496,-0.3048687787494048
ACH-001500,-0.2384655359172013
ACH-001523,-0.32496720260937045
ACH-001532,-0.3590460619128018
ACH-001550,-0.455920531451644
ACH-001552,-0.309577088088308
ACH-001554,-0.35856115181597825
ACH-001654,-0.189795746779392
ACH-001735,-0.23886641290319766
ACH-001736,-0.28653644240834275
ACH-001737,-0.4871133654010536
ACH-001740,-0.15303327620470775
ACH-001745,-0.22119611198345285
ACH-001765,-0.3257879037436829
