,NUDCD1 (84955)
ACH-000004,-0.16285528691978265
ACH-000005,-0.025671575766110087
ACH-000007,-0.10477581553623948
ACH-000009,-0.0984214591910632
ACH-000011,-0.3160071887570541
ACH-000012,-0.22187189585977868
ACH-000013,-0.08229192558601169
ACH-000014,-0.09466889115442773
ACH-000015,-0.0780381079747769
ACH-000017,-0.08540392171175776
ACH-000018,-0.17100656480302834
ACH-000019,-0.1466590420761934
ACH-000021,-0.027077983726519633
ACH-000022,-0.11159976618287848
ACH-000025,-0.13437964234958386
ACH-000028,0.031707891270463674
ACH-000030,-0.04794702899298309
ACH-000035,0.03694370165082712
ACH-000036,0.16768624048786188
ACH-000037,0.034909674316771507
ACH-000039,-0.09374483381854293
ACH-000040,-0.0455564289695864
ACH-000041,-0.15695990522485176
ACH-000042,0.004287310836650978
ACH-000045,0.0394631116201024
ACH-000047,-0.0775255357359213
ACH-000052,-0.04798225206323761
ACH-000053,-0.04184772488060536
ACH-000054,-0.029218537930729174
ACH-000055,-0.054237355841956096
ACH-000060,-0.19474540309089292
ACH-000067,0.02220247047215692
ACH-000070,-0.12326157155338804
ACH-000075,-0.2121258984786413
ACH-000078,0.08026232853346013
ACH-000082,0.029975805717093768
ACH-000085,-0.07697563823951357
ACH-000086,-0.18766686136731886
ACH-000087,-0.3823329802184913
ACH-000092,-0.060085332818481774
ACH-000095,-0.04308236310998003
ACH-000097,-0.028435387410694995
ACH-000098,0.025292675602729218
ACH-000099,-0.06479236784211459
ACH-000108,-0.11499775372748805
ACH-000113,-0.1114418488494183
ACH-000116,-0.007641617828449739
ACH-000118,-0.13977328261907818
ACH-000120,-0.04463647120343505
ACH-000123,-0.03772928278644026
ACH-000127,-0.02406701490986741
ACH-000128,0.09375982411727776
ACH-000132,-0.08706509111537092
ACH-000133,-0.1280432451482114
ACH-000137,-0.10983781862780967
ACH-000138,-0.09441575446043307
ACH-000142,-0.04410197988816069
ACH-000143,-0.22206291636250355
ACH-000146,-0.06921288966046084
ACH-000148,-0.13351085374037633
ACH-000150,-0.07996898789593268
ACH-000152,-0.029143634027814076
ACH-000153,-0.0297772208726805
ACH-000159,-0.0971811547332486
ACH-000160,-0.015894474406230458
ACH-000163,-0.17914589514766088
ACH-000167,-0.16722969538494026
ACH-000168,-0.010437560986542369
ACH-000169,0.06065780323223821
ACH-000178,-0.024075601272909187
ACH-000183,-0.018810728801219263
ACH-000188,-0.1762386048957306
ACH-000189,-0.1434730722925702
ACH-000190,-0.3306104495054904
ACH-000198,-0.2726691106278287
ACH-000203,0.026777948703464415
ACH-000204,-0.05423576357847517
ACH-000206,-0.0592996787455369
ACH-000207,-0.16465821215455226
ACH-000208,0.1920640065420296
ACH-000210,-0.09489941359437612
ACH-000211,-0.03612461713466597
ACH-000215,-0.09842387748636512
ACH-000221,0.016018183199248928
ACH-000222,-0.04950669757575783
ACH-000223,-0.236676637427862
ACH-000226,-0.14822366329898465
ACH-000227,0.07412936878064262
ACH-000228,0.02563345470507073
ACH-000231,-0.07905185177964877
ACH-000232,0.05908813865305047
ACH-000233,-0.3555772204763746
ACH-000234,-0.1898031144616409
ACH-000235,-0.043953536888357764
ACH-000237,-0.10882628164482748
ACH-000238,-0.06986096104195226
ACH-000242,-0.2666675160352021
ACH-000243,-0.055374489039932834
ACH-000244,-0.1050120080465699
ACH-000246,-0.15176232234355488
ACH-000248,0.07064154935562546
ACH-000250,-0.03879768361744257
ACH-000251,-0.18559894474534724
ACH-000252,-0.07904925320353069
ACH-000253,-0.11260126763472238
ACH-000255,0.015053665535345118
ACH-000256,-0.0948322511902963
ACH-000257,-0.1961118743827565
ACH-000258,0.1624196217997794
ACH-000259,0.010219355707989977
ACH-000260,-0.047163352772400406
ACH-000261,-0.10049913938733412
ACH-000262,-0.29737448724108323
ACH-000263,-0.274783383045738
ACH-000264,-0.1485725727259124
ACH-000265,-0.18437375429003086
ACH-000266,0.016210169493412717
ACH-000272,-0.038388104286965034
ACH-000274,-0.1240737483475994
ACH-000277,-0.04917884045605877
ACH-000278,0.003704248020277778
ACH-000279,-0.08186962933484629
ACH-000280,-0.09010987289135083
ACH-000281,-0.11916712295322915
ACH-000288,0.018438395958491158
ACH-000291,-0.04244888936909919
ACH-000293,-0.09664755339769884
ACH-000294,-0.14443763102967788
ACH-000295,-0.061579123076586015
ACH-000296,-0.2565531105099999
ACH-000302,0.0017806548322945172
ACH-000304,0.012351626907804149
ACH-000307,-0.15428539625931886
ACH-000308,-0.107198290501713
ACH-000310,-0.15852347870099598
ACH-000311,0.007284060723065444
ACH-000312,-0.017475783649891774
ACH-000315,0.07383504260414436
ACH-000316,-0.01905168615392009
ACH-000317,-0.164614404004591
ACH-000318,0.025587608827900985
ACH-000319,-0.03918355299406903
ACH-000320,0.06784366006718183
ACH-000322,-0.05419589146065535
ACH-000323,0.2721556221688371
ACH-000324,-0.10065681204252842
ACH-000329,-0.10787851076331663
ACH-000330,-0.09413962024815632
ACH-000331,-0.12410942663495472
ACH-000332,-0.061856668386120715
ACH-000334,-0.3458872541605237
ACH-000335,-0.03381716581123002
ACH-000336,-0.01372702420991592
ACH-000337,-0.14445210527816793
ACH-000338,-0.4199927363217538
ACH-000339,-0.07492672697658184
ACH-000341,0.06528048733023234
ACH-000348,-0.048496016473055716
ACH-000350,0.007017837669865435
ACH-000352,-0.036601964750931804
ACH-000356,-0.07022215154075725
ACH-000361,-0.009428221452924056
ACH-000362,-0.22202449680432945
ACH-000363,-0.1316816415014777
ACH-000364,-0.06729702870095136
ACH-000365,-0.03966968535172926
ACH-000366,-0.09242622154152512
ACH-000368,-0.2294120858055451
ACH-000374,-0.038990423007263415
ACH-000375,-0.21137151898275944
ACH-000376,-0.3050041537670659
ACH-000381,-0.002291147720958309
ACH-000383,-0.1123007191513197
ACH-000387,-0.1192174546837458
ACH-000389,0.022683458018421032
ACH-000390,0.06994356208545865
ACH-000393,0.050481790413594366
ACH-000395,0.014050946008853104
ACH-000396,0.07185247377706902
ACH-000397,0.09399176695965693
ACH-000401,-0.06561329123474031
ACH-000402,-0.08044777338477106
ACH-000403,-0.09335383316573044
ACH-000404,0.18677749285228307
ACH-000406,-0.16968485428411095
ACH-000407,0.129782544977696
ACH-000408,-0.03903529131502243
ACH-000410,-0.13706277385867935
ACH-000411,-0.10491307583231003
ACH-000414,-0.057793539736779365
ACH-000415,-0.08596626949697703
ACH-000416,-0.06462599540352296
ACH-000420,-0.021669035404825118
ACH-000421,-0.05768718155871281
ACH-000424,-0.41582728626574
ACH-000425,-0.0556995589250725
ACH-000426,0.12187223019074768
ACH-000427,-0.122071307629206
ACH-000433,-0.04254370965683656
ACH-000435,-0.07838011407480414
ACH-000436,-0.1561212735968454
ACH-000444,-0.11980286931641773
ACH-000445,-0.002997309127240372
ACH-000448,-0.2080470557321916
ACH-000450,-0.2422631546211891
ACH-000452,-0.058409618897838377
ACH-000454,-0.054448442136070176
ACH-000458,0.02956236796611436
ACH-000459,-0.05203813928836688
ACH-000460,-0.027269025098275872
ACH-000461,0.0766062692479329
ACH-000463,-0.17024603498838758
ACH-000464,-0.3098019829800647
ACH-000466,-0.08121864352784622
ACH-000467,-0.11927815898001455
ACH-000468,-0.07345344436557517
ACH-000469,0.022974182851259174
ACH-000470,-0.12975767511300113
ACH-000471,-0.036575035475586125
ACH-000472,-0.14617332500487967
ACH-000473,-0.09480432603130287
ACH-000475,-0.014776994145407556
ACH-000476,-0.0547110992383044
ACH-000477,-0.1456154580357585
ACH-000479,0.042470179705305686
ACH-000480,-0.09049084455850696
ACH-000481,-0.11051020470974188
ACH-000483,-0.1627477100322342
ACH-000484,-0.08992437129050845
ACH-000485,-0.022116657793036336
ACH-000486,-0.3296788982163788
ACH-000487,0.08707102502460719
ACH-000488,-0.16850810892268206
ACH-000490,-0.2427089288138118
ACH-000491,0.002922330987726092
ACH-000495,0.014643893846027463
ACH-000496,0.13742739756884326
ACH-000499,-0.1346722161030299
ACH-000500,-0.2264915457086661
ACH-000502,-0.007648565635768369
ACH-000503,0.09587319701666293
ACH-000505,-0.06702686510460289
ACH-000507,-0.10192939967899263
ACH-000510,-0.0810001128617578
ACH-000511,-0.25962897034717963
ACH-000512,-0.18904103675135095
ACH-000516,-0.15932295289464318
ACH-000517,-0.10062123521540936
ACH-000518,-0.23742506299031305
ACH-000520,-0.021304166673839383
ACH-000521,-0.08483481268239983
ACH-000522,0.03667223504513247
ACH-000524,0.0018796160942593483
ACH-000527,-0.09171743753231523
ACH-000528,-0.1018287568636062
ACH-000537,-0.1734132809608484
ACH-000541,-0.09206604340209223
ACH-000542,-0.18538492292746592
ACH-000544,-0.00676552129762785
ACH-000545,-0.1938336022264353
ACH-000547,0.007486809427035822
ACH-000548,-0.1275550206711042
ACH-000549,-0.08725707680234356
ACH-000550,-0.043000276479027
ACH-000552,-0.21082845658881447
ACH-000556,-0.056329393113498785
ACH-000557,-0.16223379913276767
ACH-000569,0.2014047357303984
ACH-000570,0.03295607928211641
ACH-000571,-0.08507341297781705
ACH-000573,-0.1957825922951068
ACH-000576,-0.03391404267842529
ACH-000579,-0.07920072884534432
ACH-000580,-0.28100428297998464
ACH-000584,-0.0888477154212065
ACH-000585,0.04067507867049752
ACH-000588,-0.2511195470799268
ACH-000589,-0.00020296276231812372
ACH-000591,0.17875049240404545
ACH-000593,-0.007382566674016672
ACH-000600,-0.031957171348348364
ACH-000601,-0.09711838188173123
ACH-000605,-0.010280179130357949
ACH-000606,-0.2611880458297004
ACH-000608,-0.1822393789583847
ACH-000614,-0.12439320263921333
ACH-000616,-0.039459687578315125
ACH-000618,-0.11404553012888395
ACH-000619,-0.37558923149515133
ACH-000620,0.06911398786817541
ACH-000621,-0.017340156263368076
ACH-000622,-0.15704679255600776
ACH-000623,-0.0729077976345022
ACH-000624,-0.024368649483620983
ACH-000627,-0.14380005473078575
ACH-000630,-0.2491435047175024
ACH-000631,-0.06433445595076502
ACH-000632,-0.1945552901907036
ACH-000633,-0.02170230192148535
ACH-000637,-0.0307285492061483
ACH-000638,-0.2831652897937765
ACH-000646,-0.043036815772535465
ACH-000647,-0.17301686490715498
ACH-000648,-0.13273615697081026
ACH-000649,-0.0587295255980629
ACH-000651,0.06139502506006414
ACH-000652,-0.29425148074315144
ACH-000653,0.061239276705488864
ACH-000657,-0.03167142449243196
ACH-000658,-0.13921990931261746
ACH-000661,-0.07342135197043745
ACH-000662,-0.04081054676211053
ACH-000663,-0.2678504675592468
ACH-000665,-0.030024157081667793
ACH-000671,-0.13702116747289605
ACH-000672,-0.4514299400553129
ACH-000673,-0.1621571138352262
ACH-000676,-0.17347186551203808
ACH-000677,-0.017484690926719296
ACH-000681,0.04779258938824818
ACH-000683,-0.03294460174250103
ACH-000684,-0.2315727607134861
ACH-000688,-0.004685769812381758
ACH-000693,-0.07588248438979978
ACH-000694,-0.0446926391676743
ACH-000695,-0.24727454075937425
