,TFAP2A (7020)
ACH-000004,0.08822306149243919
ACH-000005,0.11353110896675005
ACH-000007,0.15945896234851634
ACH-000009,0.1502899004209999
ACH-000011,-0.014086617481818347
ACH-000012,-0.009898778239900022
ACH-000013,-0.003349500826187834
ACH-000014,0.041134144451036116
ACH-000015,0.18049361806144412
ACH-000017,-0.26922624222737274
ACH-000018,0.005796016449322842
ACH-000019,-0.14682982725428956
ACH-000021,-0.13683657001423294
ACH-000022,0.04246055051354724
ACH-000025,0.10577870230526132
ACH-000028,0.02707589528558765
ACH-000030,-0.06974786722352669
ACH-000035,0.10899923481225332
ACH-000036,0.11870948418003932
ACH-000037,0.11456217810620065
ACH-000039,-0.0013223418119321449
ACH-000040,0.08462325944990025
ACH-000041,0.02217029025950797
ACH-000042,-0.04533360374049103
ACH-000045,0.10252521558489333
ACH-000047,-0.3554044428642423
ACH-000052,0.021810036472587703
ACH-000053,0.0665515284993251
ACH-000054,0.19408017259501628
ACH-000055,-0.02041579057025536
ACH-000060,0.04474467480589854
ACH-000067,0.2017591674924588
ACH-000070,0.06996399331546241
ACH-000075,0.16833522280190513
ACH-000078,0.0017656307931187046
ACH-000082,0.21007219174016706
ACH-000085,-0.06981858182394697
ACH-000086,0.08301819066896401
ACH-000087,0.3313568387129212
ACH-000092,0.004210749326758789
ACH-000095,-0.00914325555675633
ACH-000097,0.01102223027595895
ACH-000098,0.05819975586633724
ACH-000099,0.1291434825771861
ACH-000108,0.02272444643701256
ACH-000113,0.10486857932889744
ACH-000116,-0.026468151497697733
ACH-000118,-0.03654499512784806
ACH-000120,-0.31184166680953257
ACH-000123,0.08699732895800635
ACH-000127,0.08659339187795291
ACH-000128,0.018822261868894283
ACH-000132,0.029790855251820618
ACH-000133,0.132986350905388
ACH-000137,0.06724591045397964
ACH-000138,0.018116649473208905
ACH-000142,-0.07202428884344543
ACH-000143,0.08278342925179359
ACH-000146,0.018070937815599892
ACH-000148,0.15603788060223486
ACH-000150,-0.08235516305789911
