,TESPA1 (9840)
ACH-000004,0.020355113690802062
ACH-000005,0.023432242087953924
ACH-000007,0.027246167204269502
ACH-000009,0.15987673395982782
ACH-000011,0.15645581802140485
ACH-000012,0.19175944859173416
ACH-000013,0.04455961755116655
ACH-000014,0.09863066741689368
ACH-000015,0.09986022122503672
ACH-000017,0.08344195439735196
ACH-000018,0.14808502674412666
ACH-000019,-0.061884091992994425
ACH-000021,0.17019052538337806
ACH-000022,0.2318095297320772
ACH-000025,0.08438497073372662
ACH-000028,0.07742677736514036
ACH-000030,0.11104401128341893
ACH-000035,0.012414155330771224
ACH-000036,0.17165499327048095
ACH-000037,0.12014990797856318
ACH-000039,0.16167898846294676
ACH-000040,0.02498908447620064
ACH-000041,0.09238445167714412
ACH-000042,0.15320139562836185
ACH-000045,0.14204813378315792
ACH-000047,0.09153797164403282
ACH-000052,0.11994449933245112
ACH-000053,0.18015890923360714
ACH-000054,0.17083717632128576
ACH-000055,0.21981189397556436
ACH-000060,0.27906325995806397
ACH-000067,0.1207454275756956
ACH-000070,0.12537500880497993
ACH-000075,-0.13941215192283193
ACH-000078,0.2343161418224985
ACH-000082,0.09098163121020657
ACH-000085,0.1062774703717854
ACH-000086,0.06136149079061193
ACH-000087,0.1159135574459139
ACH-000092,0.1194999234804621
ACH-000095,0.21287327851301724
ACH-000097,0.011930020651508538
ACH-000098,0.19231496982269555
ACH-000099,0.18700240598374504
ACH-000108,0.2112925357575756
ACH-000113,-0.018644686664115884
ACH-000116,0.2331747908105343
ACH-000118,0.014719720670377388
ACH-000120,-0.01470780923473096
ACH-000123,0.2485525378785396
ACH-000127,0.17301140241889604
ACH-000128,0.17323629786645034
ACH-000132,0.21407326981655966
ACH-000133,0.1330843570721683
ACH-000137,0.1158645082654083
ACH-000138,0.2688566970513791
ACH-000142,0.07473235190584197
ACH-000143,0.11322700203007635
ACH-000146,0.09466821295652714
ACH-000148,0.2545776926529831
ACH-000150,0.14425554095885887
ACH-000152,0.0494618261055389
ACH-000153,0.2792884907163637
ACH-000159,0.16458433035350148
ACH-000160,-0.053545830562977466
ACH-000163,0.20325500461581045
ACH-000167,0.2252508338900962
ACH-000168,0.10511420771685516
ACH-000169,0.2543237189015101
ACH-000178,0.07972030848403053
ACH-000183,0.064264053051372
ACH-000188,0.19268946242688448
ACH-000189,0.1442654050872751
ACH-000190,-0.038559952657631874
ACH-000198,0.10206359496203501
ACH-000203,-0.05946845084245659
ACH-000204,-0.06605204898101508
ACH-000206,0.1162353542505736
ACH-000207,0.3248891363926304
ACH-000208,0.2870635792292578
ACH-000210,0.08091630642526222
ACH-000211,0.16881965000348587
ACH-000215,0.11873855027609735
ACH-000221,0.17411413526042085
ACH-000222,0.14556052919456347
ACH-000223,0.0665703255560169
ACH-000226,0.12188441918532253
ACH-000227,0.28149276881727703
ACH-000228,0.033087596450841264
ACH-000231,0.07337102333734143
ACH-000232,0.1979811821633268
ACH-000233,0.1240619120295571
ACH-000234,0.1698440612941069
ACH-000235,0.12341876574375173
ACH-000237,0.17619698903351308
ACH-000238,0.19558108967809787
ACH-000242,0.48084689766529004
ACH-000243,0.07924419552557455
ACH-000244,0.12504180009299007
ACH-000246,0.12421996029337695
ACH-000248,0.15664428940488162
ACH-000250,0.1719940986602378
ACH-000251,0.03636931785917573
ACH-000252,-0.1388170823589506
ACH-000253,0.0950118153319466
ACH-000255,0.20446297653112827
ACH-000256,0.1738223960142079
ACH-000257,0.228146530807063
ACH-000258,0.010773031228965864
ACH-000259,0.09712463060442976
ACH-000260,0.18496979395725224
ACH-000261,0.11150946633704416
ACH-000262,0.16289391727237626
ACH-000263,0.10888572693238112
ACH-000264,0.11778834806169144
ACH-000265,0.05302009026030999
ACH-000266,0.1258503865221041
ACH-000272,0.2520792644310919
ACH-000274,0.08732074950459029
ACH-000277,0.07932358036463523
ACH-000278,-0.03973511197101104
ACH-000279,0.1740640555442543
ACH-000280,0.2330451278085165
ACH-000281,0.1071645298951827
ACH-000288,0.13866404948833058
ACH-000291,0.18840322988551955
ACH-000293,0.1352034977162949
ACH-000294,0.13638002941370586
ACH-000295,0.17694083642092887
ACH-000296,-0.008897771406181615
ACH-000302,0.12574352314888226
ACH-000304,0.25905541094004675
ACH-000307,0.02280506821358644
ACH-000308,0.1591273436068399
ACH-000310,0.3985859468178464
ACH-000311,0.14975930067330803
ACH-000312,0.15913988446228716
ACH-000315,0.09066183820469853
ACH-000316,0.049461695120665096
ACH-000317,0.1409576746556485
ACH-000318,0.09592536230056653
ACH-000319,0.15364927894921096
ACH-000320,0.040830140209792615
ACH-000322,0.0977359638206596
ACH-000323,0.22517368228233928
ACH-000324,0.2150162761118838
ACH-000329,0.1225713293557566
