,ILK (3611)
ACH-000375,-0.4056829752687065
ACH-000376,-0.5181088327394766
ACH-000381,-0.5395030414843944
ACH-000383,-0.2931455915728007
ACH-000387,-0.031321154229498514
ACH-000389,-0.6834102935087915
ACH-000390,-0.2253041640523916
ACH-000393,-0.5385850471151286
ACH-000395,-1.089295060358082
ACH-000396,-0.21174372868025232
ACH-000397,-0.41354668220359225
ACH-000401,-0.6515598471899838
ACH-000402,-0.6086758797051335
ACH-000403,-0.751494988141215
ACH-000404,-0.9456947134305628
ACH-000406,0.005111694286014532
ACH-000407,-0.6562787485139453
ACH-000408,-0.7530025391037062
ACH-000410,-0.12864269145739082
ACH-000411,-0.3577439688446248
ACH-000414,-0.3908822650779689
ACH-000415,-0.24588259585577216
ACH-000416,-0.4259641643908544
ACH-000420,-0.6735200326977623
ACH-000421,-0.4547198662087466
ACH-000424,-0.16677408531753818
ACH-000425,-0.6972769467120947
ACH-000426,-0.3395365398013656
ACH-000427,-0.5186891524052181
ACH-000433,-0.4083290770317684
ACH-000435,-0.3017406454307974
ACH-000436,-0.3998964337310176
ACH-000444,-0.3671437785358589
ACH-000445,-0.4625566669504867
ACH-000448,-0.19079217344360752
ACH-000450,-0.3967697380030924
ACH-000452,-0.3030968048250577
ACH-000454,-0.8780680895862801
ACH-000458,-0.7741812858907183
ACH-000459,-0.31014128990132694
ACH-000460,-0.6636513280743046
ACH-000461,-0.4082871035896149
ACH-000463,-0.4115622236202284
ACH-000464,-0.4241365745134427
ACH-000466,-0.4094248574988204
ACH-000467,-0.6437089041850227
ACH-000468,-0.5723035972653265
ACH-000469,-0.9081903498283008
ACH-000470,-0.5099564782449897
ACH-000471,-0.6174167810594363
ACH-000472,-0.22001225366567348
ACH-000473,-0.282486750789044
ACH-000475,-0.14298977522813228
ACH-000476,-0.7358905086872141
ACH-000477,-0.4287192976320105
ACH-000479,-1.0203975543302737
ACH-000480,-0.4041376797957151
ACH-000481,-0.29883947645539594
ACH-000483,-0.4461220274934553
ACH-000484,0.11935891718024735
ACH-000485,-0.4902764195506357
ACH-000486,-0.3378254527175355
ACH-000487,-0.1339985220130285
ACH-000488,-0.39508450714990206
ACH-000490,-0.8125507451168712
ACH-000491,-0.05987190180192507
ACH-000495,-0.4540464653043452
ACH-000496,-0.4268045735320157
ACH-000499,-0.4692892223848302
ACH-000500,-0.5662459382540612
ACH-000502,-0.4915929786190925
ACH-000503,-0.8722098964318024
ACH-000505,-0.5097185579965048
ACH-000507,-0.2210419945097406
ACH-000510,-0.16140161757803034
ACH-000511,-0.7549055842626264
ACH-000512,0.058772222935717024
ACH-000516,-0.3284996281376081
ACH-000517,-0.5433643107238811
ACH-000518,-0.8402409788185565
ACH-000520,-0.6797076852733394
ACH-000521,-0.5627155329304764
ACH-000522,-0.6309825911149838
ACH-000524,-0.604471161114087
ACH-000527,-0.604664961351026
ACH-000528,-0.35703781890809266
ACH-000537,-0.6163415027114926
ACH-000541,0.13738395778620136
ACH-000542,-0.32567857557314017
ACH-000544,-0.8461731978967886
ACH-000545,-0.4586812099540414
ACH-000547,-0.5997062404420571
ACH-000548,-0.33716817708854113
ACH-000549,-0.464875499157424
ACH-000550,-0.4452235608649798
ACH-000552,-0.5407425450670171
ACH-000556,-0.19445570846648508
ACH-000557,0.14311233150063027
ACH-000569,-0.5168937624458713
ACH-000570,-0.8837189733119041
ACH-000571,-0.09073517089075338
ACH-000573,-0.04452011305428511
ACH-000576,-0.036458151268587785
ACH-000579,-0.5715720235490361
ACH-000580,-0.2265300396586881
ACH-000584,-0.5877609420380487
ACH-000585,-0.8990353476619987
ACH-000588,-0.26855276247701704
ACH-000589,-0.2405490387041589
ACH-000591,-0.69166484046635
ACH-000593,-0.4245599613062549
ACH-000600,-0.6729557391230383
ACH-000601,-0.3735125504675248
ACH-000605,-0.21332355693249308
ACH-000606,-0.3719703210458045
ACH-000608,-0.17355522008802352
ACH-000614,-0.6111736950703959
ACH-000616,-0.4553544384338053
ACH-000618,-0.32741288266515656
ACH-000619,-0.6592928578195894
ACH-000620,-0.461512905906472
ACH-000621,-0.3619255389844174
ACH-000622,-0.34694589757158395
ACH-000623,-0.2154953734607152
ACH-000624,-0.12089274962944355
ACH-000627,-0.3515841641163269
ACH-000630,-0.7386968583742546
ACH-000631,-0.5892392147427337
ACH-000632,-0.5063289049834704
ACH-000633,-0.3787118630012152
ACH-000637,-0.4913691635829625
ACH-000638,-0.16366456878506802
ACH-000646,-0.4938960517032279
ACH-000647,-0.6491528134709238
ACH-000648,-0.5552511267906574
ACH-000649,-0.4588754911225536
ACH-000651,-0.3587929974669298
ACH-000652,-0.25107773168852265
ACH-000653,-0.07530778245684676
ACH-000657,-0.7309554665094422
ACH-000658,-0.04166469727182743
ACH-000661,-0.750963247792846
ACH-000662,-0.3298510439587937
ACH-000663,-0.6075652060273331
ACH-000665,-0.2704060289592517
ACH-000671,-0.4567213362405743
ACH-000672,-0.2909409413201213
ACH-000673,-0.3283526852406685
ACH-000676,-0.10265523718957983
ACH-000677,-0.9393401286132737
ACH-000681,-0.4274555549419184
ACH-000683,-0.10145013893866896
ACH-000684,-0.2930178930113126
ACH-000688,-0.7192435769338148
ACH-000693,-0.6503765457534276
ACH-000694,-0.4165938885796088
ACH-000695,-0.05257969939500914
ACH-000696,-0.16453384781890698
ACH-000697,0.0578972451714582
ACH-000699,-0.2535453803521893
ACH-000701,-0.38925169309794416
ACH-000706,-0.3953917313998485
ACH-000711,-0.4039777121444055
ACH-000713,-0.7148806405402084
ACH-000714,-0.37190005503192497
ACH-000718,-0.3833795021235232
ACH-000720,-0.33990331828710324
ACH-000721,-0.32619480363632714
ACH-000724,-0.3624521005672118
ACH-000725,-0.07253909683372453
ACH-000732,-0.2267384400554681
ACH-000734,-0.2947603301190345
ACH-000735,-0.4070634305085046
ACH-000736,-0.9380230220308392
ACH-000738,-0.7075789107849393
ACH-000746,0.04034417832371149
ACH-000747,-1.1172524962967487
ACH-000748,-0.6308971478177066
ACH-000753,-0.18862298314987253
ACH-000756,-0.20268373217231692
ACH-000757,-0.2221625368990854
ACH-000758,-0.1572344865532101
ACH-000760,0.1155484001447538
ACH-000762,-0.3487170678966096
ACH-000763,-0.1344127723262037
ACH-000764,-0.27827430364083017
ACH-000765,-0.5148327976598509
ACH-000766,-0.228492749001912
ACH-000767,-0.05189381805309291
ACH-000768,-0.8370549985369821
ACH-000769,-0.38724228679628536
ACH-000770,-0.08989258387229118
ACH-000771,-0.5566869134416566
ACH-000773,0.05774389141358029
ACH-000776,-0.4977914726588869
ACH-000777,-0.909589758090764
ACH-000778,-0.24363435297483074
ACH-000781,-0.33126594926146313
ACH-000782,-0.200952029793505
ACH-000783,0.11032012602418373
ACH-000784,-0.4297211939030285
ACH-000785,-0.2586375899813688
ACH-000787,-0.6008297653672388
ACH-000788,-0.5749932547943747
ACH-000791,-0.18196038762321134
ACH-000792,-0.427232533428241
ACH-000794,-0.5831980932675033
ACH-000796,-0.6669956236541854
ACH-000798,-0.4159602460807381
ACH-000799,-0.5905917369680984
ACH-000800,-0.15650661766041388
ACH-000802,-0.8085569899721541
ACH-000804,-0.4319738045594552
ACH-000805,-0.2799115741366532
ACH-000809,-0.4044418653417468
ACH-000810,-0.23047821587325834
ACH-000811,-0.2578614906418711
ACH-000817,-0.2600688165898252
ACH-000819,-0.4624213444305363
ACH-000820,-0.604336816745867
ACH-000821,-0.2521990439475173
ACH-000822,-0.5881563524461996
ACH-000823,-0.4128345459133186
ACH-000824,-0.5638802805088604
ACH-000827,-0.7220001253079648
ACH-000829,-0.4179650280288245
ACH-000831,-0.056849737797776766
ACH-000832,-0.7654344195511951
ACH-000833,-0.4247443668261012
ACH-000834,-0.6016469850970401
ACH-000835,-0.5090048949152511
ACH-000836,-0.7519197299572212
ACH-000837,-0.2613972114404973
ACH-000838,-0.003027708907443933
ACH-000839,-0.6602897875967706
ACH-000840,-0.7413245036062313
ACH-000841,-0.516395897486127
ACH-000843,-0.7136897386655806
ACH-000846,-0.27298174131034003
ACH-000847,-0.4130860834656028
ACH-000848,-0.2838754114680721
ACH-000849,-0.48919439050489893
ACH-000851,-0.4007317561270841
ACH-000855,-0.11061097594778706
ACH-000856,-0.7736848466724697
ACH-000858,-0.14679615938909682
ACH-000859,-0.7080656616743984
ACH-000861,-0.4535856827601322
ACH-000862,-0.2490927533987354
ACH-000865,-0.4626801875465647
ACH-000866,-0.3083779258711253
ACH-000867,-0.1700317816599911
ACH-000869,-0.03920923940332908
ACH-000872,-0.5584006134920598
ACH-000873,-0.5701319826268374
ACH-000876,-0.2836147317905742
ACH-000878,-0.2449148262032707
ACH-000880,-0.7975007957714993
ACH-000881,-0.5941916696592868
ACH-000882,-0.24028901914371056
ACH-000884,-0.351823163115579
ACH-000885,-0.8355622031132909
ACH-000887,-0.4203334225448113
ACH-000889,-0.13382068067663935
ACH-000896,-0.29589761665423514
ACH-000898,-0.09710818963027733
ACH-000900,-0.3867613822787069
ACH-000901,-0.16863928020036892
ACH-000905,-0.4735830919713063
ACH-000906,-0.1604455859085348
ACH-000907,-0.4375440512034193
ACH-000910,-0.02561299396833262
ACH-000911,-0.30625137349527976
ACH-000912,-0.6211719910315259
ACH-000913,-0.5340108874502827
ACH-000915,-0.5009834763888965
ACH-000916,-0.503919955550598
ACH-000917,-0.20866735285017374
ACH-000920,-0.3423074478624157
ACH-000921,-0.3629475627966955
ACH-000924,-0.485581117725939
ACH-000926,-0.4912276281520286
ACH-000928,-0.700904369367646
ACH-000929,-0.2182464628380408
ACH-000932,-0.06260821671474316
ACH-000935,-0.4244479031548731
ACH-000936,-0.7024923731804621
ACH-000937,0.03300686016794986
ACH-000938,-0.1061072308004855
ACH-000939,-0.7099641096572757
ACH-000941,-0.18797025640771808
ACH-000943,-0.2603312835736537
ACH-000946,-0.4047941691982726
ACH-000947,-0.11302710683486407
ACH-000948,-0.6865935735777634
ACH-000950,-0.512479814812578
ACH-000953,-0.00925579540070695
ACH-000954,-0.5270093233291097
ACH-000957,-0.8386664233310851
ACH-000958,-0.444843559972026
ACH-000960,-0.08434788877454841
ACH-000963,-0.31233046830908273
ACH-000968,-0.6062083350185684
ACH-000969,0.04571911565287228
ACH-000972,-0.4143374267559359
ACH-000973,-0.2809315986591966
ACH-000974,-0.4813140437873253
ACH-000978,-0.3931734675240963
ACH-000984,-0.08468131278740547
ACH-000986,-0.4539038168681345
ACH-000988,-0.3212981654039418
ACH-000993,-0.27482552137419075
ACH-000994,-0.43843349099312257
ACH-000996,-0.3434226387546512
ACH-001001,-0.15516118739414655
ACH-001020,-0.4888216043371451
ACH-001028,-0.039395537216307334
ACH-001031,-0.4581024545046917
ACH-001038,-0.0094871975351774
ACH-001048,-0.6810204317714735
ACH-001050,-0.5875024177391763
ACH-001053,-0.0788379112703987
ACH-001054,-0.0969509141711436
ACH-001061,-0.551074916028759
ACH-001067,-0.7061430656142289
ACH-001075,-0.10891989717273487
ACH-001096,-0.4064067597377404
ACH-001111,-0.3133694398847349
ACH-001119,-0.0305069421965924
ACH-001128,-0.6410698281256108
ACH-001134,-0.026402904449874
ACH-001151,-0.6551391243810277
ACH-001163,-0.4920020113422895
ACH-001164,-0.3550412868737458
ACH-001183,-0.3865024081290259
ACH-001192,-0.029745700748591567
ACH-001193,-0.08781120001483816
ACH-001196,-0.3019727416587627
ACH-001197,-0.013445232090273963
ACH-001205,-0.5057966031222288
ACH-001211,-0.5323616682408969
ACH-001212,-0.5372012739667339
ACH-001228,-0.04931885668218917
ACH-001232,-0.3645538088243399
ACH-001239,-0.34800585140561463
ACH-001270,-0.9270990323926416
ACH-001274,-0.5627191990807624
ACH-001275,-0.4687103414501316
ACH-001277,-0.3878596831796425
ACH-001278,-0.4971712440767558
ACH-001280,-0.21373812556510316
ACH-001283,-0.08163833654181726
ACH-001289,-0.11496346637948758
ACH-001300,-0.3071465307422807
ACH-001301,-0.29332964608393164
ACH-001302,-0.3658121187479957
ACH-001306,-0.4635975699084055
ACH-001318,-0.2680895656062706
ACH-001322,-0.7123352200314509
ACH-001328,-0.3973587045249803
ACH-001332,-0.4912256999155762
ACH-001336,-0.31166000013807965
ACH-001346,-0.47367948779018393
ACH-001353,-0.7847737124008499
ACH-001354,-0.07322350312817083
ACH-001367,-0.33029277156562475
ACH-001368,-0.08485083967405124
ACH-001374,-0.5882074038539011
ACH-001377,-0.3291636874217703
ACH-001380,-0.6261328629492668
ACH-001391,-0.6173316699986695
ACH-001408,-0.7812903431867253
ACH-001430,-0.16431026257846146
ACH-001431,-0.30961060377357225
ACH-001450,-0.06922226619619866
ACH-001496,-0.115742857171316
ACH-001500,-0.7283926545368684
ACH-001523,-0.7039774677434107
ACH-001532,-0.15959161409203768
ACH-001550,-0.19661862262296909
ACH-001552,-0.5202108386158004
ACH-001554,-0.3606765691673285
ACH-001654,-0.7231485595703773
ACH-001735,-0.13223241291590876
ACH-001736,0.023571575257859877
ACH-001737,-0.408461865843876
ACH-001740,-0.19902656898330195
ACH-001745,-0.20084292275606808
ACH-001765,-0.06362611154868261
