,MKRN2OS (100129480)
ACH-000004,0.12215161819297285
ACH-000005,0.017558273528549502
ACH-000007,-0.2333222088103559
ACH-000009,-0.11200619485373428
ACH-000011,-0.12104256667003385
ACH-000012,-0.12897115814110266
ACH-000013,-0.005216786724263938
ACH-000014,-0.17058249121465535
ACH-000015,-0.10416860993987848
ACH-000017,-0.08718363463894557
ACH-000018,-0.294498045036701
ACH-000019,-0.3686010058590664
ACH-000021,-0.02803894296571961
ACH-000022,-0.16291484021579775
ACH-000025,-0.1122835971738308
ACH-000028,-0.013605808697079226
ACH-000030,-0.24791564916603254
ACH-000035,-0.3955532054099203
ACH-000036,-0.107572854224117
ACH-000037,-0.009616108868232696
ACH-000039,0.07684538442841406
ACH-000040,-0.12928809627851046
ACH-000041,-0.12166887573422942
ACH-000042,-0.08929396040464771
ACH-000045,0.03799132815424383
ACH-000047,0.0023424373269497465
ACH-000052,0.04662030410020779
ACH-000053,-0.07123484473849624
ACH-000054,-0.21934061948576725
ACH-000055,-0.20026791817970965
ACH-000060,-0.2419433435008925
ACH-000067,0.043155195715211536
ACH-000070,0.07357083887138606
ACH-000075,-0.1251965932776064
ACH-000078,-0.08968051932220968
ACH-000082,-0.2105862047489764
ACH-000085,-0.2753140435046744
ACH-000086,-0.13140072041360554
ACH-000087,0.17173659150555348
ACH-000092,-0.17148049266118026
ACH-000095,-0.2380523501261538
ACH-000097,-0.1319342219567516
ACH-000098,-0.194627036560698
ACH-000099,-0.13257989725642574
ACH-000108,-0.0017897283643719614
ACH-000113,-0.09611383529899857
ACH-000116,-0.2487292281048177
ACH-000118,-0.053077083888128
ACH-000120,0.014686572854701131
ACH-000123,-0.16527948210470012
ACH-000127,-0.0909688195336554
ACH-000128,-0.1319492454374731
ACH-000132,-0.10254446454888214
ACH-000133,-0.1261592569755005
ACH-000137,-0.006205118529206707
ACH-000138,-0.031687889594030114
ACH-000142,-0.2172293201962376
ACH-000143,-0.3225245504047954
ACH-000146,-0.02088296784718888
ACH-000148,-0.19995436297491603
ACH-000150,-0.18947729355760665
ACH-000152,-0.17605374320761066
ACH-000153,0.07515497043623587
ACH-000159,-0.05766501138542868
ACH-000160,-0.16106579382694214
ACH-000163,-0.1908584910513328
ACH-000167,-0.04151618067526308
ACH-000168,-0.21151865618882484
ACH-000169,-0.13010691842601602
ACH-000178,-0.012668199540655956
ACH-000183,-0.1380200174743187
ACH-000188,-0.11420563957502095
ACH-000189,0.01901591312279218
ACH-000190,-0.12402315159121925
ACH-000198,-0.2506664423345326
ACH-000203,-0.3833553475960395
ACH-000204,0.06230880288197487
ACH-000206,-0.1561921089563758
ACH-000207,-0.2899516889437245
ACH-000208,-0.18956691693359806
ACH-000210,-0.21310347582188852
ACH-000211,-0.09005877465288005
ACH-000215,-0.1319802791157934
ACH-000221,0.0905444394492604
ACH-000222,-0.168632172348871
ACH-000223,-0.13343145607451048
ACH-000226,-0.15651298727657825
ACH-000227,-0.26054384708335304
ACH-000228,-0.3401253657915725
ACH-000231,-0.13281992643435933
ACH-000232,-0.1414591660734601
ACH-000233,-0.11155218680509622
ACH-000234,-0.13559131873334598
ACH-000235,-0.15528099375043505
ACH-000237,-0.2617851740415665
ACH-000238,-0.13596844400560726
ACH-000242,-0.24013930251184626
ACH-000243,-0.08335293811093353
ACH-000244,-0.20498262447001392
ACH-000246,-0.255801310739277
ACH-000248,0.06591735146668272
ACH-000250,-0.1534869586470226
ACH-000251,-0.2598259118024157
ACH-000252,-0.1381347627194067
ACH-000253,-0.11867092806129648
ACH-000255,-0.20797235395093516
ACH-000256,-0.1197977651621041
ACH-000257,-0.0035006699625898803
ACH-000258,-0.23153611608282695
ACH-000259,-0.14071546775969382
ACH-000260,-0.19013201764683044
ACH-000261,-0.12996453064338975
ACH-000262,-0.12447964331308888
ACH-000263,-0.06980323969981818
ACH-000264,-0.21077670111344207
ACH-000265,-0.19673556853947455
ACH-000266,-0.10003802756065118
ACH-000272,-0.2067060296014424
ACH-000274,-0.17242471546320534
ACH-000277,0.00788229777303323
ACH-000278,-0.12280871504330182
ACH-000279,-0.2712031351046765
ACH-000280,-0.22548366442883105
ACH-000281,-0.15450019581515265
ACH-000288,-0.09499915348369578
ACH-000291,-0.1398857170672518
ACH-000293,-0.11540745362882587
ACH-000294,-0.17610826301664628
ACH-000295,0.036652679296342666
ACH-000296,0.03937757683192463
ACH-000302,-0.1532648708576279
ACH-000304,-0.2684391685660426
ACH-000307,-0.08960247165089948
ACH-000308,-0.0969962956159476
ACH-000310,-0.1977165714623781
ACH-000311,-0.213483645721047
ACH-000312,-0.1053708577281426
ACH-000315,0.1570992109002284
ACH-000316,0.04965277039784373
ACH-000317,0.07545940465647498
ACH-000318,0.009084800303566915
ACH-000319,0.07020635286946955
ACH-000320,-0.13178837238513613
ACH-000322,-0.20926457118823275
ACH-000323,-0.21012851100206195
ACH-000324,-0.3307318979045423
ACH-000329,-0.12759900729300538
ACH-000330,-0.15178833471403985
ACH-000331,-0.1740278262718399
ACH-000332,-0.11952481987585173
ACH-000334,-0.037100802086732484
ACH-000335,-0.10201490352755976
ACH-000336,-0.08413414511854254
ACH-000337,-0.034116548812584205
ACH-000338,0.31341997178724224
ACH-000339,-0.09773825741653117
ACH-000341,-0.15158058861082432
ACH-000348,-0.14746205518825034
ACH-000350,-0.0624775831519472
ACH-000352,-0.1153674328637945
ACH-000356,-0.4785421478659664
ACH-000361,-0.042956040884200464
ACH-000362,-0.05751511283005852
ACH-000363,-0.09095146588619918
ACH-000364,0.042402476538979265
ACH-000365,-0.22000663323150066
ACH-000366,-0.07657830452411371
ACH-000368,0.08615603759659199
ACH-000374,-0.14511526084470194
ACH-000375,-0.21791762924663888
ACH-000376,-0.08144046639740386
ACH-000381,-0.2569921793333196
ACH-000383,-0.1111486092240619
ACH-000387,-0.2576021486498729
ACH-000389,-0.4121355853498416
ACH-000390,-0.20239181541307627
ACH-000393,-0.24073934640213002
ACH-000395,-0.06467063735857759
ACH-000396,-0.1050193868706407
ACH-000397,-0.14949262501082952
ACH-000401,-0.0009932533761489383
ACH-000402,0.04357042415582674
ACH-000403,-0.2134362377816561
ACH-000404,-0.329148030511901
ACH-000406,-0.06422203686920272
ACH-000407,-0.2271532733709517
ACH-000408,-0.13378859976992075
ACH-000410,-0.1203088914047216
ACH-000411,-0.3067768829439832
ACH-000414,-0.09617423448256462
ACH-000415,-0.1042416106406518
ACH-000416,-0.19928931723975715
ACH-000420,-0.2242048696433349
ACH-000421,-0.2258126926136701
ACH-000424,-0.37730265012103537
ACH-000425,-0.09624800842292272
ACH-000426,0.0689137737368444
ACH-000427,-0.3145868349940552
ACH-000433,-0.017930533721083945
ACH-000435,-0.1915058792918796
ACH-000436,-0.203965879062156
ACH-000444,0.02493893207174114
ACH-000445,-0.05033146300550527
ACH-000448,-0.12251355993465303
ACH-000450,-0.17629083282232832
ACH-000452,-0.08572374231414581
ACH-000454,-0.17303969175723052
ACH-000458,-0.19575709134506492
ACH-000459,-0.13652853815308613
ACH-000460,-0.052701082857078176
ACH-000461,-0.027882978675047236
ACH-000463,-0.01350628065006253
ACH-000464,-0.10690658579845913
ACH-000466,-0.24516986179815856
ACH-000467,-0.18556431421258265
ACH-000468,-0.11101589503317487
ACH-000469,-0.14031106363683754
ACH-000470,-0.05360540481644942
ACH-000471,-0.19291948125342384
ACH-000472,-0.08043388130962545
ACH-000473,-0.03271137229411722
ACH-000475,-0.12625610784040606
ACH-000476,-0.17407724544134026
