,KLC3 (147700)
ACH-000004,-0.18645458561324216
ACH-000005,-0.10122919001166028
ACH-000007,-0.19979985839724065
ACH-000009,-0.22209596523353614
ACH-000011,-0.28320735874226444
ACH-000012,-0.2815523331253443
ACH-000013,-0.24275976882324535
ACH-000014,-0.2431573807541011
ACH-000015,-0.2439757841463501
ACH-000017,-0.09005749295502942
ACH-000018,-0.0565284877837867
ACH-000019,-0.13476988079905314
ACH-000021,-0.22059106443820928
ACH-000022,-0.15715525947003914
ACH-000025,-0.01962505137809959
ACH-000028,-0.2615369666805675
ACH-000030,-0.2611014850548387
ACH-000035,-0.03479495705452039
ACH-000036,-0.15820468338417915
ACH-000037,-0.0075233121772385345
ACH-000039,-0.01203026025140064
ACH-000040,0.14792631117064345
ACH-000041,-0.10177993081984993
ACH-000042,-0.2225704467907544
ACH-000045,-0.4081496991959661
ACH-000047,-0.1241218458453921
ACH-000052,0.055222271318984065
ACH-000053,-0.3313495695197696
ACH-000054,-0.13302281936730598
ACH-000055,-0.1984467497560514
ACH-000060,-0.06634086394564953
ACH-000067,-0.11501998764026622
ACH-000070,-0.23749867935416
ACH-000075,-0.16195862564035568
ACH-000078,-0.13286366602911906
ACH-000082,-0.20619380332063875
ACH-000085,-0.2553111377424205
ACH-000086,-0.05226286835436042
ACH-000087,-0.05037551965483742
ACH-000092,-0.1471668661558129
ACH-000095,-0.039025530686533534
ACH-000097,-0.055664060854296316
ACH-000098,-0.22984090124919396
ACH-000099,-0.2338433804204605
ACH-000108,-0.23032645272853766
ACH-000113,-0.012500852094445113
ACH-000116,-0.039536977420909065
ACH-000118,-0.1286764886194113
ACH-000120,-0.21712375264265324
ACH-000123,-0.14985454249602775
ACH-000127,-0.11954002863479048
ACH-000128,-0.012609889244085142
ACH-000132,-0.013174757424140995
ACH-000133,-0.23352393388218926
ACH-000137,-0.2194684851359602
ACH-000138,-0.2890702868914514
ACH-000142,-0.29537934649038583
ACH-000143,-0.0696701539628753
ACH-000146,-0.1040576748680813
ACH-000148,-0.1246344674285978
ACH-000150,-0.3203258582269008
ACH-000152,-0.2093635147018844
ACH-000153,-0.2351727995611762
ACH-000159,-0.176453766214936
ACH-000160,-0.16396271448811606
ACH-000163,-0.1591017833593731
ACH-000167,0.06410865366939072
ACH-000168,-0.15454201346836324
ACH-000169,-0.15462211072724652
ACH-000178,-0.012622587822359121
ACH-000183,-0.17745680723419313
ACH-000188,-0.06791882965822561
ACH-000189,-0.059144054539695776
ACH-000190,-0.11150995860444103
ACH-000198,0.07535265743367922
ACH-000203,-0.03536429042528763
ACH-000204,-0.04309464521920788
ACH-000206,-0.11453361080013436
ACH-000207,-0.10620017306804612
ACH-000208,-0.3365004590618151
ACH-000210,-0.21150404925997152
ACH-000211,-0.10937502271840516
ACH-000215,-0.04692650710960045
ACH-000221,-0.21366010779916586
ACH-000222,-0.19595128234780906
ACH-000223,0.002811091553803061
ACH-000226,-0.06349540634160923
ACH-000227,0.07774970310685858
ACH-000228,-0.2438286726223604
ACH-000231,-0.1862244534495873
ACH-000232,0.052903464811235576
ACH-000233,-0.13850883226308422
ACH-000234,-0.20322193468664101
ACH-000235,-0.1913054917784052
ACH-000237,-0.11144316486390528
ACH-000238,0.061354381585227824
ACH-000242,-0.30240079370590384
ACH-000243,-0.05180293535651393
ACH-000244,-0.04325643021003065
ACH-000246,-0.16376302700232362
ACH-000248,-0.2141681871255542
ACH-000250,-0.161198449940677
ACH-000251,-0.24781207158395896
ACH-000252,-0.3230757436379109
ACH-000253,-0.07637153479557555
ACH-000255,-0.16771922618570126
ACH-000256,-0.049202329350432436
ACH-000257,-0.12510408892216193
ACH-000258,0.047640531219307065
ACH-000259,-0.13522998614359874
ACH-000260,-0.09934389372884524
ACH-000261,-0.1512849609776548
ACH-000262,-0.17995599329971834
ACH-000263,-0.17637094625602429
ACH-000264,-0.10490455680845363
ACH-000265,-0.13146200603052488
ACH-000266,-0.13670593875456166
ACH-000272,-0.06119109417265287
ACH-000274,-0.05960974787972211
ACH-000277,-0.15493220475910285
ACH-000278,-0.07127663337004699
ACH-000279,0.01475806379256944
ACH-000280,-0.24505525942029624
ACH-000281,-0.015242784561065387
ACH-000288,0.050414059151178255
ACH-000291,-0.1535699242862709
ACH-000293,-0.2492649092736535
ACH-000294,-0.029145827569007212
