,NUTM2B (729262)
ACH-000004,-0.056519937990387
ACH-000005,0.1183070695169944
ACH-000007,0.1892386175869219
ACH-000009,-0.05192710290782674
ACH-000011,-0.14862003179083533
ACH-000012,-0.09874243606600057
ACH-000013,0.09129397343928156
ACH-000014,0.04370268331989937
ACH-000015,-0.21399572299845407
ACH-000017,0.05610173437574556
ACH-000018,-0.013317888662686841
ACH-000019,0.24331168684493484
ACH-000021,-0.10463571867070973
ACH-000022,-0.13464648885328756
ACH-000025,-0.15580917317887874
ACH-000028,-0.18916542329935154
ACH-000030,-0.21235750689791386
ACH-000035,-0.0457319641860884
ACH-000036,0.0450520772851374
ACH-000037,-0.007033429006149666
ACH-000039,0.04273084862998879
ACH-000040,-0.15505253409559805
ACH-000041,-0.16801287359564507
ACH-000042,0.037131593799291485
ACH-000045,-0.2196203733212854
ACH-000047,-0.07785025416705467
ACH-000052,-0.3024924424311771
ACH-000053,0.03762744730948234
ACH-000054,-0.26127077036083873
ACH-000055,0.048898654111133776
ACH-000060,0.003174233245992784
ACH-000067,-0.1894583419376776
ACH-000070,-0.0007397774225525916
ACH-000075,-0.291853659676875
ACH-000078,-0.11402868802138902
ACH-000082,-0.15452003273350204
ACH-000085,-0.10959552467521512
ACH-000086,-0.12066834459547522
ACH-000087,-0.1956923552323972
ACH-000092,0.1182441482573084
ACH-000095,-0.0163622980343757
ACH-000097,-0.17748546158233813
ACH-000098,-0.13430341418494685
ACH-000099,-0.03685308981629664
ACH-000108,-0.13516252625057942
ACH-000113,-0.07186554717883722
ACH-000116,-0.0022190003884455137
ACH-000118,-0.020356350025274528
ACH-000120,0.09373735184132392
ACH-000123,-0.001721850954771656
ACH-000127,-0.046944868171715434
ACH-000128,-0.09769926309410557
ACH-000132,0.025547396163620468
ACH-000133,-0.03294471555841921
ACH-000137,-0.011988801881416905
ACH-000138,0.008489912402361688
ACH-000142,0.0794171589354175
ACH-000143,0.14991796796598295
ACH-000146,-0.04350535440142491
ACH-000148,-0.17209189696619429
ACH-000150,-0.14084539458869655
ACH-000152,-0.20117921649598453
ACH-000153,0.0601799158676579
ACH-000159,-0.12424772539266525
ACH-000160,0.06410715989951815
ACH-000163,-0.18903701198999454
ACH-000167,-0.8029235221376858
ACH-000168,-0.1326899687419708
ACH-000169,-0.1464508472646546
ACH-000178,-0.10589599737598758
ACH-000183,-0.0035204528235709275
ACH-000188,-0.2262197315625328
ACH-000189,-0.1296607867945222
ACH-000190,0.02576157040773165
ACH-000198,-0.024211463013646718
ACH-000203,0.003842993440673115
ACH-000204,0.08509452306915374
ACH-000206,0.008088720334465402
ACH-000207,-0.2114755536405941
ACH-000208,0.046742967718194715
ACH-000210,-0.38266295760525537
