,OLAH (55301)
ACH-000004,0.24938992755753864
ACH-000005,-0.03638192841829562
ACH-000007,0.06269648076694828
ACH-000009,0.008620218279010864
ACH-000011,0.07720005436484982
ACH-000012,0.10095473700901432
ACH-000013,0.035045859996138864
ACH-000014,-0.05198632100394066
ACH-000015,0.1380341985987337
ACH-000017,0.04597580939505202
ACH-000018,-0.054174682183229586
ACH-000019,-0.0976723717389974
ACH-000021,-0.07791305494465993
ACH-000022,0.17042963527728527
ACH-000025,0.16656503849327714
ACH-000028,0.029235864987811368
ACH-000030,-0.004364390824437136
ACH-000035,0.09579085635024064
ACH-000036,-0.11018413042197664
ACH-000037,-0.08599767126131294
ACH-000039,-0.006791569239163797
ACH-000040,0.0461488724111929
ACH-000041,-0.06431587211397044
ACH-000042,0.13536045704069996
ACH-000045,0.14418194824433753
ACH-000047,0.05761128101972174
ACH-000052,-0.06563459658482095
ACH-000053,-0.03764891703201255
ACH-000054,0.06912696724765778
ACH-000055,-0.22417448553696745
ACH-000060,-0.008443618348831491
ACH-000067,-0.0748524058929416
ACH-000070,0.04852672808082043
ACH-000075,0.22621780087269824
ACH-000078,0.03813238499873126
ACH-000082,0.0706418018800418
ACH-000085,0.010894368600924085
ACH-000086,0.13371142290174162
ACH-000087,0.03764732331635191
ACH-000092,0.039309809351509836
ACH-000095,-0.03959984296338144
ACH-000097,0.018116681265554626
ACH-000098,-0.04140337884664376
ACH-000099,-0.026891743404143853
ACH-000108,-0.05089467985148733
ACH-000113,-0.11312326089013347
ACH-000116,-0.020659596399338682
ACH-000118,0.08783107059146117
ACH-000120,0.10579133511524164
ACH-000123,0.01397171158957909
ACH-000127,0.0020506369667921426
ACH-000128,0.07727249126599241
ACH-000132,-0.026079860784595163
ACH-000133,0.12287816068891612
ACH-000137,0.2730985556509361
ACH-000138,-0.0008193984057092553
ACH-000142,0.15194220969694494
ACH-000143,-0.01429847403882751
ACH-000146,-0.06675324161478832
ACH-000148,-0.05638876577677631
ACH-000150,0.025105709399711743
ACH-000152,0.1280556369291608
ACH-000153,0.061973166472978077
ACH-000159,0.08421510859791681
ACH-000160,0.14279829764033486
ACH-000163,-0.06521239289740809
ACH-000167,-0.2823557664596516
ACH-000168,0.07464437823942653
ACH-000169,0.28294587945401073
ACH-000178,-0.05759710405067998
ACH-000183,0.11959234820867574
ACH-000188,-0.02219046953824302
ACH-000189,-0.2842940349009108
ACH-000190,0.04357544456166475
ACH-000198,-0.09783588122339322
ACH-000203,0.18755771129599028
ACH-000204,0.16828931104365585
ACH-000206,-0.08514837381878435
ACH-000207,0.08057402529149096
ACH-000208,-0.3797934435685527
ACH-000210,0.029952062049406283
ACH-000211,0.06728860709925985
ACH-000215,0.13101071217605467
ACH-000221,0.16379778527747135
ACH-000222,0.2600999133341888
ACH-000223,0.025515438005857698
ACH-000226,-0.023696469604655254
ACH-000227,-0.21062658302224554
ACH-000228,0.0036324695533473538
ACH-000231,0.1033670994659016
ACH-000232,-0.08738758027507394
ACH-000233,0.012606975461400759
ACH-000234,0.029519278110747043
ACH-000235,0.006843937685748979
ACH-000237,0.021759404581786948
ACH-000238,0.028967274724224976
ACH-000242,0.16806830658693545
ACH-000243,0.11871257648003933
ACH-000244,0.16449826707792412
ACH-000246,0.026226341384354743
ACH-000248,-0.10234672853683537
ACH-000250,-0.09038450177345217
ACH-000251,0.1314285294764408
ACH-000252,0.3936353260305889
ACH-000253,0.061454678795300616
ACH-000255,0.12198833437038578
ACH-000256,-0.08902040072939903
ACH-000257,-0.1560199375104966
ACH-000258,0.03658636037311084
ACH-000259,-0.021648474180397524
ACH-000260,0.0301931913577844
ACH-000261,0.047495829325050865
ACH-000262,-0.15897103032175905
ACH-000263,0.14127682465418656
ACH-000264,0.048055295500051866
ACH-000265,0.07007132545278047
ACH-000266,0.0606555786996288
ACH-000272,0.0696489020511782
ACH-000274,-0.11350054204338328
ACH-000277,0.15674206084334494
ACH-000278,0.0807829804708947
ACH-000279,0.045925447268267285
ACH-000280,0.06242952503717322
ACH-000281,0.08973615358518858
ACH-000288,-0.05455166420335419
ACH-000291,0.23168431725994085
ACH-000293,0.03616710067591124
ACH-000294,0.07573244721864278
ACH-000295,-0.06313972249169128
ACH-000296,0.2462312984781519
ACH-000302,-0.009757104461211778
ACH-000304,0.07531677424974338
ACH-000307,-0.041518052882786365
ACH-000308,-0.03292425175580459
ACH-000310,-0.15161283824226335
ACH-000311,0.20288150851486544
ACH-000312,0.16131441265181662
ACH-000315,0.4506294797176043
ACH-000316,-0.05957739088627285
ACH-000317,-0.09869656372370236
ACH-000318,-0.0414138264672315
ACH-000319,-0.009142515031360005
ACH-000320,0.020657908345816992
ACH-000322,-0.04806189960575271
ACH-000323,-0.1857536417283764
ACH-000324,-0.027428010896411618
ACH-000329,0.058406868073199274
ACH-000330,0.0675987314690574
ACH-000331,-0.05657873711059719
ACH-000332,0.017633676979176567
ACH-000334,0.04661554452591156
ACH-000335,0.1203243228404976
ACH-000336,0.003527939970885275
ACH-000337,-0.14923478175116944
ACH-000338,0.17517371193727171
ACH-000339,0.08312484575684552
ACH-000341,0.035954257921257886
ACH-000348,0.012069639783818956
ACH-000350,0.009120240945921294
ACH-000352,0.13870953636351194
ACH-000356,-0.09772521645219223
ACH-000361,-0.022951786398458157
ACH-000362,-0.01806640037555599
ACH-000363,-0.05817334257765035
ACH-000364,0.19592852366433325
ACH-000365,0.009120750614228082
ACH-000366,0.09658123336751556
ACH-000368,0.0016352617740301673
ACH-000374,0.035011827113063713
ACH-000375,0.03219454720264882
ACH-000376,0.07914617498680493
