,PFN1 (5216)
ACH-000004,-0.8094282656514706
ACH-000005,-0.6890230504598417
ACH-000007,-0.974344261844434
ACH-000009,-1.1253754423243751
ACH-000011,-0.7100984194180404
ACH-000012,-0.8159559806234484
ACH-000013,-0.35248729280433094
ACH-000014,-0.9712689937197844
ACH-000015,-0.6272144510460184
ACH-000017,-1.1187147882043809
ACH-000018,-0.8520736798384801
ACH-000019,-0.5202439572075779
ACH-000021,-0.4946828417812433
ACH-000022,-0.9469137135132704
ACH-000025,-1.012547659869483
ACH-000028,-0.5492689256827916
ACH-000030,-0.5625441158602771
ACH-000035,-0.4846192293375583
ACH-000036,-0.7412660466014067
ACH-000037,-0.7237793549597192
ACH-000039,-0.8035510580681524
ACH-000040,-1.0969219679726765
ACH-000041,-0.9552565115528936
ACH-000042,-0.5251913927224194
ACH-000045,-0.6574228259439953
ACH-000047,-0.6288662708181533
ACH-000052,-1.0327554727552877
ACH-000053,-0.9443366546671164
ACH-000054,-0.7218770114992265
ACH-000055,-0.7294631498913643
ACH-000060,-1.1322523549372618
ACH-000067,-0.6878863543309311
ACH-000070,-0.8113041281638431
ACH-000075,-0.8969229282956972
ACH-000078,-0.565573115744453
ACH-000082,-0.5641818922096605
ACH-000085,-0.7815720193358673
ACH-000086,-1.0703051550432603
ACH-000087,-0.3146331726067902
ACH-000092,-0.5610108861285085
ACH-000095,-0.37316289977804346
ACH-000097,-0.4647161694643317
ACH-000098,-0.7572006674215631
ACH-000099,-0.4899202352382246
ACH-000108,-0.7146271315944559
ACH-000113,-0.7231000885142517
ACH-000116,-0.440040516000819
ACH-000118,-0.6204918170466555
ACH-000120,-0.5049639715074743
ACH-000123,-1.0182175227311383
ACH-000127,-1.0453482807081664
ACH-000128,-0.4900226102383569
ACH-000132,-0.8802426414003028
ACH-000133,-0.8898552720929169
ACH-000137,-0.5307475083612848
ACH-000138,-0.5520042703686033
ACH-000142,-0.7130260528473009
ACH-000143,-0.8977156404284761
ACH-000146,-0.9090210773445306
ACH-000148,-0.7170054406984214
ACH-000150,-0.7523416516272001
ACH-000152,-1.2626309054678575
ACH-000153,-1.092008811246241
ACH-000159,-0.7512693359252909
ACH-000160,-0.5577935997600209
ACH-000163,-0.8813099087371801
ACH-000167,-0.7222416330159004
ACH-000168,-0.8548515370078409
ACH-000169,-0.9089747476304813
ACH-000178,-0.8628503946209065
