,IL1R2 (7850)
ACH-000004,0.016830952595804888
ACH-000005,-0.3224141239017345
ACH-000007,-0.05428976621304088
ACH-000009,-0.06829407922181195
ACH-000011,-0.03532889816608936
ACH-000012,0.03304880176601028
ACH-000013,-0.008185899173061454
ACH-000014,-0.010110938907090044
ACH-000015,-0.08897544366020939
ACH-000017,0.07517686052647002
ACH-000018,0.1890691782590739
ACH-000019,0.10859928799158963
ACH-000021,0.05118902461746851
ACH-000022,-0.002378558155484167
ACH-000025,-0.02823623660166677
ACH-000028,-0.01917636119854602
ACH-000030,0.04746661624850457
ACH-000035,0.06815399161603933
ACH-000036,-0.19982259111174933
ACH-000037,0.013153624672547678
ACH-000039,0.09216085490775447
ACH-000040,-0.051706794886083984
ACH-000041,-0.044975660786145684
ACH-000042,0.04970233275926303
ACH-000045,0.0287367350464554
ACH-000047,-0.030896314503575495
ACH-000052,-0.045427146460364894
ACH-000053,0.043809769461055206
ACH-000054,-0.019269992467012872
ACH-000055,0.0037341766950706205
ACH-000060,-0.05025201842259897
ACH-000067,-0.03513217760955574
ACH-000070,-0.027195335087008585
ACH-000075,0.020116532733034143
ACH-000078,0.14326356340346047
ACH-000082,-0.03728485280743689
ACH-000085,0.0022205522056328625
ACH-000086,0.08374445224717379
ACH-000087,0.032133707010636114
ACH-000092,-0.13096661683275254
ACH-000095,-0.07633187843505694
ACH-000097,0.049410058581733904
ACH-000098,-0.11472006730084094
ACH-000099,0.13228220900049376
ACH-000108,-0.05143735049291675
ACH-000113,-0.06638493404800347
ACH-000116,-0.0014836890341118456
ACH-000118,-0.026274939736642237
ACH-000120,0.11395619045208186
ACH-000123,0.0002926981988021605
ACH-000127,0.0485601786298552
ACH-000128,-0.11845963856848035
ACH-000132,0.009153409752575356
ACH-000133,-0.032902582050002696
ACH-000137,0.16756567025156752
ACH-000138,0.12356794426629893
ACH-000142,-0.04956566083270655
ACH-000143,-0.10074906422908254
ACH-000146,0.10763457188428374
ACH-000148,-0.07885139525886138
ACH-000150,0.16336701300545128
ACH-000152,-0.08960913440859154
ACH-000153,0.006479331633566212
ACH-000159,0.02929612458722664
ACH-000160,0.0008797715041971312
ACH-000163,-0.07152151464116839
ACH-000167,0.06395307515268164
ACH-000168,0.05302267850295599
ACH-000169,-0.06599468620175998
ACH-000178,0.03991949649082476
ACH-000183,0.17183758441420036
ACH-000188,-0.02948286548445638
ACH-000189,-0.12136121113559625
ACH-000190,0.0537580066930867
ACH-000198,0.03661013333645431
ACH-000203,0.11749240013772093
ACH-000204,-0.05730834830624028
ACH-000206,-0.01425584460519059
ACH-000207,-0.015550575523354385
ACH-000208,-0.01233241028947374
ACH-000210,0.12650855145661874
ACH-000211,-0.0017747475078327534
ACH-000215,0.004742396411121336
ACH-000221,-0.10009544758281533
ACH-000222,0.027628224247665933
ACH-000223,-0.08014633090430608
ACH-000226,0.029077192190218162
ACH-000227,-0.021542861219468887
ACH-000228,0.051200250727522933
ACH-000231,-0.03830272894523218
ACH-000232,-0.019775509912867074
ACH-000233,0.02018089218950004
ACH-000234,0.07341952636697345
ACH-000235,-0.11109107023416802
ACH-000237,0.019291425205802987
ACH-000238,0.049292560974365414
ACH-000242,0.2356382560878685
ACH-000243,-0.04343337678610888
ACH-000244,0.11760301537939695
ACH-000246,-0.011977678527192856
ACH-000248,0.0184415179934822
ACH-000250,-0.049491813676223295
ACH-000251,0.020287830584391632
ACH-000252,-0.0050463792928187
ACH-000253,0.006657281332401114
ACH-000255,-0.10483352331271856
ACH-000256,0.12727750708136193
ACH-000257,-0.07694399380486702
ACH-000258,-0.1269729508189907
ACH-000259,-0.0973706592288988
ACH-000260,-0.003069783001444362
ACH-000261,0.03420822607484465
ACH-000262,0.08758488105227659
ACH-000263,-0.05513462170142951
ACH-000264,0.021733220352808686
ACH-000265,-0.0055675001164692895
ACH-000266,-0.00991825224516454
ACH-000272,-0.016647338098642096
ACH-000274,0.02997929508242352
ACH-000277,-0.02248490671947525
ACH-000278,0.010291425665439152
ACH-000279,-0.03277726555714695
ACH-000280,0.0869278693718202
ACH-000281,0.047582937750889114
ACH-000288,-0.14787088665511713
ACH-000291,-0.03935500722139768
ACH-000293,0.02448682182942928
ACH-000294,-0.10823691068367716
ACH-000295,-0.15935314189791022
ACH-000296,-0.1351814273412154
ACH-000302,0.05880634344597925
