,MICB (4277)
ACH-000657,-0.19684935203514184
ACH-000658,-0.3395706839028461
ACH-000661,-0.14822830312452878
ACH-000662,-0.33489785097557945
ACH-000663,-0.2013065033159688
ACH-000665,-0.1526983702476493
ACH-000671,-0.1782203670039681
ACH-000672,-0.12681053809861892
ACH-000673,-0.27065757935202345
ACH-000676,-0.17615183286037991
ACH-000677,-0.21294030942737405
ACH-000681,-0.17031838542272842
ACH-000683,-0.18202305180145356
ACH-000684,-0.05797496561777244
ACH-000688,-0.3348431479329841
ACH-000693,-0.20207365634316304
ACH-000694,-0.2580458566323258
ACH-000695,0.007237216956944919
ACH-000696,-0.28897826825577544
ACH-000697,-0.06599434100156815
ACH-000699,-0.2708955474070557
ACH-000701,-0.3876402291770567
ACH-000706,-0.17054175433167926
ACH-000711,-0.23872442334193725
ACH-000713,-0.17865920951522787
ACH-000714,-0.23100869227901386
ACH-000718,-0.5144127970283644
ACH-000720,-0.32469587650973497
ACH-000721,-0.2359032674468437
ACH-000724,-0.6881546747752656
ACH-000725,-0.05512018527619835
ACH-000732,-0.13323143673101862
ACH-000734,-0.2605399145718673
ACH-000735,-0.124932701505683
ACH-000736,-0.3018824086830824
ACH-000738,-0.2411031248985653
ACH-000746,-0.27179755021621144
ACH-000747,-0.20026138024980944
ACH-000748,-0.3266749822594396
ACH-000753,-0.2436256499772401
ACH-000756,-0.4655541546996028
ACH-000757,-0.05249999072320125
ACH-000758,-0.017510233959476713
ACH-000760,-0.0761030113146416
ACH-000762,-0.2407168734468804
ACH-000763,-0.40340721372702176
ACH-000764,-0.4721170125117198
ACH-000765,-0.09527125077576164
ACH-000766,-0.15520320415095035
ACH-000767,-0.3151195152497563
ACH-000768,-0.3000802777654724
ACH-000769,-0.05974475450987456
ACH-000770,-0.3632391074328849
ACH-000771,-0.2967850077104618
ACH-000773,-0.3867152002663067
ACH-000776,-0.059411003974090736
ACH-000777,-0.21038912360720868
ACH-000778,-0.31491775111499537
ACH-000781,-0.2073558616683831
ACH-000782,-0.3569203430401389
ACH-000783,-0.4975310488551267
ACH-000784,-0.16429134496747438
ACH-000785,-0.2586900188598138
ACH-000787,-0.20802971908718734
ACH-000788,-0.17933084483453007
ACH-000791,-0.20286399387490847
ACH-000792,-0.21108457672603434
ACH-000794,-0.2898630225336639
ACH-000796,-0.31365225265972896
ACH-000798,-0.3037848382627831
ACH-000799,-0.5355102310602973
ACH-000800,-0.15422690097245467
ACH-000802,-0.1400920217453976
ACH-000804,0.04734926611790971
ACH-000805,-0.35573877902140233
ACH-000809,-0.27325198467317485
ACH-000810,-0.20015287990448674
ACH-000811,-0.2416871053188897
ACH-000817,-0.42669101519734587
ACH-000819,-0.27341954334760393
ACH-000820,0.08620210242604205
ACH-000821,-0.0027266649099547072
ACH-000822,-0.09796987418066312
ACH-000823,-0.1622598096413921
ACH-000824,-0.2987048914030043
ACH-000827,-0.3102115599862203
ACH-000829,-0.04404048600996991
ACH-000831,-0.23164005283482175
ACH-000832,-0.21468260794052085
ACH-000833,-0.21620659780473592
ACH-000834,-0.20346252233144446
ACH-000835,-0.21221657140231825
ACH-000836,-0.2992785379698546
ACH-000837,-0.15213706512090908
ACH-000838,-0.23392101288964745
ACH-000839,-0.3673293741660636
ACH-000840,-0.3716186140414959
ACH-000841,-0.2708049128704537
ACH-000843,-0.21561896224981505
ACH-000846,-0.08272881335850796
ACH-000847,-0.2347596421907671
ACH-000848,-0.2344510953024199
ACH-000849,-0.31308363785372145
ACH-000851,-0.08631934724825754
ACH-000855,-0.1902144431188174
ACH-000856,-0.2470069597551107
ACH-000858,-0.2473128308729621
ACH-000859,-0.14550320567468475
ACH-000861,-0.2683331249283829
ACH-000862,-0.3238463919590745
ACH-000865,-0.24527751840492545
ACH-000866,-0.2739358531174
ACH-000867,-0.2306331719059184
ACH-000869,-0.12690772687087767
ACH-000872,-0.1315196663522258
ACH-000873,-0.2288412735469674
ACH-000876,-0.18948844246473492
ACH-000878,-0.3058066077690811
ACH-000880,-0.1374373155316732
ACH-000881,-0.3100273020002112
ACH-000882,-0.1864247612521208
ACH-000884,-0.2435815550495195
ACH-000885,-0.1320472122514462
ACH-000887,-0.0946025895901298
ACH-000889,-0.4959705025295011
ACH-000896,-0.11900442830299728
ACH-000898,-0.19365512531363535
ACH-000900,-0.2228324320354336
ACH-000901,-0.2063289073518552
ACH-000905,-0.20287104423754712
ACH-000906,-0.16236963816767142
ACH-000907,-0.3934132875698481
ACH-000910,-0.20929896122174507
ACH-000911,-0.2500322961462141
ACH-000912,-0.2410842913373143
ACH-000913,-0.3035269289804368
ACH-000915,-0.09578273222956823
ACH-000916,-0.4616469586741036
ACH-000917,-0.1890547619071211
ACH-000920,-0.1802394404190344
ACH-000921,-0.3461081546989657
ACH-000924,-0.3022294817616969
ACH-000926,-0.1915824077222246
ACH-000928,-0.1209393657380092
ACH-000929,-0.05821718383357913
ACH-000932,-0.2582146013330854
ACH-000935,-0.2259926359899601
ACH-000936,-0.15406123890524495
ACH-000937,-0.1532627660466056
ACH-000938,-0.06404736205421653
ACH-000939,-0.27261701450897746
ACH-000941,-0.2475184942605815
ACH-000943,-0.20792718464223367
ACH-000946,-0.12094261284012225
ACH-000947,-0.17107460302730398
ACH-000948,-0.11216429783139324
ACH-000950,-0.3012460309883475
ACH-000953,-0.11381028227442533
ACH-000954,-0.1727707926916867
ACH-000957,-0.4985916976188296
ACH-000958,-0.14473111755028076
ACH-000960,-0.3119442896385175
ACH-000963,-0.3661551095923452
ACH-000968,-0.2200458180772924
ACH-000969,-0.12335387836565212
ACH-000972,-0.006731078573510042
ACH-000973,-0.33071249306411205
ACH-000974,-0.09493417424396217
ACH-000978,-0.26659535421212666
ACH-000984,-0.1395481040819206
ACH-000986,-0.2907797264854147
ACH-000988,-0.09825253575519342
ACH-000993,-0.16505366167100916
ACH-000994,-0.4353310524776141
ACH-000996,-0.4828169065909906
ACH-001001,-0.17127989049861586
ACH-001020,-0.060004499795640535
ACH-001028,-0.33123887548684866
ACH-001031,-0.20200696256220554
ACH-001038,-0.14199212357454713
ACH-001048,-0.2363055512253487
ACH-001050,-0.24400154983995165
ACH-001053,-0.14986499926162505
ACH-001054,-0.25370381537530146
ACH-001061,-0.2817611700792978
ACH-001067,-0.1782282640468238
ACH-001075,-0.3762590541287423
ACH-001096,-0.1527503682243767
ACH-001111,-0.5549969497540116
ACH-001119,-0.3607171988547388
ACH-001128,0.16799211011501325
ACH-001134,-0.2842718840846432
ACH-001151,-0.2576362429465079
ACH-001163,-0.13187379850511813
ACH-001164,-0.26762566200705346
ACH-001183,-0.18826175901879785
ACH-001192,-0.2533506752543303
ACH-001193,-0.2159925766752972
ACH-001196,-0.3538557411986876
ACH-001197,-0.2710311469386781
ACH-001205,-0.3392139815976847
ACH-001211,-0.05096665313601032
ACH-001212,-0.2275430318912116
ACH-001228,-0.2046485526046441
ACH-001232,-0.2596561141425321
ACH-001239,-0.21780488714031565
ACH-001270,-0.38210512801112817
ACH-001274,-0.3119594900802875
ACH-001275,-0.05286116760607769
ACH-001277,-0.2019119908815478
ACH-001278,-0.1871400853529067
ACH-001280,-0.2324481421302911
ACH-001283,-0.13525677982152035
ACH-001289,-0.2406335270893121
ACH-001300,-0.2351873789697885
ACH-001301,-0.3958251464289788
ACH-001302,0.2357604371565978
ACH-001306,-0.1986152333335556
ACH-001318,-0.2349535209368939
ACH-001322,-0.1484097455185862
ACH-001328,-0.33842296437873515
ACH-001332,-0.24381309538653326
ACH-001336,-0.2113335794235376
ACH-001346,-0.14339895559799098
ACH-001353,-0.250412632708617
ACH-001354,-0.3536094123158445
ACH-001367,0.02599925697076419
ACH-001368,-0.2545904675201598
ACH-001374,-0.4326147452623929
ACH-001377,-0.14806863662989594
ACH-001380,-0.22226485917054853
ACH-001391,-0.3391383523343692
ACH-001408,-0.2565736221010437
ACH-001430,-0.2826976178917774
ACH-001431,-0.08161335849702185
ACH-001450,-0.07599723652372642
ACH-001496,-0.2838442404478296
ACH-001500,-0.15880031727641578
ACH-001523,-0.22502033257215576
ACH-001532,-0.16837849266880872
ACH-001550,-0.2559363431279465
ACH-001552,-0.22918397725753625
ACH-001554,-0.17779467608097102
ACH-001654,-0.3223340003089237
ACH-001735,-0.2200683506094965
ACH-001736,-0.07743953995392534
ACH-001737,-0.43959172250743145
ACH-001740,-0.060802672895174326
ACH-001745,-0.12929264711857427
ACH-001765,-0.3909302383007088
