,STUB1 (10273)
ACH-000004,-0.1844591247085036
ACH-000005,-0.4644168857784302
ACH-000007,-0.09421196030115893
ACH-000009,-0.04725182293871125
ACH-000011,-0.1129194858128452
ACH-000012,-0.008630092415927668
ACH-000013,-0.17794541858533158
ACH-000014,0.013659485313224636
ACH-000015,-0.18858640874673746
ACH-000017,-0.3386195926493261
ACH-000018,-0.3773816100442801
ACH-000019,-0.11777683061927473
ACH-000021,-0.3349550359809121
ACH-000022,-0.16543197032192455
ACH-000025,-0.4192355902550577
ACH-000028,-0.1940888268815313
ACH-000030,-0.2236567976068586
ACH-000035,-0.3574042443956538
ACH-000036,-0.6156355533492897
ACH-000037,-0.1250534715215448
ACH-000039,-0.4802066445378032
ACH-000040,-0.4049018816706864
ACH-000041,-0.2275541532670057
ACH-000042,-0.12415091583758138
ACH-000045,-0.1825067265293232
ACH-000047,-0.28676353466390475
ACH-000052,-0.2313814973686681
ACH-000053,-0.7798953606087126
ACH-000054,-0.5207212019558822
ACH-000055,-0.2394844445361557
ACH-000060,-0.4576653395585643
ACH-000067,-0.2801330395260201
ACH-000070,-0.5232215650753973
ACH-000075,0.07834841588158739
ACH-000078,-0.3039361329415326
ACH-000082,-0.3331039890360792
ACH-000085,-0.2353488664422939
ACH-000086,-0.16425326643541538
ACH-000087,-0.08053614502897652
ACH-000092,-0.3652591808423673
ACH-000095,-0.3113878454029371
ACH-000097,-0.4061296532523232
ACH-000098,-0.2502466752832597
ACH-000099,-0.2418049283848145
ACH-000108,-0.2611058513112294
ACH-000113,-0.1748933997306292
ACH-000116,-0.37700084922076293
ACH-000118,-0.4981924236890181
ACH-000120,-0.2483352706043992
ACH-000123,-0.31955954831449057
ACH-000127,-0.24830142389948165
ACH-000128,-0.2735453360461656
ACH-000132,-0.3804729365118798
ACH-000133,-0.4593705035001725
ACH-000137,-0.3603279794336601
ACH-000138,-0.4970003597022666
ACH-000142,-0.3761497433405443
ACH-000143,-0.4834291757277999
ACH-000146,-0.19664661318261675
ACH-000148,-0.2593415551223567
ACH-000150,-0.3295765981369383
ACH-000152,-0.22464567173573466
ACH-000153,0.03578039045924163
ACH-000159,-0.22367551668184987
ACH-000160,-0.05584221598869395
ACH-000163,-0.6881965405112281
ACH-000167,-0.05240266066767866
ACH-000168,-0.5795598076800671
ACH-000169,-0.17028310433286434
ACH-000178,-0.3743495740181701
ACH-000183,-0.1659219069787026
ACH-000188,-0.2886253823009248
ACH-000189,-0.1002489385605452
ACH-000190,-0.1765015711718199
ACH-000198,-0.5351285828601711
ACH-000203,-0.15971973187981134
ACH-000204,-0.3894113688703265
ACH-000206,-0.18267032106759967
ACH-000207,-0.11530765858243353
ACH-000208,-0.4493222031823295
ACH-000210,-0.021875051915497816
ACH-000211,-0.4684243035793704
ACH-000215,-0.2599164860699503
ACH-000221,-0.3635764447485693
ACH-000222,-0.1810636028845212
ACH-000223,-0.19907329599722906
ACH-000226,-0.12311511852786708
ACH-000227,0.022131419916383344
ACH-000228,-0.4362427898443436
ACH-000231,-0.34569277539988985
ACH-000232,-0.3387648694969916
ACH-000233,-0.5185017557123532
ACH-000234,-0.4416189646476063
ACH-000235,-0.236225245458907
ACH-000237,-0.2454501500695175
ACH-000238,-0.2632722347660686
ACH-000242,-0.17962864555132038
ACH-000243,-0.5070846121170834
ACH-000244,-0.3817162055987111
ACH-000246,-0.2780029738473571
ACH-000248,-0.3088267654673633
ACH-000250,-0.18386301961201496
ACH-000251,-0.2785523869734545
ACH-000252,-0.17918552630017798
ACH-000253,-0.12513293315496538
ACH-000255,-0.4639442388293005
ACH-000256,-0.0366713983441784
ACH-000257,-0.4326493660578162
ACH-000258,-0.3424974272945591
ACH-000259,-0.248788130616973
ACH-000260,-0.3037471657632916
ACH-000261,-0.15380883416160968
ACH-000262,-0.20438087849803646
ACH-000263,-0.30084681030819066
ACH-000264,-0.28815324092475103
ACH-000265,-0.13594787046370435
ACH-000266,-0.2795261362748843
ACH-000272,-0.12312681792492827
ACH-000274,-0.23591851943610534
ACH-000277,-0.259076989695039
ACH-000278,-0.2024108555753487
ACH-000279,-0.08481293325427824
ACH-000280,-0.3118037424408957
ACH-000281,-0.3461280388956245
ACH-000288,-0.2517943833240104
ACH-000291,0.006667756298334007
ACH-000293,-0.2253197412557603
ACH-000294,-0.046608897108874565
ACH-000295,-0.26270033986492364
ACH-000296,-0.4229697248966022
ACH-000302,-0.16310897053411974
ACH-000304,-0.23897216869397025
ACH-000307,-0.30559550378426537
ACH-000308,-0.459323554356157
ACH-000310,-0.14217218701846712
ACH-000311,-0.43050331784223184
ACH-000312,-0.2564376888740701
ACH-000315,-0.5838987283852003
ACH-000316,-0.4877434376051186
ACH-000317,-0.13457945168774893
ACH-000318,-0.4010627878217544
ACH-000319,-0.3220893833384008
ACH-000320,-0.0657102632638821
ACH-000322,-0.1601327058443714
ACH-000323,-0.002208841395286054
ACH-000324,-0.262839613025158
ACH-000329,-0.27981242332717504
ACH-000330,-0.04028102433372952
ACH-000331,-0.3515061469796105
ACH-000332,-0.20513143695808145
ACH-000334,-0.2634142861079002
ACH-000335,-0.16094303264315166
ACH-000336,-0.03486103307545641
ACH-000337,-0.19447463533877216
ACH-000338,-0.20790932198013165
ACH-000339,-0.24970735762938864
ACH-000341,-0.08839798792171502
ACH-000348,-0.3196504277489045
ACH-000350,-0.1484891560311967
ACH-000352,-0.2894446508476675
ACH-000356,-0.16411851422149626
ACH-000361,-0.29019849385383906
ACH-000362,-0.3280518002042221
ACH-000363,-0.2948619685578132
ACH-000364,-0.2075159341340337
ACH-000365,-0.22270682900208694
ACH-000366,-0.2700660463411494
ACH-000368,-0.3224066718614103
ACH-000374,-0.7527836732568461
ACH-000375,-0.3015330503808067
ACH-000376,-0.4105927209403172
ACH-000381,-0.3419487256583185
ACH-000383,-0.15643776854891345
ACH-000387,-0.09284965161187694
ACH-000389,-0.18931637732405196
ACH-000390,-0.1388222820612562
ACH-000393,-0.3287417040217713
ACH-000395,-0.3646640598827181
ACH-000396,0.001374898494948793
ACH-000397,-0.3342002638130875
ACH-000401,-0.14285601187412986
ACH-000402,-0.4634720190650874
ACH-000403,-0.3115619519083392
ACH-000404,-0.14021032864263835
ACH-000406,0.003331387793813684
ACH-000407,-0.3772278248964089
ACH-000408,-0.4908646961975261
ACH-000410,-0.3439642739887909
ACH-000411,-0.3240682319780237
ACH-000414,-0.2444062676541706
ACH-000415,-0.146286353904655
ACH-000416,-0.09215001936836434
ACH-000420,-0.5894516468659101
ACH-000421,-0.13298928112333366
ACH-000424,-0.4403512749586895
ACH-000425,-0.1451310273569456
ACH-000426,-0.1754563235492194
ACH-000427,-0.16291387726662251
ACH-000433,-0.22811683933658464
ACH-000435,-0.20062366067432166
ACH-000436,0.034552399093969025
ACH-000444,-0.14359422329981522
ACH-000445,-0.23671399786817754
ACH-000448,-0.12575432554917276
ACH-000450,-0.276556650181812
ACH-000452,-0.1318360140078872
ACH-000454,-0.24116235521053675
ACH-000458,-0.22416485005539566
ACH-000459,-0.2990892963217601
ACH-000460,-0.2629328754360529
ACH-000461,-0.10514693525861854
ACH-000463,-0.4327158748009456
ACH-000464,-0.19531738439354104
ACH-000466,-0.4189009021574397
ACH-000467,-0.11064199243299334
ACH-000468,-0.3673361169581899
ACH-000469,-0.4890495154452777
ACH-000470,-0.25915880550160625
ACH-000471,-0.09385519637692642
ACH-000472,-0.2373128154594856
ACH-000473,-0.3220758110806161
ACH-000475,-0.14752058913856314
ACH-000476,-0.16464755871460932
ACH-000477,-0.04062645113572631
ACH-000479,-0.4968153980652361
ACH-000480,-0.3304433312521986
ACH-000481,-0.17925364261204868
ACH-000483,-0.2413391801665133
ACH-000484,-0.2721299070585887
ACH-000485,-0.15182177285162654
ACH-000486,-0.25303920142262737
ACH-000487,-0.2515450089021936
ACH-000488,-0.3493033857640421
ACH-000490,-0.16955245811604286
ACH-000491,-0.021120830925440315
ACH-000495,-0.2826433382632846
ACH-000496,-0.2527813535804868
ACH-000499,-0.4323030735706241
ACH-000500,-0.1166243858047126
ACH-000502,-0.4551645317391573
ACH-000503,-0.43658504173170337
ACH-000505,-0.29022761723394963
ACH-000507,0.11573421821998535
ACH-000510,-0.2569150321161444
ACH-000511,-0.25428783314362124
ACH-000512,-0.0886041860840202
ACH-000516,-0.2981816257831429
ACH-000517,-0.2757537969556351
ACH-000518,-0.1508890503560912
ACH-000520,-0.2744601186780248
ACH-000521,-0.3192031120431786
ACH-000522,-0.6540044168172428
ACH-000524,-0.20141605173408844
ACH-000527,-0.23711490473381094
ACH-000528,-0.25529171005109025
ACH-000537,-0.2359981064862721
ACH-000541,-0.03366661853948552
ACH-000542,-0.26331765106270805
ACH-000544,-0.4778142066641659
ACH-000545,-0.3783655320699175
ACH-000547,-0.18579698817631068
ACH-000548,-0.3995272397973231
ACH-000549,-0.2844959019947281
ACH-000550,-0.30797988830467155
ACH-000552,-0.0630090471811399
ACH-000556,-0.1897349038560316
ACH-000557,0.010999839034093543
ACH-000569,0.046331627672806
ACH-000570,-0.18534818509726503
ACH-000571,-0.33433033765723696
ACH-000573,-0.29911143901841625
ACH-000576,-0.3384734198897165
ACH-000579,0.037584166106342416
ACH-000580,-0.07161362367136563
ACH-000584,-0.18829013145693715
ACH-000585,-0.20475332110738725
ACH-000588,0.15001680605235124
ACH-000589,-0.2510713211091247
ACH-000591,-0.3372148818929204
ACH-000593,-0.32654416001713943
ACH-000600,-0.3261299749916051
ACH-000601,-0.2366000894793546
ACH-000605,-0.17983682712050106
ACH-000606,-0.25570849967980197
ACH-000608,-0.35507956497016513
ACH-000614,-0.10646841657515048
ACH-000616,-0.2680093041092662
ACH-000618,-0.22686220729270604
ACH-000619,-0.27126241951134805
ACH-000620,-0.3623024062355934
ACH-000621,-0.2264696203375455
ACH-000622,-0.2721600025845317
ACH-000623,-0.23450626589334114
ACH-000624,-0.2353392779543744
ACH-000627,-0.151203218976516
ACH-000630,-0.3546444564023345
ACH-000631,-0.6999001025104284
ACH-000632,-0.08528651953484602
ACH-000633,-0.210399267594648
ACH-000637,-0.2005980988698883
ACH-000638,0.06450340131232685
ACH-000646,-0.32847883394668764
ACH-000647,-0.22184188421273646
ACH-000648,-0.4387612685217938
ACH-000649,-0.20616682345763584
ACH-000651,-0.07048282652481858
ACH-000652,-0.2369184521918211
ACH-000653,-0.42089413314837454
ACH-000657,-0.1740983548427264
ACH-000658,-0.19083773421823774
ACH-000661,-0.18710085865175208
ACH-000662,-0.4611242511271589
ACH-000663,-0.20136820838687766
ACH-000665,-0.15620902958378488
ACH-000671,-0.4153031393638417
ACH-000672,-0.6706456253085562
ACH-000673,-0.2737547622643701
ACH-000676,-0.05384911113085575
ACH-000677,-0.08603115131122646
ACH-000681,-0.3868024678861575
ACH-000683,-0.24428839285936024
ACH-000684,-0.3152055707611756
ACH-000688,-0.2584338775863632
ACH-000693,-0.12457086875392705
ACH-000694,-0.13045961577753126
ACH-000695,-0.2226703291516775
ACH-000696,-0.29090862990436145
ACH-000697,-0.38329854349177894
ACH-000699,-0.1755475808931959
ACH-000701,-0.1397570603948727
ACH-000706,-0.208709499162806
ACH-000711,-0.15991784913166412
ACH-000713,-0.16348194610390726
ACH-000714,-0.15421982727949002
ACH-000718,-0.3379050981280201
ACH-000720,-0.16336593601070834
ACH-000721,-0.13195579045891906
ACH-000724,-0.2741096954606517
ACH-000725,-0.4140036241698089
ACH-000732,-0.2279881276477288
ACH-000734,-0.18626046748843528
ACH-000735,-0.3539867907670279
ACH-000736,0.019822160957170785
ACH-000738,-0.21034262018090769
ACH-000746,-0.15885864147687198
ACH-000747,-0.1536711637167589
ACH-000748,-0.35925840725294017
ACH-000753,-0.0872820785970684
ACH-000756,-0.14207055912701813
ACH-000757,-0.30359285457342705
ACH-000758,-0.12799573927713093
ACH-000760,-0.2792591248130782
ACH-000762,-0.5474738735580287
ACH-000763,-0.2487315090072993
ACH-000764,-0.3864775001182396
ACH-000765,-0.08123924995434592
ACH-000766,-0.02924784617926495
ACH-000767,-0.21573084460256464
ACH-000768,-0.2990533342319736
ACH-000769,-0.34649287296834586
ACH-000770,-0.10698544065778123
ACH-000771,-0.2483185939165893
ACH-000773,-0.5084383638175971
ACH-000776,-0.31329844235030063
ACH-000777,-0.1972553853853056
ACH-000778,-0.2864262183729068
ACH-000781,-0.25472444846512843
ACH-000782,-0.3727981848119418
ACH-000783,-0.522553564552121
ACH-000784,-0.2961526965237923
ACH-000785,-0.33142791859785703
ACH-000787,-0.1809591543656998
ACH-000788,-0.35964211943787955
ACH-000791,-0.1785348853656035
ACH-000792,-0.17602029593466592
ACH-000794,-0.6655951252821941
ACH-000796,-0.3909916939486655
ACH-000798,-0.1438223968091367
ACH-000799,-0.2235583934972624
ACH-000800,-0.415650684263892
ACH-000802,-0.23992717493432344
ACH-000804,-0.43358790606495257
ACH-000805,-0.14543872973615715
ACH-000809,-0.2290949223956932
ACH-000810,-0.1667526556675432
ACH-000811,-0.25142716906832424
ACH-000817,-0.21113878282526294
ACH-000819,-0.4994439264174985
ACH-000820,-0.19370776517762425
ACH-000821,-0.10025002785641496
ACH-000822,-0.18953174834394146
ACH-000823,-0.21869447936909636
ACH-000824,-0.5019580600593703
ACH-000827,-0.3141929591660378
ACH-000829,-0.4747196075517295
ACH-000831,-0.17391311484782618
ACH-000832,-0.2586677744782422
ACH-000833,-0.26907437465406564
ACH-000834,-0.36429219829254733
ACH-000835,-0.2767288879094829
ACH-000836,-0.1809563405067097
ACH-000837,-0.12539620518059802
ACH-000838,-0.1220060544750298
ACH-000839,-0.3235146917127809
ACH-000840,-0.5861617197233996
ACH-000841,-0.2582712805708388
ACH-000843,-0.15470707085479296
ACH-000846,-0.1066971449771238
ACH-000847,-0.1697420555972483
ACH-000848,0.02310312231551892
ACH-000849,-0.3876696168311416
ACH-000851,-0.5741634467272224
ACH-000855,-0.2818354203370694
ACH-000856,-0.1922431178865376
ACH-000858,-0.33349869068249194
ACH-000859,-0.12509682224725793
ACH-000861,-0.39226448094551625
ACH-000862,-0.06870126644642564
ACH-000865,-0.10322797622501892
ACH-000866,-0.2165298510541134
ACH-000867,-0.09915123340969872
ACH-000869,-0.3273433177540299
ACH-000872,-0.19461822329597914
ACH-000873,-0.3664663201243978
ACH-000876,-0.3262161967649183
ACH-000878,-0.10382826315497633
ACH-000880,-0.554655444710606
ACH-000881,-0.3154295053778834
ACH-000882,-0.2476158773260233
ACH-000884,-0.20883442004356426
ACH-000885,-0.0019338404988481067
ACH-000887,-0.2618941943461733
ACH-000889,0.02243312096755341
ACH-000896,-0.21216930414996632
ACH-000898,-0.0626087574135065
ACH-000900,-0.4242140115173471
ACH-000901,-0.14431996944806744
ACH-000905,-0.4807968927020581
ACH-000906,-0.242380135352281
ACH-000907,-0.5498050552757868
ACH-000910,-0.2607419992327191
ACH-000911,-0.38833449811370097
ACH-000912,-0.1368798053597401
ACH-000913,-0.3633516506801442
ACH-000915,-0.037345593912463566
ACH-000916,0.2359628116942944
ACH-000917,-0.08146650776971227
ACH-000920,-0.014530549594301303
ACH-000921,-0.3480947618130966
ACH-000924,-0.221782741579823
ACH-000926,-0.3075291722020905
ACH-000928,-0.3543460194312417
ACH-000929,-0.1858708109230788
ACH-000932,-0.3208913456782406
ACH-000935,-0.41329125493526186
ACH-000936,-0.20829505542060467
ACH-000937,-0.16196671470397028
ACH-000938,-0.39656721856040655
ACH-000939,-0.21470830497690946
ACH-000941,-0.2534475036274116
ACH-000943,-0.3265448665025375
ACH-000946,-0.17430230088813933
ACH-000947,-0.2556700301685713
ACH-000948,-0.057636167206223214
ACH-000950,-0.40386824131436094
ACH-000953,-0.4314847255078291
ACH-000954,-0.01888464689998197
ACH-000957,-0.0239137763233352
ACH-000958,-0.25801500677816824
ACH-000960,-0.2481037186411719
ACH-000963,-0.2505228631309059
ACH-000968,-0.1795986544235642
ACH-000969,-0.02101734745580533
ACH-000972,-0.2963727999500813
ACH-000973,-0.33708228754862263
ACH-000974,-0.15696399405618386
ACH-000978,0.10386950940232044
ACH-000984,-0.30459467267305884
ACH-000986,-0.2801226760181301
ACH-000988,-0.14887661980671488
ACH-000993,-0.4731156367137761
ACH-000994,-0.5689163648195682
ACH-000996,-0.271737470756513
ACH-001001,-0.11810406947838555
ACH-001020,-0.3505796826731745
ACH-001028,-0.2167317058977624
ACH-001031,-0.15846558189905224
ACH-001038,-0.1905941845894612
ACH-001048,-0.3321159152490518
ACH-001050,-0.3455688760359985
ACH-001053,-0.2361334279924005
ACH-001054,-0.4540498124979647
ACH-001061,-0.22609300921641035
ACH-001067,-0.36356183494281796
ACH-001075,-0.3057807182225935
ACH-001096,-0.2755417831684681
ACH-001111,-0.34714200621369
ACH-001119,-0.5357213963984169
ACH-001128,-0.21710441265610614
