,FOXD4L1 (200350)
ACH-000004,-0.07100850121466433
ACH-000005,-0.08242186322310137
ACH-000007,-0.18058900085153126
ACH-000009,-0.0964973456587128
ACH-000011,-0.15348444683175094
ACH-000012,-0.04673935506490872
ACH-000013,-0.2275875416174725
ACH-000014,-0.2306721911633791
ACH-000015,-0.12027547907848715
ACH-000017,-0.02712389399197157
ACH-000018,-0.1492733417473278
ACH-000019,-0.23736510805630184
ACH-000021,-0.18345737035711268
ACH-000022,-0.17169433972071485
ACH-000025,-0.3481555469959605
ACH-000028,-0.15954677895175878
ACH-000030,-0.18443169302204745
ACH-000035,0.04357776434102327
ACH-000036,-0.2102993200408569
ACH-000037,-0.1302229068886243
ACH-000039,-0.21958513209410027
ACH-000040,-0.3608501776427801
ACH-000041,-0.2886331062847205
ACH-000042,-0.24592367913969915
ACH-000045,-0.10662010831776683
ACH-000047,-0.09354387095376722
ACH-000052,-0.2224092667196029
ACH-000053,-0.13106450221626129
ACH-000054,-0.07288315684470098
ACH-000055,-0.1397424235473901
ACH-000060,-0.2953596673766055
ACH-000067,-0.03980493712942283
ACH-000070,0.11722593365210204
ACH-000075,-0.343754523751424
ACH-000078,-0.06421997137025559
ACH-000082,-0.2709684901958842
ACH-000085,-0.4761892799470265
ACH-000086,-0.028824052634557562
ACH-000087,-0.09742318381645797
ACH-000092,-0.24426545591496154
ACH-000095,-0.12050037077139232
ACH-000097,-0.23588171550141865
ACH-000098,-0.25228186817571885
ACH-000099,-0.09679776722346016
ACH-000108,-0.2152920543512887
ACH-000113,-0.2151910316989956
ACH-000116,-0.2582763779111845
ACH-000118,-0.2446235967128243
ACH-000120,-0.07234947226625109
ACH-000123,-0.16689758686318132
ACH-000127,-0.2448424548011328
ACH-000128,-0.15649124483803076
ACH-000132,-0.04148291353834328
ACH-000133,-0.18047700666060335
ACH-000137,-0.24030737747212344
ACH-000138,-0.16267729735542952
ACH-000142,-0.2720664262668085
ACH-000143,-0.09617554679061477
ACH-000146,-0.022165463800126708
ACH-000148,-0.15423219154568638
ACH-000150,-0.35987425584839056
ACH-000152,-0.22930486933958505
ACH-000153,-0.060839301186549774
ACH-000159,-0.12403631542524747
ACH-000160,-0.09032904358906416
ACH-000163,-0.2461864563878997
ACH-000167,-0.11276497392499175
ACH-000168,0.1753021532812192
ACH-000169,-0.15531758686328032
ACH-000178,-0.2088981634836128
ACH-000183,-0.1974817417509764
ACH-000188,-0.15654566253403815
ACH-000189,-0.14277428208039794
ACH-000190,-0.0896858903713745
ACH-000198,-0.28319850325047585
ACH-000203,-0.3551415894438054
ACH-000204,-0.2660342478175626
ACH-000206,-0.13389925804568004
ACH-000207,-0.23020815346073376
ACH-000208,-0.3618709496009732
ACH-000210,-0.11887522485979135
ACH-000211,-0.10639209083771987
ACH-000215,-0.2092656543976236
ACH-000221,-0.01034243270556446
ACH-000222,-0.2505040649791514
ACH-000223,-0.2355604576535193
ACH-000226,-0.12452992091795705
ACH-000227,-0.2271866338207277
