,POLM (27434)
ACH-000004,0.015577598678699981
ACH-000005,-0.03563532574866899
ACH-000007,-0.25805480408934395
ACH-000009,-0.05593123361613329
ACH-000011,-0.22333048904596894
ACH-000012,-0.10665409525273764
ACH-000013,-0.04599127537508554
ACH-000014,-0.12549902412806185
ACH-000015,0.03176841108627858
ACH-000017,-0.15756548475617135
ACH-000018,-0.06914992781431861
ACH-000019,-0.05566771224514888
ACH-000021,0.054860165155470486
ACH-000022,-0.17578407628453002
ACH-000025,-0.07320821913385812
ACH-000028,0.07343040137948237
ACH-000030,-0.0997198211812215
ACH-000035,-0.2018004034036741
ACH-000036,-0.25594105474373
ACH-000037,-0.003958872787734638
ACH-000039,-0.08240124242233779
ACH-000040,-0.12463482255246852
ACH-000041,-0.08385623072777118
ACH-000042,-0.192042382543758
ACH-000045,0.01517531702263184
ACH-000047,-0.08541859366702632
ACH-000052,-0.14256027613096922
ACH-000053,-0.15346646720247642
ACH-000054,-0.1973890285607435
ACH-000055,-0.1504011266571987
ACH-000060,-0.2770228712430607
ACH-000067,-0.04796672838675968
ACH-000070,-0.021011700191212467
ACH-000075,-0.21915785877788724
ACH-000078,-0.10254286440319826
ACH-000082,-0.13612842816977705
ACH-000085,0.002942327899982532
ACH-000086,-0.006491597884892523
ACH-000087,0.007644840701476853
ACH-000092,-0.06898540466313492
ACH-000095,-0.1485615897382154
ACH-000097,-0.12769916048311827
ACH-000098,-0.21232824197651845
ACH-000099,-0.07229657414178631
ACH-000108,-0.17960224017061469
ACH-000113,-0.12355170622399987
ACH-000116,-0.14595935492823542
ACH-000118,-0.04256856376846544
ACH-000120,0.10954989128880048
ACH-000123,-0.057378486207025826
ACH-000127,-0.025516546538529958
ACH-000128,-0.1023533532161916
ACH-000132,0.1050810220074584
ACH-000133,-0.1904172237678761
ACH-000137,-0.2502524410173396
ACH-000138,-0.03613748809050791
ACH-000142,-0.1693269710235734
ACH-000143,0.03432295471465356
ACH-000146,-0.06669778111354807
ACH-000148,-0.007516294950924516
ACH-000150,0.0009487318594957023
ACH-000152,-0.07322601420065213
ACH-000153,-0.27521967665508795
ACH-000159,-0.22896417894064444
ACH-000160,-0.01338688526723522
ACH-000163,-0.09156354684773174
ACH-000167,-0.5489782817018752
ACH-000168,0.0630093552045851
ACH-000169,-0.05892525784736965
ACH-000178,-0.031540631795304384
ACH-000183,0.005776661131058648
ACH-000188,-0.11898051321534735
ACH-000189,-0.049156826713949206
ACH-000190,-0.14399301731284078
ACH-000198,-0.021628552425509227
ACH-000203,-0.2861006338101279
ACH-000204,-0.04365004581779637
ACH-000206,-0.5381910759152123
ACH-000207,-0.13547810689647274
ACH-000208,-0.1671943686127912
ACH-000210,-0.1149268695192067
ACH-000211,-0.06080357558494043
ACH-000215,-0.12960496882880804
