,OCM2 (4951)
ACH-000004,0.2534229339051929
ACH-000005,0.2673468033919132
ACH-000007,-0.04371903764580433
ACH-000009,-0.00443709990749959
ACH-000011,-0.022304533461933358
ACH-000012,0.14260818767956274
ACH-000013,0.13477495295965072
ACH-000014,0.17498678109365529
ACH-000015,0.19194442936443454
ACH-000017,0.15803712604945086
ACH-000018,0.12190828879079756
ACH-000019,0.14683641861710486
ACH-000021,-0.03930483498209568
ACH-000022,0.10456036928128698
ACH-000025,0.14862314015118647
ACH-000028,0.191939344277679
ACH-000030,0.1370837937384477
ACH-000035,-0.26308282147859674
ACH-000036,-0.1222830036501897
ACH-000037,-0.053972599512804885
ACH-000039,0.09850534333595927
ACH-000040,0.09255694349508184
ACH-000041,0.03120114270914466
ACH-000042,0.05730932518540512
ACH-000045,0.07244530977065912
ACH-000047,0.15751453643118982
ACH-000052,-0.03466203795541396
ACH-000053,0.1042693697047081
ACH-000054,0.011445077324678305
ACH-000055,0.06978637296932566
ACH-000060,0.10325805876589247
ACH-000067,-0.016262163712288728
ACH-000070,0.16257039812913582
ACH-000075,0.17894568733040572
ACH-000078,0.1085447399633366
ACH-000082,0.1521362202686435
ACH-000085,-0.06040259216668754
ACH-000086,0.3562979705677254
ACH-000087,0.3190568348045618
ACH-000092,0.16778759229241488
ACH-000095,0.14357278764176942
ACH-000097,0.09991169011202228
ACH-000098,0.05579578900834593
ACH-000099,0.1534713038447654
ACH-000108,0.09952744248333184
ACH-000113,0.2577749607475
ACH-000116,0.18880522158740398
ACH-000118,0.17117181875762624
ACH-000120,0.0392475366908185
ACH-000123,0.11527772141290288
ACH-000127,0.08198193583618059
ACH-000128,0.12402046907942513
ACH-000132,0.028883266586802188
ACH-000133,0.10368243024957616
ACH-000137,0.16411830477015169
ACH-000138,0.1884499103341786
ACH-000142,-0.02163130072618404
ACH-000143,0.06427107225771594
ACH-000146,0.06648482924719619
ACH-000148,0.03270227441362145
ACH-000150,0.27243224193763016
ACH-000152,0.034247906804496436
ACH-000153,-0.032422606007013265
ACH-000159,0.14300753819171969
ACH-000160,0.0636963285703572
ACH-000163,-0.041475525148899565
ACH-000167,0.09679667397555236
ACH-000168,-0.11868490403421607
ACH-000169,0.18872370144131648
ACH-000178,0.11757505502226565
ACH-000183,0.1377595383030708
ACH-000188,0.1863561468073833
ACH-000189,-0.07716151842371456
ACH-000190,0.14908382154904062
ACH-000198,0.14349157268062745
ACH-000203,0.11594036402950085
ACH-000204,0.29183691417263136
ACH-000206,-0.03432144569709819
ACH-000207,0.12590980781498642
ACH-000208,0.1952892895707959
ACH-000210,-0.049029128392219394
ACH-000211,0.12365432129516135
ACH-000215,0.15038449061556647
ACH-000221,0.04639928023523008
ACH-000222,-0.1026223712509206
ACH-000223,0.1222927988660903
ACH-000226,0.10275297705822893
ACH-000227,0.14650340849913732
ACH-000228,0.2258173650267647
ACH-000231,-0.023053572565838176
ACH-000232,0.14013011179021714
ACH-000233,0.14239767174481113
ACH-000234,0.10188941428379558
ACH-000235,0.17867915377645122
ACH-000237,-0.0017426227334944495
ACH-000238,-0.0677559121549573
ACH-000242,-0.05473121643098059
ACH-000243,0.13175376954903192
ACH-000244,0.05344371834707184
ACH-000246,0.20103000910463092
ACH-000248,0.13265899503984965
ACH-000250,0.114925959915657
ACH-000251,-0.06467772375754235
ACH-000252,0.08044490467590801
ACH-000253,0.10174738150634864
ACH-000255,0.11516071958467072
ACH-000256,0.08216620694056513
ACH-000257,0.2863772715903068
ACH-000258,0.33837122770968225
ACH-000259,0.09394565901038576
ACH-000260,0.10385929685596144
ACH-000261,0.12079954581000756
ACH-000262,0.0802621006037941
ACH-000263,0.1913743024343611
ACH-000264,0.07325798656615615
ACH-000265,0.29834985305309075
ACH-000266,0.09348385428484417
ACH-000272,0.18593701094690251
ACH-000274,-0.05007049345304356
ACH-000277,0.254704230174809
ACH-000278,0.13954510595124614
ACH-000279,0.1999960157681517
ACH-000280,0.059582565584781186
ACH-000281,-0.10729385308689823
ACH-000288,0.12708470514953438
ACH-000291,0.1057083179643454
ACH-000293,0.14354689583336858
ACH-000294,0.09426811912271993
ACH-000295,0.07876044067386748
ACH-000296,0.08388367626588426
ACH-000302,0.15417474666836642
ACH-000304,0.14386319722552704
ACH-000307,0.11748363679178302
ACH-000308,0.02003716206721351
ACH-000310,0.10313127736149184
ACH-000311,0.017694926679764997
ACH-000312,0.1408243372699671
ACH-000315,0.13552371357894452
ACH-000316,-0.029390816707863837
ACH-000317,0.20141861333182126
ACH-000318,0.14367295143103334
ACH-000319,0.07204129226441809
ACH-000320,0.10604575946739908
ACH-000322,-0.08328736352555592
ACH-000323,0.03299622386398958
