,FAM71F1 (84691)
ACH-000004,0.02456603800145098
ACH-000005,0.115094309509964
ACH-000007,0.054366001619154836
ACH-000009,0.16558975794680214
ACH-000011,0.3047215758978148
ACH-000012,0.2390444756406904
ACH-000013,0.17193073850672413
ACH-000014,0.17892243213014306
ACH-000015,0.30205143737227114
ACH-000017,0.28623418749184937
ACH-000018,0.2438273830853132
ACH-000019,0.08581084329267998
ACH-000021,0.12421833985990002
ACH-000022,0.16067500297235826
ACH-000025,0.18802245807176407
ACH-000028,0.11765823940714025
ACH-000030,0.17892198991110406
ACH-000035,0.1274967127869945
ACH-000036,0.2571000139813621
ACH-000037,0.2917809381944163
ACH-000039,0.21997275941362293
ACH-000040,0.05591239809213951
ACH-000041,0.16313420056528338
ACH-000042,0.2322229585454356
ACH-000045,0.199701994900401
ACH-000047,0.2046761082369301
ACH-000052,0.2530451493741451
ACH-000053,0.18862298763850133
ACH-000054,0.12383687725250855
ACH-000055,0.2536171489082384
ACH-000060,0.14952353157913498
ACH-000067,0.19797699411865197
ACH-000070,0.195200137267043
ACH-000075,0.2816105639163878
ACH-000078,0.19858576656215046
ACH-000082,0.15524309069533446
ACH-000085,0.07858070086813138
ACH-000086,0.3436614036705908
ACH-000087,0.12245833322341665
ACH-000092,0.12877332752094076
ACH-000095,0.2456017598218123
ACH-000097,0.18913301104835026
ACH-000098,0.24570082456301334
ACH-000099,0.2925649252611439
ACH-000108,0.268570995155248
ACH-000113,0.2776460590745873
ACH-000116,0.1477293594226614
ACH-000118,0.20399050964243504
ACH-000120,0.2829697746322065
ACH-000123,0.1893859540466412
ACH-000127,0.15015241481856234
ACH-000128,0.0743376480324667
ACH-000132,0.11080224699605892
ACH-000133,0.16200684716140426
ACH-000137,0.19734365705158904
ACH-000138,0.2264569025222265
ACH-000142,0.2996857540867901
ACH-000143,-0.00046542744815779844
ACH-000146,0.26192589247553305
ACH-000148,0.23249448793223426
ACH-000150,0.20367123449454708
ACH-000152,0.2337888580207477
ACH-000153,-0.022998824613689302
ACH-000159,0.1445425821018897
ACH-000160,0.25041682986092995
ACH-000163,0.2733120895762713
ACH-000167,0.177576859942335
ACH-000168,0.17586376403032275
ACH-000169,0.2989513623761281
ACH-000178,0.1820726129528143
ACH-000183,0.14602602194074607
ACH-000188,0.1885559205475018
ACH-000189,0.05795700315892741
ACH-000190,0.21292102485274111
ACH-000198,0.13774058794045202
ACH-000203,0.5205472941987599
ACH-000204,0.28895752193726576
ACH-000206,0.12212353144177868
ACH-000207,0.32571273234262665
ACH-000208,0.09592001089681464
ACH-000210,0.4994049989191262
ACH-000211,0.17974251908834651
ACH-000215,0.25038646713672874
ACH-000221,0.1667352120784531
ACH-000222,0.1561587684341481
ACH-000223,0.1958587383583492
ACH-000226,0.1280340050488692
ACH-000227,0.15426887142396778
ACH-000228,0.04005355778755584
ACH-000231,0.21812985249816072
ACH-000232,0.10987190636326516
ACH-000233,0.2110597910277212
ACH-000234,0.20857627366291728
ACH-000235,0.17992771804862062
ACH-000237,0.23008436563331006
ACH-000238,0.20404477227640952
