,ECEL1 (9427)
ACH-000004,0.054328157148472486
ACH-000005,0.02236867736607256
ACH-000007,0.07589371004612927
ACH-000009,-0.1442037698710919
ACH-000011,-0.08675896284773295
ACH-000012,-0.14720742825125607
ACH-000013,-0.12898236965667234
ACH-000014,-0.16319745307674588
ACH-000015,0.03562442033102827
ACH-000017,-0.09119128431411493
ACH-000018,-0.2243777733980412
ACH-000019,-0.15868477453521032
ACH-000021,-0.018107380471741038
ACH-000022,-0.2347021634416141
ACH-000025,-0.13466080596646912
ACH-000028,0.00031593147924922796
ACH-000030,-0.20512222434339128
ACH-000035,-0.0865257523496981
ACH-000036,-0.14591992682383134
ACH-000037,-0.3259488728378551
ACH-000039,0.03161639714115259
ACH-000040,-0.17105957441575315
ACH-000041,-0.034365395557382813
ACH-000042,-0.2186149437895784
ACH-000045,-0.22116971539052602
ACH-000047,-0.2442903800803222
ACH-000052,-0.30552779160689003
ACH-000053,-0.2030523194043547
ACH-000054,-0.1323102893376437
ACH-000055,-0.2227427761229712
ACH-000060,-0.009614897654661544
ACH-000067,-0.1756763240012833
ACH-000070,-0.23292334840645385
ACH-000075,-0.042261648277961916
ACH-000078,-0.13556688736765696
ACH-000082,-0.0971040961865798
ACH-000085,0.004061593037756185
ACH-000086,-0.13030824505321906
ACH-000087,-0.06324115971658334
ACH-000092,-0.008577312966683763
ACH-000095,-0.03471089723784607
ACH-000097,-0.09829957328798718
ACH-000098,-0.21330421991941773
ACH-000099,-0.10427130354015032
ACH-000108,-0.3327014956954134
ACH-000113,-0.1701794326928486
ACH-000116,-0.011787241237011598
ACH-000118,-0.11511188200462695
ACH-000120,-0.16108241942454068
ACH-000123,-0.10477322716215268
ACH-000127,-0.08788862106960782
ACH-000128,-0.2698676596144379
ACH-000132,0.05091583044759344
ACH-000133,-0.19264497690234506
ACH-000137,-0.09151842452173052
ACH-000138,-0.06659014385869005
ACH-000142,-0.1918436835282104
ACH-000143,-0.036947143660755695
ACH-000146,-0.13267559025184505
ACH-000148,-0.16886581160735392
ACH-000150,-0.225030821770862
ACH-000152,-0.056660171864763874
ACH-000153,0.11501677141403376
ACH-000159,-0.11270280486178492
ACH-000160,-0.20249827709156784
ACH-000163,0.01651407628057132
ACH-000167,-0.05664312544228195
ACH-000168,-0.14404923713434722
ACH-000169,0.011448476332842085
