,PLGRKT (55848)
ACH-000004,-0.010524075191922229
ACH-000005,0.12897724091880314
ACH-000007,0.31803012073682724
ACH-000009,0.18604217459847214
ACH-000011,0.17325999910656645
ACH-000012,0.07578749167786117
ACH-000013,0.04720731540805143
ACH-000014,0.22521166920152424
ACH-000015,0.13192898155971686
ACH-000017,0.17000154200705447
ACH-000018,0.1454462971145191
ACH-000019,0.09081361534994634
ACH-000021,0.08038981221421168
ACH-000022,0.1369748076116406
ACH-000025,0.12176581817904295
ACH-000028,0.1301401224023865
ACH-000030,0.12770450618274445
ACH-000035,0.14024847430514625
ACH-000036,0.08581918702520673
ACH-000037,0.11656366085970805
ACH-000039,0.2585829248544655
ACH-000040,0.04645911607527212
ACH-000041,0.11031116528569926
ACH-000042,0.08460312762679148
ACH-000045,0.2646344755642647
ACH-000047,0.1015155835683114
ACH-000052,0.2269098813341657
ACH-000053,0.12732962358527042
ACH-000054,0.11295722630788195
ACH-000055,0.10362057264733088
ACH-000060,0.1063772196153036
ACH-000067,0.11408704396532993
ACH-000070,0.058764358428569675
ACH-000075,0.23573909261751874
ACH-000078,0.23279443515009085
ACH-000082,0.11694626310173968
ACH-000085,0.1658158007987358
ACH-000086,0.16030326651825955
ACH-000087,0.0953083908473968
ACH-000092,0.18536947559009592
ACH-000095,0.1710724097454569
ACH-000097,0.1462037334573811
ACH-000098,0.12189320543131962
ACH-000099,0.1890030087994291
ACH-000108,0.1113938711248333
ACH-000113,0.17490086089336748
ACH-000116,0.15114825807916946
ACH-000118,0.10507528748833274
ACH-000120,0.2017088615898746
ACH-000123,0.2149986447517575
ACH-000127,0.1327283537443336
ACH-000128,0.1275297582678199
ACH-000132,-0.05387667166339746
ACH-000133,0.12801018096917954
ACH-000137,0.08417251803910493
ACH-000138,0.055600525424662886
ACH-000142,0.10021586186796848
ACH-000143,0.10315351630504137
ACH-000146,0.17060068438271034
ACH-000148,0.18268886540965845
ACH-000150,0.12758826879642682
ACH-000152,0.17777563364019544
ACH-000153,0.30119594656660376
ACH-000159,0.10789331637630356
ACH-000160,-0.019234015809701528
ACH-000163,0.17648231627357705
ACH-000167,-0.15752335345135654
ACH-000168,0.14763630716154266
ACH-000169,0.05352968168711016
ACH-000178,0.2638566222189305
ACH-000183,0.17437796337659076
ACH-000188,0.2616388364823614
ACH-000189,0.1200082475756582
ACH-000190,0.11179206503556803
ACH-000198,0.0631911100828042
