,MTURN (222166)
ACH-000004,-0.060381633113506014
ACH-000005,0.08724459670684148
ACH-000007,-0.26112675193641177
ACH-000009,-0.095085656725635
ACH-000011,-0.10925099213817664
ACH-000012,-0.17410934359571195
ACH-000013,-0.11807279596182853
ACH-000014,-0.17402018412996725
ACH-000015,-0.18555317398637344
ACH-000017,-0.21230162234546973
ACH-000018,-0.15992730457500826
ACH-000019,-0.17715754593262592
ACH-000021,-0.1653276697872322
ACH-000022,-0.17208408984819046
ACH-000025,-0.1493582756916364
ACH-000028,-0.09455590407636287
ACH-000030,-0.1864582430787394
ACH-000035,-0.15845096157447347
ACH-000036,-0.16652897366814032
ACH-000037,-0.23332229701550436
ACH-000039,-0.15963586012686434
ACH-000040,-0.15767595126265255
ACH-000041,-0.17726697551064816
ACH-000042,-0.2355503674291988
ACH-000045,-0.17316867206574554
ACH-000047,-0.2813226398129796
ACH-000052,-0.11939241092191515
ACH-000053,-0.09130532332986646
ACH-000054,-0.28185127890935807
ACH-000055,-0.22512040219750687
ACH-000060,-0.14233521970528432
ACH-000067,-0.06874160440039194
ACH-000070,-0.0224841848713087
ACH-000075,-0.09855519171755384
ACH-000078,-0.2408598489706293
ACH-000082,-0.29264421359465953
ACH-000085,-0.4813359086638298
ACH-000086,-0.10167231597246276
ACH-000087,-0.15051503318732884
ACH-000092,-0.057990296392343564
ACH-000095,-0.12849319455256547
ACH-000097,-0.18062336762488956
ACH-000098,-0.21083328717865898
ACH-000099,-0.19607440070222434
ACH-000108,-0.2527659021660724
ACH-000113,-0.14707635824617352
ACH-000116,-0.19564742763229087
ACH-000118,-0.08683461653395437
ACH-000120,-0.10183763858150416
ACH-000123,-0.06259584706555138
ACH-000127,-0.16125222780688053
ACH-000128,-0.2995715255123062
ACH-000132,-0.04728238439165551
ACH-000133,-0.15673778378880315
ACH-000137,-0.2800248020764831
ACH-000138,-0.05152740813273708
ACH-000142,-0.14026496921938772
ACH-000143,-0.09429437291065478
ACH-000146,-0.17207494948472588
ACH-000148,-0.14195738268259708
ACH-000150,-0.13644407077837709
ACH-000152,-0.2416243564513048
ACH-000153,-0.07133999600323067
ACH-000159,-0.2197040103556188
ACH-000160,-0.14725486703125962
ACH-000163,-0.0025825340265050005
ACH-000167,-0.1942448530705659
ACH-000168,-0.26826666450251185
ACH-000169,-0.197911088862814
ACH-000178,-0.1984525180507655
ACH-000183,-0.11293776595587535
ACH-000188,-0.18703968232893348
ACH-000189,-0.252553491108388
ACH-000190,-0.28036632833243874
ACH-000198,-0.12352244373070295
ACH-000203,-0.07058024691240045
ACH-000204,-0.13326433696215798
ACH-000206,-0.2588183670432012
ACH-000207,-0.3269194319601923
ACH-000208,-0.12678262966849793
ACH-000210,-0.2271117267981093
ACH-000211,-0.2555843000076839
ACH-000215,-0.13588678559801468
ACH-000221,-0.11699518974424768
ACH-000222,-0.13075240923941228
ACH-000223,-0.10280052922958367
ACH-000226,-0.2561124714784317
ACH-000227,-0.10445645355435927
ACH-000228,-0.003135480468712089
ACH-000231,-0.2598999500946726
ACH-000232,-0.13510999447277466
ACH-000233,-0.08364020016920964
ACH-000234,-0.13385710045929486
ACH-000235,-0.19770182815118376
ACH-000237,-0.2002669832833724
ACH-000238,-0.15853799830040854
ACH-000242,0.018415099745850903
ACH-000243,-0.2222339348636084
ACH-000244,-0.3752077284749645
ACH-000246,-0.22496106172471594
ACH-000248,-0.15086588262849562
ACH-000250,-0.2360516285634357
ACH-000251,0.23062370659017215
ACH-000252,-0.16802055750520506
ACH-000253,-0.23855208575547
ACH-000255,-0.12230925490245433
ACH-000256,-0.11762894853336825
ACH-000257,-0.17609522439592926
ACH-000258,0.2064270120183341
ACH-000259,-0.21027460712403095
ACH-000260,-0.1119804611428448
ACH-000261,-0.11708795051474047
ACH-000262,-0.17846699368926022
ACH-000263,-0.02558889019891564
ACH-000264,-0.3025897418660949
ACH-000265,-0.06418620230181288
ACH-000266,-0.20954122679747256
ACH-000272,-0.12449452624617507
ACH-000274,-0.05448750970878205
ACH-000277,-0.2171675909472616
ACH-000278,-0.20554819358882345
ACH-000279,-0.07884741621137427
ACH-000280,-0.21755610376694698
ACH-000281,-0.2188925079005969
ACH-000288,-0.26701561489570386
ACH-000291,-0.08555418257695747
ACH-000293,-0.15036188110005416
ACH-000294,-0.2732308983924461
ACH-000295,-0.02918411848923406
ACH-000296,-0.2117714258870907
ACH-000302,-0.13069854856611826
ACH-000304,-0.2728762780698729
ACH-000307,-0.2499234925748914
ACH-000308,-0.2324173791816526
ACH-000310,-0.21732773066666125
ACH-000311,-0.23546369329821684
ACH-000312,-0.16311123830319446
ACH-000315,-0.01291754003203622
ACH-000316,0.03037222912339921
ACH-000317,0.018289040265155796
ACH-000318,-0.2169426364310544
ACH-000319,-0.11218021483423224
ACH-000320,-0.12482419073840775
ACH-000322,-0.22176586921792127
ACH-000323,-0.06676854153107749
ACH-000324,-0.08730819968575451
ACH-000329,-0.2567664508153028
ACH-000330,-0.15857039373032078
ACH-000331,-0.20317850588626246
ACH-000332,-0.18713201127248988
ACH-000334,-0.08545131353647162
ACH-000335,0.14219249255989533
ACH-000336,-0.1958207327481788
ACH-000337,-0.3238653434769116
ACH-000338,-0.29113865473226325
ACH-000339,-0.2892889996496645
ACH-000341,-0.27708264875138555
ACH-000348,-0.1356859336600678
ACH-000350,-0.17205400731068068
ACH-000352,-0.14724976443223778
ACH-000356,-0.3747133610883856
ACH-000361,-0.226937668202521
ACH-000362,-0.07298725411389691
ACH-000363,-0.17973248965062433
ACH-000364,0.004395378229930625
ACH-000365,-0.2835132037364741
ACH-000366,-0.17273942120620042
ACH-000368,-0.1385641249316374
ACH-000374,-0.0934735188671544
ACH-000375,-0.01437265516231199
ACH-000376,-0.1098007098223358
ACH-000381,0.010913752648040329
ACH-000383,-0.17629219576784325
ACH-000387,-0.09829303688378917
ACH-000389,-0.3103381828319808
ACH-000390,-0.20818970006300508
ACH-000393,-0.23190561547339544
ACH-000395,-0.2625586823177347
ACH-000396,-0.16653224532507999
ACH-000397,-0.1916040293139904
ACH-000401,-0.0201706159670026
ACH-000402,-0.22556894905870986
ACH-000403,-0.2437075286291853
ACH-000404,-0.220456053445292
ACH-000406,-0.1532043683240011
ACH-000407,-0.023862322928661615
