,SPTSSA (171546)
ACH-000622,-0.3232508808465872
ACH-000623,-0.5100062245486554
ACH-000624,-0.4351451761635329
ACH-000627,-0.6165764202420194
ACH-000630,-0.7859787696232325
ACH-000631,-0.6730604037821011
ACH-000632,-0.3084284662814961
ACH-000633,-0.447118711878839
ACH-000637,-0.4942023251357636
ACH-000638,-0.4526555030033259
ACH-000646,-0.1828279431690429
ACH-000647,-0.3261284168319724
ACH-000648,-0.5392883148267013
ACH-000649,-0.9401664216024164
ACH-000651,-0.27872147275106685
ACH-000652,-0.3249817809489419
ACH-000653,-0.3643081580833408
ACH-000657,-0.2275543067315037
ACH-000658,-0.5451713530135167
ACH-000661,-0.0996994634817861
ACH-000662,-0.2795971678966758
ACH-000663,-0.5224165964670696
ACH-000665,-0.3956088548010763
ACH-000671,-1.2181647680082426
ACH-000672,-0.358381749521012
ACH-000673,-0.3209865568077589
ACH-000676,-0.3747847242186465
ACH-000677,-0.3559134183905387
ACH-000681,-0.4401046583512305
ACH-000683,-0.09629510324383424
ACH-000684,-0.9675306961152884
ACH-000688,-0.7903557624193978
ACH-000693,-0.3802020109932562
ACH-000694,-0.4116981955068335
ACH-000695,-0.32093396365316484
ACH-000696,-0.8039194726273546
ACH-000697,-0.7337009768594535
ACH-000699,-0.4732135792889624
ACH-000701,-0.5157999205521968
ACH-000706,-0.4868016439044709
ACH-000711,-0.5980035733615728
ACH-000713,-0.373462450301134
ACH-000714,-0.3880952192131328
ACH-000718,-0.44641764313388
ACH-000720,-0.5213143773101336
ACH-000721,-0.11690717005764005
ACH-000724,-0.8589066373476166
ACH-000725,-0.11807501112697505
ACH-000732,-0.6064238900708578
ACH-000734,-0.16822180528451305
ACH-000735,-0.43786718656786267
ACH-000736,-0.10574152373776492
ACH-000738,-0.691239473660266
ACH-000746,-0.2157698373022998
ACH-000747,-0.5567954197950966
ACH-000748,-0.4119480881141616
ACH-000753,-0.6242103400627682
ACH-000756,-0.3629406386693797
ACH-000757,-0.3854781387695994
ACH-000758,-0.6763648130815492
ACH-000760,-0.3190055877583489
ACH-000762,-0.4776594382860455
ACH-000763,-0.4042079106698213
ACH-000764,-0.4139457848042273
ACH-000765,-0.6527684934113691
ACH-000766,-0.6620427217077872
ACH-000767,-0.15893435698545424
ACH-000768,-0.643242105888314
ACH-000769,-0.2944124832240769
ACH-000770,-0.7187044882319822
ACH-000771,-0.7203191078954265
ACH-000773,-0.5459993488319236
ACH-000776,-0.4056599882618955
ACH-000777,-0.3774317705511375
ACH-000778,-0.471954977653359
ACH-000781,-0.213855460578928
ACH-000782,-0.525519725171222
ACH-000783,-0.2644564999419232
ACH-000784,-0.3796140574195034
ACH-000785,-0.06653473110145451
ACH-000787,-0.4245163350410484
ACH-000788,-0.378680605177623
ACH-000791,-0.5421955567500942
ACH-000792,-0.6681115101133841
ACH-000794,-1.0533462729601224
ACH-000796,-0.547899882053749
ACH-000798,-0.4322759933549707
ACH-000799,-0.4621148352363246
ACH-000800,-0.5385001353979987
ACH-000802,-0.29361970553038
ACH-000804,-0.3932212692165024
ACH-000805,-0.33863157598194343
ACH-000809,-0.295826671184872
ACH-000810,-0.244570685927613
ACH-000811,-0.1946439253412002
ACH-000817,-0.584870683189798
ACH-000819,-0.1812647806618356
ACH-000820,-0.5541052498697177
ACH-000821,-0.2292269712648331
ACH-000822,-0.3676211245676789
ACH-000823,-0.537883887849598
ACH-000824,-0.5507821164348342
ACH-000827,-0.4747721758175957
ACH-000829,-0.6706464649162559
ACH-000831,-0.3801242850529196
ACH-000832,-0.6389038921217208
ACH-000833,-0.2587138976992612
ACH-000834,-0.3646416074408053
ACH-000835,-0.6673142469397446
ACH-000836,-0.6309022723339078
ACH-000837,-0.3525039704100094
ACH-000838,-1.0042369421358437
ACH-000839,-0.8703529535924367
ACH-000840,-0.8410642684093497
ACH-000841,-0.478892622306811
ACH-000843,-0.7153857753114405
ACH-000846,-0.4284580876586761
ACH-000847,-0.31752162050336
ACH-000848,-0.3701154998844397
ACH-000849,-0.3403593463135557
ACH-000851,-0.5941901582679228
ACH-000855,-0.3772402859942034
ACH-000856,-0.8161040860703539
ACH-000858,-0.2726444269100757
ACH-000859,-0.4406753378143917
ACH-000861,-0.6896297490078585
ACH-000862,-0.0932536606017373
ACH-000865,-0.2387148744453925
ACH-000866,-0.318889405727984
ACH-000867,-0.4507104338122141
ACH-000869,-0.3169646713634754
ACH-000872,-0.2697536774613352
ACH-000873,-0.37075187662748027
ACH-000876,-0.29545573854393
ACH-000878,-0.6024133613032274
ACH-000880,-0.7285683111102552
ACH-000881,-0.5210293117668905
ACH-000882,-0.7765001185533786
ACH-000884,-0.253605154112973
ACH-000885,-0.5219965996754955
ACH-000887,-0.5562214276450174
ACH-000889,-0.38869188563208495
ACH-000896,-0.6304137178859321
ACH-000898,-0.39032308659252013
ACH-000900,-0.3305446158451907
ACH-000901,-0.25324642889462545
ACH-000905,-0.5584746296680062
ACH-000906,-0.2988883879360212
ACH-000907,-0.6067905367505959
ACH-000910,-0.14252465041828094
ACH-000911,-0.5380928121723954
ACH-000912,-0.7491176453390109
ACH-000913,-0.4842947488184785
ACH-000915,-0.7668672565264023
ACH-000916,-0.1438412653755894
ACH-000917,-0.6181039539325773
ACH-000920,-0.6660849732887267
ACH-000921,-0.5380309876269549
ACH-000924,-0.4338567187657911
ACH-000926,-0.4411964905888893
ACH-000928,-0.787810159391877
ACH-000929,-0.2983352596654834
ACH-000932,-0.3480261419930897
ACH-000935,-0.7175707095132445
ACH-000936,-0.5283339929670129
ACH-000937,-0.22255066475091326
ACH-000938,-0.3974088809398734
ACH-000939,-0.3645135749419279
ACH-000941,-0.38586273177144825
ACH-000943,-0.3114101488263962
ACH-000946,-0.6186848293518347
ACH-000947,-0.30173528183262105
ACH-000948,-0.539061104042342
ACH-000950,-0.5135645839505055
ACH-000953,-0.25233413040961866
ACH-000954,-0.1204432892914616
ACH-000957,-0.4577657855956663
ACH-000958,-0.40721760744660696
ACH-000960,-0.3878732518940528
ACH-000963,-0.3547597133455821
ACH-000968,-0.531639884009623
ACH-000969,-0.27336655776647784
ACH-000972,-0.3135813219046845
ACH-000973,-0.3330543633036471
ACH-000974,-0.2856606227624758
ACH-000978,-0.4160938483895199
ACH-000984,-0.14006554162596596
ACH-000986,-0.2708606451222799
ACH-000988,-0.6289360760512341
ACH-000993,-0.3988057580603603
ACH-000994,-0.4374955665165277
ACH-000996,-0.2878780539095511
ACH-001001,-0.31215689375219585
ACH-001020,-0.6195879056659912
ACH-001028,-0.21395097825136924
ACH-001031,0.2830356840450223
ACH-001038,-0.24702291079547534
ACH-001048,-0.6030115319944965
ACH-001050,-0.55997288907416
ACH-001053,-0.3822124433382845
ACH-001054,-0.3891058658072333
ACH-001061,-0.31766660382571865
ACH-001067,-0.4202590157164693
ACH-001075,-0.3015733913932761
ACH-001096,-0.2742575975908067
ACH-001111,-0.19275886565343145
ACH-001119,-0.36454456050037304
ACH-001128,-0.2770365728104943
ACH-001134,-0.5961606785768019
ACH-001151,-0.3339601217891041
ACH-001163,-0.36878440392365786
ACH-001164,-0.4478466878696357
ACH-001183,-0.16398297280307725
ACH-001192,-0.4444071978012485
ACH-001193,-0.2633087179688797
ACH-001196,-0.5498892904297523
ACH-001197,-0.3400529329881793
ACH-001205,-0.6669331491165457
ACH-001211,-0.2532358885756139
ACH-001212,-0.051421060822859736
ACH-001228,-0.2555499174638076
ACH-001232,-0.7482773440785353
ACH-001239,-0.2376498445013399
ACH-001270,-0.2812661570615177
ACH-001274,-0.6136518665433487
ACH-001275,-0.3429980965249431
ACH-001277,-0.3674121187050292
ACH-001278,-0.21840475071849585
ACH-001280,-0.4397889004058425
ACH-001283,-0.4418624614193221
ACH-001289,-0.1923741239415128
ACH-001300,-0.20646032900249184
ACH-001301,-0.4501963656991964
ACH-001302,-0.2426336337216471
ACH-001306,-0.5309215985310364
ACH-001318,-0.1560760630456779
ACH-001322,-0.09325454341954548
ACH-001328,-0.5329689810782745
ACH-001332,-0.3254426457001418
ACH-001336,-0.36843493031786667
ACH-001346,-0.4784431119133621
ACH-001353,-0.8664390538654486
ACH-001354,-0.3101943223743442
ACH-001367,-0.2717185048621215
ACH-001368,-0.23988608952824125
ACH-001374,-0.5076056530898921
ACH-001377,-0.27432685335342083
ACH-001380,-0.4881452765745298
ACH-001391,-0.40468163676971136
ACH-001408,-0.2509149260822753
ACH-001430,-0.196084043736497
ACH-001431,-0.3844856145216259
ACH-001450,-0.23654673004822002
ACH-001496,-0.5244738993720985
ACH-001500,-0.34926469669681137
ACH-001523,-0.4202337604861797
ACH-001532,-0.4363595525966021
ACH-001550,-0.47867413607638
ACH-001552,-0.4592003563881691
ACH-001554,-0.626497652912381
ACH-001654,-0.3210923762750737
ACH-001735,-0.6558870685068251
ACH-001736,-0.4207467299730979
ACH-001737,-1.3633314043928093
ACH-001740,-0.27538042890090425
ACH-001745,-0.2852906807846227
ACH-001765,-0.3003571590216478
