,HIST1H3F (8968)
ACH-000004,-0.2671510267724231
ACH-000005,-0.4407264212495371
ACH-000007,-0.013648606420260915
ACH-000009,-0.2144462292988812
ACH-000011,-0.1796260352539273
ACH-000012,-0.24379300882342794
ACH-000013,-0.02387524110313721
ACH-000014,-0.3068999382983176
ACH-000015,-0.20193723009970227
ACH-000017,-0.2083211562904148
ACH-000018,-0.05253765918679135
ACH-000019,-0.2470842210292529
ACH-000021,-0.10574025748697673
ACH-000022,-0.05945623408863144
ACH-000025,-0.08591933258537764
ACH-000028,-0.16221577897116954
ACH-000030,-0.1291829075117665
ACH-000035,-0.3491959644671827
ACH-000036,-0.14598445797899207
ACH-000037,-0.1672666602828866
ACH-000039,-0.2082849644570073
ACH-000040,-0.2182236425437828
ACH-000041,-0.07998093582620508
ACH-000042,-0.1166289742143322
ACH-000045,-0.13529701603850885
ACH-000047,-0.2815643705952633
ACH-000052,-0.2625329160897738
ACH-000053,-0.08887247806800877
ACH-000054,-0.1611733439301167
ACH-000055,-0.24799997764213064
ACH-000060,-0.2473645644303717
ACH-000067,-0.2680218186462646
ACH-000070,-0.29881898673458474
ACH-000075,-0.3212268185372059
ACH-000078,-0.10416870397698773
ACH-000082,-0.21867014660402115
ACH-000085,-0.20789506243581046
ACH-000086,-0.2820991810464241
ACH-000087,-0.2367645104481783
ACH-000092,-0.2184443354004964
ACH-000095,-0.19831022104170715
ACH-000097,-0.21883114841859835
ACH-000098,-0.19848715817904067
ACH-000099,-0.1308652780584632
ACH-000108,-0.14994223375810306
ACH-000113,-0.184438737579878
ACH-000116,-0.13970457173898246
ACH-000118,-0.20674237904725268
ACH-000120,-0.05388541164814618
ACH-000123,-0.11923379579652595
ACH-000127,-0.18461545809910795
ACH-000128,-0.05358425632391891
ACH-000132,-0.13105177590346173
ACH-000133,-0.21005163172964195
ACH-000137,-0.354498337803946
ACH-000138,-0.1522895748840074
ACH-000142,-0.16450887130548722
ACH-000143,-0.04821184712141687
ACH-000146,-0.17290359196682356
ACH-000148,-0.14898562284409725
ACH-000150,-0.14650662988215948
ACH-000152,-0.21598677377480213
ACH-000153,-0.04435394373473064
ACH-000159,-0.16536954937386336
ACH-000160,-0.2847816363059061
ACH-000163,-0.2009805193726386
ACH-000167,-0.3578021737180553
ACH-000168,-0.27600126794254426
ACH-000169,-0.2257496965032111
ACH-000178,-0.2966618501309711
ACH-000183,-0.10935800244924057
ACH-000188,-0.2739108692484954
ACH-000189,0.19141040057941552
ACH-000190,-0.3740138279143389
ACH-000198,-0.26251940858943484
ACH-000203,0.1936579491546506
ACH-000204,0.01767002522253929
ACH-000206,-0.5847240953931171
ACH-000207,-0.1919099012754545
ACH-000208,-0.2399034194497277
ACH-000210,-0.09405049681283817
ACH-000211,-0.16422662306276206
ACH-000215,-0.17210859676755955
ACH-000221,-0.025735659822020317
ACH-000222,-0.11169549473897787
ACH-000223,-0.338735483784088
ACH-000226,-0.17320717365875762
ACH-000227,-0.05630209598220379
ACH-000228,-0.17707767387702888
ACH-000231,-0.2514630477277172
ACH-000232,-0.06807483227118218
ACH-000233,-0.18307653538673227
ACH-000234,-0.04848518137826648
ACH-000235,-0.18277307549812896
ACH-000237,-0.20733933414508499
ACH-000238,-0.13143808675501906
ACH-000242,0.373878682504809
ACH-000243,-0.1198384272827367
ACH-000244,-0.08376476004802655
ACH-000246,-0.18617192621701129
ACH-000248,-0.1187145543586419
ACH-000250,-0.13287604831380506
ACH-000251,-0.400141118065634
ACH-000252,-0.013316669243963238
ACH-000253,-0.1846412811340397
ACH-000255,-0.10592357158708997
ACH-000256,-0.04725473902210402
ACH-000257,-0.045741839214039605
ACH-000258,-0.4364187374723734
ACH-000259,-0.19462527747780087
ACH-000260,-0.14734260835974444
ACH-000261,-0.16024037579007067
ACH-000262,-0.11937894822058798
ACH-000263,0.010150994516942971
ACH-000264,-0.151848413471933
ACH-000265,-0.19861641648220585
ACH-000266,-0.1819701685425424
ACH-000272,-0.07578627603050042
ACH-000274,-0.11326449991510185
ACH-000277,-0.27589866156181553
ACH-000278,-0.1516528347786197
ACH-000279,-0.1333449118878336
