,ZSCAN5A (79149)
ACH-000004,-0.3214594435707988
ACH-000005,-0.19265984203317849
ACH-000007,0.07402030273296757
ACH-000009,-0.021399707208462702
ACH-000011,0.03991893780780845
ACH-000012,-0.11465449534840498
ACH-000013,-0.14488985073033972
ACH-000014,-0.1199514099437818
ACH-000015,-0.09342981561374407
ACH-000017,-0.05297418379021105
ACH-000018,0.17986185863743034
ACH-000019,0.03612068085533946
ACH-000021,-0.11866704378106033
ACH-000022,-0.20383540427666685
ACH-000025,0.020110698844699272
ACH-000028,-0.12294332502587806
ACH-000030,-0.29497591568500586
ACH-000035,0.1127285900675776
ACH-000036,0.03982350993450951
ACH-000037,0.026376830385586462
ACH-000039,0.03759765931214338
ACH-000040,-0.12158727199390976
ACH-000041,0.0318668213544717
ACH-000042,0.024661699744930717
ACH-000045,-0.12312715891307938
ACH-000047,0.006590516746104246
ACH-000052,-0.29363857014007405
ACH-000053,-0.0807590641375319
ACH-000054,-0.1809450969548841
ACH-000055,-0.06500231758411312
ACH-000060,0.028314169845558974
ACH-000067,-0.05321279390920816
ACH-000070,-0.17952429252337834
ACH-000075,0.008053646965690758
ACH-000078,-0.08276593775798469
ACH-000082,-0.1327022994018413
ACH-000085,0.09875431813453528
ACH-000086,-0.0829510499365458
ACH-000087,-0.06732789748216393
ACH-000092,-0.06912111197880402
ACH-000095,-0.11716322489174867
ACH-000097,-0.06529278429506849
ACH-000098,-0.04826684643075863
ACH-000099,-0.18450096050862827
ACH-000108,-0.1561898820251416
ACH-000113,-0.111390495461978
ACH-000116,-0.06884458515874853
ACH-000118,-0.04001029439316872
ACH-000120,0.0842878669588694
ACH-000123,-0.08109799503269194
ACH-000127,-0.17361683618032314
ACH-000128,-0.12097054137577552
ACH-000132,-0.0640993964696172
ACH-000133,-0.043691098441988714
ACH-000137,0.16614133693682506
ACH-000138,-0.2266067993939884
ACH-000142,-0.1264676062298187
ACH-000143,-0.08647861768540957
ACH-000146,-0.02695718945301096
ACH-000148,-0.07244493170135276
ACH-000150,-0.19991883864069468
ACH-000152,-0.040394521735287785
ACH-000153,-0.19768889184606228
ACH-000159,-0.12672557397866807
ACH-000160,-0.10114733089809157
ACH-000163,-0.03929092277058998
ACH-000167,-0.21940233206065315
ACH-000168,0.016228715316586734
ACH-000169,-0.018263064810755344
ACH-000178,-0.01035883933012513
ACH-000183,-0.0155403949129421
ACH-000188,-0.008213354793540061
ACH-000189,0.17862848514157842
ACH-000190,-0.029501986036324805
ACH-000198,0.06337696009741067
ACH-000203,0.2398201967362352
ACH-000204,-0.2339447475416777
ACH-000206,0.05653685591138705
ACH-000207,0.07454589255895212
ACH-000208,-0.11404830073603288
ACH-000210,-0.2855891305585956
ACH-000211,-0.08562224121705385
ACH-000215,-0.0930788543549676
ACH-000221,-0.1063822697649232
ACH-000222,-0.06369885555541986
ACH-000223,-0.062432689289137575
ACH-000226,0.008046402626179842
ACH-000227,-0.031502853022775765
ACH-000228,-0.056226752371430634
ACH-000231,-0.039838421882631744
ACH-000232,-0.13359407746041366
ACH-000233,-0.18320602067935188
ACH-000234,0.0023477389827819845
ACH-000235,-0.03189933847300717
ACH-000237,-0.22143188471685027
ACH-000238,-0.07523908963253008
ACH-000242,-0.35954136970630796
ACH-000243,-0.25725366822508683
ACH-000244,-0.14900544021990353
ACH-000246,-0.12180420824388673
ACH-000248,0.004121245324969236
ACH-000250,-0.06861611776852232
ACH-000251,-0.08355629302587772
