,CALY (50632)
ACH-000004,0.07135230498019808
ACH-000005,0.4134116233691583
ACH-000007,0.04499832355126876
ACH-000009,-0.0036696548338496
ACH-000011,0.2133071666344091
ACH-000012,0.14487210419388802
ACH-000013,0.2651306348021491
ACH-000014,0.18029486216553287
ACH-000015,0.18808571642483024
ACH-000017,0.1638009814681632
ACH-000018,0.1726585217692366
ACH-000019,-0.0969723876623455
ACH-000021,0.1542652452375782
ACH-000022,0.03153908658821955
ACH-000025,0.13257299689966442
ACH-000028,0.14046109842767385
ACH-000030,0.02925079464182322
ACH-000035,0.16747811209826288
ACH-000036,0.11940008703698494
ACH-000037,0.2529493691050933
ACH-000039,0.3100709625216199
ACH-000040,0.09233474315561274
ACH-000041,0.08470185176803177
ACH-000042,-0.015876993582497636
ACH-000045,0.18816319455088676
ACH-000047,0.03449572017708105
ACH-000052,0.17201479007566872
ACH-000053,0.13604774379970133
ACH-000054,0.16987838437178832
ACH-000055,0.16753492286966146
ACH-000060,0.06668191838948705
ACH-000067,0.010104184567304214
ACH-000070,0.13671294560601868
ACH-000075,0.17615671262821253
ACH-000078,0.09103429588450804
ACH-000082,0.1269947181514568
ACH-000085,0.11588541225334335
ACH-000086,0.10095304806612336
ACH-000087,0.22348363974362395
ACH-000092,0.09736484327586167
ACH-000095,0.1271635726933382
ACH-000097,0.15142018951885594
ACH-000098,0.10031422212472632
ACH-000099,0.035983731583820754
ACH-000108,0.1244661803033586
ACH-000113,0.12169059019150018
ACH-000116,0.16813056361212722
ACH-000118,0.06993586771578197
ACH-000120,-0.10484198261316167
ACH-000123,0.0669634300940162
ACH-000127,0.14681637311121154
ACH-000128,0.10118701445709284
ACH-000132,0.06970965918439381
ACH-000133,0.053276102710594304
ACH-000137,0.0897807416631758
ACH-000138,0.0566865222171206
ACH-000142,0.09416826819888097
ACH-000143,0.0251531110623335
ACH-000146,0.14294728279611893
ACH-000148,0.17710517069543666
ACH-000150,-0.12880358089691835
ACH-000152,-0.05530981746435785
ACH-000153,0.14522356505515158
ACH-000159,0.030325102465905363
ACH-000160,0.10645650659507266
ACH-000163,0.2975244317825847
ACH-000167,0.03918801001175861
ACH-000168,0.14082546227574416
ACH-000169,-0.09767621580643457
ACH-000178,0.03152687059269469
ACH-000183,-0.02627666642147863
ACH-000188,-0.020594072541817096
