,KCNRG (283518)
ACH-000004,-0.14518933768082312
ACH-000005,-0.19430250736036456
ACH-000007,-0.21437574674971985
ACH-000009,0.03540710722244088
ACH-000011,0.006777138715266981
ACH-000012,-0.09599732149288036
ACH-000013,-0.02704956065201395
ACH-000014,-0.0011532064516004573
ACH-000015,-0.0700204461589839
ACH-000017,0.02330562388493841
ACH-000018,-0.026761486977194174
ACH-000019,-0.08736771362354792
ACH-000021,0.004661523887240217
ACH-000022,0.06271572614180368
ACH-000025,-0.076322232180714
ACH-000028,0.12109589849354264
ACH-000030,-0.01884019730150682
ACH-000035,-0.013866733498388628
ACH-000036,-0.041012124467218615
ACH-000037,0.00904823786112975
ACH-000039,-0.0508426197132198
ACH-000040,-0.1597333159778881
ACH-000041,0.02151786426713176
ACH-000042,-0.019643071047299596
ACH-000045,0.05596825965256226
ACH-000047,-0.0003252498027981901
ACH-000052,-0.054998442476977515
ACH-000053,0.1305441227471567
ACH-000054,-0.08972164109094563
ACH-000055,-0.14817012258812462
ACH-000060,-0.1148605976282459
ACH-000067,-0.12489864315311353
ACH-000070,-0.04070666617832972
ACH-000075,-0.037824556719509114
ACH-000078,-0.0006883222568519478
ACH-000082,-0.18600207203233526
ACH-000085,0.1438086209274161
ACH-000086,0.01673948717103714
ACH-000087,0.0440244945262695
ACH-000092,-0.040897508345952606
ACH-000095,-0.15547419962296355
ACH-000097,-0.060614756330709625
ACH-000098,-0.020468679823483136
ACH-000099,-0.05508501704465338
ACH-000108,0.028643474400242463
ACH-000113,0.023659026369868788
ACH-000116,-0.007967884085767344
ACH-000118,-0.06280581006609805
ACH-000120,-0.10967889819427773
ACH-000123,-0.07612983714235676
ACH-000127,-0.05834437835824749
ACH-000128,-0.03936658977994845
ACH-000132,-0.023354462773780848
ACH-000133,-0.1646999481891492
ACH-000137,0.012621404970515535
ACH-000138,-0.033393564242103865
ACH-000142,-0.010183476782340084
ACH-000143,-0.10329501281636552
ACH-000146,-0.12288128336606913
ACH-000148,0.0003950459238652372
ACH-000150,-0.035398435244355916
ACH-000152,-0.2085888399026646
ACH-000153,0.1921872998880344
ACH-000159,-0.07856789048832061
ACH-000160,-0.011319110001771323
ACH-000163,0.06439921555895918
ACH-000167,-0.3172648352424106
ACH-000168,0.0003984568666932514
ACH-000169,0.06388120945061491
ACH-000178,0.014790132002817915
ACH-000183,0.03559816637548755
ACH-000188,0.03638572490084424
ACH-000189,0.09570820289921024
ACH-000190,0.05475689678017495
ACH-000198,0.1199867077620952
ACH-000203,0.16348975308370836
ACH-000204,0.07058171801871496
ACH-000206,-0.1260604119114195
ACH-000207,0.06174503615639741
ACH-000208,0.12599363473745082
ACH-000210,-0.08717796245413863
ACH-000211,0.020605975206545276
ACH-000215,-0.004469746675517829
ACH-000221,0.12297977721513563
ACH-000222,0.10090267367673976
ACH-000223,-0.16656157920225212
ACH-000226,0.06691658366706282
ACH-000227,0.051133862629881406
ACH-000228,-0.04289009131270948
ACH-000231,-0.0762718526776949
ACH-000232,-0.02761084460366147
ACH-000233,0.046401107560382696
ACH-000234,-0.03709264619804172
ACH-000235,0.033693757255333925
ACH-000237,0.02645109825306443
ACH-000238,-0.0751681288376906
