,SNTG1 (54212)
ACH-000004,0.1904927881334248
ACH-000005,-0.2689746020720046
ACH-000007,0.2201771306597104
ACH-000009,0.1879360376357955
ACH-000011,0.028693333840160908
ACH-000012,0.10991987668467676
ACH-000013,0.2196918193637324
ACH-000014,0.06733980552916792
ACH-000015,0.21105632818062808
ACH-000017,0.12058393980560192
ACH-000018,0.0612253631348132
ACH-000019,0.32517562537419425
ACH-000021,0.10177940319935354
ACH-000022,0.07080530311598615
ACH-000025,0.00307309055611636
ACH-000028,0.14268215403576134
ACH-000030,0.1479925793674432
ACH-000035,0.037628548329950384
ACH-000036,0.02131137199482247
ACH-000037,-0.061251607717154724
ACH-000039,0.054779982233650916
ACH-000040,0.2388846682069331
ACH-000041,0.04284883680268596
ACH-000042,0.14278170757511832
ACH-000045,0.16845017071380772
ACH-000047,0.08770472353478298
ACH-000052,0.09166913953126177
ACH-000053,0.08173351135432033
ACH-000054,0.07510101255917576
ACH-000055,-0.08217725003475346
ACH-000060,0.0057971184363383955
ACH-000067,0.1067642055921956
ACH-000070,0.005596277089489989
ACH-000075,0.045214764132446204
ACH-000078,0.10716280711017892
ACH-000082,0.09075215951952703
ACH-000085,-0.011881985615856494
ACH-000086,0.2330036736599001
ACH-000087,0.0837858009256379
ACH-000092,0.032263631955721
ACH-000095,0.2404562670300691
ACH-000097,0.10728925573596887
ACH-000098,0.07636266662107545
ACH-000099,0.0810556675457143
ACH-000108,0.08305558134723813
ACH-000113,0.10659446586011792
ACH-000116,-0.018016094820672717
ACH-000118,0.14322088130493282
ACH-000120,0.26371139939810145
ACH-000123,0.06160360419703265
ACH-000127,0.05385241760946899
ACH-000128,0.07916120355876083
ACH-000132,0.15537359690948108
ACH-000133,0.14745141025876796
ACH-000137,0.2466839591303645
ACH-000138,0.10248229919797404
ACH-000142,0.019027242104526342
ACH-000143,0.16311974088903536
ACH-000146,0.09221424784736068
ACH-000148,0.08720338360687226
ACH-000150,0.08297908862294312
ACH-000152,0.011493987869969996
ACH-000153,-0.11141752349319964
ACH-000159,0.040088043734954296
ACH-000160,0.1455265258137731
ACH-000163,0.07413805101574572
ACH-000167,-0.4285551954438406
ACH-000168,0.2229908849316384
ACH-000169,0.1882994085518542
ACH-000178,0.11665969382800692
