,CRIM1 (51232)
ACH-000004,-0.07299616871028193
ACH-000005,-0.17781222396692173
ACH-000007,-0.09033828897523176
ACH-000009,-0.04681053822561839
ACH-000011,-0.3348759938371576
ACH-000012,0.006991899303481165
ACH-000013,-0.018640708312097718
ACH-000014,-0.1578152175326478
ACH-000015,-0.041189190805127146
ACH-000017,-0.1711588461539746
ACH-000018,-0.1732043997506712
ACH-000019,0.047997782279366484
ACH-000021,-0.1912631206198961
ACH-000022,-0.0671051478018125
ACH-000025,-0.10439148804801204
ACH-000028,-0.2050223178014963
ACH-000030,-0.17276692761703322
ACH-000035,-0.09704456556982437
ACH-000036,-0.055095692147676574
ACH-000037,-0.17714631097400896
ACH-000039,-0.08069264819648841
ACH-000040,-0.041982853744322236
ACH-000041,-0.0393153556438664
ACH-000042,-0.095960259885893
ACH-000045,-0.13918108208976676
ACH-000047,-0.04117014988658089
ACH-000052,-0.17384391522233142
ACH-000053,-0.12836235436742752
ACH-000054,-0.05974027667998445
ACH-000055,-0.3220816952958214
ACH-000060,-0.14985259908837806
ACH-000067,-0.04643980532863083
ACH-000070,-0.19037573783249195
ACH-000075,-0.3019924735746452
ACH-000078,-0.1334131182874156
ACH-000082,0.05691534418512604
ACH-000085,-0.20468895277465474
ACH-000086,-0.022881049949606515
ACH-000087,-0.09081276999825368
ACH-000092,-0.17331780829187785
ACH-000095,-0.15719127379368505
ACH-000097,0.09322578274580083
ACH-000098,-0.1485567105632616
ACH-000099,-0.09088452496957863
ACH-000108,-0.1835651878686168
ACH-000113,-0.019269909689408383
ACH-000116,-0.09971021474747126
ACH-000118,-0.06303616614866983
ACH-000120,-0.1075657190237717
ACH-000123,-0.1719604563672648
ACH-000127,-0.011547223541792093
ACH-000128,-0.1825129913498331
ACH-000132,-0.11431555848981895
ACH-000133,-0.20901889654648628
ACH-000137,-0.08706228412887931
ACH-000138,-0.07596457504048572
ACH-000142,-0.0642288632541336
ACH-000143,-0.16482182674708454
ACH-000146,-0.14425364422765896
ACH-000148,-0.04052642398906765
ACH-000150,-0.00653566071563574
ACH-000152,-0.061813434700423366
ACH-000153,-0.004219795847500689
ACH-000159,0.0025936826665832386
ACH-000160,-0.1471892083657824
ACH-000163,-0.12653474454088293
ACH-000167,-0.04737088357689018
ACH-000168,0.08429620052867559
ACH-000169,-0.18348654428534225
ACH-000178,-0.07524075744915508
ACH-000183,0.028494615218862814
ACH-000188,-0.16927842409479005
ACH-000189,0.0897907483180631
