,ZDBF2 (57683)
ACH-000004,0.031225263784149037
ACH-000005,0.381500109865212
ACH-000007,0.04392862098169553
ACH-000009,-0.12355464031284172
ACH-000011,0.04278811790566354
ACH-000012,0.02347397048290128
ACH-000013,0.012007868162852313
ACH-000014,-0.01700237387705793
ACH-000015,-0.05530514457738415
ACH-000017,-0.02759254154635436
ACH-000018,0.1121368273766466
ACH-000019,0.09395018491913884
ACH-000021,0.07360299742203509
ACH-000022,-0.0834842821303452
ACH-000025,0.014519083328841866
ACH-000028,-0.018758520246311056
ACH-000030,0.10084398146574433
ACH-000035,0.2351692965680904
ACH-000036,0.04144688693404335
ACH-000037,0.06001910279678505
ACH-000039,-0.02317869445902205
ACH-000040,0.003014269633527551
ACH-000041,-0.057072791316834584
ACH-000042,0.012887494317314278
ACH-000045,0.0057106991924422935
ACH-000047,-0.019246109076774414
ACH-000052,0.0014097417738449722
ACH-000053,-0.02799416649126991
ACH-000054,-0.011980880406678242
ACH-000055,0.16402538099389266
ACH-000060,-0.026523285980935504
ACH-000067,0.1487433515546616
ACH-000070,0.054536723547493726
ACH-000075,-0.10048137620020106
ACH-000078,-0.2041037383621546
ACH-000082,-0.07784855169448845
ACH-000085,0.2275417677305266
ACH-000086,0.11218189321379346
ACH-000087,-0.016503904249279187
ACH-000092,0.05790785932995311
ACH-000095,0.09136618001534616
ACH-000097,0.08774395553320652
ACH-000098,-0.10613212988045216
ACH-000099,-0.06772646791214744
ACH-000108,0.04509327215186313
ACH-000113,-0.0023644925695164645
ACH-000116,0.03934651002480802
ACH-000118,0.02415166732321818
ACH-000120,0.005316109159088904
ACH-000123,0.09076060957283312
ACH-000127,0.14407659287582433
ACH-000128,-0.04649834658194157
ACH-000132,0.07691334665209443
ACH-000133,0.01640040804322322
ACH-000137,-0.01321475540626756
ACH-000138,0.00010834093893560865
ACH-000142,-0.08383770571047078
ACH-000143,-0.024094500894702428
ACH-000146,-0.004256953129681627
ACH-000148,-0.021639738850389258
ACH-000150,0.022819315596061037
ACH-000152,0.0382397052174524
ACH-000153,-0.1643448195329315
ACH-000159,0.04626457992972313
ACH-000160,0.0902412888725079
ACH-000163,0.04882034324220591
ACH-000167,0.1906165498862457
ACH-000168,0.04479401907832371
ACH-000169,0.08915195692008512
ACH-000178,-0.04790689215772193
ACH-000183,-0.08795711408465487
ACH-000188,0.04572707097565379
ACH-000189,0.025258994732504245
ACH-000190,-0.3379725580410657
ACH-000198,0.06420217965033438
ACH-000203,0.698277169104791
ACH-000204,-0.08930826162669203
ACH-000206,0.07973256269743205
ACH-000207,0.18272853975086376
ACH-000208,-0.11551287415684736
ACH-000210,0.2678551271672617
ACH-000211,-0.013164737992702557
ACH-000215,-0.016794738421295488
ACH-000221,-0.03606596279721792
ACH-000222,0.03402047008532458
ACH-000223,-0.005073453920833354
ACH-000226,0.04901719694287316
ACH-000227,-0.08541564827270155
ACH-000228,0.04763029274471733
ACH-000231,-0.02430846768447086
ACH-000232,0.019371620100196853
ACH-000233,0.08753221229259205
ACH-000234,-0.021221279152856074
ACH-000235,-0.008169094890327225
ACH-000237,0.04650502077408511
ACH-000238,0.004470616362404188
ACH-000242,-0.0680048109481721
ACH-000243,0.06798150081126865
ACH-000244,0.0003445639864241867
ACH-000246,0.041002111276111065
ACH-000248,-0.0704325617036143
ACH-000250,0.05810828910170216
ACH-000251,0.1765499353453023
ACH-000252,0.05504523040307408
ACH-000253,0.01852179384352272
ACH-000255,-0.0434669822016599
ACH-000256,0.1208065652609884
ACH-000257,0.020501568243339343
ACH-000258,0.12292063101008767
ACH-000259,-0.017198764672790353
ACH-000260,0.0006529333245895064
ACH-000261,0.01823131023176235
ACH-000262,0.10676926749669144
ACH-000263,0.08366966185522864
ACH-000264,0.0961210812716647
ACH-000265,0.02257942952827108
ACH-000266,0.03663881346250375
ACH-000272,0.00670733256992405
ACH-000274,0.01942041697931457
ACH-000277,0.07882675325681028
ACH-000278,0.07160360398207925
ACH-000279,-0.0035897325947044367
ACH-000280,0.040715114936120005
ACH-000281,0.06466878304260905
ACH-000288,-0.008663647628998943
ACH-000291,0.02173075635167972
ACH-000293,0.07828621480643952
ACH-000294,0.036022228922041884
ACH-000295,-0.2881750300482899
ACH-000296,-0.04843718295450072
ACH-000302,0.02070438142191692
ACH-000304,-0.031444709611592056
ACH-000307,-0.08503650416693546
ACH-000308,0.03448947094900587
ACH-000310,0.13868651877566016
ACH-000311,0.0015761170775013904
ACH-000312,0.037572408678292216
ACH-000315,0.16447570373656198
ACH-000316,0.09679453478795152
ACH-000317,-0.018041236355237716
ACH-000318,0.03793746167859507
ACH-000319,-0.05059315684601503
ACH-000320,0.030144019308519118
ACH-000322,0.02113935240624954
ACH-000323,0.11183769702038213
ACH-000324,-0.030662640278975577
ACH-000329,-0.004507881363889
ACH-000330,0.05075933811053373
ACH-000331,0.024851954917184726
ACH-000332,0.036264758007869165
ACH-000334,0.1865075510999088
ACH-000335,0.18920584115689293
ACH-000336,0.08239320649467204
ACH-000337,0.16368476266369095
ACH-000338,-0.3284003453573502
ACH-000339,-0.0362676102912831
ACH-000341,0.11398447644230895
ACH-000348,-0.028422679960900456
ACH-000350,-0.04465186835162567
ACH-000352,-0.040939433657657016
ACH-000356,0.06471721004951134
ACH-000361,-0.10167578818144132
ACH-000362,-7.437383530249224e-05
ACH-000363,0.02231226101124962
ACH-000364,0.17530063685361735
ACH-000365,0.08835361603646873
ACH-000366,-0.05566355331726349
ACH-000368,-0.003821045315494367
ACH-000374,0.055104821511982455
ACH-000375,0.07368754192308508
ACH-000376,0.07927503755217362
ACH-000381,-0.1711780150176239
ACH-000383,0.03186136652879343
ACH-000387,0.10577597177992401
ACH-000389,0.01320752552328713
ACH-000390,0.08035368593079016
ACH-000393,0.11685190480189815
ACH-000395,0.04971293684162021
