,RFXANK (8625)
ACH-000004,-0.19227404309104454
ACH-000005,-0.20375404100947184
ACH-000007,-0.30543849933290484
ACH-000009,-0.08878420767874719
ACH-000011,-0.08823786566869317
ACH-000012,-0.25362550657200245
ACH-000013,-0.13672306794444086
ACH-000014,-0.12688335013792748
ACH-000015,-0.2585082635514722
ACH-000017,-0.14996195448861785
ACH-000018,-0.17763515909048982
ACH-000019,-0.13371634743705382
ACH-000021,-0.25181768702919544
ACH-000022,-0.19859834392248174
ACH-000025,-0.19546507629200424
ACH-000028,-0.26680582154186083
ACH-000030,-0.20659354078237846
ACH-000035,-0.3117525819850964
ACH-000036,-0.03843741386357912
ACH-000037,-0.15743552417906098
ACH-000039,-0.14648685628701913
ACH-000040,-0.213918370204242
ACH-000041,-0.11729995340685127
ACH-000042,-0.1513801346744971
ACH-000045,-0.17620365490711662
ACH-000047,-0.1834758264264944
ACH-000052,-0.2698034868377401
ACH-000053,-0.12505502694359855
ACH-000054,-0.2075780454376955
ACH-000055,-0.31237973120474805
ACH-000060,-0.10621880827784863
ACH-000067,-0.025582852138812586
ACH-000070,-0.1144661816115142
ACH-000075,-0.2492658720537037
ACH-000078,-0.12370237990888627
ACH-000082,-0.17519964085693931
ACH-000085,-0.09906797828858524
ACH-000086,-0.18694168202639266
ACH-000087,-0.23045626311706024
ACH-000092,-0.23040494199843395
ACH-000095,-0.21485065315487845
ACH-000097,-0.2434427424566973
ACH-000098,-0.3271465520717869
ACH-000099,-0.15001715825771034
ACH-000108,-0.14353658875308953
ACH-000113,-0.12851115241321273
ACH-000116,-0.19248255577269968
ACH-000118,-0.07761544133482683
ACH-000120,-0.0872397101877355
ACH-000123,-0.2691501627877859
ACH-000127,-0.13913982673567035
ACH-000128,-0.3373879139836479
ACH-000132,-0.19120844540218151
ACH-000133,0.023402456213555026
ACH-000137,-0.08469805488214452
ACH-000138,-0.12143017547846688
ACH-000142,-0.14769488462088262
ACH-000143,-0.2520312307369239
ACH-000146,-0.131570859284703
ACH-000148,-0.12869764624752025
ACH-000150,-0.2279210997643132
ACH-000152,-0.2234218500957009
ACH-000153,-0.015790204840770757
ACH-000159,-0.21037156715004554
ACH-000160,-0.009845019661655768
ACH-000163,-0.14464841448493948
ACH-000167,-0.3352374652619219
ACH-000168,-0.17025051108862976
ACH-000169,-0.16029184604323926
ACH-000178,-0.2580452985343835
ACH-000183,-0.37686325698114137
ACH-000188,-0.23766628512547336
ACH-000189,0.0004226974925949814
ACH-000190,-0.07064788852495303
ACH-000198,-0.2854263457472005
ACH-000203,0.05823256350376041
ACH-000204,-0.2995116096516808
ACH-000206,-0.10339300709414773
ACH-000207,-0.15713866284192726
ACH-000208,-0.3112155257053488
ACH-000210,-0.29418368150219343
ACH-000211,-0.2286830796422304
ACH-000215,-0.21185378714247485
ACH-000221,-0.26518372733113044
ACH-000222,-0.15908964290300182
ACH-000223,-0.14512986447501816
ACH-000226,-0.11462706035050975
ACH-000227,-0.21594295926472773
ACH-000228,-0.19933141640455404
ACH-000231,-0.1108061650773768
ACH-000232,-0.18015168174579124
ACH-000233,-0.2397639239320297
ACH-000234,-0.3669083828354901
ACH-000235,-0.1801475544027748
ACH-000237,-0.21676282932133575
ACH-000238,0.14987473136674612
ACH-000242,-0.319372955901409
ACH-000243,-0.2262964648499924
ACH-000244,-0.1727864920506177
ACH-000246,-0.11930574232212116
ACH-000248,-0.05314822501614852
ACH-000250,-0.1900205871839498
ACH-000251,-0.3003739905472229
ACH-000252,-0.12074337612454353
ACH-000253,-0.16838341634188322
ACH-000255,-0.18853861929696786
ACH-000256,-0.14469358686602352
ACH-000257,-0.26525985259075524
ACH-000258,-0.16481941980957512
ACH-000259,-0.09884418893365476
ACH-000260,-0.2665686092793412
ACH-000261,-0.24045245822101816
ACH-000262,-0.2419437242790411
ACH-000263,-0.047285369307260565
ACH-000264,-0.1876678552047681
ACH-000265,-0.06131851969680061
ACH-000266,-0.2138895812481801
ACH-000272,-0.14968203963138105
ACH-000274,-0.24232075673879985
ACH-000277,-0.04759258524612723
ACH-000278,-0.2943375946439457
ACH-000279,-0.11693643836173845
ACH-000280,-0.1970012351504638
ACH-000281,-0.15509161210237968
ACH-000288,0.003986397926639118
ACH-000291,-0.14889471080452385
ACH-000293,-0.16750973580064604
ACH-000294,-0.2734878095321233
ACH-000295,-0.04199281390882742
ACH-000296,-0.30777112991269445
ACH-000302,-0.22293463412684505
ACH-000304,-0.2681120830314513
ACH-000307,-0.2518978079004918
ACH-000308,-0.15498239436326786
ACH-000310,-0.23205978144488776
ACH-000311,-0.06707935929789784
ACH-000312,-0.17370486201741453
ACH-000315,-0.031109221760052562
ACH-000316,-0.11194777273002278
ACH-000317,-0.049716233435031586
ACH-000318,-0.2389391696784207
ACH-000319,-0.1903003111414702
ACH-000320,-0.1321268666062973
ACH-000322,-0.1513141124349025
ACH-000323,-0.162213214161324
ACH-000324,-0.2041313418656182
ACH-000329,-0.14246815001376548
ACH-000330,-0.2822105296080375
ACH-000331,-0.03446806628195982
ACH-000332,-0.17259901741808062
ACH-000334,-0.14077866139509482
ACH-000335,-0.1523286976361081
ACH-000336,-0.049765889958144134
ACH-000337,-0.2340651266877869
ACH-000338,0.01940409345832383
ACH-000339,-0.1404931812344703
ACH-000341,-0.3331037091349053
ACH-000348,-0.16560924158091048
ACH-000350,-0.09328898560615737
ACH-000352,-0.11829782476799675
ACH-000356,-0.3530707542741585
ACH-000361,-0.2936261068025925
ACH-000362,-0.17853035439660114
ACH-000363,-0.1971482390641969
ACH-000364,-0.3393244815737554
ACH-000365,-0.1300550212029055
ACH-000366,-0.2902710560020743
ACH-000368,-0.09918901716719554
ACH-000374,-0.34520817624634353
ACH-000375,-0.11625162627385935
ACH-000376,-0.008038751107706235
ACH-000381,-0.025885556241011375
ACH-000383,-0.20918244673190006
ACH-000387,-0.2058679705283952
ACH-000389,-0.3182071656694091
ACH-000390,-0.2545679225080316
ACH-000393,-0.3321535951233252
ACH-000395,-0.1003401018832942
ACH-000396,-0.2706408917322196
ACH-000397,-0.17599604181357614
ACH-000401,-0.08632321354732038
