,HMGA2 (8091)
ACH-000004,-0.05859723771060819
ACH-000005,0.0318346308691936
ACH-000007,-0.2298414801916204
ACH-000009,-0.05467786086159904
ACH-000011,-0.11418819553828495
ACH-000012,-0.7560496862689918
ACH-000013,-0.09444465610703122
ACH-000014,-0.2280640029723977
ACH-000015,-0.114977046446741
ACH-000017,-0.1214141902198625
ACH-000018,-0.16738597600421762
ACH-000019,-0.08911002734106098
ACH-000021,-0.061892036777273125
ACH-000022,-0.0692444050811743
ACH-000025,-0.4123463570171832
ACH-000028,-0.14006285713997346
ACH-000030,-0.05425636359087064
ACH-000035,-0.14103513362446832
ACH-000036,-0.1254030988590019
ACH-000037,-0.16312629628003492
ACH-000039,-0.19244571381355072
ACH-000040,-0.2320214540801777
ACH-000041,-0.10724968803865706
ACH-000042,-0.16662962152068292
ACH-000045,-0.018348615447582643
ACH-000047,-0.03579892871648194
ACH-000052,-0.3846431008062606
ACH-000053,0.056786449214565465
ACH-000054,-0.2972298847318341
ACH-000055,-0.4987992761472954
ACH-000060,-0.09355867734018987
ACH-000067,-0.2251602165612499
ACH-000070,-0.01171054321798007
ACH-000075,-0.054931952850649925
ACH-000078,0.08932028381674458
ACH-000082,-0.2548814396912879
ACH-000085,-0.15166216836494215
ACH-000086,-0.39466614062785066
ACH-000087,-0.2364163339555076
ACH-000092,-0.1026868929730051
ACH-000095,-0.19110699905689896
ACH-000097,-0.17922631408024614
ACH-000098,-0.08385318888721464
ACH-000099,0.05209513460185088
ACH-000108,-0.22670280593641234
ACH-000113,-0.05586871320070234
ACH-000116,-0.22767379191843404
ACH-000118,-0.10105253470082437
ACH-000120,-0.15760973513248672
ACH-000123,-0.053756510498111136
ACH-000127,0.009439707651045877
ACH-000128,-0.2225374868671357
ACH-000132,0.008531204615758419
ACH-000133,-0.2741533607008897
ACH-000137,-0.03308943267902045
ACH-000138,-0.11973274152671988
ACH-000142,-0.1407514929226672
ACH-000143,-0.11536194425511638
ACH-000146,-0.03339477852400838
ACH-000148,-0.15154105104529805
ACH-000150,-0.2333978529259421
ACH-000152,-0.20030618322932847
ACH-000153,-0.008296814187007328
ACH-000159,-0.1217223039710714
ACH-000160,0.03300426650400305
ACH-000163,-0.13561915978476766
ACH-000167,0.4286966456258753
ACH-000168,0.052961400126444284
ACH-000169,-0.28494838028769914
ACH-000178,-0.09320040389844048
ACH-000183,0.0668262014471979
ACH-000188,-0.12066096757949675
ACH-000189,-0.12076299985163642
ACH-000190,0.1508475770036088
ACH-000198,-0.045020844674041965
ACH-000203,-0.280917628699862
ACH-000204,-0.22715327907915994
ACH-000206,-0.05789577566339511
ACH-000207,-0.13160471580308614
ACH-000208,-0.24410241086580944
ACH-000210,-0.07533544523950747
ACH-000211,-0.17958269555546932
ACH-000215,-0.05693012664089
ACH-000221,-0.17804967450647766
ACH-000222,0.056807722377673925
ACH-000223,-0.05125276761615465
ACH-000226,-0.18333642682138973
ACH-000227,-0.14696108238366867
