,H3F3A (3020)
ACH-000004,-0.45348451530615397
ACH-000005,-0.3199712329724098
ACH-000007,-0.4243483114785681
ACH-000009,-0.5752598607964414
ACH-000011,-0.6848526615522821
ACH-000012,-0.4591219873775159
ACH-000013,-0.5681986368765682
ACH-000014,-0.6384240296141703
ACH-000015,-0.6012533583639786
ACH-000017,-0.6397031976270975
ACH-000018,-0.3414633780831549
ACH-000019,-0.35757602442453346
ACH-000021,-0.40734137600083903
ACH-000022,-0.2867554969232359
ACH-000025,-0.5883260590732261
ACH-000028,-0.27050170437728194
ACH-000030,-0.680425295097963
ACH-000035,-0.4700937422319928
ACH-000036,-0.5482247704452601
ACH-000037,-0.293073602974088
ACH-000039,-0.485172532195343
ACH-000040,-0.44576063494317625
ACH-000041,-0.37360255780723584
ACH-000042,-0.6389727931171251
ACH-000045,-0.5258497258064877
ACH-000047,-0.7285284805321711
ACH-000052,-0.4263395340584221
ACH-000053,-0.6060605662934689
ACH-000054,-0.5733223720548198
ACH-000055,-0.7452921075680342
ACH-000060,-0.6824648905770295
ACH-000067,-0.48308609070538794
ACH-000070,-0.7474165631412161
ACH-000075,-0.3710716575544176
ACH-000078,-0.3119161667018367
ACH-000082,-0.4943050794740844
ACH-000085,-0.5890092743365478
ACH-000086,-0.5385120317166522
ACH-000087,-0.7570703682536933
ACH-000092,-0.8056539680748773
ACH-000095,-0.5548628222319858
ACH-000097,-0.5679670552038951
ACH-000098,-0.6205403280606605
ACH-000099,-0.3717677059060135
ACH-000108,-0.5922909577237088
ACH-000113,-0.7811263189224222
ACH-000116,-0.5565930491747668
ACH-000118,-0.5391561800522364
ACH-000120,-0.4156182135941908
ACH-000123,-0.6018396644329279
ACH-000127,-0.4681235567099176
ACH-000128,-0.4589144691935886
ACH-000132,-0.3946626240554856
ACH-000133,-0.5817167938115534
ACH-000137,-0.6939972395981567
ACH-000138,-0.4070612213475369
ACH-000142,-0.4490889094796672
ACH-000143,-0.5015176506565995
ACH-000146,-0.4889037171978821
ACH-000148,-0.5826097284792837
ACH-000150,-0.3818180614978462
ACH-000152,-0.6779632348519753
ACH-000153,-0.6218615969003233
ACH-000159,-0.4865768525164725
ACH-000160,-0.3170785003310235
ACH-000163,-0.5114527643941184
ACH-000167,-0.3620520641641013
ACH-000168,-0.4168072063659992
ACH-000169,-0.5028120065337779
ACH-000178,-0.4496251579569085
ACH-000183,-0.46693538000149704
ACH-000188,-0.4650006140949296
ACH-000189,-0.6902777431970706
ACH-000190,-0.0018345761626433008
ACH-000198,-0.6098145639735343
ACH-000203,-0.20380205798147616
ACH-000204,-0.3907343294173432
ACH-000206,-0.7579388002955829
ACH-000207,-0.6000553814174112
ACH-000208,-0.5160253046855443
ACH-000210,0.011635943427038949
ACH-000211,-0.6585128477018503
ACH-000215,-0.5276754661256138
ACH-000221,-0.3658585666181556
ACH-000222,-0.2682715619597283
ACH-000223,-0.7325597358522838
ACH-000226,-0.43887384146997577
ACH-000227,-0.3182000839084842
ACH-000228,-0.43611352935933584
ACH-000231,-0.5521465568606403
ACH-000232,-0.4238508944288021
ACH-000233,-0.4752385598379914
ACH-000234,-0.8049027516287363
ACH-000235,-0.4861282657623486
ACH-000237,-0.6028706931618253
ACH-000238,-0.6300621217878475
ACH-000242,-0.25064560968286914
ACH-000243,-0.6624871913093361
ACH-000244,-0.6309996990894267
ACH-000246,-0.4444817728782305
ACH-000248,-0.7218288770359778
ACH-000250,-0.5594781595825057
ACH-000251,-1.175486847924981
ACH-000252,-0.19006681686365606
ACH-000253,-0.29348425341523715
ACH-000255,-0.5484478576508501
ACH-000256,-0.5499084964214899
ACH-000257,-0.5316162727457481
ACH-000258,-0.21223511749133087
ACH-000259,-0.6369390364856868
ACH-000260,-0.5595760422636459
ACH-000261,-0.4940011904989667
ACH-000262,-0.6617709594856201
ACH-000263,-0.3231552306172105
ACH-000264,-0.392756438703612
ACH-000265,-0.5521153191212884
ACH-000266,-0.6531315372938209
ACH-000272,-0.4025931200775981
ACH-000274,-0.5425661779388068
ACH-000277,-0.5683802772902035
ACH-000278,-0.6495431462459382
ACH-000279,-0.4743836349000196
ACH-000280,-0.3445374446063825
ACH-000281,-0.5578136905291887
ACH-000288,-0.32824443177481105
ACH-000291,-0.5569918245047002
ACH-000293,-0.5444361932653319
ACH-000294,-0.2765881745302242
ACH-000295,-0.4747551819881677
ACH-000296,-0.5933420537454102
ACH-000302,-0.4695038824440224
ACH-000304,-0.8798238012765264
ACH-000307,-0.385733532928656
ACH-000308,-0.4209408663750554
ACH-000310,-0.5904724665799361
ACH-000311,-0.7952411073518251
ACH-000312,-0.4300731848009048
ACH-000315,-0.5547677607841004
ACH-000316,-0.3748982656599484
ACH-000317,-0.6464725735820199
ACH-000318,-0.5928797111469848
ACH-000319,-0.33144994396467153
ACH-000320,-0.6055590000258029
ACH-000322,-0.4910828087811536
ACH-000323,-0.28190134482786416
ACH-000324,-0.4717702876378602
ACH-000329,-0.5381291142072472
ACH-000330,-0.4069864975963856
ACH-000331,-0.5172409842293852
ACH-000332,-0.5665730916130419
ACH-000334,-0.3804649892272728
ACH-000335,-0.6044498596640758
ACH-000336,-0.7379590406499008
ACH-000337,-0.6757059384646618
ACH-000338,-0.10929070096715253
ACH-000339,-0.4459594096427204
ACH-000341,-0.6563096996318979
ACH-000348,-0.3779749373859002
ACH-000350,-0.4873034911971456
ACH-000352,-0.5772946684366707
ACH-000356,-0.6325643214826959
ACH-000361,-0.6369357459946569
ACH-000362,-0.6718932521616194
ACH-000363,-0.5382669646663772
ACH-000364,-0.4702608968307899
ACH-000365,-0.458517664532317
ACH-000366,-0.4263372499732464
ACH-000368,-0.4568251923241672
ACH-000374,-0.6877733409374299
ACH-000375,-0.4914913044096672
ACH-000376,-0.4069038632297777
ACH-000381,-0.3498659959028698
ACH-000383,-0.5706893389812628
ACH-000387,-0.6107652055346595
ACH-000389,-0.3672327579398666
ACH-000390,-0.2289074136863788
ACH-000393,-0.3455115680662752
ACH-000395,-0.6421315084655315
ACH-000396,-0.3113356316752364
ACH-000397,-0.5383928334851984
ACH-000401,-0.547013538061343
ACH-000402,-0.9668440227306082
ACH-000403,-0.6933947339419256
ACH-000404,-0.523672585971686
ACH-000406,-0.5077441359796898
ACH-000407,-0.5990902661925528
ACH-000408,-0.3805331919187585
ACH-000410,-0.6378783484037341
ACH-000411,-0.7697703325217401
ACH-000414,-0.6465838522713517
ACH-000415,-0.5397157230962443
ACH-000416,-0.44939488965531466
ACH-000420,-0.477124719832918
ACH-000421,-0.5061124458024597
ACH-000424,-0.4629849963937823
ACH-000425,-0.6559844188668403
ACH-000426,-0.8974959069915202
ACH-000427,-0.3784615301981879
ACH-000433,-0.4358014397039873
ACH-000435,-0.9243960606502502
ACH-000436,-0.7305117802740608
ACH-000444,-0.4288527431637467
ACH-000445,-0.7149485450871095
ACH-000448,-0.5911728831943336
ACH-000450,-0.5724535797097464
ACH-000452,-0.4996176508745974
ACH-000454,-0.7741208066456085
ACH-000458,-0.6676555221400376
ACH-000459,-0.9804938943437886
ACH-000460,-0.5630610317822137
ACH-000461,-0.426902105347146
ACH-000463,-0.4390138823321661
ACH-000464,-0.5102506727678113
ACH-000466,-0.4111975845634415
ACH-000467,-0.2545091905342495
ACH-000468,-0.5834327168494821
ACH-000469,-0.4475990778481678
ACH-000470,-0.37907708346153696
ACH-000471,-0.5827599803605351
ACH-000472,-0.4072690723296142
ACH-000473,-0.6226001153324942
ACH-000475,-0.4504238685913726
ACH-000476,-0.3765050944014566
ACH-000477,-0.5857002767479639
ACH-000479,-0.4275874540291453
ACH-000480,-0.3587878327001585
ACH-000481,-0.6609114128477498
ACH-000483,-0.28681006869467024
ACH-000484,-0.5693151629334137
ACH-000485,-0.5153440834530773
ACH-000486,-0.5650318902466004
ACH-000487,-0.5604854659165641
ACH-000488,-0.36486578515437945
ACH-000490,-0.6105484877022579
ACH-000491,-0.3923684510599507
ACH-000495,-0.5401091432856008
ACH-000496,-0.4761882847875532
ACH-000499,-0.14150780363359852
ACH-000500,-0.8991110469183756
ACH-000502,-0.4941486672414538
ACH-000503,-0.8243579296973919
ACH-000505,-0.4416730201810269
ACH-000507,-0.4108285350687013
ACH-000510,-0.6442037707416394
ACH-000511,-0.5214362840719915
ACH-000512,-0.5711647280759582
ACH-000516,-0.5414681673317646
ACH-000517,-0.7769312374781756
ACH-000518,-0.5388244241978154
ACH-000520,-0.5924538678859399
ACH-000521,-0.5457741000636548
ACH-000522,-0.4748291845922791
ACH-000524,-0.4808023254144324
ACH-000527,-0.36449316875169024
ACH-000528,-0.4608684380971269
ACH-000537,-0.44402043648650696
ACH-000541,-0.7399295155895043
ACH-000542,-0.3910013037559732
ACH-000544,-0.587882165992771
ACH-000545,-0.6405675213849079
ACH-000547,-0.37578115100085935
ACH-000548,-0.5668057110059429
ACH-000549,-0.4816745748260297
ACH-000550,-0.4636834653543338
ACH-000552,-0.6334863256602662
ACH-000556,-0.4643850307192119
ACH-000557,-0.1481067301247186
ACH-000569,-0.33718590889105965
ACH-000570,-0.4553924425862062
ACH-000571,-0.4162428549337507
ACH-000573,-0.5134716820326507
ACH-000576,-0.3991703149714385
ACH-000579,-0.631279821301599
ACH-000580,-0.4647059584856164
ACH-000584,-0.6185337460778959
ACH-000585,-0.3454057469340939
ACH-000588,-0.5476216650630383
ACH-000589,-0.5356957579556448
ACH-000591,-0.5083390491923171
ACH-000593,-0.7170211763616731
ACH-000600,-0.64478496220839
ACH-000601,-0.5208049696225562
ACH-000605,-0.8307542741864491
ACH-000606,-0.4788677009045907
ACH-000608,-0.6952122226161697
ACH-000614,-0.28576934006130705
ACH-000616,-0.6947853694863657
ACH-000618,-0.5638644365869991
ACH-000619,-0.3621199519301881
ACH-000620,-0.5864149281005812
ACH-000621,-0.5148178043401643
ACH-000622,-0.7009985592543322
ACH-000623,-0.7160615649540161
ACH-000624,-0.5308147190198822
ACH-000627,-0.4657144627988955
ACH-000630,-0.5668843687789268
ACH-000631,-0.2782349559890556
ACH-000632,-0.5347406632845312
ACH-000633,-0.239505107673822
ACH-000637,-0.5553013799169682
ACH-000638,-0.5341923674581852
ACH-000646,-0.4364508273434568
ACH-000647,-0.553877157989094
ACH-000648,-0.5710509769573561
ACH-000649,-0.5458402211999184
ACH-000651,-0.3948518343225508
ACH-000652,-0.4534013143148087
ACH-000653,-0.5446328173418684
ACH-000657,-0.4405782857700921
ACH-000658,-0.5548218628329287
ACH-000661,-0.4457236624443345
ACH-000662,-0.4458216575913086
ACH-000663,-0.4829014780785851
ACH-000665,-0.4067571143313667
ACH-000671,-0.4517449068481408
ACH-000672,-0.5180428846159482
ACH-000673,-0.5043624432268087
ACH-000676,-0.4575298643532814
ACH-000677,-0.7676963432097677
ACH-000681,-0.4527741797583291
ACH-000683,-0.4338213368277838
ACH-000684,-0.4958363674676082
ACH-000688,-0.468477521949616
ACH-000693,-0.5310634082937128
ACH-000694,-0.5644962276533471
ACH-000695,-0.6707034793052101
ACH-000696,-0.6311023076447142
ACH-000697,-0.30873992525221783
ACH-000699,-0.45014998995685096
ACH-000701,-0.5395855008687548
ACH-000706,-0.5256253375705932
ACH-000711,-0.6473074127048435
ACH-000713,-0.4919759243582579
ACH-000714,-0.458178086724653
ACH-000718,-0.4982596535365405
ACH-000720,-0.3657759038473271
ACH-000721,-0.5178586502618968
ACH-000724,-0.4518851369677869
ACH-000725,-0.6255092772496568
ACH-000732,-0.7748611441075454
ACH-000734,-0.5332362115219695
ACH-000735,-0.6229556495115871
ACH-000736,-0.6496533685739112
ACH-000738,-0.5643775019318464
ACH-000746,-0.3704665886266669
ACH-000747,-0.4344305785782601
ACH-000748,-0.5557951615037345
ACH-000753,-0.5259100166994995
ACH-000756,-0.7013765366389189
ACH-000757,-0.4320787840049817
ACH-000758,-0.5779634357040168
ACH-000760,-0.4728211231187378
ACH-000762,-0.5686892755622667
ACH-000763,-0.7751160402265262
ACH-000764,-0.4740362510566233
ACH-000765,-0.4768269250628354
ACH-000766,-0.6094035479989119
ACH-000767,-0.2160342370542688
ACH-000768,-0.7226015812447155
ACH-000769,-0.440693242820296
ACH-000770,-0.559204819755806
ACH-000771,-0.5449639892154079
ACH-000773,-0.5764517006186756
ACH-000776,-0.6536062979466645
ACH-000777,-0.4764236511465987
ACH-000778,-0.5074899073229003
ACH-000781,-0.5276770323372121
ACH-000782,-0.7554386035812676
ACH-000783,-0.5698794353966098
ACH-000784,-0.36761096348765465
ACH-000785,-0.574810537698875
ACH-000787,-0.4357303525052147
ACH-000788,-0.5274352039593909
ACH-000791,-0.6359321274105919
ACH-000792,-0.5489106147025254
ACH-000794,-0.5937290143361216
ACH-000796,-0.4076105638173793
ACH-000798,-0.3974873349560323
ACH-000799,-0.3011737424745578
ACH-000800,-0.7855084926752018
ACH-000802,-0.5389619375568979
ACH-000804,-0.6929114251153782
ACH-000805,-0.6493093080012454
ACH-000809,-0.5961632237898358
ACH-000810,-0.4680601496011279
ACH-000811,-0.3304355972414993
ACH-000817,-0.5236226461009079
ACH-000819,-0.4822110841443605
ACH-000820,-0.44323649928655146
ACH-000821,-0.8987125776674462
ACH-000822,-0.3784196860715742
ACH-000823,-0.38358028570701896
ACH-000824,-0.6225376277847331
ACH-000827,-0.4953631744628649
ACH-000829,-0.4247748284853417
ACH-000831,-0.5016701017867874
ACH-000832,-0.6117507179213223
ACH-000833,-0.4449966423442277
ACH-000834,-0.538570075594092
ACH-000835,-0.5187562446234486
ACH-000836,-0.08265268141247482
ACH-000837,-0.6349503502171451
