,H3F3A (3020)
ACH-000838,-0.18359778267352228
ACH-000839,-0.6065269588102218
ACH-000840,-0.5122755449680675
ACH-000841,-0.5159370261068157
ACH-000843,-0.5561238713415537
ACH-000846,-0.6136802706554929
ACH-000847,-0.4640542494328125
ACH-000848,-0.4050985260301766
ACH-000849,-0.5218196196333863
ACH-000851,-0.5308513937364177
ACH-000855,-0.6200993417871674
ACH-000856,-0.4448983120051461
ACH-000858,-0.35524543638462136
ACH-000859,-0.5918581756827245
ACH-000861,-0.3458181637147873
ACH-000862,-0.5483913826266843
ACH-000865,-0.5125338389557259
ACH-000866,-0.6365520408600946
ACH-000867,-0.3084984899688453
ACH-000869,-0.4808766788299766
ACH-000872,-0.4617444145637327
ACH-000873,-0.4238815377290244
ACH-000876,-0.6332950939382336
ACH-000878,-0.6476544484375312
ACH-000880,-0.20320129272859688
ACH-000881,-0.6020391552657373
ACH-000882,-0.3838218573665155
ACH-000884,-0.5784644061506813
ACH-000885,-0.5002657987932144
ACH-000887,-0.5669804039827486
ACH-000889,-0.44675923273390733
ACH-000896,-0.5843258480630029
ACH-000898,-0.4269377163279977
ACH-000900,-0.5308618023883298
ACH-000901,-0.4614907304064607
ACH-000905,-0.6172734035825523
ACH-000906,-0.5645937969628787
ACH-000907,-0.5707718716476732
ACH-000910,-0.5145611719603552
ACH-000911,-0.6133718119920316
ACH-000912,-0.6031706686049586
ACH-000913,-0.4852120692206521
ACH-000915,-0.5533113821809421
ACH-000916,-0.35517274464067294
ACH-000917,-0.4363897647545085
ACH-000920,-0.970052358327692
ACH-000921,-0.5351123490637868
ACH-000924,-0.4066870238020405
ACH-000926,-0.5293819417128042
ACH-000928,-0.6258817820071196
ACH-000929,-0.6771374175052872
ACH-000932,-0.6236567534157224
ACH-000935,-0.3093007696561562
ACH-000936,-0.434380098683746
ACH-000937,-0.7671888184401029
ACH-000938,-0.7177238267613678
ACH-000939,-0.34355707041928235
ACH-000941,-0.5349959782769356
ACH-000943,-0.5002690838862294
ACH-000946,-0.5893605655840464
ACH-000947,-0.7178321114790414
ACH-000948,-0.6003244219636515
ACH-000950,-0.4834317047093584
ACH-000953,-0.5855763363355929
ACH-000954,-0.127930363692215
ACH-000957,-0.37927574079253296
ACH-000958,-0.7986969185503371
ACH-000960,-0.4714301413264677
ACH-000963,-0.5704753121908325
ACH-000968,-0.6602228808098575
ACH-000969,-0.7585085184444742
ACH-000972,-0.2855859711383577
ACH-000973,-0.51069853419723
ACH-000974,-0.6545601883133598
ACH-000978,-0.5724267106727069
ACH-000984,-0.5288732411921602
ACH-000986,-0.5987565370617765
ACH-000988,-0.7742434808060866
ACH-000993,-0.5450157875295522
ACH-000994,-0.3740327547799945
ACH-000996,-1.073020841192816
ACH-001001,-0.5605286189681289
ACH-001020,-0.17918702039458384
ACH-001028,-0.5576998445786446
ACH-001031,-0.04029381043537533
ACH-001038,-0.4528565062593962
ACH-001048,-0.5146014324534025
ACH-001050,-0.5151862016341652
ACH-001053,-0.7188421684501304
ACH-001054,-0.6211407002263298
ACH-001061,-0.4951439423825658
ACH-001067,-0.43933791267917627
ACH-001075,-0.4483244345836981
ACH-001096,-0.6603244713570653
ACH-001111,-0.35848509553077706
ACH-001119,-0.4803975567520433
ACH-001128,0.4655894945586253
ACH-001134,-0.5283795024670878
ACH-001151,-0.4772492024826524
ACH-001163,-0.5555047092413242
ACH-001164,-0.6538844984802118
ACH-001183,-0.5818046103970633
ACH-001192,-0.6385557732724222
ACH-001193,-0.679562244957425
ACH-001196,-0.27370866773608205
ACH-001197,-0.4862935491188101
ACH-001205,-0.5816232932921568
ACH-001211,-0.20216265228075356
ACH-001212,-0.8863557812475344
ACH-001228,-0.7558184078715754
ACH-001232,-0.3879571368532246
ACH-001239,-0.6343445170481097
ACH-001270,-0.3138281807242282
ACH-001274,-0.7170762625817195
ACH-001275,-0.5404253257532768
ACH-001277,-0.3005800022556044
ACH-001278,-0.6611879392396153
ACH-001280,-0.6734204950835322
ACH-001283,-0.6229428399351054
ACH-001289,-0.6603461623680555
ACH-001300,-0.4139381888245661
ACH-001301,-0.5318112074934987
ACH-001302,-0.465403694241912
ACH-001306,-0.2643603472414621
ACH-001318,-0.7938666746385733
ACH-001322,-0.7528302063472259
ACH-001328,-0.4356847383000628
ACH-001332,-0.35614461662910873
ACH-001336,-0.5372004921811352
ACH-001346,-0.5977335582307332
ACH-001353,-0.5544159927552292
ACH-001354,-1.1531296505568691
ACH-001367,-0.1960944415761361
ACH-001368,-0.5818423404353261
ACH-001374,-0.6873121410747071
ACH-001377,-0.5219325147999248
ACH-001380,-0.5717433825447729
ACH-001391,-0.5682187520382818
ACH-001408,-0.6813374301635409
ACH-001430,-0.5470381489721697
ACH-001431,-0.6104178346391617
ACH-001450,-0.7221128316519968
ACH-001496,-0.2241623163794145
ACH-001500,-0.3369427520651828
ACH-001523,-0.6430960682218565
ACH-001532,-0.6591793353110148
ACH-001550,-0.25842883467792604
ACH-001552,-0.33875952106181484
ACH-001554,-0.4563548840318131
ACH-001654,-0.5415690469550418
ACH-001735,-0.3578500821878226
ACH-001736,-0.529690403969314
ACH-001737,-0.9970004675455908
ACH-001740,-0.5254622239097946
ACH-001745,-0.4983690822179664
ACH-001765,-0.5808812748288872
