,TMEM50B (757)
ACH-000004,-0.1823964321795455
ACH-000005,-0.3450168367525949
ACH-000007,-0.29893539699789656
ACH-000009,-0.1569500956553348
ACH-000011,-0.2573905163491142
ACH-000012,-0.2496681958331409
ACH-000013,-0.253210964677456
ACH-000014,0.007059965081659699
ACH-000015,-0.15021782911246484
ACH-000017,-0.19914141151288048
ACH-000018,-0.24359597542642245
ACH-000019,-0.25679085554752895
ACH-000021,-0.10294263621832468
ACH-000022,-0.18905099961369712
ACH-000025,-0.07120804333314702
ACH-000028,-0.1781656104312332
ACH-000030,-0.2365180769256861
ACH-000035,-0.18268611327019893
ACH-000036,-0.2604387306685744
ACH-000037,-0.1914588432620216
ACH-000039,-0.2949425664661409
ACH-000040,-0.09835956501429252
ACH-000041,-0.022025298417052776
ACH-000042,-0.15565705281251732
ACH-000045,0.016724573824059036
ACH-000047,-0.0452862982247759
ACH-000052,-0.01978261584276844
ACH-000053,-0.11653799377862792
ACH-000054,-0.234958537986826
ACH-000055,-0.1958186891864683
ACH-000060,-0.12464678126351665
ACH-000067,-0.20373516979539685
ACH-000070,-0.1579501353458686
ACH-000075,0.010564173775475905
ACH-000078,-0.22694805255108405
ACH-000082,-0.18317252710453424
ACH-000085,-0.18857706581472652
ACH-000086,-0.21641423523338046
ACH-000087,-0.042456450664638816
ACH-000092,-0.1843143771783675
ACH-000095,-0.10067948642467782
ACH-000097,-0.2038158134649807
ACH-000098,-0.2279694766818803
ACH-000099,-0.1986738022015373
ACH-000108,-0.16178322729776098
ACH-000113,-0.14950414188332334
ACH-000116,-0.32716671374551226
ACH-000118,-0.018880365376448882
ACH-000120,-0.09932880229526343
ACH-000123,-0.228170550548166
ACH-000127,-0.21764533869658284
ACH-000128,-0.12520970397184594
ACH-000132,-0.2265155464973671
ACH-000133,-0.15779613817868396
ACH-000137,-0.08771723198904542
ACH-000138,-0.007733719065225001
ACH-000142,-0.2208801858809609
ACH-000143,-0.2599592639699289
ACH-000146,-0.1359795319617437
ACH-000148,-0.1135065358379682
ACH-000150,-0.31253408494136303
ACH-000152,-0.11651603389138385
ACH-000153,0.04039679961444073
ACH-000159,-0.11268818965543978
ACH-000160,-0.0641362606908881
ACH-000163,-0.1499367131329248
ACH-000167,-0.12104775073192993
ACH-000168,-0.20307198814581767
ACH-000169,-0.0923185811617476
ACH-000178,-0.19062115514775307
ACH-000183,-0.09964592332668744
ACH-000188,-0.4227772404242099
ACH-000189,-0.17367546545928586
ACH-000190,-0.1571619048535847
ACH-000198,-0.13593517129201887
ACH-000203,-0.2603500802156717
ACH-000204,-0.0683443118209338
ACH-000206,-0.13932441132052412
ACH-000207,-0.12409996428280785
ACH-000208,-0.10251011469355834
ACH-000210,-0.2521755661973897
ACH-000211,-0.05915274651823036
ACH-000215,-0.17487124043972602
ACH-000221,0.06574872118797168
ACH-000222,-0.1732278092958309
ACH-000223,-0.21584006422415647
ACH-000226,-0.1816003036363315
ACH-000227,-0.2166574993441361
ACH-000228,-0.07528823060294698
ACH-000231,-0.16982880536357944
ACH-000232,-0.12727795286470944
ACH-000233,-0.260929557657316
ACH-000234,-0.2629257941675876
ACH-000235,-0.1481140857020247
ACH-000237,-0.1416019099881168
ACH-000238,-0.279667011597166
ACH-000242,0.04892823878017283
ACH-000243,-0.21277755339938648
ACH-000244,-0.12566738447696607
ACH-000246,-0.1390405080965821
ACH-000248,-0.11539899159490655
ACH-000250,-0.1356730604859103
ACH-000251,-0.1205694661716163
ACH-000252,-0.3401559914316337
ACH-000253,-0.08479580218151797
ACH-000255,-0.08678343994873153
ACH-000256,-0.09949901051077044
ACH-000257,-0.17606991227236765
ACH-000258,-0.4218196557496772
ACH-000259,-0.10461778336386196
ACH-000260,-0.16949720547388794
ACH-000261,-0.08035624140217021
ACH-000262,-0.30642992507952777
ACH-000263,-0.2432254366129541
ACH-000264,-0.18766099668586306
ACH-000265,-0.1844038249995724
ACH-000266,-0.1685521354582606
ACH-000272,-0.08122885410559649
ACH-000274,-0.22295941075663506
ACH-000277,-0.15600686427930074
ACH-000278,-0.1761942133192574
ACH-000279,-0.1932893695542944
ACH-000280,-0.1690919974544435
ACH-000281,-0.045138430012994585
ACH-000288,-0.20072345588304105
ACH-000291,-0.14436720830484487
ACH-000293,-0.0488300718494451
ACH-000294,-0.1040458132827454
ACH-000295,-0.21392683559959946
ACH-000296,-0.2583083134200198
ACH-000302,-0.3557804247100241
ACH-000304,-0.19040045703463368
ACH-000307,-0.10449867103742394
ACH-000308,-0.23580448581917746
ACH-000310,-0.19867189054313505
ACH-000311,-0.215785201435172
ACH-000312,-0.13198162165892505
ACH-000315,-0.09144134865038447
ACH-000316,0.07685020638379296
ACH-000317,-0.06579828218892657
ACH-000318,-0.2556301138683104
ACH-000319,-0.1487002039626085
ACH-000320,-0.2206988987559163
ACH-000322,-0.2399883764805199
ACH-000323,0.02090814857496755
ACH-000324,-0.2114982825586266
ACH-000329,-0.1722162734673302
ACH-000330,-0.21269118433248926
ACH-000331,-0.18828243539746575
ACH-000332,-0.18224922153513926
ACH-000334,-0.2595764189230799
ACH-000335,-0.21736424409601415
ACH-000336,0.09956239040760068
ACH-000337,-0.1438086713808974
ACH-000338,-0.6098595187515736
ACH-000339,-0.20961052124437687
ACH-000341,-0.13354701131036384
ACH-000348,-0.2402766883857356
ACH-000350,-0.10969995108112364
ACH-000352,-0.14440086903090185
ACH-000356,-0.20639542555094595
ACH-000361,-0.2265865041108504
ACH-000362,-0.02133848097279989
ACH-000363,-0.16862975850047515
ACH-000364,-0.12287488124425985
ACH-000365,-0.011151744596890764
ACH-000366,-0.1874198176613472
ACH-000368,-0.22145849732510994
ACH-000374,-0.12510384073890538
ACH-000375,-0.16187451770580685
ACH-000376,-0.09750391211646926
ACH-000381,-0.19961446334344465
ACH-000383,-0.1915109702397404
ACH-000387,-0.235231833757548
ACH-000389,-0.4009967488937876
ACH-000390,-0.1890799652580079
ACH-000393,-0.08547010353132174
ACH-000395,-0.32428783932446803
ACH-000396,-0.1014234766426606
ACH-000397,-0.21017039347737854
ACH-000401,-0.2860986927313081
ACH-000402,-0.4042137794610137
ACH-000403,-0.18978793985033726
ACH-000404,0.02235423854847204
ACH-000406,-0.0932365899436048
ACH-000407,-0.07436115757594966
ACH-000408,-0.2322133405152915
ACH-000410,-0.3723240217119565
ACH-000411,-0.07797772474608547
ACH-000414,-0.12216901339826924
ACH-000415,-0.3297836342517151
ACH-000416,-0.13792230874964453
ACH-000420,-0.17218546974865964
ACH-000421,-0.10197436377192744
ACH-000424,-0.27595465180831386
ACH-000425,-0.13245954787544026
ACH-000426,-0.06429584536607537
ACH-000427,-0.42806047213099735
ACH-000433,-0.009132882904751213
ACH-000435,-0.07414375536331536
ACH-000436,0.038844450402758086
ACH-000444,-0.26318282503315643
ACH-000445,-0.1273345384228362
ACH-000448,-0.16409170384415495
ACH-000450,-0.15034998143174913
ACH-000452,-0.271413004384292
ACH-000454,-0.003278843075656602
ACH-000458,-0.2564423004293496
ACH-000459,-0.0706701101183731
ACH-000460,-0.12721515645929776
ACH-000461,-0.04987353627082256
ACH-000463,-0.06234607018143681
ACH-000464,-0.1513737414050779
ACH-000466,-0.2595738497176825
