,GTF2H3 (2967)
ACH-000004,-0.5787682799474709
ACH-000005,-0.5373842637452343
ACH-000007,-0.4173825547117268
ACH-000009,-0.4196679059336493
ACH-000011,-0.4737333247067645
ACH-000012,-0.6239485479980506
ACH-000013,-0.6007665192244533
ACH-000014,-0.4487181051185157
ACH-000015,-0.4522010983855931
ACH-000017,-0.3453673497938274
ACH-000018,-0.6229501014704876
ACH-000019,-0.22246467050402505
ACH-000021,-0.4254656529315271
ACH-000022,-0.342019332319156
ACH-000025,-0.5258564839025629
ACH-000028,-0.3240889044987271
ACH-000030,-0.4404636810917201
ACH-000035,-0.5679055439082958
ACH-000036,-0.6690605071699364
ACH-000037,-0.3302145639837787
ACH-000039,-0.465176199113565
ACH-000040,-0.4286644884824978
ACH-000041,-0.3516483023920049
ACH-000042,-0.5645058092339124
ACH-000045,-0.3447872013553387
ACH-000047,-0.39957135807301614
ACH-000052,-0.456435751526721
ACH-000053,-0.3508917594572972
ACH-000054,-0.4914314723844422
ACH-000055,-0.5073800930747403
ACH-000060,-0.3676594811369179
ACH-000067,-0.4869078305660458
ACH-000070,-0.5309693078126676
ACH-000075,-0.14681683798883152
ACH-000078,-0.4637102967932578
ACH-000082,-0.4187037431677365
ACH-000085,-0.3046651199563263
ACH-000086,-0.5018725753821198
ACH-000087,-0.7448185591113546
ACH-000092,-0.4146313034751921
ACH-000095,-0.37838013539035903
ACH-000097,-0.4154308781711553
ACH-000098,-0.5192849910934051
ACH-000099,-0.3268566349414703
ACH-000108,-0.4914079953749938
ACH-000113,-0.3334011184069608
ACH-000116,-0.4448136771652601
ACH-000118,-0.34303715078649805
ACH-000120,-0.6334280564788695
ACH-000123,-0.5515513911179496
ACH-000127,-0.2717254399772324
ACH-000128,-0.6996180241145523
ACH-000132,-0.6101858308917187
ACH-000133,-0.5858665712546861
ACH-000137,-0.64420717987513
ACH-000138,-0.4702230922292866
ACH-000142,-0.5986680859414512
ACH-000143,-0.3851578010464418
ACH-000146,-0.3932668735859683
ACH-000148,-0.4424412748531934
ACH-000150,-0.5437000788675264
ACH-000152,-0.5660952985386337
ACH-000153,-0.4821509640028917
ACH-000159,-0.3750357667818129
ACH-000160,-0.08236943677792433
ACH-000163,-0.4800096476379026
ACH-000167,0.3255468457736513
ACH-000168,-0.5179757961308012
ACH-000169,-0.4916867728400078
ACH-000178,-0.5361217369832944
ACH-000183,-0.5146582767532828
ACH-000188,-0.29853873517929697
ACH-000189,-0.3745778153500821
