,PPIF (10105)
ACH-000004,-0.1562350677635307
ACH-000005,-0.10409304880831477
ACH-000007,-0.052594684969381966
ACH-000009,0.003714126278721157
ACH-000011,-0.06500663356539649
ACH-000012,0.018358098011231245
ACH-000013,0.0006601322824135061
ACH-000014,-0.06298454409795169
ACH-000015,-0.16985259571361633
ACH-000017,0.08522916323329778
ACH-000018,-0.005669628359161355
ACH-000019,0.012199908977689187
ACH-000021,-0.013347039546621291
ACH-000022,0.08698817548442737
ACH-000025,-0.05250416464007021
ACH-000028,-0.07614690217113905
ACH-000030,-0.07350347005459744
ACH-000035,0.03854103588655541
ACH-000036,-0.08213590733297138
ACH-000037,0.007411500082772933
ACH-000039,0.1095514893723002
ACH-000040,-0.035952536536430504
ACH-000041,-0.20749886987279967
ACH-000042,-0.027952459555250046
ACH-000045,0.00981718871659762
ACH-000047,0.06681127858055418
ACH-000052,-0.08784537857015763
ACH-000053,0.10190936094556596
ACH-000054,0.003657726044888117
ACH-000055,-0.04283453709255992
ACH-000060,0.0503783539947616
ACH-000067,-0.13115307480210886
ACH-000070,-0.1098123529665976
ACH-000075,0.011514588520863395
ACH-000078,0.0297120418589041
ACH-000082,-0.022628642706973682
ACH-000085,0.17783848918765108
ACH-000086,-0.2316233323443768
ACH-000087,0.15265006582562715
ACH-000092,0.09683903791430627
ACH-000095,-0.021737178170139308
ACH-000097,-0.028741318540869417
ACH-000098,-0.06455961967765092
ACH-000099,0.03126641799731023
ACH-000108,0.00488728817459666
ACH-000113,-0.23303053383303896
ACH-000116,-0.07515210986984784
ACH-000118,-0.11928260243911455
ACH-000120,-0.06758434087578571
ACH-000123,0.008751279012045851
ACH-000127,0.007722558016323011
ACH-000128,-0.015231777813296776
ACH-000132,-0.02123056414499672
ACH-000133,0.035099002281543036
ACH-000137,0.014504874234249596
ACH-000138,-0.004131720512898226
ACH-000142,0.03517391634916467
ACH-000143,-0.2394884813451804
ACH-000146,0.052884217883674686
ACH-000148,-0.07517732455440003
ACH-000150,0.09186294862470684
ACH-000152,-0.013578834351898245
ACH-000153,0.2369384283426309
ACH-000159,-0.13909731105718073
ACH-000160,0.0612083567982035
ACH-000163,0.09003940143669484
ACH-000167,0.4827715086691642
ACH-000168,-0.12967145020365592
ACH-000169,-0.09515149226237124
ACH-000178,-0.043482936046509636
ACH-000183,-0.11530118403325768
ACH-000188,0.05515811341743077
ACH-000189,-0.2031972977487592
ACH-000190,0.007949455991297729
ACH-000198,0.05518932003902281
