,GOLGA6D (653643)
ACH-000348,-0.20218222137107614
ACH-000350,-0.38606965127211
ACH-000352,-0.3602355485155819
ACH-000356,-0.28627146684497906
ACH-000361,-0.3667876290275709
ACH-000362,-0.17338325214032574
ACH-000363,-0.23345718215564515
ACH-000364,-0.35712444315199965
ACH-000365,-0.13191690514642124
ACH-000366,-0.16369907369026604
ACH-000368,-0.2727548074179246
ACH-000374,-0.2327083319491633
ACH-000375,-0.22135414445192814
ACH-000376,-0.18424604498979646
ACH-000381,-0.31160742557723997
ACH-000383,-0.3935739016117544
ACH-000387,-0.18559693207958974
ACH-000389,-0.2968377610241429
ACH-000390,-0.39971219293241145
ACH-000393,-0.2835495613529516
ACH-000395,-0.20098832061356425
ACH-000396,-0.15124636579148545
ACH-000397,-0.22247485365286604
ACH-000401,-0.18908264101716116
ACH-000402,-0.4457437643575688
ACH-000403,-0.3870787353429221
ACH-000404,-0.02100605259899185
ACH-000406,-0.1981514590165537
ACH-000407,-0.39179524981709024
ACH-000408,-0.3838466631635909
ACH-000410,-0.3053975203394373
ACH-000411,-0.3115722148837841
ACH-000414,-0.21434165285080467
ACH-000415,-0.2131810439162524
ACH-000416,-0.2317584148496733
ACH-000420,-0.3076178608610659
ACH-000421,-0.22405977438560265
ACH-000424,-0.34390607474249113
ACH-000425,-0.5071580523344553
ACH-000426,-0.06981437865101106
ACH-000427,-0.29470154118271835
ACH-000433,-0.3046690111061022
ACH-000435,-0.2433083105174695
ACH-000436,-0.3855802752099584
ACH-000444,-0.26898129388084546
ACH-000445,-0.27930837591680524
ACH-000448,-0.22321057615409484
ACH-000450,-0.17634890494107194
ACH-000452,-0.2449957713196897
ACH-000454,-0.14369561114928756
ACH-000458,-0.3428632777643493
ACH-000459,-0.0031590234564535264
ACH-000460,-0.30740770635747217
ACH-000461,-0.2631963395786157
ACH-000463,-0.2928587847377
ACH-000464,-0.5515782437525389
ACH-000466,-0.3999711444647197
ACH-000467,-0.1986493784855704
ACH-000468,-0.23273803084875636
ACH-000469,-0.2487263681127271
ACH-000470,-0.2894567269635726
ACH-000471,-0.1785895182316904
ACH-000472,-0.3009219566704969
ACH-000473,-0.3660629242014596
ACH-000475,-0.19293192675921034
ACH-000476,-0.38602021448770896
ACH-000477,-0.2293380425126788
ACH-000479,-0.4684042222304476
ACH-000480,-0.3768088986879981
ACH-000481,-0.3391928846110773
ACH-000483,-0.530898927922787
ACH-000484,-0.18253292469842794
ACH-000485,-0.2543530496067986
ACH-000486,-0.2581580159886151
ACH-000487,-0.1994810408107142
ACH-000488,-0.2991741291513583
ACH-000490,-0.2813011795291473
ACH-000491,-0.33123187139084764
ACH-000495,-0.4603161082317759
ACH-000496,-0.3531943276962122
ACH-000499,-0.3162832556237301
ACH-000500,-0.3274657678158057
ACH-000502,-0.2005892285174489
ACH-000503,-0.3887934707872941
ACH-000505,-0.22950613888969074
ACH-000507,-0.4286199662712528
ACH-000510,-0.2052877078821988
ACH-000511,-0.3832191660878111
ACH-000512,-0.23046163074734904
ACH-000516,-0.3028367617928692
ACH-000517,-0.3798609766134334
ACH-000518,-0.2448386445464443
ACH-000520,-0.4060430780064515
ACH-000521,-0.228163466342562
ACH-000522,-0.3412386952632526
ACH-000524,-0.3296731931710277
ACH-000527,-0.3808077791192478
ACH-000528,-0.1841997568971176
ACH-000537,-0.1484901923508878
ACH-000541,-0.1094817426068984
ACH-000542,-0.2615633693633758
ACH-000544,-0.3183504709674528
ACH-000545,-0.3589523158618029
ACH-000547,-0.4513506893692869
ACH-000548,-0.2547583839586581
ACH-000549,-0.16571992517476886
ACH-000550,-0.32865000569531444
ACH-000552,-0.16142191542035286
ACH-000556,-0.3025413724953095
ACH-000557,-0.2160002711275688
ACH-000569,-0.2959762030412401
ACH-000570,-0.13249366923044376
ACH-000571,-0.30015160328304324
ACH-000573,-0.24706323374814376
ACH-000576,-0.20856686464353744
ACH-000579,-0.3819761935602056
ACH-000580,-0.413340152061924
ACH-000584,-0.2921648909095557
ACH-000585,-0.3039351361079858
ACH-000588,-0.3788118171394532
ACH-000589,-0.29047191621018553
ACH-000591,-0.3011120631460193
ACH-000593,-0.3531858054419542
ACH-000600,-0.5158076324795372
ACH-000601,-0.4652607652484185
ACH-000605,-0.1491443943942143
ACH-000606,-0.15767131376318086
ACH-000608,-0.2605666569370259
ACH-000614,-0.578297387325853
ACH-000616,-0.24706662770430546
ACH-000618,-0.18563293621252705
ACH-000619,-0.4679002108744007
ACH-000620,-0.3643385651872276
ACH-000621,-0.2725235954086062
ACH-000622,-0.1918351454596019
ACH-000623,-0.38771577517265376
ACH-000624,-0.1941522156006336
ACH-000627,-0.2337978936629205
ACH-000630,-0.33711189953868004
ACH-000631,-0.6522465716419258
ACH-000632,-0.3604344644492395
ACH-000633,-0.2062181663240148
ACH-000637,-0.1972349829229763
ACH-000638,-0.31455998515694045
ACH-000646,-0.2938385756861919
ACH-000647,-0.27327127880927565
ACH-000648,-0.28947875128696604
ACH-000649,-0.25160446504303435
ACH-000651,-0.21905132538022168
ACH-000652,-0.2027880083979338
ACH-000653,-0.2941413305758494
ACH-000657,-0.3096023499380841
ACH-000658,-0.1276871195266883
ACH-000661,-0.2365850803662329
ACH-000662,-0.5643959608447968
ACH-000663,-0.342227486640143
ACH-000665,-0.21327483214977302
ACH-000671,-0.31282125449501125
ACH-000672,-0.3605538473800037
ACH-000673,-0.4113263153138639
ACH-000676,-0.3283837853099847
ACH-000677,-0.2949474334700834
ACH-000681,-0.17635461144477044
ACH-000683,-0.2830664856141308
ACH-000684,-0.4155155122661259
ACH-000688,-0.2868013526461876
ACH-000693,-0.27365823103486353
ACH-000694,-0.17815522584743634
ACH-000695,-0.6205973510591721
ACH-000696,-0.35035746622915354
ACH-000697,-0.1993059973003765
ACH-000699,-0.2307884579554358
ACH-000701,-0.3376044702797173
ACH-000706,-0.25964868098984034
ACH-000711,-0.3010601736279338
ACH-000713,-0.3406053296996507
ACH-000714,-0.2579871916777315
ACH-000718,-0.4763773459583856
ACH-000720,-0.3870427523260943
ACH-000721,-0.2705522102537937
ACH-000724,-0.3500937937143793
ACH-000725,-0.3049231575473855
ACH-000732,-0.2665251819903169
ACH-000734,-0.19974358296480585
ACH-000735,-0.3997200317602984
ACH-000736,-0.4597260937483862
ACH-000738,-0.20046164754789672
ACH-000746,-0.3430736444619566
ACH-000747,-0.4980357413862324
ACH-000748,-0.17453631699031105
ACH-000753,-0.4912609033587047
ACH-000756,-0.7747727897325979
ACH-000757,-0.3748396790246041
ACH-000758,-0.3260127555535378
ACH-000760,-0.3210887579473539
ACH-000762,-0.2645008713910321
ACH-000763,-0.09728047977318167
ACH-000764,-0.08295648492288264
ACH-000765,-0.1912378511080578
ACH-000766,-0.20898868800735246
ACH-000767,-0.2744076801371211
ACH-000768,-0.25163249665034715
ACH-000769,-0.1184034362264198
ACH-000770,-0.3899304910556423
ACH-000771,-0.4116427620842937
ACH-000773,-0.2898178467234404
ACH-000776,-0.19925922122798795
ACH-000777,-0.19388029261463602
ACH-000778,-0.24890650554539545
ACH-000781,-0.3836908612073057
ACH-000782,-0.41548925392928304
ACH-000783,-0.3104446166207272
ACH-000784,-0.2126931861104781
ACH-000785,-0.3014251880795513
ACH-000787,-0.25168203574720466
ACH-000788,-0.2699265091050812
ACH-000791,-0.19224673556741267
ACH-000792,-0.14883952179309615
ACH-000794,-0.2416588895798394
ACH-000796,-0.3444154190537325
ACH-000798,-0.2703122262379378
ACH-000799,-0.4083837622608122
ACH-000800,-0.3266375640904627
ACH-000802,-0.18868247220481799
ACH-000804,-0.22203248747325066
ACH-000805,-0.4113685422800856
ACH-000809,-0.3045165711543579
ACH-000810,-0.4128313345210481
ACH-000811,-0.29606720273275616
ACH-000817,-0.10845818332811062
ACH-000819,-0.12083596369350467
ACH-000820,-0.12546920682843626
ACH-000821,-0.09788680124683236
ACH-000822,-0.25781025358149073
ACH-000823,-0.17400864808873773
ACH-000824,-0.3602557963169997
ACH-000827,-0.3475631616456137
ACH-000829,-0.2649215073482697
ACH-000831,-0.26067754653033964
ACH-000832,-0.1889295825341908
ACH-000833,-0.1167821469341566
ACH-000834,-0.2752194906369518
ACH-000835,-0.2905735457499962
ACH-000836,-0.31689508753989604
ACH-000837,-0.25929137520451817
ACH-000838,-0.21003031372588168
ACH-000839,-0.3180156473093917
ACH-000840,-0.11446364188127033
ACH-000841,-0.28704191157941555
ACH-000843,-0.25067381489504115
ACH-000846,-0.1805702237504043
ACH-000847,-0.3858228879150952
ACH-000848,-0.2737159137390527
ACH-000849,-0.2972454628476482
ACH-000851,-0.3809393067594096
ACH-000855,-0.1591310954901031
ACH-000856,-0.31111874723891364
ACH-000858,-0.26344737380960503
ACH-000859,-0.1135337094413816
ACH-000861,-0.2520484098537039
ACH-000862,-0.2364736015029129
ACH-000865,-0.21638430333836944
ACH-000866,-0.26621576567582755
ACH-000867,-0.3834210008364744
ACH-000869,-0.3039521644023513
ACH-000872,-0.2459652708918039
ACH-000873,-0.21169033590250466
ACH-000876,-0.265438257037888
ACH-000878,-0.2600174124883106
ACH-000880,-0.11415180175186328
ACH-000881,-0.300164882921272
ACH-000882,-0.3837269717211926
ACH-000884,-0.2834638637206737
ACH-000885,-0.2929023967306376
ACH-000887,-0.28311646712160937
ACH-000889,-0.3577546455850065
ACH-000896,-0.5463313003410039
ACH-000898,-0.2921776301236661
ACH-000900,-0.27033275375800164
ACH-000901,-0.2822314098685717
ACH-000905,-0.29467137192453313
ACH-000906,-0.16146380282480113
ACH-000907,-0.2815976840307037
ACH-000910,-0.3103965225561964
ACH-000911,-0.36320001142899067
ACH-000912,-0.3481144978134055
ACH-000913,-0.3204796370504757
ACH-000915,-0.32714796293631104
ACH-000916,-0.3117685365690537
ACH-000917,-0.09386996088422674
ACH-000920,-0.5318971517830743
ACH-000921,-0.23124526800574866
ACH-000924,-0.16647107323654894
ACH-000926,-0.3472542050016693
ACH-000928,-0.3425146462306264
ACH-000929,-0.17949632263944962
ACH-000932,-0.3388719293767207
ACH-000935,-0.37378744272334496
ACH-000936,-0.3703969437001353
ACH-000937,-0.2197963191474012
ACH-000938,-0.19390569290265305
ACH-000939,-0.1586749470655319
ACH-000941,-0.16610193774217236
ACH-000943,-0.2819483874996248
ACH-000946,-0.1566223443549514
ACH-000947,-0.3221828314239341
ACH-000948,-0.1199951946807236
ACH-000950,-0.09819857482793104
ACH-000953,-0.34019789820530233
ACH-000954,-0.3102904955912048
ACH-000957,-0.1933849808426344
ACH-000958,-0.12412325012564275
ACH-000960,-0.2792395914501216
ACH-000963,-0.5495330437368747
ACH-000968,-0.3190082480166141
ACH-000969,-0.29621241757820543
ACH-000972,-0.4387016711366002
ACH-000973,-0.32087043930012793
ACH-000974,-0.3023831774974633
ACH-000978,-0.1810193808223323
ACH-000984,-0.5533668960375465
ACH-000986,-0.4412400500868516
ACH-000988,-0.29014579587091466
ACH-000993,-0.2532285741924807
ACH-000994,-0.3133314854172053
ACH-000996,-0.4065623765386333
ACH-001001,-0.4868019627393821
ACH-001020,-0.35225835511284764
ACH-001028,-0.3256591772290302
ACH-001031,-0.32336996541686164
ACH-001038,-0.2277793044418801
ACH-001048,-0.2209911147048617
ACH-001050,-0.396889348164832
ACH-001053,-0.3203603277916489
ACH-001054,-0.36709181702201
ACH-001061,-0.42956162237526013
ACH-001067,-0.31702063075429393
ACH-001075,-0.4594102817978826
ACH-001096,-0.13564675123265252
ACH-001111,-0.1898576787508869
ACH-001119,-0.3765491936523801
ACH-001128,-0.5597844485671636
ACH-001134,-0.3441059465314465
ACH-001151,-0.30771616095751714
ACH-001163,-0.33117690212514844
ACH-001164,-0.443405798590762
ACH-001183,-0.15307628587972594
ACH-001192,-0.23364290912163305
ACH-001193,-0.33436330806372466
ACH-001196,-0.2644896231420322
ACH-001197,-0.20836345153477426
ACH-001205,-0.3530069080612206
ACH-001211,-0.4523642167597751
ACH-001212,-0.5038399471571895
ACH-001228,-0.3581929770236785
ACH-001232,-0.3033444042240719
ACH-001239,-0.1479116327080488
ACH-001270,-0.15093139722091234
ACH-001274,-0.2589948219570509
ACH-001275,-0.3346266168629278
ACH-001277,-0.3040220006643716
ACH-001278,-0.28730350684040856
ACH-001280,-0.3643764396815461
ACH-001283,-0.3169161000639473
ACH-001289,-0.1989293005625894
ACH-001300,-0.3823823567539253
ACH-001301,-0.3835129399134758
ACH-001302,-0.3299117160933825
ACH-001306,-0.23396546788610195
ACH-001318,-0.06737314437219086
ACH-001322,-0.3400534745374427
ACH-001328,-0.3609652992509417
ACH-001332,-0.19499864167517195
ACH-001336,-0.4248379319651216
ACH-001346,-0.16854710415390622
ACH-001353,-0.23866076045606324
ACH-001354,-0.3002193693115221
ACH-001367,-0.2941759831895989
ACH-001368,-0.3483102463348629
ACH-001374,-0.3169157542924332
ACH-001377,-0.30670309987288946
ACH-001380,-0.3685970405426484
ACH-001391,-0.30823269532427555
ACH-001408,-0.27522624475589746
ACH-001430,-0.25442226833863163
ACH-001431,-0.23088923984369975
ACH-001450,-0.2238507076749557
ACH-001496,-0.17327250325825955
ACH-001500,-0.31907830857006353
ACH-001523,-0.1580807209184837
ACH-001532,-0.3623865517966604
ACH-001550,-0.28703993926836363
ACH-001552,-0.4050278829740175
ACH-001554,-0.25276571467015657
ACH-001654,-0.37381720597125095
ACH-001735,-0.3770564074704705
ACH-001736,-0.34111131674597145
ACH-001737,-0.058975976640611376
ACH-001740,-0.1952074231189465
ACH-001745,-0.29733227332907514
ACH-001765,-0.3745944466007548
