,H3F3B (3021)
ACH-000004,0.0296231783249234
ACH-000005,-0.44102389172735534
ACH-000007,-0.3306475763154682
ACH-000009,-0.2832782716635702
ACH-000011,-0.4428759864797789
ACH-000012,-0.4196263649481248
ACH-000013,-0.3715994900851944
ACH-000014,-0.2907031679266054
ACH-000015,-0.17342035002701325
ACH-000017,-0.3380949079175972
ACH-000018,-0.3196718119008691
ACH-000019,-0.3915393795872693
ACH-000021,-0.34854207096549283
ACH-000022,-0.2911740336812925
ACH-000025,-0.2726035653811956
ACH-000028,-0.4648285198524683
ACH-000030,-0.2309077111182213
ACH-000035,-0.3355629691448875
ACH-000036,-0.2813943556799757
ACH-000037,-0.2835400322146051
ACH-000039,-0.3328687715181951
ACH-000040,-0.4253172612918919
ACH-000041,-0.19657741838698664
ACH-000042,-0.15004575193882355
ACH-000045,-0.34770464804280266
ACH-000047,-0.23736860022758885
ACH-000052,-0.3581026033726361
ACH-000053,-0.34257988156918023
ACH-000054,-0.3543676288203781
ACH-000055,-0.33094787908305745
ACH-000060,-0.6135506343414676
ACH-000067,-0.5097240430404454
ACH-000070,-0.2200109680907664
ACH-000075,-0.4378221172677426
ACH-000078,-0.30504738694819394
ACH-000082,-0.2482455298265069
ACH-000085,-0.11115392917315324
ACH-000086,-0.4454407309258554
ACH-000087,-0.2965327981978874
ACH-000092,-0.2078476877999568
ACH-000095,-0.6090955708879571
ACH-000097,-0.25500874539543217
ACH-000098,-0.2839363648264045
ACH-000099,-0.4583717680124778
ACH-000108,-0.2354538024478384
ACH-000113,-0.4624437055553394
ACH-000116,-0.3459563485885594
ACH-000118,-0.21506927741738252
ACH-000120,-0.17655210916941996
ACH-000123,-0.34980942009688404
ACH-000127,-0.2601554358411124
ACH-000128,-0.3323155221055117
ACH-000132,-0.1598307503374246
ACH-000133,-0.31466770204454103
ACH-000137,-0.3629859360967713
ACH-000138,-0.2161814908331628
ACH-000142,-0.3923221855696891
ACH-000143,-0.21659862028878246
ACH-000146,-0.2900394709317385
ACH-000148,-0.4729244886830628
ACH-000150,-0.272742925316471
ACH-000152,-0.33794008195760594
ACH-000153,-0.11351380917575965
ACH-000159,-0.38574345051337977
ACH-000160,-0.1489689889124841
ACH-000163,-0.15027817812806926
ACH-000167,0.04639415077004739
ACH-000168,-0.2951079374684141
ACH-000169,-0.28143877842354914
ACH-000178,-0.3093008952366273
ACH-000183,-0.04349721861042926
ACH-000188,-0.3645810471588316
ACH-000189,-0.2111153945386786
ACH-000190,-0.09920110189069584
ACH-000198,-0.3593623537423054
ACH-000203,-0.6044304964178058
ACH-000204,-0.1916375105092981
ACH-000206,-0.0969296893911738
ACH-000207,-0.1345539346792419
ACH-000208,-0.33779188918276704
ACH-000210,-0.21258635046255656
ACH-000211,-0.4580376168459542
ACH-000215,-0.2974231273545521
ACH-000221,-0.2858437962610015
ACH-000222,-0.03534387794039337
ACH-000223,-0.21026955149523494
ACH-000226,-0.3495394054937147
ACH-000227,-0.30003409402655795
ACH-000228,-0.36063647362761103
ACH-000231,-0.3065446757161566
ACH-000232,-0.209177746966436
ACH-000233,-0.3813829061613389
ACH-000234,-0.41506161558225374
ACH-000235,-0.2324119717543547
ACH-000237,-0.2541333758265901
ACH-000238,-0.34281674534432205
ACH-000242,-0.09282097677103317
ACH-000243,-0.2851153283430335
ACH-000244,-0.2268079001868198
ACH-000246,-0.2846904343124797
ACH-000248,-0.4906376970444688
ACH-000250,-0.4603476167247334
ACH-000251,-0.8773635689630028
ACH-000252,-0.2807976453326513
ACH-000253,-0.2219579604557545
ACH-000255,-0.3004372027918744
ACH-000256,-0.3921751655690634
ACH-000257,-0.39486402902499934
ACH-000258,-0.14243578075360547
ACH-000259,-0.2631749705562606
ACH-000260,-0.3108808721642778
ACH-000261,-0.4297241016036476
ACH-000262,-0.4599807395737322
ACH-000263,-0.5325713426059528
ACH-000264,-0.4494234868714196
ACH-000265,-0.3528595755644535
ACH-000266,-0.34523387851599296
ACH-000272,-0.18649071271874373
ACH-000274,-0.29080744346515724
ACH-000277,-0.440859888924926
ACH-000278,-0.3493843246494547
ACH-000279,-0.21052442259960424
ACH-000280,-0.22825229470152336
ACH-000281,-0.417196711690932
ACH-000288,-0.3843181349670717
ACH-000291,-0.4430634618845315
ACH-000293,-0.20421556824907208
ACH-000294,-0.14723209246055666
ACH-000295,-0.5743292825658817
ACH-000296,-0.4999475060616546
ACH-000302,-0.2747428515804667
ACH-000304,-0.4765566791882913
ACH-000307,-0.1533832475933906
ACH-000308,-0.14237626566426495
ACH-000310,-0.4452096037378439
ACH-000311,-0.1978272185508566
ACH-000312,-0.2869229903944878
ACH-000315,-0.4711005962068381
ACH-000316,-0.5223141859677201
ACH-000317,-0.1541717883732945
ACH-000318,-0.19835222287083806
ACH-000319,-0.11116563944482637
ACH-000320,0.07167955328492097
ACH-000322,-0.4788695356671162
ACH-000323,-0.4619780281140835
ACH-000324,-0.36052275330895855
ACH-000329,-0.3261615465273768
ACH-000330,-0.18524743711177832
ACH-000331,-0.3199436310279089
ACH-000332,-0.3407253159686998
ACH-000334,-0.2776122112801148
ACH-000335,-0.1759017291137561
ACH-000336,-0.3595862154367335
ACH-000337,-0.5706128950405582
ACH-000338,-0.11772682318571255
