,EBI3 (10148)
ACH-000266,-0.17425345617350632
ACH-000272,-0.1537056813919583
ACH-000274,-0.31225427988761256
ACH-000277,-0.24723488019032025
ACH-000278,-0.04157167978524485
ACH-000279,-0.1135643324893724
ACH-000280,-0.2413249787792777
ACH-000281,-0.17392197739699944
ACH-000288,0.030354400973625812
ACH-000291,-0.21991596522841209
ACH-000293,-0.4347548918584877
ACH-000294,-0.13815609091548764
ACH-000295,-0.4452528550423357
ACH-000296,-0.19597108737985197
ACH-000302,-0.15349071211017154
ACH-000304,-0.10650514809455862
ACH-000307,-0.2103269629407376
ACH-000308,-0.2167250090718035
ACH-000310,-0.16401840919422184
ACH-000311,-0.2681891922578908
ACH-000312,-0.22060327944236907
ACH-000315,-0.3387071167478592
ACH-000316,-0.05345385134292925
ACH-000317,-0.02323518832475948
ACH-000318,-0.11073032094565274
ACH-000319,-0.1202562831809348
ACH-000320,-0.3556559692073179
ACH-000322,-0.2308232548812063
ACH-000323,-0.2205446386804848
ACH-000324,-0.4129579088642411
ACH-000329,-0.1834184940325036
ACH-000330,-0.24494362090387956
ACH-000331,-0.2077493709650839
ACH-000332,-0.19300230061652
ACH-000334,-0.2064538339349347
ACH-000335,-0.1594974908448727
ACH-000336,-0.19493030398165315
ACH-000337,-0.3393100049395705
ACH-000338,0.005810142053499933
ACH-000339,-0.14053467283763552
ACH-000341,-0.4419831377261824
ACH-000348,-0.10490047197045113
ACH-000350,-0.3018220600821066
ACH-000352,-0.22954940579333666
ACH-000356,-0.1108783416800382
ACH-000361,-0.23230939814507634
ACH-000362,-0.10016866100391893
ACH-000363,-0.2102348061918708
ACH-000364,-0.17426524068610832
ACH-000365,-0.1658035149713415
ACH-000366,-0.39960559906544396
ACH-000368,-0.2369437663599442
ACH-000374,-0.10677955247566977
ACH-000375,0.10990950497287856
ACH-000376,0.008572011708663363
ACH-000381,-0.06510630954328754
ACH-000383,-0.181872661271238
ACH-000387,-0.053165189228025836
ACH-000389,-0.1215639043786406
ACH-000390,-0.22637482402579784
ACH-000393,-0.20508207163602485
ACH-000395,0.02040661143906352
ACH-000396,-0.08753337693975974
ACH-000397,-0.3479309685306437
ACH-000401,-0.18835745311067664
ACH-000402,-0.16028029715287714
ACH-000403,-0.3246985324765992
ACH-000404,-0.17823787302050925
ACH-000406,-0.11332092714549342
ACH-000407,-0.1591892629197208
ACH-000408,-0.15968568134900638
ACH-000410,-0.24293324872376795
ACH-000411,-0.2052875727683
ACH-000414,-0.11331217617389105
ACH-000415,-0.11035490111315918
ACH-000416,-0.3247458976844372
ACH-000420,-0.2315014756497364
ACH-000421,-0.1886705888101844
ACH-000424,0.009816605870761464
ACH-000425,-0.16954994015513736
ACH-000426,-0.09936636057411634
ACH-000427,-0.21932307081471475
ACH-000433,-0.11121338709199026
ACH-000435,-0.3096028424629263
ACH-000436,0.12142337065584012
ACH-000444,-0.1841265682245166
ACH-000445,-0.0855169566104641
ACH-000448,-0.2607286259047816
ACH-000450,-0.11621461261660496
ACH-000452,-0.26151134290818306
ACH-000454,-0.4194978529191255
ACH-000458,-0.1611702921864557
ACH-000459,-0.20761629200260984
ACH-000460,-0.16835146939579382
ACH-000461,-0.1774314705000448
ACH-000463,-0.2664594755794451
ACH-000464,-0.045966039379070615
ACH-000466,-0.187274120971954
ACH-000467,-0.10365949301250917
ACH-000468,-0.10337569835084699
ACH-000469,-0.16905410409244778
ACH-000470,0.06642877508148322
ACH-000471,-0.128313356747432
ACH-000472,-0.13369021323202998
ACH-000473,-0.3025290527523489
ACH-000475,-0.22828980052110376
ACH-000476,-0.1998392692064525
ACH-000477,-0.2476579171241477
ACH-000479,-0.41964236313613423
ACH-000480,-0.1663152788515056
ACH-000481,-0.09154212418059103
ACH-000483,-0.20353157288797413
ACH-000484,-0.2437590983400781
ACH-000485,-0.25005402956118084
ACH-000486,-0.18673661525784424
ACH-000487,-0.4450779683561872
ACH-000488,-0.29413753383290353
ACH-000490,-0.2630379587804744
ACH-000491,-0.1309324454490586
ACH-000495,-0.20366941036015626
ACH-000496,-0.29264753305891805
ACH-000499,-0.2741488350452499
ACH-000500,0.1892296180474199
ACH-000502,-0.28032719361148817
ACH-000503,-0.060139973941928285
ACH-000505,-0.20087733708259176
ACH-000507,-0.09235445701998653
ACH-000510,-0.1867814425303049
ACH-000511,-0.16182087975089424
ACH-000512,-0.17411962622542346
ACH-000516,-0.09498154097481278
ACH-000517,-0.2836275473959345
ACH-000518,-0.11825937383704467
ACH-000520,-0.33009534556044257
ACH-000521,-0.2676467550883646
ACH-000522,-0.22419909962528614
ACH-000524,-0.2603439238718736
ACH-000527,-0.16359986657377654
ACH-000528,-0.11524429092284402
ACH-000537,-0.030132765705173294
ACH-000541,-0.2662267383518882
ACH-000542,-0.24470403424315684
ACH-000544,-0.1766232284463808
ACH-000545,-0.34397045122111314
ACH-000547,-0.033485690459207074
ACH-000548,-0.05098368956207956
ACH-000549,-0.3657963093770719
ACH-000550,-0.21932248500747148
ACH-000552,-0.0987751415298154
ACH-000556,-0.38951300923639937
ACH-000557,-0.3854307882271911
ACH-000569,-0.6705069037293139
ACH-000570,-0.08580355863378983
ACH-000571,-0.18303192887815184
ACH-000573,-0.12936864079480048
ACH-000576,-0.2367895555439104
ACH-000579,0.11576237385155608
ACH-000580,-0.14937666847877973
ACH-000584,-0.17830937187685905
ACH-000585,-0.33375548868395283
ACH-000588,-0.1571073807567247
ACH-000589,-0.0192218085424049
ACH-000591,-0.3929482581024474
ACH-000593,-0.11672384320287416
ACH-000600,-0.2281261766024727
ACH-000601,-0.2962869036532811
ACH-000605,-0.2551691635066354
ACH-000606,-0.2946868733433183
ACH-000608,-0.2835703897289299
ACH-000614,-0.15248942702280954
ACH-000616,-0.007570021292900445
ACH-000618,-0.22874897259581398
ACH-000619,-0.0864359802865567
ACH-000620,-0.20085871460239765
ACH-000621,-0.19521765781545208
ACH-000622,-0.2599567426268955
ACH-000623,-0.20464131092329976
ACH-000624,-0.2411497584244449
ACH-000627,-0.20563493809322092
ACH-000630,-0.21490451144726366
ACH-000631,-0.4078010931241831
ACH-000632,-0.24113373601653826
ACH-000633,-0.32800116756751835
ACH-000637,-0.11046475128907313
ACH-000638,-0.17690713797544652
ACH-000646,-0.3898552404008845
ACH-000647,-0.19381951799603173
ACH-000648,-0.31038622750345035
ACH-000649,-0.21462964449094915
ACH-000651,-0.0892090217282703
ACH-000652,-0.2053000866092196
ACH-000653,-0.2795174456032821
ACH-000657,-0.15540453537558144
ACH-000658,-0.2961049798160722
ACH-000661,-0.3725956498710646
ACH-000662,0.2469663589455285
ACH-000663,-0.1941574754521098
ACH-000665,-0.2724250912085114
ACH-000671,-0.36690213553114975
ACH-000672,-0.14547052864623913
ACH-000673,-0.32757777992000203
ACH-000676,-0.09907518619806699
ACH-000677,-0.1913310506219177
ACH-000681,-0.21634381929615826
ACH-000683,-0.23983926801134206
ACH-000684,-0.1642789814034859
ACH-000688,-0.1782699705418948
ACH-000693,-0.2283137277975257
ACH-000694,0.00497087254966498
ACH-000695,-0.15938674869478509
ACH-000696,-0.09691563772028293
ACH-000697,0.029654203266156517
ACH-000699,-0.1911701348578092
ACH-000701,-0.307987463495336
ACH-000706,-0.2373342727226393
ACH-000711,-0.28735040714894233
ACH-000713,-0.1494356099115433
ACH-000714,-0.17940662201403926
ACH-000718,-0.1502068737536685
ACH-000720,-0.09702023190593732
ACH-000721,-0.22116361760430125
ACH-000724,-0.21953630420483705
ACH-000725,-0.3046471482827543
ACH-000732,-0.16259243919141392
ACH-000734,-0.4108063705439045
ACH-000735,-0.22465852183290988
ACH-000736,-0.09286247498860566
ACH-000738,-0.10153729117202642
ACH-000746,-0.0056845649921497855
ACH-000747,-0.17255843903971074
ACH-000748,-0.2463077229250297
ACH-000753,-0.1368637773469786
ACH-000756,-0.22208002529927964
ACH-000757,-0.1818885046630035
ACH-000758,-0.20721937861435327
ACH-000760,-0.11895378458003868
ACH-000762,-0.1679527199963321
ACH-000763,-0.23089304517103135
ACH-000764,-0.5460232967134367
ACH-000765,-0.048676428950847804
ACH-000766,-0.2808814910642073
ACH-000767,-0.10424295911630356
ACH-000768,-0.13420602769767986
ACH-000769,-0.16387478411515194
ACH-000770,-0.13967531503250544
ACH-000771,-0.1328666429365057
ACH-000773,-0.0994882588800505
ACH-000776,-0.18935143227554865
ACH-000777,-0.11883290788427335
ACH-000778,-0.20387663022118768
ACH-000781,-0.30592200560024274
ACH-000782,-0.2574761672072893
ACH-000783,-0.2974405536108562
ACH-000784,-0.163417628251267
ACH-000785,-0.2257402355529847
ACH-000787,-0.1851442599000244
ACH-000788,-0.295861691792681
ACH-000791,-0.11599486746411815
ACH-000792,-0.29397623070196705
ACH-000794,-0.17410974527383274
ACH-000796,-0.13117027193988642
ACH-000798,-0.02383055959324145
ACH-000799,-0.28448208433346744
ACH-000800,-0.1082095195605006
ACH-000802,-0.2279241295633959
ACH-000804,-0.2933002619637933
ACH-000805,-0.10842440055336663
ACH-000809,-0.16440124450127752
ACH-000810,-0.3079857108567433
ACH-000811,-0.2859675468287922
ACH-000817,-0.1532552797732144
ACH-000819,-0.32784407819239364
ACH-000820,0.0361111619539972
ACH-000821,-0.4692079169225805
ACH-000822,-0.12481412929525795
ACH-000823,-0.1759244803700277
ACH-000824,-0.2582863748860855
ACH-000827,-0.2917569251186383
ACH-000829,-0.07953576020768903
ACH-000831,-0.10992894790857302
ACH-000832,-0.04737895670070962
ACH-000833,0.007072882477006588
ACH-000834,-0.12039166443381355
ACH-000835,-0.04825736066395436
ACH-000836,-0.3543214320899987
ACH-000837,-0.1070473398324338
ACH-000838,-0.18147824367457716
ACH-000839,-0.24487922574279924
ACH-000840,-0.12370553245306087
ACH-000841,-0.2300169437417433
ACH-000843,-0.07021649496023734
ACH-000846,-0.1797514413583062
ACH-000847,-0.16526960841195426
ACH-000848,-0.10202184977039913
ACH-000849,-0.10916370844863776
ACH-000851,-0.2298487134408075
ACH-000855,-0.09643584932321284
ACH-000856,-0.14660196132211692
ACH-000858,-0.35420156144806986
ACH-000859,-0.05584628212994293
ACH-000861,-0.13347527987470675
ACH-000862,-0.1530205401066595
ACH-000865,-0.20572360902920556
ACH-000866,-0.23603195409818334
ACH-000867,-0.20879650720076534
ACH-000869,-0.057269931712420966
ACH-000872,-0.13720337053951592
ACH-000873,-0.13889230579628378
ACH-000876,-0.2846511641412721
ACH-000878,-0.2929843447463969
ACH-000880,-0.007821155202683403
ACH-000881,-0.1743473292313836
ACH-000882,-0.3172188288810514
ACH-000884,-0.09005666388664614
ACH-000885,-0.09290355225165492
ACH-000887,-0.2344261516011185
ACH-000889,-0.11423613813139193
ACH-000896,-0.11506246588409876
ACH-000898,-0.30989690716579216
ACH-000900,-0.4911227465751372
ACH-000901,-0.3198379260502532
ACH-000905,-0.1676324190431632
ACH-000906,-0.18049852813437767
ACH-000907,-0.1984529213712572
ACH-000910,-0.098270899520685
ACH-000911,-0.18593666161520614
ACH-000912,-0.3634897762935621
ACH-000913,-0.25102429130364073
ACH-000915,-0.024702568305674574
ACH-000916,-0.3775057650989163
ACH-000917,-0.16173191634759193
ACH-000920,-0.381214280484126
ACH-000921,-0.35357330831802825
ACH-000924,-0.2933019862003101
ACH-000926,-0.1836555590602781
ACH-000928,-0.4460529304070808
ACH-000929,-0.5924681648109899
ACH-000932,-0.06831364264980071
ACH-000935,-0.07727721999310053
ACH-000936,-0.20458248469841225
ACH-000937,-0.3942740801281979
ACH-000938,-0.25287803307986545
ACH-000939,-0.2854051947926729
ACH-000941,-0.3636322232774769
ACH-000943,-0.09675731503986128
ACH-000946,-0.14310435356450654
ACH-000947,-0.08766567338187765
ACH-000948,-0.22120521855599107
ACH-000950,-0.5179924525977793
ACH-000953,-0.4069277730272943
ACH-000954,0.01540649877304246
ACH-000957,-0.24714925261186435
ACH-000958,-0.006571535123907804
ACH-000960,-0.2588057517607424
ACH-000963,-0.2626259275342903
ACH-000968,-0.05759297571481362
ACH-000969,-0.042836054781092016
ACH-000972,0.14260812778714374
ACH-000973,-0.11731181622202573
ACH-000974,-0.13837718876925864
ACH-000978,0.003878717088471219
ACH-000984,-0.20985342474837052
ACH-000986,-0.27378233155222625
ACH-000988,-0.20841995307731265
ACH-000993,-0.4604564928248423
ACH-000994,-0.0512524906914746
ACH-000996,-0.1299093257556885
ACH-001001,-0.1698671230718348
ACH-001020,-0.17241827167408882
ACH-001028,-0.2004003551694177
ACH-001031,-0.25933862967831633
ACH-001038,-0.1233404868646471
ACH-001048,-0.13732303631095724
ACH-001050,-0.21315461273688985
ACH-001053,-0.15664735574073566
ACH-001054,-0.17710284674681456
ACH-001061,-0.041305087745442295
ACH-001067,-0.2978799609391621
ACH-001075,-0.12199456629537365
ACH-001096,-0.3235293072606637
ACH-001111,-0.4608236314664604
ACH-001119,-0.1367770741742165
ACH-001128,-0.08922691682969534
ACH-001134,0.047726307308644036
ACH-001151,-0.17700514769728892
ACH-001163,-0.1850994083524405
ACH-001164,-0.08714303851216403
ACH-001183,-0.3682935056738207
ACH-001192,-0.2395197466840666
ACH-001193,-0.009035495855379407
ACH-001196,-0.1974766386043863
ACH-001197,-0.08801616925116944
ACH-001205,-0.2595479055699943
ACH-001211,-0.33786062221242924
ACH-001212,-0.2872446498823113
ACH-001228,-0.3072768127944716
ACH-001232,-0.062358515944894624
ACH-001239,-0.1810056457008344
ACH-001270,0.23735273044590685
ACH-001274,-0.09988148325345364
ACH-001275,-0.4451428343650993
ACH-001277,-0.05762112618093924
ACH-001278,-0.2285684781490609
ACH-001280,-0.3393251139149325
ACH-001283,-0.2751870631141658
ACH-001289,-0.2302645434054427
ACH-001300,-0.2792044682894565
ACH-001301,-0.30214172679081924
ACH-001302,-0.15916426720013374
ACH-001306,-0.11431411884858915
ACH-001318,-0.34718755367195314
ACH-001322,-0.12232159796630927
ACH-001328,-0.1603929729697139
ACH-001332,-0.12038191056443033
ACH-001336,-0.19874693926137504
ACH-001346,-0.061324801250900875
ACH-001353,-0.16594919713417855
ACH-001354,-0.15824596583800196
ACH-001367,-0.2654085654572283
ACH-001368,-0.3437429071741562
ACH-001374,-0.2602818493599519
ACH-001377,-0.2392865010100857
ACH-001380,-0.21311801428554053
ACH-001391,-0.23105566644886386
ACH-001408,-0.3266314336059615
ACH-001430,-0.3683277231201513
ACH-001431,-0.10458505839710412
ACH-001450,-0.18656929751057005
ACH-001496,-0.16484133882212013
ACH-001500,-0.2290048731580645
ACH-001523,-0.2925488189240361
ACH-001532,-0.21157605130222296
ACH-001550,-0.0060955698918490715
ACH-001552,-0.15006017011761516
ACH-001554,-0.2888682707013515
ACH-001654,-0.2951416328458365
ACH-001735,-0.2243695437369607
ACH-001736,-0.2640406722059486
ACH-001737,-0.13015399012587225
ACH-001740,-0.2755346069941913
ACH-001745,-0.2578437784371631
ACH-001765,-0.29055500397836154
