,OMG (4974)
ACH-000004,0.13463186970102425
ACH-000005,0.05729807719004739
ACH-000007,0.09174878069545013
ACH-000009,-0.0729264687767169
ACH-000011,-0.013120075270568406
ACH-000012,0.0022942232183751922
ACH-000013,-0.11757894822513015
ACH-000014,-0.013284775641907472
ACH-000015,-0.03836484785885713
ACH-000017,-0.10480623852175086
ACH-000018,0.09680665552661802
ACH-000019,0.0414241789546598
ACH-000021,-0.04679490289098145
ACH-000022,-0.10552289580681047
ACH-000025,0.0865984890437931
ACH-000028,-0.10944862579650587
ACH-000030,0.051808925781054185
ACH-000035,-0.2034800861719886
ACH-000036,7.526300922252639e-05
ACH-000037,-0.03276998668336745
ACH-000039,0.06326260335826774
ACH-000040,-0.03749602883626526
ACH-000041,0.004713272558346977
ACH-000042,0.03117958015878702
ACH-000045,0.06856281607016741
ACH-000047,0.02945357783545236
ACH-000052,0.014239669915921141
ACH-000053,-0.02517461519464377
ACH-000054,-0.007402124668481285
ACH-000055,-0.029626444929151827
ACH-000060,0.07067553388878793
ACH-000067,-0.14734718005508862
ACH-000070,-0.024415683817497046
ACH-000075,-0.054431413909356616
ACH-000078,0.028282035443556914
ACH-000082,0.05162135042237658
ACH-000085,-0.06136737922348294
ACH-000086,0.05492333170882621
ACH-000087,-0.050987027211823334
ACH-000092,0.07075985362101163
ACH-000095,-0.09706578463166372
ACH-000097,-0.11053886440680076
ACH-000098,0.028989749882864176
ACH-000099,-0.06965033659638313
ACH-000108,0.02531872434801631
ACH-000113,-0.06952973902643858
ACH-000116,-0.1668835270795187
ACH-000118,-0.00868579099033447
ACH-000120,0.0678240507455218
ACH-000123,0.13078925191604668
ACH-000127,0.036533351958118056
ACH-000128,0.038222391276840816
ACH-000132,0.051614031147853234
ACH-000133,-0.07105089245694791
ACH-000137,-0.02606754202231106
ACH-000138,0.0673182271380586
ACH-000142,-0.12894478151856206
ACH-000143,-0.1478173443613724
ACH-000146,0.02794025870518508
ACH-000148,0.04953823742719051
ACH-000150,0.040965349915083465
ACH-000152,-0.03288284133681652
ACH-000153,0.014523172004100375
ACH-000159,-0.10317740292533883
ACH-000160,0.0031641360334055428
ACH-000163,0.002305368036744106
ACH-000167,-0.08103585909434842
ACH-000168,0.009548097158492015
