,IGJ (3512)
ACH-000004,0.031070530631712518
ACH-000005,-0.005838553170182718
ACH-000007,0.07483248080494116
ACH-000009,-0.016356831059781817
ACH-000011,-0.007233655417472555
ACH-000012,0.21079377662626064
ACH-000013,0.1373356556506281
ACH-000014,0.18245326380327812
ACH-000015,0.08055754520011968
ACH-000017,0.07514963182625739
ACH-000018,0.0908470236086989
ACH-000019,0.0578426528660129
ACH-000021,0.062495495564265535
ACH-000022,0.06721858520153969
ACH-000025,0.05805326653279831
ACH-000028,0.11055766051724897
ACH-000030,0.05980993063545899
ACH-000035,0.09558519695601712
ACH-000036,-0.08364755983508489
ACH-000037,0.006682194758410676
ACH-000039,-0.19388719904615612
ACH-000040,0.08219598144242267
ACH-000041,0.11489624524498568
ACH-000042,0.0579841322661894
ACH-000045,0.10174967682555988
ACH-000047,-0.1110657611602182
ACH-000052,0.3030530478926805
ACH-000053,0.0746106150120556
ACH-000054,0.21245584833962206
ACH-000055,0.11679963425048293
ACH-000060,0.015017436375049766
ACH-000067,0.061304575933306474
ACH-000070,0.0663500401149934
ACH-000075,0.16461073933247072
ACH-000078,0.1802865129210608
ACH-000082,0.14937780259548497
ACH-000085,0.25098842200090904
ACH-000086,0.04403405242296843
ACH-000087,0.0025882449019983987
ACH-000092,0.02718254578330401
ACH-000095,0.16123893753267082
ACH-000097,0.07852984782887835
ACH-000098,0.04850761593029489
ACH-000099,0.16478646116603715
ACH-000108,0.053238182608184886
ACH-000113,0.20818790907349044
ACH-000116,0.10036200483311863
ACH-000118,0.1085864812837677
ACH-000120,0.18106989862746292
ACH-000123,0.1966467353721321
ACH-000127,0.0667433078442758
ACH-000128,0.027409760081412736
ACH-000132,0.1702522116289317
ACH-000133,0.07273642219989207
ACH-000137,0.12717290115262325
ACH-000138,0.17012056028204214
ACH-000142,-0.06640418621001389
ACH-000143,-0.03999069171546373
ACH-000146,0.1855088423192491
ACH-000148,0.061475287021242685
ACH-000150,0.2369007931803672
ACH-000152,0.006655277582720517
ACH-000153,0.11457452727144453
ACH-000159,0.09361861461909113
ACH-000160,0.06697786686759534
ACH-000163,0.11789922013318213
ACH-000167,0.041460135367039866
ACH-000168,0.13153356818173662
ACH-000169,0.13135288040423004
ACH-000178,0.07675258408180301
ACH-000183,0.0247640407733276
ACH-000188,0.027315774273717654
ACH-000189,0.04352812941700193
ACH-000190,0.11051811557545492
ACH-000198,0.10733850358679838
ACH-000203,-0.20596331599287768
ACH-000204,0.13016697429580393
ACH-000206,0.194845700817005
ACH-000207,0.27296372372648003
ACH-000208,-0.007705673981614384
ACH-000210,0.3191316580848127
ACH-000211,0.03983088688076961
ACH-000215,0.03131465769690302
ACH-000221,0.14587739912303654
ACH-000222,0.06472496648953825
ACH-000223,0.08891178637012286
ACH-000226,0.07782238077675181
ACH-000227,0.05698278612207566
ACH-000228,-0.010944804759456242
ACH-000231,0.01564461549586673
ACH-000232,0.16600065429779684
ACH-000233,0.0703015701876744
ACH-000234,0.09346112478914123
ACH-000235,0.06005065991239705
ACH-000237,0.10345894148926782
ACH-000238,0.16539911687840164
ACH-000242,0.3349989182592584
ACH-000243,0.1456692572388494
ACH-000244,0.2265871748423468
ACH-000246,0.2536294665429512
ACH-000248,-0.039874554771439516
ACH-000250,0.17867451700045214
ACH-000251,0.38054658417987397
ACH-000252,0.2757017786231142
ACH-000253,0.1784657838463744
ACH-000255,0.1449382407058452
ACH-000256,0.057995587685963024
ACH-000257,0.2260164436922993
ACH-000258,0.09526855437693586
ACH-000259,0.092416776058998
ACH-000260,0.029900626649393074
ACH-000261,0.160895759104924
ACH-000262,0.029450671351511637
ACH-000263,0.06663888456635393
ACH-000264,0.1652548996243903
ACH-000265,0.10010302983813893
ACH-000266,0.10628680131278584
ACH-000272,0.11549911796829328
ACH-000274,0.1323464979650731
ACH-000277,0.1311003665021733
ACH-000278,0.0961223145575362
ACH-000279,0.11459646176083052
ACH-000280,0.05337550043799
ACH-000281,0.17056866621378616
ACH-000288,0.09079449702688304
ACH-000291,0.12387104028329393
ACH-000293,0.009988672363913969
ACH-000294,0.1830744082661927
ACH-000295,0.32863214071738345
ACH-000296,0.04770871050193296
ACH-000302,0.060606033310532464
ACH-000304,0.012482674633450656
ACH-000307,0.0112890957260535
ACH-000308,0.07766556777126743
ACH-000310,0.206105586642008
ACH-000311,0.1764616015056526
ACH-000312,0.11638222454356488
ACH-000315,0.04862982758325103
ACH-000316,0.15716040626230907
ACH-000317,0.11834062111381395
ACH-000318,-0.004336070685492318
ACH-000319,0.04589775678129163
ACH-000320,0.02733678627298968
ACH-000322,0.05903683843472336
ACH-000323,0.04565091884808225
ACH-000324,0.062340925169632924
ACH-000329,0.11929377019953065
ACH-000330,0.16387816042846032
ACH-000331,0.15332983655545224
ACH-000332,0.04291096575097885
ACH-000334,0.05484522824786433
ACH-000335,0.04417153996428223
ACH-000336,0.5050635163059861
ACH-000337,-0.058465182029662936
ACH-000338,-0.28082863499952737
ACH-000339,-0.01168210722083435
ACH-000341,0.10764260149498577
ACH-000348,0.06429124490112374
ACH-000350,0.09621851392335856
ACH-000352,0.17702746925092033
ACH-000356,0.12676668459387835
ACH-000361,0.24605330068159234
ACH-000362,0.07819210958664262
ACH-000363,0.05610508216665625
ACH-000364,0.07522174925729255
ACH-000365,-0.013734037338755022
ACH-000366,0.095177110685083
ACH-000368,0.06785389696464282
ACH-000374,0.0804513498783542
ACH-000375,0.006378205161313042
ACH-000376,0.04659611080170438
ACH-000381,0.19207081617151398
ACH-000383,0.017249619141481886
ACH-000387,0.05058158086559986
ACH-000389,0.2170465932289067
ACH-000390,0.027823897782407396
ACH-000393,0.07437081423405717
