,AMFR (267)
ACH-000257,-0.19543818986291045
ACH-000258,-0.21682343414183766
ACH-000259,-0.2188444703061712
ACH-000260,-0.17897538943578925
ACH-000261,-0.2561912431564512
ACH-000262,-0.43042117809207453
ACH-000263,-0.025799848013569424
ACH-000264,-0.13566491275892276
ACH-000265,-0.1287652816267736
ACH-000266,-0.2488622840122565
ACH-000272,-0.18351405655900896
ACH-000274,-0.18768024962994248
ACH-000277,-0.10790910544199844
ACH-000278,-0.19938493242519686
ACH-000279,-0.1033122237003988
ACH-000280,-0.06019462722257483
ACH-000281,-0.2666125068796901
ACH-000288,-0.17685505035261856
ACH-000291,-0.2518260669133489
ACH-000293,-0.12596134297843026
ACH-000294,-0.6466488244417069
ACH-000295,-0.3552650653786028
ACH-000296,0.06937220119264223
ACH-000302,-0.2029949900891609
ACH-000304,-0.03419062361791785
ACH-000307,-0.2257046527078605
ACH-000308,-0.0528636363909617
ACH-000310,-0.2144814913225017
ACH-000311,-0.222620445430591
ACH-000312,-0.1583007016686337
ACH-000315,-0.5133605666514789
ACH-000316,-0.4289510620787343
ACH-000317,-0.25903647827392634
ACH-000318,-0.2294894924882641
ACH-000319,-0.13518376045058814
ACH-000320,-0.23455430796545634
ACH-000322,-0.34374963001225417
ACH-000323,-0.11348862109831072
ACH-000324,-0.2975935917594749
ACH-000329,-0.3207063783199055
ACH-000330,-0.098898930928902
ACH-000331,-0.2407012274292531
ACH-000332,-0.25745661362452377
ACH-000334,-0.19995314432275368
ACH-000335,-0.3910460803151301
ACH-000336,-0.2023260526141568
ACH-000337,-0.19645059505962287
ACH-000338,-0.07491761060203771
ACH-000339,-0.22635450283053216
ACH-000341,-0.22865826179360485
ACH-000348,-0.3243080911686622
ACH-000350,-0.19839850923168134
ACH-000352,-0.17426097361421697
ACH-000356,-0.17936294214886295
ACH-000361,-0.3263425204434284
ACH-000362,-0.18261807120086332
ACH-000363,-0.11494428618559425
ACH-000364,-0.24505372998689026
ACH-000365,-0.13083566792253648
ACH-000366,-0.1757855024592346
ACH-000368,-0.09845657033953498
ACH-000374,-0.04845275540906682
ACH-000375,-0.18504280915745955
ACH-000376,-0.26375782944843024
ACH-000381,-0.11787428766849037
ACH-000383,-0.2626000392583616
ACH-000387,-0.16869664593682354
ACH-000389,-0.15121690053405148
ACH-000390,-0.2999680455983465
ACH-000393,-0.3112688377285474
ACH-000395,-0.18822470278318207
ACH-000396,-0.25515369894052153
ACH-000397,-0.24258779752508886
ACH-000401,-0.1194831802261445
ACH-000402,-0.1967426871388796
ACH-000403,-0.15901952644633974
ACH-000404,-0.07631933997538212
ACH-000406,-0.19032299718120127
ACH-000407,-0.20659406366931235
ACH-000408,-0.04798056411287188
ACH-000410,-0.17263873541180438
ACH-000411,-0.2870792168681729
ACH-000414,-0.15468945395380307
ACH-000415,-0.09024930927032264
ACH-000416,-0.19944555907387326
ACH-000420,-0.1522260985042511
ACH-000421,-0.09137174893506236
ACH-000424,-0.025626844387090696
ACH-000425,-0.2518178686036667
ACH-000426,-0.04782241396380915
ACH-000427,-0.0049344263327896435
ACH-000433,-0.053832520366757536
ACH-000435,-0.2966900946686968
ACH-000436,-0.0834278532047627
ACH-000444,-0.1732643632296967
ACH-000445,-0.2984187315018448
ACH-000448,-0.0598810253675511
ACH-000450,-0.2138312209053108
ACH-000452,-0.1432446068952474
ACH-000454,-0.5789047548499667
ACH-000458,-0.1483818738202731
ACH-000459,-0.22472367281540706
ACH-000460,-0.2513802678441693
ACH-000461,-0.25777432813701523
ACH-000463,-0.27029669777473386
ACH-000464,-0.2281903407785951
ACH-000466,-0.18171666594989436
ACH-000467,-0.4244342665805441
ACH-000468,-0.18618715331239016
ACH-000469,-0.34952589085669256
ACH-000470,-0.220268611266116
ACH-000471,-0.39708426201609176
ACH-000472,-0.18008929519213754
ACH-000473,-0.3578136408045338
ACH-000475,-0.20347145648135645
ACH-000476,-0.25004962857691715
ACH-000477,0.056361603555390064
ACH-000479,-0.10224110709909667
ACH-000480,-0.3329438943866825
ACH-000481,-0.18026710401889687
ACH-000483,-0.2245824083983985
ACH-000484,-0.18990646732020666
ACH-000485,-0.29911045984423223
ACH-000486,-0.2400237946465553
ACH-000487,-0.1630899460108882
ACH-000488,-0.2641213812377789
ACH-000490,-0.12764606383170513
ACH-000491,-0.09601538183731896
ACH-000495,-0.20748134066463966
ACH-000496,-0.16888390868397252
ACH-000499,-0.20989017227953108
ACH-000500,-0.32662146684478266
ACH-000502,-0.26551489423344105
ACH-000503,-0.21868123753141872
ACH-000505,-0.3162058852232025
ACH-000507,-0.20926060399820584
ACH-000510,-0.21021859107366672
ACH-000511,-0.2488352210025788
ACH-000512,-0.4892146632603335
ACH-000516,-0.16768464172166125
ACH-000517,-0.1995250779704787
ACH-000518,-0.3854183770994711
ACH-000520,-0.20568221535774106
ACH-000521,-0.15778466884535775
ACH-000522,-0.2397678904886164
ACH-000524,-0.14996869041395428
ACH-000527,-0.3098093902252393
ACH-000528,-0.17389645524531594
ACH-000537,-0.2618547278160485
ACH-000541,-0.33033504916161044
ACH-000542,-0.40659651927613705
ACH-000544,-0.1883704193467168
ACH-000545,-0.07247972819672106
ACH-000547,0.031487459677399576
ACH-000548,-0.4031072328672843
ACH-000549,-0.3068839779015473
ACH-000550,-0.473116247031769
ACH-000552,-0.15890931599800667
ACH-000556,-0.19339164644255333
ACH-000557,-0.1472644746541807
ACH-000569,-0.2680989566284539
ACH-000570,-0.4480778582487277
ACH-000571,-0.23539020047015835
ACH-000573,-0.17093304940533705
ACH-000576,-0.2827326463744229
ACH-000579,-0.18564725753831512
ACH-000580,-0.2182023028728623
ACH-000584,-0.19076349624697653
ACH-000585,-0.1425344818881564
ACH-000588,-0.3300946496834724
ACH-000589,-0.2399340733158791
ACH-000591,-0.167990429364739
ACH-000593,-0.2469101341798366
ACH-000600,-0.14667049458450904
ACH-000601,-0.3517021950232881
ACH-000605,-0.20245871043702407
ACH-000606,-0.06842605792848418
ACH-000608,-0.2386370797097476
ACH-000614,-0.022069800369389925
ACH-000616,-0.3128572344483314
ACH-000618,-0.3507320442108689
ACH-000619,-0.07184145401400494
ACH-000620,-0.18655378447718696
ACH-000621,-0.3294118503397121
ACH-000622,-0.0862819829542545
ACH-000623,-0.2871265622231227
ACH-000624,-0.2691485851236927
ACH-000627,-0.3712292144945685
ACH-000630,-0.1591832632751179
ACH-000631,-0.3906219194946022
ACH-000632,-0.16397482755012194
ACH-000633,0.014831630244602947
ACH-000637,-0.3925024681678784
ACH-000638,-0.3937811628766103
ACH-000646,-0.3948962565919443
ACH-000647,-0.23317363489080864
ACH-000648,-0.2859021377373153
ACH-000649,-0.21729955937153256
ACH-000651,-0.3076562489689999
ACH-000652,0.1347988036710804
ACH-000653,-0.3711993259499331
ACH-000657,-0.18893312794386746
ACH-000658,-0.3314619126637021
ACH-000661,-0.3247986632528469
ACH-000662,-0.19974389272604115
ACH-000663,-0.29639478075755893
ACH-000665,-0.07479661706560538
ACH-000671,-0.08102735591537899
ACH-000672,0.04351852030491235
ACH-000673,-0.19837516141496567
ACH-000676,-0.1239805472860047
ACH-000677,-0.09877256084660348
ACH-000681,-0.08836654406142709
ACH-000683,-0.20595770391756
ACH-000684,-0.004863711461841325
ACH-000688,-0.34193546500627564
ACH-000693,-0.11107666484041816
ACH-000694,-0.17894064939008728
ACH-000695,0.02417558756849758
ACH-000696,-0.1786058660273355
ACH-000697,-0.4300079514045581
ACH-000699,-0.2399872059346137
ACH-000701,-0.1930762982784815
ACH-000706,-0.2360462437524201
ACH-000711,-0.27646453015204875
ACH-000713,-0.10023582300902432
ACH-000714,-0.04671067337440404
ACH-000718,-0.17201921353798874
ACH-000720,-0.1093524415185649
ACH-000721,-0.22282667912968687
ACH-000724,-0.4345553068788644
ACH-000725,-0.11075313715227043
ACH-000732,-0.2236048140376372
ACH-000734,-0.111943480672949
ACH-000735,-0.3753526247436319
ACH-000736,-0.15293173512252492
ACH-000738,-0.26203607981390165
ACH-000746,-0.14845835911474314
ACH-000747,-0.24083317819024305
ACH-000748,-0.1009749415136553
ACH-000753,-0.20627923901807252
ACH-000756,-0.09247509976847083
ACH-000757,-0.019414882570345647
ACH-000758,-0.3437457001123299
ACH-000760,-0.17150121844876914
ACH-000762,-0.3291919124564341
ACH-000763,-0.5554846327565739
ACH-000764,-0.3005874219627843
ACH-000765,-0.14801822744937046
ACH-000766,-0.08324595020820927
ACH-000767,-0.16475275405180845
ACH-000768,-0.3771591487705484
ACH-000769,-0.05178002726627458
ACH-000770,-0.13545242958864973
ACH-000771,-0.1580473644037364
ACH-000773,-0.21332359080118565
ACH-000776,-0.2985217777012598
ACH-000777,-0.29217128157456634
ACH-000778,-0.20259401937330004
ACH-000781,-0.2896787926846873
ACH-000782,-0.2685693749483889
ACH-000783,-0.2043644111296531
ACH-000784,-0.18533400173995065
ACH-000785,-0.4265997710516628
ACH-000787,-0.09396888521487036
ACH-000788,-0.16141083751913235
ACH-000791,-0.10267707243600074
ACH-000792,-0.26207420458270403
ACH-000794,-0.2043946596923001
ACH-000796,-0.35584752475117315
ACH-000798,-0.3383629146430952
ACH-000799,-0.2113771109102124
ACH-000800,-0.25420915808929195
ACH-000802,-0.3864773250602329
ACH-000804,-0.2997921310843378
ACH-000805,-0.23346424671802105
ACH-000809,-0.2214547669883858
ACH-000810,-0.25585059369871765
ACH-000811,-0.1049056778994146
ACH-000817,-0.3544139958894392
ACH-000819,-0.3555111246365001
ACH-000820,-0.2875142653158503
ACH-000821,-0.5353179188883089
ACH-000822,-0.2233001343793532
ACH-000823,-0.10215460474524493
ACH-000824,-0.2898737373952057
ACH-000827,-0.18881438462773628
ACH-000829,-0.3047106457098575
ACH-000831,-0.5115374555416902
ACH-000832,-0.2964006259657921
ACH-000833,-0.24016075616436866
ACH-000834,-0.30373211169157105
ACH-000835,-0.19240666961751254
ACH-000836,-0.1949392668921327
ACH-000837,-0.17812014458551556
ACH-000838,-0.21649875331214016
ACH-000839,-0.012246984745986329
ACH-000840,-0.4188824620742007
ACH-000841,-0.3607927174276712
ACH-000843,-0.14863399383813408
ACH-000846,-0.3230551586180233
ACH-000847,-0.4412726930331636
ACH-000848,-0.18621027182061364
ACH-000849,-0.1534304520741041
ACH-000851,-0.3183954256509331
ACH-000855,-0.3739379475279541
ACH-000856,0.02129678818943449
ACH-000858,-0.2841722295964485
ACH-000859,-0.3792830696596479
ACH-000861,-0.32721297245669223
ACH-000862,-0.1380503026948048
ACH-000865,-0.2191778478115076
ACH-000866,-0.15443434716807702
ACH-000867,-0.26125696204215143
ACH-000869,-0.18568578716343712
ACH-000872,-0.22007818185950198
ACH-000873,-0.27310152541978594
ACH-000876,-0.2723079140599528
ACH-000878,-0.3287827940747183
ACH-000880,-0.22499925009879726
ACH-000881,-0.6530377687834507
ACH-000882,-0.2861064478487537
ACH-000884,-0.3445489071545636
ACH-000885,-0.15909837475774055
ACH-000887,-0.19045882434768693
ACH-000889,-0.34197070770949217
ACH-000896,-0.25925824104849204
ACH-000898,-0.03639008645567485
ACH-000900,-0.2815259879593508
ACH-000901,-0.2320856471174693
ACH-000905,-0.2720354726244185
ACH-000906,-0.238548482079192
ACH-000907,-0.07873000912112682
ACH-000910,-0.2825326355881056
ACH-000911,-0.38887061375421
ACH-000912,-0.08691835010512046
ACH-000913,-0.16615615350784058
ACH-000915,-0.3285832046035632
ACH-000916,-0.5927839165392556
ACH-000917,-0.2433321774474434
ACH-000920,-0.2090688534245255
ACH-000921,-0.4191215585152592
ACH-000924,-0.2950912529006577
ACH-000926,-0.3765533179661929
ACH-000928,-0.09642182661180472
ACH-000929,-0.08123938464117651
ACH-000932,-0.1692849057543054
ACH-000935,-0.0870225035285407
ACH-000936,-0.15282007758612404
ACH-000937,-0.1497391652486074
ACH-000938,-0.2176102525001594
ACH-000939,-0.4193107658628673
ACH-000941,-0.2706404787179392
ACH-000943,-0.4651998573060302
ACH-000946,-0.16715792821328596
ACH-000947,-0.044052992318965464
ACH-000948,-0.3153284988345041
ACH-000950,-0.06876144608191491
ACH-000953,-0.01649558015870511
ACH-000954,-0.2107028460145008
ACH-000957,-0.3371186741464955
ACH-000958,-0.16934529524427944
ACH-000960,-0.11473219324351328
ACH-000963,0.061591459908435627
ACH-000968,-0.34263430209899753
ACH-000969,-0.5508483141847332
ACH-000972,-0.15888413649402386
ACH-000973,-0.19264682528908886
ACH-000974,-0.09773861418955612
ACH-000978,-0.30331710035561066
ACH-000984,-0.06179557202164495
ACH-000986,-0.16840802089486495
ACH-000988,-0.2486675805893456
ACH-000993,-0.2467871772145451
ACH-000994,-0.3941898277049097
ACH-000996,-0.31400659038362905
ACH-001001,-0.23834711114947402
ACH-001020,0.01882278120259809
ACH-001028,-0.21390641336659427
ACH-001031,0.3942992818176913
ACH-001038,-0.27850958467941017
ACH-001048,-0.12046906566730488
ACH-001050,-0.09913752711675798
ACH-001053,-0.23043572359167497
ACH-001054,-0.22137042741046845
ACH-001061,-0.4478622950199885
ACH-001067,-0.17552788962030869
ACH-001075,-0.15319508912507046
ACH-001096,-0.011876013820443402
ACH-001111,-0.3622636660659183
ACH-001119,-0.1428566139184159
ACH-001128,-0.5702458721536072
ACH-001134,-0.11342015955585212
ACH-001151,-0.3771323605588375
ACH-001163,-0.17540756323712367
ACH-001164,-0.43847828453807786
ACH-001183,-0.07063201827924967
ACH-001192,-0.1317647464752373
ACH-001193,-0.20288181141341374
ACH-001196,-0.1692186559502133
ACH-001197,-0.1638417595711068
ACH-001205,-0.32782980078065865
ACH-001211,-0.01769632279287625
ACH-001212,-0.15217951511962
ACH-001228,0.07736706296968443
ACH-001232,-0.18528658043372934
ACH-001239,-0.1674291617499769
ACH-001270,-0.09934074255577068
ACH-001274,-0.09964936852315756
ACH-001275,-0.004607523723197269
ACH-001277,-0.2465086703481656
ACH-001278,0.08438373364721466
ACH-001280,-0.1512372501536455
ACH-001283,-0.2787747925735687
ACH-001289,-0.33397083420585394
ACH-001300,-0.18252569753290285
ACH-001301,-0.308665155229337
ACH-001302,-0.07405589662752574
ACH-001306,-0.2835918940744541
ACH-001318,-0.19675195783247126
ACH-001322,-0.2517070227469602
ACH-001328,-0.1853902246610593
ACH-001332,-0.2695516781715837
ACH-001336,-0.2285146734896057
ACH-001346,-0.10797304097960024
ACH-001353,-0.24334409771948096
ACH-001354,-0.38210659262774777
ACH-001367,0.013199474683322264
ACH-001368,-0.18307173547900324
ACH-001374,-0.34318969138518785
ACH-001377,-0.2516446716066047
ACH-001380,-0.22337075411526947
ACH-001391,-0.12784756309303655
ACH-001408,-0.287682168555423
ACH-001430,-0.5812086555266677
ACH-001431,-0.01708773699623891
ACH-001450,-0.1307161145467975
ACH-001496,-0.19929754355272775
ACH-001500,-0.17074402932353014
ACH-001523,-0.027492076465579638
ACH-001532,-0.32066768669611045
ACH-001550,-0.20225337049689304
ACH-001552,-0.4329192030588732
ACH-001554,-0.17888902997984335
ACH-001654,-0.1551384100872681
ACH-001735,-0.16267553461300352
ACH-001736,-0.40268015272328705
ACH-001737,-0.21469901874869826
ACH-001740,-0.265956695501122
ACH-001745,-0.05573334302725506
ACH-001765,-0.0564530891779437
