,APC (324)
ACH-000004,-0.717234717579822
ACH-000005,-0.3065938131642754
ACH-000007,-0.16228234309415454
ACH-000009,-0.2061338653701384
ACH-000011,-0.2295114145547267
ACH-000012,-0.3454742801071644
ACH-000013,-0.6707205483536691
ACH-000014,-0.39685183846421296
ACH-000015,-0.4475474913679983
ACH-000017,-0.8567630128615893
ACH-000018,-0.4272447033810793
ACH-000019,-0.2982947292682761
ACH-000021,-0.3747642960888533
ACH-000022,-0.3674486419010332
ACH-000025,-0.2884627255699481
ACH-000028,-0.4937799542987724
ACH-000030,-0.3915093048476652
ACH-000035,-0.4318211032653799
ACH-000036,-0.4649326515166318
ACH-000037,-0.4271355110389824
ACH-000039,-0.547814702151739
ACH-000040,-0.40514381361593343
ACH-000041,-0.2231907927594766
ACH-000042,0.16604871536868532
ACH-000045,-0.2154171269820364
ACH-000047,-0.5328181199604786
ACH-000052,-0.12395524888663252
ACH-000053,-0.10470755165433908
ACH-000054,-0.3378681618538048
ACH-000055,-0.539184540779029
ACH-000060,0.1433403856261624
ACH-000067,-0.3845471494397908
ACH-000070,-0.5364575537246314
ACH-000075,0.030572443331445643
ACH-000078,-0.4495290689902935
ACH-000082,-0.7215590281813947
ACH-000085,-0.8777379404536954
ACH-000086,-0.37305787549917496
ACH-000087,-0.2253450380492497
ACH-000092,-0.4990233486110585
ACH-000095,-0.4513259451809224
ACH-000097,-0.36286641842797707
ACH-000098,-0.3743526774508317
ACH-000099,-0.38289886868137396
ACH-000108,-0.3047154768768384
ACH-000113,-0.19163231878216855
ACH-000116,-0.7307859437649341
ACH-000118,-0.06417187354402855
ACH-000120,-0.6474040193839552
ACH-000123,0.04556860475608068
ACH-000127,-0.4394996103562716
ACH-000128,-0.39157610048263
ACH-000132,-0.8110257557703894
ACH-000133,-0.3216013720943169
ACH-000137,-0.8061930649876361
ACH-000138,-0.15974462857642613
ACH-000142,-0.3418907326625414
ACH-000143,-0.15546360392469422
ACH-000146,-0.2822231425237658
ACH-000148,-0.2940230906229434
ACH-000150,-0.14223224993739686
ACH-000152,-0.3970158668033607
ACH-000153,-0.6805764924744317
ACH-000159,-0.3101737651055921
ACH-000160,-0.2462536993264845
ACH-000163,-0.381940144576794
ACH-000167,-0.4885403098412318
ACH-000168,-0.3384476524624708
ACH-000169,-0.3917810328228993
ACH-000178,-0.5781292224141872
ACH-000183,-0.4828646488108706
ACH-000188,-0.4353316688349844
ACH-000189,-0.11219368167392546
ACH-000190,-0.4153856196999897
ACH-000198,-0.23700556582908625
ACH-000203,-0.04446988671922717
ACH-000204,-0.5876193800966972
ACH-000206,-0.19219178476345794
ACH-000207,-0.1864563165253047
ACH-000208,-0.2677209843423176
ACH-000210,-0.06323927730540924
ACH-000211,-0.4065945798015863
ACH-000215,-0.27488765278383404
ACH-000221,-0.08032147934684689
ACH-000222,-0.39128313400112
ACH-000223,-0.2301283096544939
ACH-000226,-0.33231865196507776
ACH-000227,-0.23179095055199145
ACH-000228,-0.2434809263270093
ACH-000231,-0.33426593646338343
ACH-000232,-0.4517270206260899
ACH-000233,-0.06301984084314431
ACH-000234,-0.4063148318204546
ACH-000235,-0.2378508813161808
ACH-000237,-0.6142955649462475
ACH-000238,-0.4363835117559525
ACH-000242,-0.2718944515195271
ACH-000243,-0.6003640806267526
ACH-000244,-0.4012560448157975
ACH-000246,-0.3380630290329761
ACH-000248,-0.5560866982537795
ACH-000250,-0.3071850401471357
ACH-000251,-0.3935934782630118
ACH-000252,0.010460479790745523
ACH-000253,-0.3683883920830261
ACH-000255,0.15259030053109815
ACH-000256,-0.33159587275128344
ACH-000257,-0.3154597866283297
ACH-000258,0.13830557237374533
ACH-000259,-0.7328190203544054
ACH-000260,-0.3475382286156876
ACH-000261,-0.3719475840173999
ACH-000262,-0.2232181110913342
ACH-000263,-0.5865140138237406
ACH-000264,-0.6082609259052648
ACH-000265,-0.292804255602154
ACH-000266,-0.06662329121736038
ACH-000272,-0.3843831785835817
ACH-000274,-0.28009635955740164
ACH-000277,-0.5847940072569879
ACH-000278,-0.6994991894484979
ACH-000279,-0.43836582234348137
ACH-000280,-0.2271727686768701
ACH-000281,-0.3264785382364168
