,EEF1D (1936)
ACH-000365,-0.004713981173393686
ACH-000366,-0.16881652730724864
ACH-000368,0.05617691794282415
ACH-000374,-0.05383002224675915
ACH-000375,-0.19910913683219525
ACH-000376,-0.24113022475178306
ACH-000381,-0.145074570454893
ACH-000383,-0.12529587049946744
ACH-000387,-0.18769098950285054
ACH-000389,-0.18574950675419652
ACH-000390,-0.14539923547681985
ACH-000393,-0.15696228120148648
ACH-000395,-0.27408824086138434
ACH-000396,-0.27424978062342675
ACH-000397,-0.12343686128348387
ACH-000401,-0.026461383850266692
ACH-000402,0.11872218843585244
ACH-000403,-0.1938494612654868
ACH-000404,-0.3985700042428481
ACH-000406,-0.1605296978238295
ACH-000407,-0.051931347050778606
ACH-000408,-0.12434671450164485
ACH-000410,-0.1860406448722517
ACH-000411,-0.17149766922931114
ACH-000414,-0.2652755176591057
ACH-000415,-0.05990881633646709
ACH-000416,-0.16801721164083092
ACH-000420,-0.1622859828298832
ACH-000421,-0.062282196062810415
ACH-000424,-0.08019990424997138
ACH-000425,-0.21574653805723715
ACH-000426,-0.03918394969555323
ACH-000427,-0.2404089788085558
ACH-000433,-0.3364519495084573
ACH-000435,-0.1191722643951371
ACH-000436,-0.1366032596746002
ACH-000444,-0.3198323726883397
ACH-000445,-0.022869384262652774
ACH-000448,-0.1674608455154435
ACH-000450,-0.27592599403869544
ACH-000452,-0.2428616932183152
ACH-000454,-0.06095638566640722
ACH-000458,-0.0955107062346754
ACH-000459,-0.17394996243057445
ACH-000460,-0.040804381472470286
ACH-000461,-0.22199432763464613
ACH-000463,-0.09862397371902973
ACH-000464,-0.1030631418102403
ACH-000466,-0.14902081491397393
ACH-000467,-0.1806906924199299
ACH-000468,-0.1214270157081306
ACH-000469,-0.03494809579035565
ACH-000470,-0.31763943642694537
ACH-000471,-0.2784717746962677
ACH-000472,-0.12110332846579995
ACH-000473,-0.5376854685860266
ACH-000475,-0.13106426041019198
ACH-000476,-0.1608754918230702
ACH-000477,-0.33449623326680983
ACH-000479,0.0016612012872628359
ACH-000480,-0.06620681719051938
ACH-000481,-0.1583865820635835
ACH-000483,-0.14991704555200108
ACH-000484,-0.19632056071598805
ACH-000485,-0.11471942961599575
ACH-000486,-0.2266959359413384
ACH-000487,-0.14493240391179654
ACH-000488,-0.19964861488246904
ACH-000490,-0.12712040375949912
ACH-000491,0.050726660237535685
ACH-000495,-0.2546249847735677
ACH-000496,-0.17973985049816454
ACH-000499,-0.06957025074548519
ACH-000500,-0.5454323842168707
ACH-000502,-0.3158515793897396
ACH-000503,0.19646726930068187
ACH-000505,-0.2172520189571089
ACH-000507,0.02852137579656694
ACH-000510,-0.17597368083363096
ACH-000511,-0.21361561941479207
ACH-000512,-0.3794991444009263
ACH-000516,-0.2853415296936107
ACH-000517,-0.24965065911375706
ACH-000518,-0.07962325801875159
ACH-000520,-0.32409226194053936
ACH-000521,-0.262156952198398
ACH-000522,-0.02029927326771631
ACH-000524,-0.25353782725062146
ACH-000527,-0.2092156273645454
ACH-000528,-0.07993774363160933
ACH-000537,-0.3972083741159476
ACH-000541,-0.1098025580845422
ACH-000542,-0.17046236102589546
ACH-000544,-0.08111296126824027
ACH-000545,-0.19453238437991896
ACH-000547,-0.07320531226949087
ACH-000548,0.031054698464526638
ACH-000549,-0.09600524570585107
ACH-000550,-0.28514164805372105
ACH-000552,-0.16176108910322362
ACH-000556,-0.23233050083489695
ACH-000557,-0.2160001263780886
ACH-000569,-0.412281913376388
ACH-000570,-0.23458851779204865
ACH-000571,-0.16740434306562416
ACH-000573,-0.05490031867850885
ACH-000576,-0.13726649384980327
ACH-000579,-0.13619563600297918
ACH-000580,-0.2536885095448556
ACH-000584,-0.2763952701722437
ACH-000585,-0.11049177280758486
ACH-000588,-0.09267900072842038
ACH-000589,-0.2585020774753448
ACH-000591,-0.19189735160437332
ACH-000593,-0.2691350523457774
ACH-000600,-0.2813168894654709
ACH-000601,-0.24739867122359346
ACH-000605,-0.23345771093554535
ACH-000606,-0.08804510590553999
ACH-000608,-0.2742824624640466
ACH-000614,-0.2747692987278293
ACH-000616,-0.05595558202580538
ACH-000618,-0.12811559240762502
ACH-000619,-0.4514325505223738
ACH-000620,0.025240862514744108
ACH-000621,-0.2997980936381244
ACH-000622,-0.14225507305763072
ACH-000623,-0.1846650101124632
ACH-000624,-0.06466673451358934
ACH-000627,-0.06206852734759041
ACH-000630,-0.07812283586555381
ACH-000631,-0.4061858906857696
ACH-000632,-0.056881075512254436
ACH-000633,-0.07680949113630399
ACH-000637,-0.15815117211842153
ACH-000638,0.11274408472699488
ACH-000646,-0.17718238186909405
ACH-000647,-0.12289280284191585
ACH-000648,-0.35442111196728515
ACH-000649,-0.27383975157766416
ACH-000651,-0.06526429774262155
ACH-000652,-0.3705917920728296
ACH-000653,-0.224948636336299
ACH-000657,-0.2386798637781272
ACH-000658,-0.2931657275916449
ACH-000661,-0.2931586905391361
ACH-000662,-0.2390190523946699
ACH-000663,-0.16007762030684702
ACH-000665,-0.10134047470176503
ACH-000671,-0.14478501663231982
ACH-000672,-0.3349475412697422
ACH-000673,-0.11291007710523546
ACH-000676,-0.099249347627687
ACH-000677,-0.14304804738418606
ACH-000681,-0.1350747233908814
ACH-000683,-0.1827470489333068
ACH-000684,-0.04061685841065768
ACH-000688,-0.18239058073477
ACH-000693,-0.1723201531087945
ACH-000694,-0.08955566610260604
ACH-000695,-0.1142805181955628
ACH-000696,-0.12462230437854513
ACH-000697,0.012164291572707221
ACH-000699,-0.2553712213121123
ACH-000701,-0.2954439279334035
ACH-000706,-0.22951479803545224
ACH-000711,-0.0966432280378864
ACH-000713,-0.04791154736249496
ACH-000714,-0.05703938329331176
ACH-000718,-0.3449178902347551
ACH-000720,-0.13358346030126278
ACH-000721,-0.10908348276458928
ACH-000724,-0.18419422014209075
ACH-000725,-0.16817394573674796
ACH-000732,-0.10179182262759562
ACH-000734,-0.18660176965778585
ACH-000735,-0.2734772221260764
ACH-000736,-0.09801911981875404
ACH-000738,-0.2309354910413859
ACH-000746,-0.02952938095707333
ACH-000747,-0.04032883346490452
ACH-000748,-0.12374325372968333
ACH-000753,-0.3275208537552156
ACH-000756,-0.14933535965825304
ACH-000757,-0.2120045299444247
ACH-000758,-0.2507181272572519
ACH-000760,-0.28361675287727983
ACH-000762,-0.15282042876810678
ACH-000763,-0.1030801084608006
ACH-000764,-0.3519362135976873
ACH-000765,-0.15454063936935233
ACH-000766,-0.08884532757767304
ACH-000767,-0.17344587472844236
ACH-000768,-0.152085649815958
ACH-000769,-0.2723595228392404
ACH-000770,-0.2300059119249561
ACH-000771,-0.14938977335216946
ACH-000773,-0.14875949302517685
ACH-000776,-0.24814450693840914
ACH-000777,-0.13522031932362305
ACH-000778,-0.050790767865880666
ACH-000781,-0.2283984750134774
ACH-000782,-0.11845977040658515
ACH-000783,-0.4421216259394202
ACH-000784,-0.07608465620023709
ACH-000785,-0.17798255568205631
ACH-000787,-0.13437910527094304
ACH-000788,-0.03719418701599303
ACH-000791,-0.2034615592103348
ACH-000792,-0.051967209879309945
ACH-000794,-0.19805994866606685
ACH-000796,-0.20231072465599895
ACH-000798,-0.2332155545379255
ACH-000799,-0.3824084782453429
ACH-000800,-0.053505890314308434
ACH-000802,-0.09588164471312004
ACH-000804,-0.14520438989774875
ACH-000805,-0.1777806453336
ACH-000809,-0.18299036639291505
ACH-000810,-0.0403880773544496
ACH-000811,-0.1536803441432763
ACH-000817,-0.009548541632412332
ACH-000819,-0.1928547189271758
ACH-000820,-0.18812324447931125
ACH-000821,-0.08819964604002442
ACH-000822,-0.14920561941451807
ACH-000823,-0.191119739347926
ACH-000824,-0.1060003419634684
ACH-000827,-0.17402725900535876
ACH-000829,-0.12408466075033145
ACH-000831,-0.2917902432795777
ACH-000832,-0.09235518561782208
ACH-000833,0.10441907551424276
ACH-000834,-0.22452317825874807
ACH-000835,-0.127927798331639
ACH-000836,-0.2287769535355596
ACH-000837,-0.19985469732815286
ACH-000838,-0.1049725813182756
ACH-000839,-0.30751576513234746
ACH-000840,-0.12120574540997248
ACH-000841,-0.1426308754791246
ACH-000843,0.008266672260335891
ACH-000846,-0.2817225562052994
ACH-000847,-0.23329183815935
ACH-000848,-0.024020774576586936
ACH-000849,0.023440783893607785
ACH-000851,-0.14569649346019287
ACH-000855,0.029729563069337488
ACH-000856,-0.3743374336819663
ACH-000858,-0.11141351685229232
ACH-000859,0.005137233951571258
ACH-000861,-0.18702880829356786
ACH-000862,-0.08636130737669621
ACH-000865,-0.11543304997426687
ACH-000866,-0.10612802637115876
ACH-000867,-0.1226487250875224
ACH-000869,-0.12965846960749222
ACH-000872,-0.21471505460702306
ACH-000873,-0.048284390974286884
ACH-000876,-0.10228747639035517
ACH-000878,0.060345426735677526
ACH-000880,-0.22866448269268044
ACH-000881,-0.2950375385370042
ACH-000882,-0.1460508550288554
ACH-000884,-0.1617927776034973
ACH-000885,-0.12618619270253775
ACH-000887,-0.12054502129957773
ACH-000889,-0.08563225116027155
ACH-000896,-0.11100958510043084
ACH-000898,-0.1288190572688355
ACH-000900,-0.3336644876954637
ACH-000901,-0.20227483874089147
ACH-000905,-0.10290249939909377
ACH-000906,-0.1265211513136272
ACH-000907,-0.3449987886107309
ACH-000910,-0.23074442707494075
ACH-000911,-0.09072464743611083
ACH-000912,-0.1258345915126473
ACH-000913,-0.17090033079236167
ACH-000915,-0.16419217125383434
ACH-000916,0.004351253001953978
ACH-000917,-0.07045502473326218
ACH-000920,-0.06901558133908987
ACH-000921,-0.20842024184995928
ACH-000924,-0.1468845121465171
ACH-000926,-0.3498277566369125
ACH-000928,-0.33398535443500843
ACH-000929,-0.0052015087863093905
ACH-000932,-0.1756450913170952
ACH-000935,-0.30153750896100295
ACH-000936,-0.24411919081552924
ACH-000937,-0.1041886387804644
ACH-000938,-0.08301912752725409
ACH-000939,-0.12794020073958154
ACH-000941,-0.2236879193033604
ACH-000943,-0.2167152086315676
ACH-000946,-0.042360055335117934
ACH-000947,-0.11915674988656624
ACH-000948,-0.2289994184972132
ACH-000950,-0.1670833478220951
ACH-000953,-0.2522837373252061
ACH-000954,0.0500794308091027
ACH-000957,-0.13985468153283848
ACH-000958,-0.17392585831472335
ACH-000960,-0.17353366075701834
ACH-000963,-0.18414631116551874
ACH-000968,-0.16147356767753826
ACH-000969,-0.3727865890625336
ACH-000972,-0.10503336502679626
ACH-000973,-0.21039552722944185
ACH-000974,-0.15288415981915954
ACH-000978,-0.22261268395077236
ACH-000984,-0.21149991463204476
ACH-000986,-0.156191151839639
ACH-000988,-0.1884720760076693
ACH-000993,-0.2976762463525439
ACH-000994,-0.22378283525899065
ACH-000996,-0.22224070524682635
ACH-001001,-0.07841130267301052
ACH-001020,-0.1927621362530832
ACH-001028,-0.17100479255285891
ACH-001031,-0.16018720966022015
ACH-001038,-0.2736435040578709
ACH-001048,-0.3210133780632532
ACH-001050,-0.26903421059916377
ACH-001053,-0.10595515327278378
ACH-001054,-0.020923371273367245
ACH-001061,-0.2014720199064114
ACH-001067,-0.2678744048207718
ACH-001075,0.0349695374581167
ACH-001096,-0.1275826480582355
ACH-001111,-0.22329008645287185
ACH-001119,-0.12284511426858866
ACH-001128,-0.4262738677752286
ACH-001134,-0.046239501238750286
ACH-001151,-0.20609690123141475
ACH-001163,-0.2766179987242637
ACH-001164,-0.17897721374526526
ACH-001183,-0.17599233513257528
ACH-001192,-0.04349848059840237
ACH-001193,-0.2902948199303965
ACH-001196,-0.18900331129718295
ACH-001197,-0.29089023397823605
ACH-001205,-0.3909798749804114
ACH-001211,0.07660594125103982
ACH-001212,-0.2566072476816196
ACH-001228,-0.35722862649476084
ACH-001232,-0.18939153156255728
ACH-001239,-0.25765207373650884
ACH-001270,-0.012166465689753535
ACH-001274,-0.39082883574678223
ACH-001275,-0.33294608390657754
ACH-001277,-0.338544248428327
ACH-001278,-0.0736126979468465
ACH-001280,-0.31305907780510595
ACH-001283,-0.07120144728136955
ACH-001289,-0.16268866235365434
ACH-001300,-0.17167951133506576
ACH-001301,-0.2134140159605624
ACH-001302,-0.3060974575786229
ACH-001306,-0.1273501648212467
ACH-001318,-0.06278866963727198
ACH-001322,0.019894728053078275
ACH-001328,-0.2717679918799374
ACH-001332,0.15087633559603614
ACH-001336,-0.18629588109615128
ACH-001346,-0.07419534854564773
ACH-001353,-0.059435372845106416
ACH-001354,-0.09820850642182603
ACH-001367,-0.1740519468648283
ACH-001368,-0.09705952446086373
ACH-001374,-0.010338702304219564
ACH-001377,-0.30352754652183106
ACH-001380,-0.27110968227021
ACH-001391,-0.1448402572703578
ACH-001408,-0.19274901777679976
ACH-001430,-0.2284570050745856
ACH-001431,-0.16638070717177722
ACH-001450,-0.08145784518812918
ACH-001496,-0.100819531851121
ACH-001500,-0.05836490800509295
ACH-001523,-0.0737181948373171
ACH-001532,-0.11704427682238945
ACH-001550,-0.12137908021202815
ACH-001552,-0.12302447172560832
ACH-001554,-0.20848162280324384
ACH-001654,-0.11323695984033645
ACH-001735,-0.18612069851612814
ACH-001736,-0.08687448602153082
ACH-001737,0.004966556621072599
ACH-001740,-0.025021747248899568
ACH-001745,-0.19000674357597847
ACH-001765,-0.11693881253302345
