,QSOX1 (5768)
ACH-000004,-0.17104714953801092
ACH-000005,0.31237285475874865
ACH-000007,-0.13216296078488518
ACH-000009,-0.05390494160548531
ACH-000011,-0.04317204986951046
ACH-000012,-9.621081090532207e-07
ACH-000013,0.0061840596137924175
ACH-000014,-0.04555180571613905
ACH-000015,-0.029918316173378506
ACH-000017,-0.17891850541234855
ACH-000018,-0.011494233240225915
ACH-000019,0.0944630758643259
ACH-000021,-0.04126930114796159
ACH-000022,-0.02131816451327049
ACH-000025,0.00037058161863536785
ACH-000028,-0.051218595124911614
ACH-000030,0.02823792305730825
ACH-000035,-0.06746310077555195
ACH-000036,0.03810768318913733
ACH-000037,-0.14923046477819885
ACH-000039,-0.3053848516809177
ACH-000040,0.06619265116564488
ACH-000041,-0.023157417546956403
ACH-000042,0.04784810099931662
ACH-000045,-0.14606186400587653
ACH-000047,0.1076269914367568
ACH-000052,-0.017461450940163718
ACH-000053,-0.157717282935546
ACH-000054,0.02756481930973608
ACH-000055,-0.007729476980960093
ACH-000060,0.036399649617775455
ACH-000067,-0.13416982932094804
ACH-000070,0.01866171323902191
ACH-000075,0.00525665394182683
ACH-000078,0.03362019316918178
ACH-000082,0.04877994319444821
ACH-000085,-0.3314355673173414
ACH-000086,-0.2298429935512566
ACH-000087,0.04452039444954618
ACH-000092,-0.1003212524130678
ACH-000095,-0.14831824297556842
ACH-000097,0.08118608501380982
ACH-000098,-0.10003509194656383
ACH-000099,-0.057024184244845434
ACH-000108,-0.0008185670002171871
ACH-000113,0.03696438394527221
ACH-000116,0.06960576833893496
ACH-000118,0.01510685216972658
ACH-000120,-0.1065482021979276
ACH-000123,0.03317930443508663
ACH-000127,-0.08548321898524704
ACH-000128,-0.13603332303774712
ACH-000132,-0.04637790845603092
ACH-000133,-0.1273732627969612
ACH-000137,-0.058775598776689114
ACH-000138,-0.008976116231530964
ACH-000142,-0.19959781666705048
ACH-000143,-0.16335902421413664
ACH-000146,-0.1452479234217485
ACH-000148,-0.03527017046825567
ACH-000150,-0.19857632273682335
ACH-000152,0.005170813187017656
ACH-000153,-0.033606219866985684
ACH-000159,-0.08093596039244667
ACH-000160,0.09626455652123923
ACH-000163,-0.10459529231669784
ACH-000167,0.27339702370291696
ACH-000168,-0.016828068356982945
ACH-000169,0.0406126375861239
ACH-000178,0.017553347089056072
ACH-000183,-0.132821548520628
ACH-000188,0.06625751126687272
ACH-000189,-0.019885952869900463
ACH-000190,0.15370092477270134
ACH-000198,-0.08969730480731439
ACH-000203,-0.3080115254229276
ACH-000204,0.12191845132827465
ACH-000206,0.030014528492108325
