,CYBRD1 (79901)
ACH-000004,-0.21819925349518546
ACH-000005,-0.17904572445717673
ACH-000007,0.0114492848200376
ACH-000009,-0.10096669097947797
ACH-000011,-0.241216652859226
ACH-000012,-0.06990248622768297
ACH-000013,-0.2083206674109672
ACH-000014,-0.08466051666112387
ACH-000015,-0.058099291664986175
ACH-000017,-0.19155099879793766
ACH-000018,-0.483688686748437
ACH-000019,0.05224472663500404
ACH-000021,-0.08889632027056067
ACH-000022,-0.08695061755281043
ACH-000025,0.004239485089485885
ACH-000028,-0.17519159902251247
ACH-000030,-0.11885588777112258
ACH-000035,-0.12345343310663495
ACH-000036,-0.01593742366227649
ACH-000037,-0.1691560391703381
ACH-000039,-0.1898064477452945
ACH-000040,-0.21329106909710505
ACH-000041,-0.2582370604087876
ACH-000042,-0.10581862956982296
ACH-000045,-0.3229152198144797
ACH-000047,-0.3442214350913185
ACH-000052,-0.23215518065580834
ACH-000053,-0.17130788765637658
ACH-000054,-0.1897032374137744
ACH-000055,-0.07459694347104565
ACH-000060,-0.1592451788860088
ACH-000067,-0.0969877011029567
ACH-000070,0.08218189052217817
ACH-000075,-0.055915440116064134
ACH-000078,-0.08567693215934254
ACH-000082,-0.2022463574021198
ACH-000085,-0.21846491309417246
ACH-000086,-0.22233338161166646
ACH-000087,-0.28917042535509113
ACH-000092,-0.2547390498628655
ACH-000095,-0.2464108875208597
ACH-000097,-0.21765006278169133
ACH-000098,-0.273284864829168
ACH-000099,-0.17490488189598266
ACH-000108,-0.1904058734652441
ACH-000113,-0.07827844147441028
ACH-000116,-0.10655034659605077
ACH-000118,-0.16897881190366654
ACH-000120,-0.34682427014457873
ACH-000123,-0.09637744002659736
ACH-000127,-0.10557945443726537
ACH-000128,-0.20645251975385184
ACH-000132,-0.2704331491861164
ACH-000133,-0.07600803418504673
ACH-000137,-0.20880498880674805
ACH-000138,-0.16062866649995594
ACH-000142,-0.1389451733948252
ACH-000143,-0.26082961336265875
ACH-000146,-0.10440858541554664
ACH-000148,-0.2026819836894592
ACH-000150,-0.18161902155932932
ACH-000152,-0.16561631645322805
ACH-000153,-0.3784464746534885
ACH-000159,-0.2050906173210228
ACH-000160,-0.0921683924831232
ACH-000163,-0.16397334997461527
ACH-000167,-0.11671743305862653
ACH-000168,-0.21511386135741756
ACH-000169,-0.2523219778173175
ACH-000178,-0.14099305131876294
ACH-000183,-0.2318378659655136
ACH-000188,-0.03718021797305916
ACH-000189,-0.07809680364258674
ACH-000190,-0.20283374199819934
ACH-000198,-0.2792373848961891
ACH-000203,-0.5321248392330881
ACH-000204,-0.05952199727955345
ACH-000206,-0.13588424922109732
ACH-000207,-0.12783911119469615
ACH-000208,-0.2596483385746614
ACH-000210,-0.25284292199289443
ACH-000211,-0.11152448682312603
ACH-000215,-0.1740339346826142
ACH-000221,-0.19146807367885327
ACH-000222,0.008332961788528897
ACH-000223,-0.1509228130180462
ACH-000226,-0.18409282712134176
ACH-000227,-0.08472214974565298
ACH-000228,-0.10922088963503038
ACH-000231,-0.12337135980488742
ACH-000232,-0.09239941965119447
ACH-000233,-0.17611028258285838
ACH-000234,-0.18565615479293845
ACH-000235,-0.20330956939501627
ACH-000237,-0.2463080033842867
ACH-000238,-0.12956747050733414
ACH-000242,0.08562654239648737
ACH-000243,-0.16468954594289262
ACH-000244,-0.1001006654811606
ACH-000246,-0.10492986039740428
ACH-000248,-0.06617858244745857
ACH-000250,-0.1860171041823509
ACH-000251,-0.16567337735312496
ACH-000252,-0.12884027764783795
ACH-000253,-0.2348962956418043
ACH-000255,-0.12748591093333433
ACH-000256,-0.02147594234537943
ACH-000257,-0.02214889474320266
ACH-000258,0.11301803325116094
ACH-000259,-0.09468149167250052
ACH-000260,-0.3263731633547994
ACH-000261,-0.21002517910019228
ACH-000262,-0.2187868192000416
ACH-000263,-0.11584623987918972
ACH-000264,-0.21508636243254012
ACH-000265,-0.21041001353619165
ACH-000266,-0.2000209990290501
ACH-000272,-0.16775922907053306
ACH-000274,-0.16586208915595216
ACH-000277,-0.2226308363678812
ACH-000278,-0.18597394943544016
ACH-000279,-0.22645218031534006
ACH-000280,-0.07413968072562438
ACH-000281,0.05713797466363404
ACH-000288,-0.13587179505163122
ACH-000291,-0.1835219510727006
ACH-000293,-0.11183822778185233
ACH-000294,-0.16731688636828526
ACH-000295,0.3564080884379875
ACH-000296,-0.3263550496863955
ACH-000302,-0.10654513759450734
ACH-000304,0.07916305819677452
ACH-000307,-0.17914078769071287
ACH-000308,-0.11631638346408935
ACH-000310,-0.3099834358107166
ACH-000311,-0.11725048920147199
ACH-000312,-0.3419706421078567
ACH-000315,-0.0769569349146697
ACH-000316,-0.020485132225254842
ACH-000317,-0.20356736057105465
ACH-000318,-0.18249048924077169
ACH-000319,-0.1070162787821354
ACH-000320,-0.14747221655761825
ACH-000322,-0.2334975518466662
ACH-000323,-0.10934251855626928
ACH-000324,-0.1639862489972932
ACH-000329,-0.09844904666220466
ACH-000330,-0.01832966977779496
ACH-000331,-0.1993985241609568
ACH-000332,-0.1904536198942869
ACH-000334,0.014303696887836585
ACH-000335,-0.3587997193809518
ACH-000336,0.16539781286628027
ACH-000337,-0.32258398579558384
ACH-000338,-0.35190589314864434
ACH-000339,-0.14156300107145856
ACH-000341,-0.056512436345524275
ACH-000348,-0.15650024935061596
ACH-000350,-0.08514398695696919
ACH-000352,-0.1617267382354959
ACH-000356,-0.1957921265082304
ACH-000361,-0.12604312015911318
ACH-000362,-0.09607137477607078
ACH-000363,-0.20291907049079788
ACH-000364,-0.27674418921233945
ACH-000365,-0.1707686181171178
ACH-000366,-0.1102808519465492
ACH-000368,-0.19814042906556187
ACH-000374,-0.15859045698481095
ACH-000375,-0.13438256239993318
ACH-000376,-0.17552811287167347
ACH-000381,-0.04233009260927662
ACH-000383,-0.20690316294158134
ACH-000387,-0.2357555486680616
ACH-000389,-0.2372428563366669
ACH-000390,-0.2523955668871787
ACH-000393,-0.19253160950794126
ACH-000395,0.06500790655500474
ACH-000396,-0.07104526915320734
ACH-000397,-0.16447629563793342
ACH-000401,-0.012199094064299877
ACH-000402,-0.16643117021090398
ACH-000403,-0.16766780778748314
ACH-000404,-0.037188164510717325
ACH-000406,-0.16890580965315932
ACH-000407,-0.026755902984223832
ACH-000408,-0.14726184406436352
ACH-000410,-0.10867635874720692
ACH-000411,-0.11761151891921852
ACH-000414,-0.16176517240502636
ACH-000415,-0.1993841366905008
ACH-000416,-0.12736480912086293
ACH-000420,-0.14704247944634094
ACH-000421,-0.1681982666136751
ACH-000424,-0.02398496259905961
ACH-000425,-0.2712680826332017
ACH-000426,-0.2035382106214588
ACH-000427,-0.16604281818209576
ACH-000433,-0.1128919488277658
ACH-000435,0.07751773992767226
ACH-000436,-0.2374997382164198
ACH-000444,-0.1179096697632528
ACH-000445,-0.18410713306479567
ACH-000448,-0.09398697003920094
ACH-000450,0.10343608025507553
ACH-000452,-0.1331240841146034
ACH-000454,-0.12974400161069485
ACH-000458,0.020327131937221604
ACH-000459,-0.28848912340329536
ACH-000460,-0.09903277722650927
ACH-000461,-0.24447623301899304
ACH-000463,-0.16251025214548984
ACH-000464,-0.18697298032805912
ACH-000466,0.02607646036586822
ACH-000467,-0.1885887297361019
ACH-000468,-0.2554037524889462
ACH-000469,-0.2657477659668679
ACH-000470,-0.195712849345504
ACH-000471,-0.19177067213870527
ACH-000472,-0.12480402198300612
ACH-000473,-0.2282754072355104
ACH-000475,-0.2238889707253114
ACH-000476,-0.06831502360663433
ACH-000477,-0.1283690389316142
ACH-000479,0.09923696354233792
ACH-000480,-0.3428380148416793
ACH-000481,-0.2073925501869117
ACH-000483,-0.2047498528788333
ACH-000484,-0.35682226949150003
ACH-000485,-0.2437479685936068
ACH-000486,-0.20815551645780986
ACH-000487,-0.26488540061360083
ACH-000488,-0.1807641500002772
ACH-000490,-0.2820679458272836
ACH-000491,-0.19704617641510194
ACH-000495,-0.1381419078434355
ACH-000496,-0.21813642274275624
ACH-000499,-0.3132216446437073
ACH-000500,-0.14925473819904614
ACH-000502,-0.11264525788372345
ACH-000503,-0.1889939860812352
ACH-000505,-0.21065658593022332
ACH-000507,-0.06490625351387076
ACH-000510,-0.2373033100242727
ACH-000511,-0.1290227553024045
ACH-000512,-0.5290719350695389
ACH-000516,-0.2102825015668472
ACH-000517,-0.1860082005077193
ACH-000518,-0.2026153916140451
ACH-000520,-0.17905304553554974
ACH-000521,-0.28113024836187656
ACH-000522,-0.10863035108941246
ACH-000524,-0.16197236447176966
ACH-000527,-0.05201618450510095
ACH-000528,-0.15397179700431798
ACH-000537,-0.10072519725495888
ACH-000541,-0.062269587667479975
ACH-000542,-0.14306745002485566
ACH-000544,-0.2159037422612405
ACH-000545,-0.14882420748948452
ACH-000547,-0.34004216330179665
ACH-000548,-0.1033804409158206
ACH-000549,-0.11404081767911745
ACH-000550,-0.16286084434036385
ACH-000552,-0.3094128047627418
ACH-000556,-0.17061357511934735
ACH-000557,-0.1824165384390645
ACH-000569,0.04152593660304888
ACH-000570,-0.1964667703545087
ACH-000571,-0.13113409915923718
ACH-000573,-0.003504273709865371
ACH-000576,0.07359432323366964
ACH-000579,0.019803636366834573
ACH-000580,-0.015134273737203987
ACH-000584,-0.15621824763400174
ACH-000585,-0.21983202759658074
ACH-000588,-0.06958005512240567
ACH-000589,-0.1436069016536355
ACH-000591,-0.2476960465114841
ACH-000593,-0.13143315972353647
ACH-000600,-0.2419489389171541
ACH-000601,-0.15843824644530335
ACH-000605,-0.17978398483955282
ACH-000606,-0.2415253091819305
ACH-000608,-0.2186894697774854
ACH-000614,-0.10845818941152363
ACH-000616,-0.07533753163587224
ACH-000618,-0.15939422883092158
ACH-000619,-0.14130122135198805
ACH-000620,-0.08143516827122878
ACH-000621,-0.11212636297150724
ACH-000622,-0.21121612736699028
ACH-000623,-0.18953416288345445
ACH-000624,-0.1092831120240618
ACH-000627,-0.19303422761586386
ACH-000630,-0.09247499048582318
ACH-000631,0.147582731268938
ACH-000632,-0.21084044729182846
ACH-000633,-0.1411736945623111
ACH-000637,-0.0702193677028251
ACH-000638,-0.3494413659922108
ACH-000646,-0.2313346767780333
ACH-000647,-0.13780799252754644
ACH-000648,-0.03051317566369648
ACH-000649,-0.10247168796872402
ACH-000651,-0.2286147621471685
ACH-000652,-0.2382687608418647
ACH-000653,-0.17341378701089538
ACH-000657,-0.20402893086446214
ACH-000658,-0.17634577418964506
ACH-000661,-0.12123729761791388
ACH-000662,-0.17004781206037492
ACH-000663,-0.07106241525849086
ACH-000665,-0.2918611946451392
ACH-000671,-0.08154833697041375
ACH-000672,-0.013610568408403922
ACH-000673,-0.1918487906576002
ACH-000676,-0.027710535434133127
ACH-000677,-0.3481905764814506
ACH-000681,0.07927600803300383
ACH-000683,-0.16247339119630858
